model,case_id,layer,strategy,lambda,finite_effect_norm
qwen3_vl_8b,qwen3_vl_8b:194851:12:27,27,deterministic_random_region,0.0,10.121600151062012
qwen3_vl_8b,qwen3_vl_8b:194851:12:27,27,deterministic_random_region,0.25,10.333965301513672
qwen3_vl_8b,qwen3_vl_8b:194851:12:27,27,deterministic_random_region,0.5,10.550999641418457
qwen3_vl_8b,qwen3_vl_8b:194851:12:27,27,deterministic_random_region,0.75,10.772476196289062
qwen3_vl_8b,qwen3_vl_8b:194851:12:27,27,deterministic_random_region,1.0,10.998181343078613
qwen3_vl_8b,qwen3_vl_8b:194851:12:27,27,deterministic_random_region,1.25,11.227919578552246
qwen3_vl_8b,qwen3_vl_8b:195889:83:18,18,highest_p_ffn_token,0.0,3.3773512840270996
qwen3_vl_8b,qwen3_vl_8b:195889:83:18,18,highest_p_ffn_token,0.25,3.6556479930877686
qwen3_vl_8b,qwen3_vl_8b:195889:83:18,18,highest_p_ffn_token,0.5,3.9546070098876953
qwen3_vl_8b,qwen3_vl_8b:195889:83:18,18,highest_p_ffn_token,0.75,4.271831035614014
qwen3_vl_8b,qwen3_vl_8b:195889:83:18,18,highest_p_ffn_token,1.0,4.605497360229492
qwen3_vl_8b,qwen3_vl_8b:195889:83:18,18,highest_p_ffn_token,1.25,4.954235076904297
qwen3_vl_8b,qwen3_vl_8b:195889:83:18,18,highest_8_region,0.0,2.646778106689453
qwen3_vl_8b,qwen3_vl_8b:195889:83:18,18,highest_8_region,0.25,3.059560775756836
qwen3_vl_8b,qwen3_vl_8b:195889:83:18,18,highest_8_region,0.5,3.532470703125
qwen3_vl_8b,qwen3_vl_8b:195889:83:18,18,highest_8_region,0.75,4.050786018371582
qwen3_vl_8b,qwen3_vl_8b:195889:83:18,18,highest_8_region,1.0,4.605497360229492
qwen3_vl_8b,qwen3_vl_8b:195889:83:18,18,highest_8_region,1.25,5.191164016723633
qwen3_vl_8b,qwen3_vl_8b:195889:83:18,18,deterministic_random_region,0.0,4.514935493469238
qwen3_vl_8b,qwen3_vl_8b:195889:83:18,18,deterministic_random_region,0.25,4.526298522949219
qwen3_vl_8b,qwen3_vl_8b:195889:83:18,18,deterministic_random_region,0.5,4.545290946960449
qwen3_vl_8b,qwen3_vl_8b:195889:83:18,18,deterministic_random_region,0.75,4.571753978729248
qwen3_vl_8b,qwen3_vl_8b:195889:83:18,18,deterministic_random_region,1.0,4.605497360229492
qwen3_vl_8b,qwen3_vl_8b:195889:83:18,18,deterministic_random_region,1.25,4.646320819854736
qwen3_vl_8b,qwen3_vl_8b:206381:38:36,36,highest_p_ffn_token,0.0,31.242952346801758
qwen3_vl_8b,qwen3_vl_8b:206381:38:36,36,highest_p_ffn_token,0.25,34.705650329589844
qwen3_vl_8b,qwen3_vl_8b:206381:38:36,36,highest_p_ffn_token,0.5,38.208946228027344
qwen3_vl_8b,qwen3_vl_8b:206381:38:36,36,highest_p_ffn_token,0.75,41.74129104614258
qwen3_vl_8b,qwen3_vl_8b:206381:38:36,36,highest_p_ffn_token,1.0,45.294315338134766
qwen3_vl_8b,qwen3_vl_8b:206381:38:36,36,highest_p_ffn_token,1.25,48.862266540527344
qwen3_vl_8b,qwen3_vl_8b:206381:38:36,36,highest_8_region,0.0,24.385032653808594
qwen3_vl_8b,qwen3_vl_8b:206381:38:36,36,highest_8_region,0.25,29.4951171875
qwen3_vl_8b,qwen3_vl_8b:206381:38:36,36,highest_8_region,0.5,34.71144104003906
qwen3_vl_8b,qwen3_vl_8b:206381:38:36,36,highest_8_region,0.75,39.9867057800293
qwen3_vl_8b,qwen3_vl_8b:206381:38:36,36,highest_8_region,1.0,45.294315338134766
qwen3_vl_8b,qwen3_vl_8b:206381:38:36,36,highest_8_region,1.25,50.61879348754883
qwen3_vl_8b,qwen3_vl_8b:206381:38:36,36,deterministic_random_region,0.0,40.03190994262695
qwen3_vl_8b,qwen3_vl_8b:206381:38:36,36,deterministic_random_region,0.25,41.343265533447266
qwen3_vl_8b,qwen3_vl_8b:206381:38:36,36,deterministic_random_region,0.5,42.65773391723633
qwen3_vl_8b,qwen3_vl_8b:206381:38:36,36,deterministic_random_region,0.75,43.975154876708984
qwen3_vl_8b,qwen3_vl_8b:206381:38:36,36,deterministic_random_region,1.0,45.294315338134766
qwen3_vl_8b,qwen3_vl_8b:206381:38:36,36,deterministic_random_region,1.25,46.6159553527832
qwen3_vl_8b,qwen3_vl_8b:208623:18:18,18,highest_p_ffn_token,0.0,4.528515815734863
qwen3_vl_8b,qwen3_vl_8b:208623:18:18,18,highest_p_ffn_token,0.25,4.754671573638916
qwen3_vl_8b,qwen3_vl_8b:208623:18:18,18,highest_p_ffn_token,0.5,5.0011677742004395
qwen3_vl_8b,qwen3_vl_8b:208623:18:18,18,highest_p_ffn_token,0.75,5.265505790710449
qwen3_vl_8b,qwen3_vl_8b:208623:18:18,18,highest_p_ffn_token,1.0,5.545528411865234
qwen3_vl_8b,qwen3_vl_8b:208623:18:18,18,highest_p_ffn_token,1.25,5.8393964767456055
qwen3_vl_8b,qwen3_vl_8b:208623:18:18,18,highest_8_region,0.0,3.8046131134033203
qwen3_vl_8b,qwen3_vl_8b:208623:18:18,18,highest_8_region,0.25,4.191516876220703
qwen3_vl_8b,qwen3_vl_8b:208623:18:18,18,highest_8_region,0.5,4.616147041320801
qwen3_vl_8b,qwen3_vl_8b:208623:18:18,18,highest_8_region,0.75,5.069620609283447
qwen3_vl_8b,qwen3_vl_8b:208623:18:18,18,highest_8_region,1.0,5.545528411865234
qwen3_vl_8b,qwen3_vl_8b:208623:18:18,18,highest_8_region,1.25,6.03926420211792
qwen3_vl_8b,qwen3_vl_8b:208623:18:18,18,deterministic_random_region,0.0,5.4431586265563965
qwen3_vl_8b,qwen3_vl_8b:208623:18:18,18,deterministic_random_region,0.25,5.466456890106201
qwen3_vl_8b,qwen3_vl_8b:208623:18:18,18,deterministic_random_region,0.5,5.4913010597229
qwen3_vl_8b,qwen3_vl_8b:208623:18:18,18,deterministic_random_region,0.75,5.517666816711426
qwen3_vl_8b,qwen3_vl_8b:208623:18:18,18,deterministic_random_region,1.0,5.545528411865234
qwen3_vl_8b,qwen3_vl_8b:208623:18:18,18,deterministic_random_region,1.25,5.574859619140625
qwen3_vl_8b,qwen3_vl_8b:208623:18:27,27,highest_p_ffn_token,0.0,13.655662536621094
qwen3_vl_8b,qwen3_vl_8b:208623:18:27,27,highest_p_ffn_token,0.25,14.736845016479492
qwen3_vl_8b,qwen3_vl_8b:208623:18:27,27,highest_p_ffn_token,0.5,15.935736656188965
qwen3_vl_8b,qwen3_vl_8b:208623:18:27,27,highest_p_ffn_token,0.75,17.2249698638916
qwen3_vl_8b,qwen3_vl_8b:208623:18:27,27,highest_p_ffn_token,1.0,18.58340072631836
qwen3_vl_8b,qwen3_vl_8b:208623:18:27,27,highest_p_ffn_token,1.25,19.995037078857422
qwen3_vl_8b,qwen3_vl_8b:208623:18:27,27,highest_8_region,0.0,10.59776782989502
qwen3_vl_8b,qwen3_vl_8b:208623:18:27,27,highest_8_region,0.25,12.327975273132324
qwen3_vl_8b,qwen3_vl_8b:208623:18:27,27,highest_8_region,0.5,14.279069900512695
qwen3_vl_8b,qwen3_vl_8b:208623:18:27,27,highest_8_region,0.75,16.379093170166016
qwen3_vl_8b,qwen3_vl_8b:208623:18:27,27,highest_8_region,1.0,18.58340072631836
qwen3_vl_8b,qwen3_vl_8b:208623:18:27,27,highest_8_region,1.25,20.863426208496094
qwen3_vl_8b,qwen3_vl_8b:208623:18:27,27,deterministic_random_region,0.0,11.349026679992676
qwen3_vl_8b,qwen3_vl_8b:208623:18:27,27,deterministic_random_region,0.25,12.967330932617188
qwen3_vl_8b,qwen3_vl_8b:208623:18:27,27,deterministic_random_region,0.5,14.747498512268066
qwen3_vl_8b,qwen3_vl_8b:208623:18:27,27,deterministic_random_region,0.75,16.63179588317871
qwen3_vl_8b,qwen3_vl_8b:208623:18:27,27,deterministic_random_region,1.0,18.58340072631836
qwen3_vl_8b,qwen3_vl_8b:208623:18:27,27,deterministic_random_region,1.25,20.578561782836914
qwen3_vl_8b,qwen3_vl_8b:210795:10:9,9,highest_p_ffn_token,0.0,3.9156532287597656
qwen3_vl_8b,qwen3_vl_8b:210795:10:9,9,highest_p_ffn_token,0.25,4.151882171630859
qwen3_vl_8b,qwen3_vl_8b:210795:10:9,9,highest_p_ffn_token,0.5,4.394176006317139
qwen3_vl_8b,qwen3_vl_8b:210795:10:9,9,highest_p_ffn_token,0.75,4.641707897186279
qwen3_vl_8b,qwen3_vl_8b:210795:10:9,9,highest_p_ffn_token,1.0,4.893825531005859
qwen3_vl_8b,qwen3_vl_8b:210795:10:9,9,highest_p_ffn_token,1.25,5.150013446807861
qwen3_vl_8b,qwen3_vl_8b:210795:10:9,9,highest_8_region,0.0,2.560258626937866
qwen3_vl_8b,qwen3_vl_8b:210795:10:9,9,highest_8_region,0.25,3.1105775833129883
qwen3_vl_8b,qwen3_vl_8b:210795:10:9,9,highest_8_region,0.5,3.6898181438446045
qwen3_vl_8b,qwen3_vl_8b:210795:10:9,9,highest_8_region,0.75,4.2862629890441895
qwen3_vl_8b,qwen3_vl_8b:210795:10:9,9,highest_8_region,1.0,4.893825531005859
qwen3_vl_8b,qwen3_vl_8b:210795:10:9,9,highest_8_region,1.25,5.509205341339111
qwen3_vl_8b,qwen3_vl_8b:210795:10:9,9,deterministic_random_region,0.0,4.861497402191162
qwen3_vl_8b,qwen3_vl_8b:210795:10:9,9,deterministic_random_region,0.25,4.868682861328125
qwen3_vl_8b,qwen3_vl_8b:210795:10:9,9,deterministic_random_region,0.5,4.876468181610107
qwen3_vl_8b,qwen3_vl_8b:210795:10:9,9,deterministic_random_region,0.75,4.884850978851318
qwen3_vl_8b,qwen3_vl_8b:210795:10:9,9,deterministic_random_region,1.0,4.893825531005859
qwen3_vl_8b,qwen3_vl_8b:210795:10:9,9,deterministic_random_region,1.25,4.903388977050781
qwen3_vl_8b,qwen3_vl_8b:220526:17:9,9,highest_p_ffn_token,0.0,1.9069746732711792
qwen3_vl_8b,qwen3_vl_8b:220526:17:9,9,highest_p_ffn_token,0.25,1.9868299961090088
qwen3_vl_8b,qwen3_vl_8b:220526:17:9,9,highest_p_ffn_token,0.5,2.0687990188598633
qwen3_vl_8b,qwen3_vl_8b:220526:17:9,9,highest_p_ffn_token,0.75,2.152681350708008
qwen3_vl_8b,qwen3_vl_8b:220526:17:9,9,highest_p_ffn_token,1.0,2.2383031845092773
qwen3_vl_8b,qwen3_vl_8b:220526:17:9,9,highest_p_ffn_token,1.25,2.3255138397216797
qwen3_vl_8b,qwen3_vl_8b:220526:17:9,9,highest_8_region,0.0,1.4699212312698364
qwen3_vl_8b,qwen3_vl_8b:220526:17:9,9,highest_8_region,0.25,1.6539726257324219
qwen3_vl_8b,qwen3_vl_8b:220526:17:9,9,highest_8_region,0.5,1.8441591262817383
qwen3_vl_8b,qwen3_vl_8b:220526:17:9,9,highest_8_region,0.75,2.0392098426818848
qwen3_vl_8b,qwen3_vl_8b:220526:17:9,9,highest_8_region,1.0,2.2383031845092773
qwen3_vl_8b,qwen3_vl_8b:220526:17:9,9,highest_8_region,1.25,2.4409008026123047
qwen3_vl_8b,qwen3_vl_8b:220526:17:9,9,deterministic_random_region,0.0,2.1715469360351562
qwen3_vl_8b,qwen3_vl_8b:220526:17:9,9,deterministic_random_region,0.25,2.1875123977661133
qwen3_vl_8b,qwen3_vl_8b:220526:17:9,9,deterministic_random_region,0.5,2.2039663791656494
qwen3_vl_8b,qwen3_vl_8b:220526:17:9,9,deterministic_random_region,0.75,2.220900058746338
qwen3_vl_8b,qwen3_vl_8b:220526:17:9,9,deterministic_random_region,1.0,2.2383031845092773
qwen3_vl_8b,qwen3_vl_8b:220526:17:9,9,deterministic_random_region,1.25,2.256166696548462
qwen3_vl_8b,qwen3_vl_8b:226256:27:18,18,highest_p_ffn_token,0.0,4.399704456329346
qwen3_vl_8b,qwen3_vl_8b:226256:27:18,18,highest_p_ffn_token,0.25,4.435807228088379
qwen3_vl_8b,qwen3_vl_8b:226256:27:18,18,highest_p_ffn_token,0.5,4.479597091674805
qwen3_vl_8b,qwen3_vl_8b:226256:27:18,18,highest_p_ffn_token,0.75,4.530785083770752
qwen3_vl_8b,qwen3_vl_8b:226256:27:18,18,highest_p_ffn_token,1.0,4.5890583992004395
qwen3_vl_8b,qwen3_vl_8b:226256:27:18,18,highest_p_ffn_token,1.25,4.654088497161865
qwen3_vl_8b,qwen3_vl_8b:226256:27:18,18,highest_8_region,0.0,3.3249874114990234
qwen3_vl_8b,qwen3_vl_8b:226256:27:18,18,highest_8_region,0.25,3.617624521255493
qwen3_vl_8b,qwen3_vl_8b:226256:27:18,18,highest_8_region,0.5,3.928187847137451
qwen3_vl_8b,qwen3_vl_8b:226256:27:18,18,highest_8_region,0.75,4.252938270568848
qwen3_vl_8b,qwen3_vl_8b:226256:27:18,18,highest_8_region,1.0,4.5890583992004395
qwen3_vl_8b,qwen3_vl_8b:226256:27:18,18,highest_8_region,1.25,4.93442440032959
qwen3_vl_8b,qwen3_vl_8b:226256:27:18,18,deterministic_random_region,0.0,4.058763027191162
qwen3_vl_8b,qwen3_vl_8b:226256:27:18,18,deterministic_random_region,0.25,4.185708045959473
qwen3_vl_8b,qwen3_vl_8b:226256:27:18,18,deterministic_random_region,0.5,4.31657600402832
qwen3_vl_8b,qwen3_vl_8b:226256:27:18,18,deterministic_random_region,0.75,4.451105117797852
qwen3_vl_8b,qwen3_vl_8b:226256:27:18,18,deterministic_random_region,1.0,4.5890583992004395
qwen3_vl_8b,qwen3_vl_8b:226256:27:18,18,deterministic_random_region,1.25,4.73021936416626
qwen3_vl_8b,qwen3_vl_8b:259342:445:9,9,highest_p_ffn_token,0.0,0.6386347413063049
qwen3_vl_8b,qwen3_vl_8b:259342:445:9,9,highest_p_ffn_token,0.25,0.6779005527496338
qwen3_vl_8b,qwen3_vl_8b:259342:445:9,9,highest_p_ffn_token,0.5,0.7184216380119324
qwen3_vl_8b,qwen3_vl_8b:259342:445:9,9,highest_p_ffn_token,0.75,0.7600119709968567
qwen3_vl_8b,qwen3_vl_8b:259342:445:9,9,highest_p_ffn_token,1.0,0.8025148510932922
qwen3_vl_8b,qwen3_vl_8b:259342:445:9,9,highest_p_ffn_token,1.25,0.8458054661750793
qwen3_vl_8b,qwen3_vl_8b:259342:445:9,9,highest_8_region,0.0,0.5457679629325867
qwen3_vl_8b,qwen3_vl_8b:259342:445:9,9,highest_8_region,0.25,0.607778787612915
qwen3_vl_8b,qwen3_vl_8b:259342:445:9,9,highest_8_region,0.5,0.6714851260185242
qwen3_vl_8b,qwen3_vl_8b:259342:445:9,9,highest_8_region,0.75,0.7364891767501831
qwen3_vl_8b,qwen3_vl_8b:259342:445:9,9,highest_8_region,1.0,0.8025148510932922
qwen3_vl_8b,qwen3_vl_8b:259342:445:9,9,highest_8_region,1.25,0.8693662881851196
qwen3_vl_8b,qwen3_vl_8b:259342:445:9,9,deterministic_random_region,0.0,0.7909452319145203
qwen3_vl_8b,qwen3_vl_8b:259342:445:9,9,deterministic_random_region,0.25,0.7931258082389832
qwen3_vl_8b,qwen3_vl_8b:259342:445:9,9,deterministic_random_region,0.5,0.7957842946052551
qwen3_vl_8b,qwen3_vl_8b:259342:445:9,9,deterministic_random_region,0.75,0.7989155054092407
qwen3_vl_8b,qwen3_vl_8b:259342:445:9,9,deterministic_random_region,1.0,0.8025148510932922
qwen3_vl_8b,qwen3_vl_8b:259342:445:9,9,deterministic_random_region,1.25,0.806573748588562
qwen3_vl_8b,qwen3_vl_8b:259342:445:27,27,highest_p_ffn_token,0.0,3.9493348598480225
qwen3_vl_8b,qwen3_vl_8b:259342:445:27,27,highest_p_ffn_token,0.25,4.114412307739258
qwen3_vl_8b,qwen3_vl_8b:259342:445:27,27,highest_p_ffn_token,0.5,4.315630912780762
qwen3_vl_8b,qwen3_vl_8b:259342:445:27,27,highest_p_ffn_token,0.75,4.548252105712891
qwen3_vl_8b,qwen3_vl_8b:259342:445:27,27,highest_p_ffn_token,1.0,4.807768821716309
qwen3_vl_8b,qwen3_vl_8b:259342:445:27,27,highest_p_ffn_token,1.25,5.090109348297119
qwen3_vl_8b,qwen3_vl_8b:259342:445:27,27,highest_8_region,0.0,3.7703969478607178
qwen3_vl_8b,qwen3_vl_8b:259342:445:27,27,highest_8_region,0.25,3.973196029663086
qwen3_vl_8b,qwen3_vl_8b:259342:445:27,27,highest_8_region,0.5,4.218170642852783
qwen3_vl_8b,qwen3_vl_8b:259342:445:27,27,highest_8_region,0.75,4.498422622680664
qwen3_vl_8b,qwen3_vl_8b:259342:445:27,27,highest_8_region,1.0,4.807768821716309
qwen3_vl_8b,qwen3_vl_8b:259342:445:27,27,highest_8_region,1.25,5.140933513641357
qwen3_vl_8b,qwen3_vl_8b:259342:445:27,27,deterministic_random_region,0.0,4.796957492828369
qwen3_vl_8b,qwen3_vl_8b:259342:445:27,27,deterministic_random_region,0.25,4.79947566986084
qwen3_vl_8b,qwen3_vl_8b:259342:445:27,27,deterministic_random_region,0.5,4.802120208740234
qwen3_vl_8b,qwen3_vl_8b:259342:445:27,27,deterministic_random_region,0.75,4.804885387420654
qwen3_vl_8b,qwen3_vl_8b:259342:445:27,27,deterministic_random_region,1.0,4.807768821716309
qwen3_vl_8b,qwen3_vl_8b:259342:445:27,27,deterministic_random_region,1.25,4.810774803161621
qwen3_vl_8b,qwen3_vl_8b:269926:184:27,27,highest_p_ffn_token,0.0,1.7395368814468384
qwen3_vl_8b,qwen3_vl_8b:269926:184:27,27,highest_p_ffn_token,0.25,1.789693832397461
qwen3_vl_8b,qwen3_vl_8b:269926:184:27,27,highest_p_ffn_token,0.5,1.8534990549087524
qwen3_vl_8b,qwen3_vl_8b:269926:184:27,27,highest_p_ffn_token,0.75,1.9296269416809082
qwen3_vl_8b,qwen3_vl_8b:269926:184:27,27,highest_p_ffn_token,1.0,2.0166988372802734
qwen3_vl_8b,qwen3_vl_8b:269926:184:27,27,highest_p_ffn_token,1.25,2.1133882999420166
qwen3_vl_8b,qwen3_vl_8b:269926:184:27,27,highest_8_region,0.0,1.262279987335205
qwen3_vl_8b,qwen3_vl_8b:269926:184:27,27,highest_8_region,0.25,1.4335591793060303
qwen3_vl_8b,qwen3_vl_8b:269926:184:27,27,highest_8_region,0.5,1.6190464496612549
qwen3_vl_8b,qwen3_vl_8b:269926:184:27,27,highest_8_region,0.75,1.8143812417984009
qwen3_vl_8b,qwen3_vl_8b:269926:184:27,27,highest_8_region,1.0,2.0166988372802734
qwen3_vl_8b,qwen3_vl_8b:269926:184:27,27,highest_8_region,1.25,2.2240970134735107
qwen3_vl_8b,qwen3_vl_8b:269926:184:27,27,deterministic_random_region,0.0,1.7932053804397583
qwen3_vl_8b,qwen3_vl_8b:269926:184:27,27,deterministic_random_region,0.25,1.846785068511963
qwen3_vl_8b,qwen3_vl_8b:269926:184:27,27,deterministic_random_region,0.5,1.901982069015503
qwen3_vl_8b,qwen3_vl_8b:269926:184:27,27,deterministic_random_region,0.75,1.9586626291275024
qwen3_vl_8b,qwen3_vl_8b:269926:184:27,27,deterministic_random_region,1.0,2.0166988372802734
qwen3_vl_8b,qwen3_vl_8b:269926:184:27,27,deterministic_random_region,1.25,2.0759804248809814
qwen3_vl_8b,qwen3_vl_8b:271643:105:27,27,highest_p_ffn_token,0.0,13.746309280395508
qwen3_vl_8b,qwen3_vl_8b:271643:105:27,27,highest_p_ffn_token,0.25,14.300629615783691
qwen3_vl_8b,qwen3_vl_8b:271643:105:27,27,highest_p_ffn_token,0.5,14.884318351745605
qwen3_vl_8b,qwen3_vl_8b:271643:105:27,27,highest_p_ffn_token,0.75,15.494775772094727
qwen3_vl_8b,qwen3_vl_8b:271643:105:27,27,highest_p_ffn_token,1.0,16.129667282104492
qwen3_vl_8b,qwen3_vl_8b:271643:105:27,27,highest_p_ffn_token,1.25,16.786863327026367
qwen3_vl_8b,qwen3_vl_8b:271643:105:27,27,highest_8_region,0.0,8.351714134216309
qwen3_vl_8b,qwen3_vl_8b:271643:105:27,27,highest_8_region,0.25,10.158896446228027
qwen3_vl_8b,qwen3_vl_8b:271643:105:27,27,highest_8_region,0.5,12.087211608886719
qwen3_vl_8b,qwen3_vl_8b:271643:105:27,27,highest_8_region,0.75,14.086626052856445
qwen3_vl_8b,qwen3_vl_8b:271643:105:27,27,highest_8_region,1.0,16.129667282104492
qwen3_vl_8b,qwen3_vl_8b:271643:105:27,27,highest_8_region,1.25,18.200054168701172
qwen3_vl_8b,qwen3_vl_8b:271643:105:27,27,deterministic_random_region,0.0,13.702280044555664
qwen3_vl_8b,qwen3_vl_8b:271643:105:27,27,deterministic_random_region,0.25,14.297518730163574
qwen3_vl_8b,qwen3_vl_8b:271643:105:27,27,deterministic_random_region,0.5,14.901097297668457
qwen3_vl_8b,qwen3_vl_8b:271643:105:27,27,deterministic_random_region,0.75,15.512081146240234
qwen3_vl_8b,qwen3_vl_8b:271643:105:27,27,deterministic_random_region,1.0,16.129667282104492
qwen3_vl_8b,qwen3_vl_8b:271643:105:27,27,deterministic_random_region,1.25,16.753135681152344
qwen3_vl_8b,qwen3_vl_8b:271643:7:27,27,highest_p_ffn_token,0.0,7.621323108673096
qwen3_vl_8b,qwen3_vl_8b:271643:7:27,27,highest_p_ffn_token,0.25,7.729083061218262
qwen3_vl_8b,qwen3_vl_8b:271643:7:27,27,highest_p_ffn_token,0.5,7.8564605712890625
qwen3_vl_8b,qwen3_vl_8b:271643:7:27,27,highest_p_ffn_token,0.75,8.002634048461914
qwen3_vl_8b,qwen3_vl_8b:271643:7:27,27,highest_p_ffn_token,1.0,8.16672420501709
qwen3_vl_8b,qwen3_vl_8b:271643:7:27,27,highest_p_ffn_token,1.25,8.347837448120117
qwen3_vl_8b,qwen3_vl_8b:271643:7:27,27,highest_8_region,0.0,6.40673303604126
qwen3_vl_8b,qwen3_vl_8b:271643:7:27,27,highest_8_region,0.25,6.8199849128723145
qwen3_vl_8b,qwen3_vl_8b:271643:7:27,27,highest_8_region,0.5,7.25309419631958
qwen3_vl_8b,qwen3_vl_8b:271643:7:27,27,highest_8_region,0.75,7.702852249145508
qwen3_vl_8b,qwen3_vl_8b:271643:7:27,27,highest_8_region,1.0,8.16672420501709
qwen3_vl_8b,qwen3_vl_8b:271643:7:27,27,highest_8_region,1.25,8.642721176147461
qwen3_vl_8b,qwen3_vl_8b:271643:7:27,27,deterministic_random_region,0.0,6.882870197296143
qwen3_vl_8b,qwen3_vl_8b:271643:7:27,27,deterministic_random_region,0.25,7.171533584594727
qwen3_vl_8b,qwen3_vl_8b:271643:7:27,27,deterministic_random_region,0.5,7.483360290527344
qwen3_vl_8b,qwen3_vl_8b:271643:7:27,27,deterministic_random_region,0.75,7.815820217132568
qwen3_vl_8b,qwen3_vl_8b:271643:7:27,27,deterministic_random_region,1.0,8.16672420501709
qwen3_vl_8b,qwen3_vl_8b:271643:7:27,27,deterministic_random_region,1.25,8.534196853637695
qwen3_vl_8b,qwen3_vl_8b:314026:10:9,9,highest_p_ffn_token,0.0,5.356724739074707
qwen3_vl_8b,qwen3_vl_8b:314026:10:9,9,highest_p_ffn_token,0.25,5.537402629852295
qwen3_vl_8b,qwen3_vl_8b:314026:10:9,9,highest_p_ffn_token,0.5,5.720441818237305
qwen3_vl_8b,qwen3_vl_8b:314026:10:9,9,highest_p_ffn_token,0.75,5.9057111740112305
qwen3_vl_8b,qwen3_vl_8b:314026:10:9,9,highest_p_ffn_token,1.0,6.093094348907471
qwen3_vl_8b,qwen3_vl_8b:314026:10:9,9,highest_p_ffn_token,1.25,6.282494068145752
qwen3_vl_8b,qwen3_vl_8b:314026:10:9,9,highest_8_region,0.0,4.198006629943848
qwen3_vl_8b,qwen3_vl_8b:314026:10:9,9,highest_8_region,0.25,4.653372764587402
qwen3_vl_8b,qwen3_vl_8b:314026:10:9,9,highest_8_region,0.5,5.12199592590332
qwen3_vl_8b,qwen3_vl_8b:314026:10:9,9,highest_8_region,0.75,5.602258682250977
qwen3_vl_8b,qwen3_vl_8b:314026:10:9,9,highest_8_region,1.0,6.093094348907471
qwen3_vl_8b,qwen3_vl_8b:314026:10:9,9,highest_8_region,1.25,6.59377384185791
qwen3_vl_8b,qwen3_vl_8b:314026:10:9,9,deterministic_random_region,0.0,5.20683479309082
qwen3_vl_8b,qwen3_vl_8b:314026:10:9,9,deterministic_random_region,0.25,5.423070907592773
qwen3_vl_8b,qwen3_vl_8b:314026:10:9,9,deterministic_random_region,0.5,5.643075942993164
qwen3_vl_8b,qwen3_vl_8b:314026:10:9,9,deterministic_random_region,0.75,5.866511821746826
qwen3_vl_8b,qwen3_vl_8b:314026:10:9,9,deterministic_random_region,1.0,6.093094348907471
qwen3_vl_8b,qwen3_vl_8b:314026:10:9,9,deterministic_random_region,1.25,6.322581768035889
qwen3_vl_8b,qwen3_vl_8b:329903:81:18,18,highest_p_ffn_token,0.0,2.868037462234497
qwen3_vl_8b,qwen3_vl_8b:329903:81:18,18,highest_p_ffn_token,0.25,3.112797260284424
qwen3_vl_8b,qwen3_vl_8b:329903:81:18,18,highest_p_ffn_token,0.5,3.3809990882873535
qwen3_vl_8b,qwen3_vl_8b:329903:81:18,18,highest_p_ffn_token,0.75,3.6682910919189453
qwen3_vl_8b,qwen3_vl_8b:329903:81:18,18,highest_p_ffn_token,1.0,3.97129225730896
qwen3_vl_8b,qwen3_vl_8b:329903:81:18,18,highest_p_ffn_token,1.25,4.287421226501465
qwen3_vl_8b,qwen3_vl_8b:329903:81:18,18,highest_8_region,0.0,2.844860076904297
qwen3_vl_8b,qwen3_vl_8b:329903:81:18,18,highest_8_region,0.25,3.094925880432129
qwen3_vl_8b,qwen3_vl_8b:329903:81:18,18,highest_8_region,0.5,3.368999481201172
qwen3_vl_8b,qwen3_vl_8b:329903:81:18,18,highest_8_region,0.75,3.6623356342315674
qwen3_vl_8b,qwen3_vl_8b:329903:81:18,18,highest_8_region,1.0,3.97129225730896
qwen3_vl_8b,qwen3_vl_8b:329903:81:18,18,highest_8_region,1.25,4.293107509613037
qwen3_vl_8b,qwen3_vl_8b:329903:81:18,18,deterministic_random_region,0.0,3.679471492767334
qwen3_vl_8b,qwen3_vl_8b:329903:81:18,18,deterministic_random_region,0.25,3.7499465942382812
qwen3_vl_8b,qwen3_vl_8b:329903:81:18,18,deterministic_random_region,0.5,3.822134017944336
qwen3_vl_8b,qwen3_vl_8b:329903:81:18,18,deterministic_random_region,0.75,3.895944833755493
qwen3_vl_8b,qwen3_vl_8b:329903:81:18,18,deterministic_random_region,1.0,3.97129225730896
qwen3_vl_8b,qwen3_vl_8b:329903:81:18,18,deterministic_random_region,1.25,4.048096656799316
qwen3_vl_8b,qwen3_vl_8b:340946:9:9,9,highest_p_ffn_token,0.0,4.444299697875977
qwen3_vl_8b,qwen3_vl_8b:340946:9:9,9,highest_p_ffn_token,0.25,4.625823497772217
qwen3_vl_8b,qwen3_vl_8b:340946:9:9,9,highest_p_ffn_token,0.5,4.811584949493408
qwen3_vl_8b,qwen3_vl_8b:340946:9:9,9,highest_p_ffn_token,0.75,5.001330375671387
qwen3_vl_8b,qwen3_vl_8b:340946:9:9,9,highest_p_ffn_token,1.0,5.194840908050537
qwen3_vl_8b,qwen3_vl_8b:340946:9:9,9,highest_p_ffn_token,1.25,5.391923904418945
qwen3_vl_8b,qwen3_vl_8b:340946:9:9,9,highest_8_region,0.0,3.793243169784546
qwen3_vl_8b,qwen3_vl_8b:340946:9:9,9,highest_8_region,0.25,4.12419319152832
qwen3_vl_8b,qwen3_vl_8b:340946:9:9,9,highest_8_region,0.5,4.469374179840088
