model,label,layer,n,mean,median,q25,q75
qwen3_vl_8b,HALL,1,2593,0.12420661002397537,0.12135518342256546,0.09761098027229309,0.14621426165103912
qwen3_vl_8b,HALL,2,2593,0.16752128303050995,0.16151493787765503,0.13274475932121277,0.1976199895143509
qwen3_vl_8b,HALL,3,2593,0.11702635884284973,0.11319470405578613,0.09723637998104095,0.13307233154773712
qwen3_vl_8b,HALL,4,2593,0.15313245356082916,0.14326158165931702,0.12123586982488632,0.17197488248348236
qwen3_vl_8b,HALL,5,2593,0.15437810122966766,0.14981994032859802,0.12762433290481567,0.1779179871082306
qwen3_vl_8b,HALL,6,2593,0.1487882286310196,0.1418588012456894,0.12032517045736313,0.16775231063365936
qwen3_vl_8b,HALL,7,2593,0.16142669320106506,0.1568908393383026,0.1322290599346161,0.18597567081451416
qwen3_vl_8b,HALL,8,2593,0.1675170212984085,0.16314803063869476,0.14037713408470154,0.1889229416847229
qwen3_vl_8b,HALL,9,2593,0.13816018402576447,0.13434217870235443,0.11397571861743927,0.15838679671287537
qwen3_vl_8b,HALL,10,2593,0.18833677470684052,0.18075598776340485,0.14718687534332275,0.22282418608665466
qwen3_vl_8b,HALL,11,2593,0.1270083338022232,0.12337519973516464,0.1035347580909729,0.1466325968503952
qwen3_vl_8b,HALL,12,2593,0.13828228414058685,0.13462696969509125,0.11082397401332855,0.1605084091424942
qwen3_vl_8b,HALL,13,2593,0.1736384779214859,0.1710953414440155,0.14350615441799164,0.19996780157089233
qwen3_vl_8b,HALL,14,2593,0.14074476063251495,0.1323617547750473,0.10333079844713211,0.16965672373771667
qwen3_vl_8b,HALL,15,2593,0.16036942601203918,0.1587195247411728,0.12499547749757767,0.19392253458499908
qwen3_vl_8b,HALL,16,2593,0.15957632660865784,0.1511317640542984,0.11951582133769989,0.19339729845523834
qwen3_vl_8b,HALL,17,2593,0.1615709513425827,0.15921932458877563,0.1310466229915619,0.188394695520401
qwen3_vl_8b,HALL,18,2593,0.1701674610376358,0.15698347985744476,0.11417761445045471,0.21729624271392822
qwen3_vl_8b,HALL,19,2593,0.13922414183616638,0.12558408081531525,0.10035177320241928,0.16582627594470978
qwen3_vl_8b,HALL,20,2593,0.2173386812210083,0.21532803773880005,0.16256418824195862,0.26697319746017456
qwen3_vl_8b,HALL,21,2593,0.1826815903186798,0.16483758389949799,0.1254366785287857,0.22673849761486053
qwen3_vl_8b,HALL,22,2593,0.1725684553384781,0.1578393280506134,0.1087004542350769,0.22782738506793976
qwen3_vl_8b,HALL,23,2593,0.21603700518608093,0.2190704345703125,0.16621841490268707,0.26458582282066345
qwen3_vl_8b,HALL,24,2593,0.14780662953853607,0.13773725926876068,0.10144256055355072,0.18237647414207458
