model,label,layer,n,mean,median,q25,q75
qwen3_vl_8b,HALL,25,2593,0.19677966833114624,0.17960523068904877,0.1316869556903839,0.2453944981098175
qwen3_vl_8b,HALL,26,2593,0.19368940591812134,0.18864580988883972,0.12929251790046692,0.25025132298469543
qwen3_vl_8b,HALL,27,2593,0.18341700732707977,0.16989578306674957,0.1273641586303711,0.22840285301208496
qwen3_vl_8b,HALL,28,2593,0.18946132063865662,0.1826348751783371,0.13900242745876312,0.22866791486740112
qwen3_vl_8b,HALL,29,2593,0.1668664962053299,0.15387563407421112,0.10775606334209442,0.2154296338558197
qwen3_vl_8b,HALL,30,2593,0.24255172908306122,0.2276509404182434,0.1651589274406433,0.3086839020252228
qwen3_vl_8b,HALL,31,2593,0.2129981964826584,0.2051251232624054,0.15051588416099548,0.2605973780155182
qwen3_vl_8b,HALL,32,2593,0.1940290927886963,0.18087594211101532,0.12783850729465485,0.24242818355560303
qwen3_vl_8b,HALL,33,2593,0.19886115193367004,0.18897981941699982,0.13629008829593658,0.24723394215106964
qwen3_vl_8b,HALL,34,2593,0.2212805300951004,0.21235254406929016,0.15597520768642426,0.27857333421707153
qwen3_vl_8b,HALL,35,2593,0.2575967013835907,0.24660085141658783,0.18590888381004333,0.3203068971633911
qwen3_vl_8b,HALL,36,2593,0.3565537631511688,0.3567383587360382,0.3062709867954254,0.4096958339214325
qwen3_vl_8b,REAL,1,12280,0.12646900117397308,0.12361034750938416,0.10105931758880615,0.1484554260969162
qwen3_vl_8b,REAL,2,12280,0.1855039745569229,0.18210050463676453,0.14947092533111572,0.21718880534172058
qwen3_vl_8b,REAL,3,12280,0.1259148269891739,0.12280049175024033,0.10472311824560165,0.14349177479743958
qwen3_vl_8b,REAL,4,12280,0.1692901849746704,0.15870806574821472,0.13365112245082855,0.19091211259365082
qwen3_vl_8b,REAL,5,12280,0.1711215078830719,0.16732636094093323,0.1426745057106018,0.19537441432476044
qwen3_vl_8b,REAL,6,12280,0.1638680100440979,0.15875215828418732,0.13538819551467896,0.18770258128643036
qwen3_vl_8b,REAL,7,12280,0.17991812527179718,0.17766131460666656,0.15105195343494415,0.20676714181900024
qwen3_vl_8b,REAL,8,12280,0.18041813373565674,0.1779533326625824,0.15358322858810425,0.20505231618881226
qwen3_vl_8b,REAL,9,12280,0.12831813097000122,0.12558434903621674,0.1053340956568718,0.1480722576379776
qwen3_vl_8b,REAL,10,12280,0.17881038784980774,0.16881045699119568,0.13481229543685913,0.21358655393123627
qwen3_vl_8b,REAL,11,12280,0.11691057682037354,0.113123819231987,0.09492792189121246,0.13502661883831024
qwen3_vl_8b,REAL,12,12280,0.13041864335536957,0.12531636655330658,0.10335575044155121,0.15252815186977386
qwen3_vl_8b,REAL,13,12280,0.15740637481212616,0.15413865447044373,0.12806099653244019,0.18462294340133667
qwen3_vl_8b,REAL,14,12280,0.1300131380558014,0.1237092912197113,0.10059778392314911,0.15169793367385864
qwen3_vl_8b,REAL,15,12280,0.1424425095319748,0.13868537545204163,0.11019208282232285,0.16933031380176544
qwen3_vl_8b,REAL,16,12280,0.14561115205287933,0.13879600167274475,0.11221833527088165,0.1719590425491333
qwen3_vl_8b,REAL,17,12280,0.148864284157753,0.14511561393737793,0.12175339460372925,0.17226995527744293
qwen3_vl_8b,REAL,18,12280,0.1528739035129547,0.13910529017448425,0.10917870700359344,0.18593290448188782
qwen3_vl_8b,REAL,19,12280,0.1289956122636795,0.12060138583183289,0.09861290454864502,0.149428591132164
qwen3_vl_8b,REAL,20,12280,0.1951761096715927,0.18713442981243134,0.14787329733371735,0.2346411496400833
qwen3_vl_8b,REAL,21,12280,0.16542983055114746,0.15472325682640076,0.12421264499425888,0.19387298822402954
qwen3_vl_8b,REAL,22,12280,0.15652811527252197,0.14312784373760223,0.10910986363887787,0.18996722996234894
qwen3_vl_8b,REAL,23,12280,0.19363659620285034,0.19105049967765808,0.14365284144878387,0.23998716473579407
qwen3_vl_8b,REAL,24,12280,0.1731073558330536,0.16443148255348206,0.12240343540906906,0.21364152431488037
qwen3_vl_8b,REAL,25,12280,0.2046143114566803,0.1971057653427124,0.14495013654232025,0.25544095039367676
qwen3_vl_8b,REAL,26,12280,0.17125152051448822,0.1584841012954712,0.11800378561019897,0.2145191878080368
qwen3_vl_8b,REAL,27,12280,0.18384377658367157,0.17389899492263794,0.125400111079216,0.23113489151000977
qwen3_vl_8b,REAL,28,12280,0.19199828803539276,0.1847759485244751,0.14292727410793304,0.23328754305839539
qwen3_vl_8b,REAL,29,12280,0.18298178911209106,0.1751846969127655,0.12690693140029907,0.2291456162929535
qwen3_vl_8b,REAL,30,12280,0.2672766447067261,0.25984200835227966,0.20397508144378662,0.3245650827884674
qwen3_vl_8b,REAL,31,12280,0.22063207626342773,0.21210607886314392,0.15724605321884155,0.2726510763168335
qwen3_vl_8b,REAL,32,12280,0.2124563455581665,0.20491565763950348,0.15162336826324463,0.2636917531490326
qwen3_vl_8b,REAL,33,12280,0.22604233026504517,0.2219381332397461,0.16227635741233826,0.28126925230026245
qwen3_vl_8b,REAL,34,12280,0.2500338554382324,0.24598410725593567,0.17056050896644592,0.3206465244293213
qwen3_vl_8b,REAL,35,12280,0.28709954023361206,0.2786954641342163,0.2115934193134308,0.3509048521518707
qwen3_vl_8b,REAL,36,12280,0.38495099544525146,0.38946038484573364,0.3382977545261383,0.4346740245819092
