feature_set,dimensions,ensemble_auroc,raw_reference,raw_reference_ensemble_auroc,bounded_minus_raw_auroc,d_ot_ensemble_auroc,bounded_combo_minus_d_ot_auroc,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,seed43_auroc,seed44_auroc,seed45_auroc
bounded_strength,36,0.8812334256403607,strength,0.8703888935196763,0.01084453212068437,,,0.5902439831748908,0.6098012537536923,0.4728682170542636,0.529429732952535,0.8742100648618945,0.875484303174559,0.8782068202235744
D_OT+bounded_strength,108,0.9027418891759977,D_OT+strength,0.8810914148290159,0.021650474346981863,0.866949762131891,0.035792127044106725,0.6519130349672174,0.6272853141256503,0.5717054263565892,0.597426559933273,0.8918761326134002,0.8842133372849384,0.8932055544750385
