model,label,layer,n_mentions,mean,q25,median,q75,raw_net_strength_real_auroc
qwen3_vl_8b,HALL,1,2593,0.39335131645202637,0.19458171725273132,0.3140614926815033,0.5078833699226379,0.6702848969475573
qwen3_vl_8b,HALL,2,2593,0.057969097048044205,0.0260352473706007,0.03899022936820984,0.06204086169600487,0.6544294743678483
qwen3_vl_8b,HALL,3,2593,0.24820777773857117,0.10316599905490875,0.1576695293188095,0.2683958113193512,0.6718329290460032
qwen3_vl_8b,HALL,4,2593,0.18977384269237518,0.07099952548742294,0.11464228481054306,0.22099240124225616,0.610374837793056
qwen3_vl_8b,HALL,5,2593,0.23694051802158356,0.06480858474969864,0.13892003893852234,0.28493696451187134,0.6697435057552845
qwen3_vl_8b,HALL,6,2593,0.4311748445034027,0.21661312878131866,0.33097055554389954,0.5182814598083496,0.7224213963678205
qwen3_vl_8b,HALL,7,2593,0.548867404460907,0.1577071100473404,0.356180876493454,0.7475106716156006,0.689683104474462
qwen3_vl_8b,HALL,8,2593,0.4410807192325592,0.22649884223937988,0.36914485692977905,0.5565344095230103,0.6909510822799041
qwen3_vl_8b,HALL,9,2593,2.759781837463379,1.5743743181228638,2.5610392093658447,3.6665995121002197,0.6407709273652065
qwen3_vl_8b,HALL,10,2593,4.149287700653076,2.4439914226531982,3.8892433643341064,5.369724750518799,0.6311770539827222
qwen3_vl_8b,HALL,11,2593,2.893113851547241,1.7258139848709106,2.69982647895813,3.8193488121032715,0.665137048380066
qwen3_vl_8b,HALL,12,2593,3.154371976852417,2.1403915882110596,3.0153276920318604,4.052305698394775,0.6216573749671817
qwen3_vl_8b,HALL,13,2593,2.486851930618286,1.8552029132843018,2.332528591156006,2.910860300064087,0.7297929875095942
qwen3_vl_8b,HALL,14,2593,4.580341815948486,3.1419243812561035,4.455147743225098,5.9215898513793945,0.597332959822926
qwen3_vl_8b,HALL,15,2593,3.733346939086914,2.59529972076416,3.602905035018921,4.759342193603516,0.675235820318045
qwen3_vl_8b,HALL,16,2593,4.722614288330078,3.3418972492218018,4.65095329284668,6.073836803436279,0.5669820306739142
qwen3_vl_8b,HALL,17,2593,3.4007303714752197,2.288933277130127,3.2341063022613525,4.384967803955078,0.6485791425423748
qwen3_vl_8b,HALL,18,2593,5.113932132720947,3.7379424571990967,5.056585311889648,6.421604633331299,0.5845284724219931
qwen3_vl_8b,HALL,19,2593,6.1713151931762695,4.749483585357666,6.283346652984619,7.652974605560303,0.563884725978612
qwen3_vl_8b,HALL,20,2593,4.259481430053711,2.5684263706207275,4.1710734367370605,5.72548246383667,0.6288952906283642
qwen3_vl_8b,HALL,21,2593,6.5176520347595215,4.0433831214904785,6.5399980545043945,8.794293403625488,0.5999667420805953
qwen3_vl_8b,HALL,22,2593,6.220592975616455,4.32647180557251,6.244713306427002,8.05152416229248,0.6247749044973249
qwen3_vl_8b,HALL,23,2593,3.4771029949188232,2.3974227905273438,3.294907331466675,4.334332466125488,0.5828108060915695
qwen3_vl_8b,HALL,24,2593,12.645676612854004,9.247382164001465,12.63746452331543,15.907758712768555,0.592287899895861
qwen3_vl_8b,HALL,25,2593,12.941130638122559,10.18380355834961,12.484929084777832,15.331522941589355,0.6408685341768304
qwen3_vl_8b,HALL,26,2593,5.321821689605713,3.24196195602417,4.921567916870117,7.152858734130859,0.6369015458808545
qwen3_vl_8b,HALL,27,2593,11.547483444213867,7.853644847869873,11.065174102783203,14.6571683883667,0.5510720261641527
qwen3_vl_8b,HALL,28,2593,7.573638916015625,4.835534572601318,7.257818222045898,9.773835182189941,0.6766242677918877
