model,label,layer,n_mentions,mean,q25,median,q75,raw_net_strength_real_auroc
qwen3_vl_8b,HALL,29,2593,9.92544937133789,5.281245231628418,8.712569236755371,13.440871238708496,0.6573438291014018
qwen3_vl_8b,HALL,30,2593,19.324636459350586,11.369955062866211,17.362323760986328,24.559072494506836,0.5947474156806536
qwen3_vl_8b,HALL,31,2593,8.104516983032227,4.74559211730957,7.33559513092041,10.675281524658203,0.6090732252079326
qwen3_vl_8b,HALL,32,2593,11.190739631652832,6.116562843322754,10.159208297729492,15.022039413452148,0.6487256155698566
qwen3_vl_8b,HALL,33,2593,14.621155738830566,6.711575031280518,11.829020500183105,20.197385787963867,0.5425345706493679
qwen3_vl_8b,HALL,34,2593,16.596599578857422,9.07087230682373,15.263585090637207,22.72024154663086,0.5432534159243566
qwen3_vl_8b,HALL,35,2593,16.489337921142578,9.108221054077148,14.060977935791016,21.32411003112793,0.5581333513807532
qwen3_vl_8b,HALL,36,2593,21.575578689575195,15.634425163269043,20.677003860473633,26.406585693359375,0.6140868801119527
qwen3_vl_8b,REAL,1,12280,0.5842985510826111,0.2951425611972809,0.504380464553833,0.7964019775390625,0.6702848969475573
qwen3_vl_8b,REAL,2,12280,0.09739496558904648,0.03453831747174263,0.06403924524784088,0.11599282175302505,0.6544294743678483
qwen3_vl_8b,REAL,3,12280,0.4357304871082306,0.15747255086898804,0.2632289528846741,0.48722654581069946,0.6718329290460032
qwen3_vl_8b,REAL,4,12280,0.2726690173149109,0.08908349275588989,0.18376317620277405,0.3431943356990814,0.610374837793056
qwen3_vl_8b,REAL,5,12280,0.4228743314743042,0.13350337743759155,0.27139556407928467,0.4962296783924103,0.6697435057552845
qwen3_vl_8b,REAL,6,12280,0.79582279920578,0.3637892007827759,0.6267375946044922,1.0537394285202026,0.7224213963678205
qwen3_vl_8b,REAL,7,12280,1.1135804653167725,0.31834760308265686,0.7948349714279175,1.677369236946106,0.689683104474462
qwen3_vl_8b,REAL,8,12280,0.7067586183547974,0.3579341769218445,0.5937223434448242,0.9717490673065186,0.6909510822799041
qwen3_vl_8b,REAL,9,12280,3.6638741493225098,2.2487311363220215,3.34730863571167,4.946202278137207,0.6407709273652065
qwen3_vl_8b,REAL,10,12280,5.734955787658691,2.9907352924346924,5.266205787658691,7.411768436431885,0.6311770539827222
qwen3_vl_8b,REAL,11,12280,3.8566434383392334,2.5991411209106445,3.720036506652832,4.959035873413086,0.665137048380066
qwen3_vl_8b,REAL,12,12280,3.913762331008911,2.5983376502990723,3.678933620452881,4.955998420715332,0.6216573749671817
qwen3_vl_8b,REAL,13,12280,3.5268404483795166,2.453705310821533,3.2086687088012695,4.384754180908203,0.7297929875095942
qwen3_vl_8b,REAL,14,12280,5.249486446380615,3.9331798553466797,5.1004157066345215,6.564235210418701,0.597332959822926
qwen3_vl_8b,REAL,15,12280,4.738645076751709,3.605088472366333,4.733455657958984,5.851585388183594,0.675235820318045
qwen3_vl_8b,REAL,16,12280,5.143907070159912,3.987241506576538,5.11665153503418,6.268495559692383,0.5669820306739142
qwen3_vl_8b,REAL,17,12280,4.152451992034912,3.122516393661499,4.125612258911133,5.183516979217529,0.6485791425423748
qwen3_vl_8b,REAL,18,12280,5.649106979370117,4.461477756500244,5.66115665435791,6.84486198425293,0.5845284724219931
qwen3_vl_8b,REAL,19,12280,6.641942977905273,5.673098564147949,6.671146869659424,7.719316482543945,0.563884725978612
qwen3_vl_8b,REAL,20,12280,5.241532802581787,3.8314080238342285,5.057611465454102,6.5095367431640625,0.6288952906283642
qwen3_vl_8b,REAL,21,12280,7.549898147583008,5.946557521820068,7.628156661987305,9.26720905303955,0.5999667420805953
qwen3_vl_8b,REAL,22,12280,7.379828929901123,5.886648178100586,7.3127288818359375,8.830716133117676,0.6247749044973249
qwen3_vl_8b,REAL,23,12280,3.8605027198791504,2.83141827583313,3.7299442291259766,4.7198615074157715,0.5828108060915695
qwen3_vl_8b,REAL,24,12280,14.15141487121582,11.109209060668945,14.197887420654297,17.459041595458984,0.592287899895861
qwen3_vl_8b,REAL,25,12280,14.884758949279785,11.982348442077637,14.98531723022461,17.892107009887695,0.6408685341768304
qwen3_vl_8b,REAL,26,12280,6.690696716308594,4.403428554534912,6.533055305480957,8.794233322143555,0.6369015458808545
qwen3_vl_8b,REAL,27,12280,12.368505477905273,8.766342163085938,11.927915573120117,15.585890769958496,0.5510720261641527
qwen3_vl_8b,REAL,28,12280,10.247040748596191,6.833939075469971,9.933635711669922,13.12673568725586,0.6766242677918877
qwen3_vl_8b,REAL,29,12280,13.615912437438965,8.189026832580566,12.452707290649414,18.16143035888672,0.6573438291014018
qwen3_vl_8b,REAL,30,12280,24.84425163269043,12.592178344726562,21.38094711303711,33.10145568847656,0.5947474156806536
qwen3_vl_8b,REAL,31,12280,10.26677417755127,6.060840606689453,9.030349731445312,12.907553672790527,0.6090732252079326
qwen3_vl_8b,REAL,32,12280,15.077431678771973,9.166452407836914,13.927228927612305,19.35793113708496,0.6487256155698566
qwen3_vl_8b,REAL,33,12280,15.539899826049805,7.906243324279785,13.58888053894043,21.47911262512207,0.5425345706493679
qwen3_vl_8b,REAL,34,12280,18.23781394958496,9.920001029968262,16.485681533813477,24.71617889404297,0.5432534159243566
qwen3_vl_8b,REAL,35,12280,17.85778045654297,10.687052726745605,15.782175064086914,23.2813663482666,0.5581333513807532
qwen3_vl_8b,REAL,36,12280,25.277748107910156,17.85430908203125,23.72425079345703,31.194982528686523,0.6140868801119527
