feature_set,dimensions,ensemble_auroc,reference_feature,reference_ensemble_auroc,ensemble_auroc_minus_reference,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,seed43_auroc,seed44_auroc,seed45_auroc
net_strength,36,0.8669551647171053,strength,0.8703888935196763,-0.003433728802570979,0.5694612622465316,0.6025957208009164,0.4218346253229974,0.4952238077723424,0.8626909813873223,0.8630521827987863,0.8635847233413292
D_OT+strength,108,0.8810914148290159,D_OT,0.866949762131891,0.014141652697124862,0.5996808183949695,0.6245242454137755,0.4928940568475452,0.5506159590347283,0.8796207539539207,0.8737898209120182,0.8754596056421513
