seed,threshold_rule,decision_threshold,auroc,real_aupr,real_precision,real_recall,real_f1,hall_aupr,hall_precision,hall_recall,hall_f1
43,fixed_0.5,0.5,0.8823347812261706,0.9723132178499071,0.9124116260801257,0.9251294305057746,0.9187265176982401,0.6130640758014921,0.6091476091476091,0.5678294573643411,0.5877632898696088
43,train_f1,0.49703484773635864,0.8823347812261706,0.9723132178499071,0.9114420062695925,0.9263241736360016,0.918822832312858,0.6130640758014921,0.6105263157894737,0.562015503875969,0.5852674066599395
44,fixed_0.5,0.5,0.8792429588878701,0.9717307937855414,0.9116719242902208,0.9207487056949423,0.9161878343570438,0.6006513024811234,0.594704684317719,0.5658914728682171,0.579940417080437
44,train_f1,0.42643293738365173,0.8792429588878701,0.9717307937855414,0.8958727754638395,0.9422540820390283,0.9184782608695652,0.6006513024811234,0.6243523316062176,0.46705426356589147,0.5343680709534369
45,fixed_0.5,0.5,0.8766902373741583,0.9702927388958068,0.9144,0.910394265232975,0.9123927359808421,0.6072108857282597,0.573055028462998,0.5852713178294574,0.5790987535953979
45,train_f1,0.44176024198532104,0.8766902373741583,0.9702927388958068,0.9075728155339806,0.9307048984468339,0.9189933149823044,0.6072108857282597,0.6150442477876106,0.5387596899224806,0.5743801652892562
