feature_set,seed,threshold_rule,decision_threshold,auroc,real_aupr,real_precision,real_recall,real_f1,hall_aupr,hall_precision,hall_recall,hall_f1
AE+N,44,train_f1,0.5253720283508301,0.8758779200973082,0.9712038660557532,0.8911335578002245,0.948626045400239,0.9189814814814815,0.5951684273446933,0.635593220338983,0.436046511627907,0.5172413793103449
AE+N,45,fixed_0.5,0.5,0.8744917710909208,0.9709369107571478,0.8944591029023746,0.945041816009558,0.9190549961270333,0.5943624564292183,0.6310160427807486,0.4573643410852713,0.5303370786516854
AE+N,45,train_f1,0.49332553148269653,0.8744917710909208,0.9709369107571478,0.8933132982719759,0.9470330545599362,0.9193891358979316,0.5943624564292183,0.6356164383561644,0.4496124031007752,0.5266742338251986
AE+S+kappa,43,fixed_0.5,0.5,0.8833466082570025,0.9726566625575632,0.9103260869565217,0.9338908801274393,0.9219579319834873,0.6101024074918202,0.6319290465631929,0.5523255813953488,0.5894519131334023
AE+S+kappa,43,train_f1,0.4690825045108795,0.8833466082570025,0.9726566625575632,0.9037800687285223,0.942652329749104,0.9228070175438596,0.6101024074918202,0.6470588235294118,0.5116279069767442,0.5714285714285714
AE+S+kappa,44,fixed_0.5,0.5,0.8797612211694901,0.9714606381290855,0.9095847885137757,0.9334926324173636,0.9213836477987422,0.6104272631312878,0.6288888888888889,0.5484496124031008,0.5859213250517599
AE+S+kappa,44,train_f1,0.49907445907592773,0.8797612211694901,0.9714606381290855,0.9095847885137757,0.9334926324173636,0.9213836477987422,0.6104272631312878,0.6288888888888889,0.5484496124031008,0.5859213250517599
AE+S+kappa,45,fixed_0.5,0.5,0.8806105847449517,0.9716708366886762,0.9029423003439052,0.9410593389088012,0.921606864274571,0.6100097216518179,0.6390243902439025,0.5077519379844961,0.5658747300215983
AE+S+kappa,45,train_f1,0.5478968620300293,0.8806105847449517,0.9716708366886762,0.9106583072100314,0.9255276782158502,0.9180327868852459,0.6100097216518179,0.6063157894736843,0.5581395348837209,0.5812310797174571
AE+S+N,43,fixed_0.5,0.5,0.8814325494953985,0.9721145268620837,0.9089139743090697,0.9299084030266827,0.9192913385826772,0.6207888135997,0.6157205240174672,0.5465116279069767,0.5790554414784395
AE+S+N,43,train_f1,0.48566049337387085,0.8814325494953985,0.9721145268620837,0.9071925754060325,0.9342891278375149,0.9205414949970571,0.6207888135997,0.6258503401360545,0.5348837209302325,0.5768025078369906
AE+S+N,44,fixed_0.5,0.5,0.8850769791213235,0.9732423437992415,0.9012158054711246,0.9446435682994823,0.9224188216993973,0.6245543140768799,0.6481012658227848,0.49612403100775193,0.562019758507135
AE+S+N,44,train_f1,0.5768845081329346,0.8850769791213235,0.9732423437992415,0.9136291600633915,0.9183592194344883,0.9159880834160874,0.6245543140768799,0.5924453280318092,0.5775193798449613,0.5848871442590775
AE+S+N,45,fixed_0.5,0.5,0.8858626693710465,0.9727553709487158,0.9028571428571428,0.9438470728793309,0.9228971962616822,0.6303817524316951,0.6492537313432836,0.5058139534883721,0.5686274509803921
AE+S+N,45,train_f1,0.5065980553627014,0.8858626693710465,0.9727553709487158,0.9041252864782277,0.942652329749104,0.9229869370247612,0.6303817524316951,0.6479217603911981,0.5135658914728682,0.572972972972973
U,43,fixed_0.5,0.5,0.8824899126016073,0.9723606095503475,0.9097978227060654,0.931899641577061,0.9207161125319693,0.6133444557055708,0.6241758241758242,0.5503875968992248,0.5849639546858908
U,43,train_f1,0.486843466758728,0.8824899126016073,0.9723606095503475,0.9086333720480062,0.9346873755475906,0.9214762465645858,0.6133444557055708,0.6306306306306306,0.5426356589147286,0.5833333333333334
U,44,fixed_0.5,0.5,0.8851186562072616,0.9727825282090267,0.8987150415721844,0.9470330545599362,0.9222416133410898,0.6167139196243459,0.6509186351706037,0.4806201550387597,0.5529542920847269
U,44,train_f1,0.5119357109069824,0.8851186562072616,0.9727825282090267,0.899354348651728,0.9430505774591796,0.9206842923794712,0.6167139196243459,0.6370558375634517,0.48643410852713176,0.5516483516483517
U,45,fixed_0.5,0.5,0.8834465560834652,0.9734596052671307,0.8890117994100295,0.9601752289924332,0.9232242006509669,0.6128570871058457,0.6825396825396826,0.4166666666666667,0.5174488567990373
U,45,train_f1,0.521697461605072,0.8834465560834652,0.9734596052671307,0.8920623145400594,0.9577857427319793,0.9237564816593048,0.6128570871058457,0.6797583081570997,0.436046511627907,0.5312868949232585
H_OT,43,fixed_0.5,0.5,0.8880128982863,0.974094099224475,0.9058192955589587,0.9422540820390283,0.9236775326956861,0.6243615207548262,0.6506024096385542,0.5232558139534884,0.5800214822771214
H_OT,43,train_f1,0.4552260637283325,0.8880128982863,0.974094099224475,0.8980127484064492,0.9538032656312226,0.925067593665508,0.6243615207548262,0.6777777777777778,0.4728682170542636,0.5570776255707762
H_OT,44,fixed_0.5,0.5,0.8924823798542229,0.9753442145461269,0.9221774193548387,0.9107925129430505,0.9164496092967341,0.6393785104595313,0.5904936014625228,0.625968992248062,0.6077140169332079
H_OT,44,train_f1,0.4534930884838104,0.8924823798542229,0.9753442145461269,0.9149940968122786,0.9259259259259259,0.9204275534441805,0.6393785104595313,0.6172839506172839,0.5813953488372093,0.5988023952095808
H_OT,45,fixed_0.5,0.5,0.8865542002784647,0.973452638326233,0.8954005934718101,0.9613699721226603,0.9272133666218552,0.6282295924009969,0.7069486404833837,0.45348837209302323,0.5525383707201889
H_OT,45,train_f1,0.543103814125061,0.8865542002784647,0.973452638326233,0.9024849397590361,0.954599761051374,0.9278111089607122,0.6282295924009969,0.692722371967655,0.49806201550387597,0.5794813979706878
H_JS,43,fixed_0.5,0.5,0.8902611455332969,0.9749324199384226,0.915743670886076,0.9219434488251692,0.9188331018059138,0.6246261744248863,0.6072144288577155,0.5872093023255814,0.5970443349753695
H_JS,43,train_f1,0.4359631836414337,0.8902611455332969,0.9749324199384226,0.906958861976163,0.9394663480684986,0.922926447574335,0.6246261744248863,0.6431924882629108,0.5310077519379846,0.5817409766454352
H_JS,44,fixed_0.5,0.5,0.8906848625736681,0.9746014464629176,0.9278392783927839,0.9012345679012346,0.9143434343434343,0.6350447511569045,0.5782312925170068,0.6589147286821705,0.6159420289855072
H_JS,44,train_f1,0.36787858605384827,0.8906848625736681,0.9746014464629176,0.9065492148602068,0.942652329749104,0.9242483404919953,0.6350447511569045,0.6538461538461539,0.5271317829457365,0.5836909871244635
H_JS,45,fixed_0.5,0.5,0.8883231610371729,0.9735056747747424,0.9204138479904497,0.921146953405018,0.92078025477707,0.6303123585805744,0.6147859922178989,0.6124031007751938,0.6135922330097088
H_JS,45,train_f1,0.4274946451187134,0.8883231610371729,0.9735056747747424,0.9120836560805577,0.937873357228196,0.9247987433732574,0.6303123585805744,0.6494382022471911,0.560077519379845,0.6014568158168574
