feature_set,seed,threshold_rule,decision_threshold,auroc,real_aupr,real_precision,real_recall,real_f1,hall_aupr,hall_precision,hall_recall,hall_f1
AE,43,fixed_0.5,0.5,0.8386170616728256,0.9592237983798907,0.8922018348623854,0.929510155316607,0.9104739613809245,0.5465253996378413,0.5693430656934306,0.45348837209302323,0.5048543689320388
AE,43,train_f1,0.4232651889324188,0.8386170616728256,0.9592237983798907,0.8723327305605787,0.9605734767025089,0.9143290371493555,0.5465253996378413,0.6221374045801527,0.31589147286821706,0.4190231362467866
AE,44,fixed_0.5,0.5,0.8420353545176418,0.9610291149497465,0.8779860345461228,0.9514137793707687,0.9132262996941896,0.5527072986514607,0.6013071895424836,0.35658914728682173,0.44768856447688565
AE,44,train_f1,0.5005006790161133,0.8420353545176418,0.9610291149497465,0.8779411764705882,0.951015531660693,0.9130185432995603,0.5527072986514607,0.5993485342019544,0.35658914728682173,0.4471445929526124
AE,45,fixed_0.5,0.5,0.840186898576496,0.9609526254793647,0.8633017875920084,0.980884109916368,0.9183445190156599,0.5551046624611116,0.7241379310344828,0.2441860465116279,0.3652173913043478
AE,45,train_f1,0.6294962167739868,0.840186898576496,0.9609526254793647,0.8831845238095238,0.9454400637196336,0.9132525485670321,0.5551046624611116,0.5958702064896755,0.39147286821705424,0.47251461988304094
AE+I,43,fixed_0.5,0.5,0.8621742627014777,0.9662838836632024,0.9001152516327314,0.9330943847072879,0.9163081736409855,0.5853361446834593,0.6037735849056604,0.49612403100775193,0.5446808510638298
AE+I,43,train_f1,0.46856287121772766,0.8621742627014777,0.9662838836632024,0.8911819887429644,0.9458383114297093,0.9176970633693973,0.5853361446834593,0.6243093922651933,0.437984496124031,0.5148063781321185
AE+I,44,fixed_0.5,0.5,0.8559585884125351,0.9650441412089343,0.8832170400293794,0.9577857427319793,0.9189912113106611,0.5725066149514421,0.6513157894736842,0.38372093023255816,0.48292682926829267
AE+I,44,train_f1,0.5294281244277954,0.8559585884125351,0.9650441412089343,0.8892204401342783,0.9494225408203902,0.9183359013867488,0.5725066149514421,0.6329479768786127,0.42441860465116277,0.5081206496519721
AE+I,45,fixed_0.5,0.5,0.8639536427316705,0.966797140002831,0.8805261234928754,0.9597769812823577,0.9184451219512195,0.5856370328024181,0.6517241379310345,0.36627906976744184,0.46898263027295284
AE+I,45,train_f1,0.5487461686134338,0.8639536427316705,0.966797140002831,0.8926829268292683,0.9474313022700119,0.9192426584234931,0.5856370328024181,0.6353591160220995,0.44573643410852715,0.5239179954441914
AE+S,43,fixed_0.5,0.5,0.8752898101068477,0.970842222136888,0.8985451761102603,0.9346873755475906,0.9162600039039626,0.5902278609633479,0.6048192771084338,0.48643410852713176,0.5392051557465092
AE+S,43,train_f1,0.48894327878952026,0.8752898101068477,0.970842222136888,0.8955563995442462,0.9390681003584229,0.916796267496112,0.5902278609633479,0.6116751269035533,0.46705426356589147,0.5296703296703297
AE+S,44,fixed_0.5,0.5,0.8739160098666642,0.9705988985297216,0.8932584269662921,0.9498207885304659,0.9206716850028952,0.5869795354921247,0.6470588235294118,0.4476744186046512,0.5292096219931272
AE+S,44,train_f1,0.5049388408660889,0.8739160098666642,0.9705988985297216,0.8940248027057497,0.9474313022700119,0.919953596287703,0.5869795354921247,0.639344262295082,0.45348837209302323,0.5306122448979592
AE+S,45,fixed_0.5,0.5,0.874852200704497,0.9707458978872443,0.9036144578313253,0.9259259259259259,0.9146341463414634,0.5890680867437416,0.5903083700440529,0.5193798449612403,0.5525773195876289
AE+S,45,train_f1,0.5159592628479004,0.874852200704497,0.9707458978872443,0.9063112504900039,0.9207487056949423,0.9134729355985777,0.5890680867437416,0.5819327731092437,0.5368217054263565,0.5584677419354839
AE+I+S,43,fixed_0.5,0.5,0.8937890336781726,0.9754033212444483,0.910741885625966,0.9386698526483472,0.9244949990194156,0.6474492316325949,0.6492027334851936,0.5523255813953488,0.5968586387434555
AE+I+S,43,train_f1,0.4664192497730255,0.8937890336781726,0.9754033212444483,0.9045627376425855,0.9474313022700119,0.9255008753160864,0.6474492316325949,0.6675062972292192,0.5135658914728682,0.5805038335158818
AE+I+S,44,fixed_0.5,0.5,0.894690879510001,0.9755677184923314,0.9066310975609756,0.9474313022700119,0.9265822784810127,0.6597249454890455,0.6724565756823822,0.5251937984496124,0.5897714907508161
AE+I+S,44,train_f1,0.5106714963912964,0.894690879510001,0.9755677184923314,0.9098234842670759,0.9442453205894066,0.9267148719953098,0.6597249454890455,0.667458432304038,0.5445736434108527,0.5997865528281751
AE+I+S,45,fixed_0.5,0.5,0.8887877833655945,0.9739687410423161,0.9102614124073352,0.9291119076065313,0.9195900670082775,0.6361683658187998,0.6163793103448276,0.5542635658914729,0.5836734693877551
AE+I+S,45,train_f1,0.4660557210445404,0.8887877833655945,0.9739687410423161,0.9061899269511726,0.9386698526483472,0.9221439749608764,0.6361683658187998,0.6384976525821596,0.5271317829457365,0.5774946921443737
AE+N,43,fixed_0.5,0.5,0.8763309654574137,0.971193424117959,0.9018264840182648,0.9438470728793309,0.9223584354932867,0.6102171358544591,0.6466165413533834,0.5,0.5639344262295082
AE+N,43,train_f1,0.5289575457572937,0.8763309654574137,0.971193424117959,0.9076383476227592,0.9275189167662286,0.9174709474098878,0.6102171358544591,0.6052060737527115,0.5406976744186046,0.5711361310133061
AE+N,44,fixed_0.5,0.5,0.8758779200973082,0.9712038660557532,0.8819418904008827,0.9549980087614496,0.9170172084130019,0.5951684273446933,0.6331168831168831,0.37790697674418605,0.4733009708737864
