feature_set,seed,threshold_rule,auroc,real_aupr,hall_aupr,precision,recall,f1,decision_threshold
A,43,fixed_0.5,0.8480418715790058,0.9634970247165967,0.5511704461284898,0.855858969927411,0.9860613301473516,0.9163582531458179,0.5
A,43,train_f1,0.8480418715790058,0.9634970247165967,0.5511704461284898,0.8881777108433735,0.9394663480684986,0.9131023804915812,0.9004276990890503
A,44,fixed_0.5,0.8673310302884363,0.9682941829085179,0.5998706182821688,0.8838402345181385,0.9605734767025089,0.9206106870229007,0.5
A,44,train_f1,0.8673310302884363,0.9682941829085179,0.5998706182821688,0.9015763168012303,0.9338908801274393,0.9174491392801252,0.612777590751648
A,45,fixed_0.5,0.8746461306684696,0.9700646668917967,0.6028380094228252,0.9105882352941177,0.9247311827956989,0.917605216360403,0.5
A,45,train_f1,0.8746461306684696,0.9700646668917967,0.6028380094228252,0.9003436426116839,0.9390681003584229,0.9192982456140351,0.42926332354545593
B,43,fixed_0.5,0.8386170616728256,0.9592237983798907,0.5465253996378413,0.8922018348623854,0.929510155316607,0.9104739613809245,0.5
B,43,train_f1,0.8386170616728256,0.9592237983798907,0.5465253996378413,0.8723327305605787,0.9605734767025089,0.9143290371493555,0.4232651889324188
B,44,fixed_0.5,0.8420353545176418,0.9610291149497465,0.5527072986514607,0.8779860345461228,0.9514137793707687,0.9132262996941896,0.5
B,44,train_f1,0.8420353545176418,0.9610291149497465,0.5527072986514607,0.8779411764705882,0.951015531660693,0.9130185432995603,0.5005006790161133
B,45,fixed_0.5,0.840186898576496,0.9609526254793647,0.5551046624611116,0.8633017875920084,0.980884109916368,0.9183445190156599,0.5
B,45,train_f1,0.840186898576496,0.9609526254793647,0.5551046624611116,0.8831845238095238,0.9454400637196336,0.9132525485670321,0.6294962167739868
F,43,fixed_0.5,0.8833466082570025,0.9726566625575632,0.6101024074918202,0.9103260869565217,0.9338908801274393,0.9219579319834873,0.5
F,43,train_f1,0.8833466082570025,0.9726566625575632,0.6101024074918202,0.9037800687285223,0.942652329749104,0.9228070175438596,0.4690825045108795
F,44,fixed_0.5,0.8797612211694901,0.9714606381290855,0.6104272631312878,0.9095847885137757,0.9334926324173636,0.9213836477987422,0.5
F,44,train_f1,0.8797612211694901,0.9714606381290855,0.6104272631312878,0.9095847885137757,0.9334926324173636,0.9213836477987422,0.49907445907592773
F,45,fixed_0.5,0.8806105847449517,0.9716708366886762,0.6100097216518179,0.9029423003439052,0.9410593389088012,0.921606864274571,0.5
F,45,train_f1,0.8806105847449517,0.9716708366886762,0.6100097216518179,0.9106583072100314,0.9255276782158502,0.9180327868852459,0.5478968620300293
C_JS,43,fixed_0.5,0.8559423806568927,0.9632546938013871,0.5887521136816877,0.9064719810576164,0.9147749900438072,0.9106045589692765,0.5
C_JS,43,train_f1,0.8559423806568927,0.9632546938013871,0.5887521136816877,0.9042010208087946,0.9171644763042612,0.9106366152629498,0.49141284823417664
C_JS,44,fixed_0.5,0.8483239637069762,0.9611780685467094,0.5750050961129479,0.8982059282371295,0.9171644763042612,0.9075862068965517,0.5
C_JS,44,train_f1,0.8483239637069762,0.9611780685467094,0.5750050961129479,0.8907020872865276,0.9346873755475906,0.912164788184998,0.44887295365333557
C_JS,45,fixed_0.5,0.8494160577181333,0.9628158294779701,0.5726219301612296,0.8649029982363315,0.9765033851055357,0.9173213617658063,0.5
C_JS,45,train_f1,0.8494160577181333,0.9628158294779701,0.5726219301612296,0.8919324577861163,0.9466348068498606,0.9184698608964451,0.7037493586540222
D_JS,43,fixed_0.5,0.8447806396043456,0.960342185251035,0.5568871935993759,0.9078470824949698,0.8984468339307049,0.9031224979983987,0.5
D_JS,43,train_f1,0.8447806396043456,0.960342185251035,0.5568871935993759,0.8853974121996303,0.9538032656312226,0.9183282208588958,0.3894510865211487
D_JS,44,fixed_0.5,0.8324843556568154,0.9575479896054852,0.5405122285666144,0.8938807126258714,0.9191557148546395,0.9063420380914982,0.5
D_JS,44,train_f1,0.8324843556568154,0.9575479896054852,0.5405122285666144,0.8748175182481752,0.954599761051374,0.9129689582936583,0.4331583082675934
D_JS,45,fixed_0.5,0.8329026701119725,0.9577151763848668,0.5371442453181591,0.9089770354906054,0.8669852648347272,0.8874847125968203,0.5
D_JS,45,train_f1,0.8329026701119725,0.9577151763848668,0.5371442453181591,0.8792396571002609,0.9394663480684986,0.9083557951482479,0.38514354825019836
E_JS,43,fixed_0.5,0.8473476393789806,0.9627649046328319,0.563011756674228,0.8909574468085106,0.9338908801274393,0.9119191133579623,0.5
E_JS,43,train_f1,0.8473476393789806,0.9627649046328319,0.563011756674228,0.8849590469099032,0.9466348068498606,0.914758514527612,0.46087566018104553
E_JS,44,fixed_0.5,0.8406368567450504,0.9616782709428596,0.5423443785668122,0.9138817480719794,0.8494623655913979,0.8804953560371517,0.5
E_JS,44,train_f1,0.8406368567450504,0.9616782709428596,0.5423443785668122,0.8824867323730099,0.927120669056153,0.9042532530588464,0.3303995132446289
E_JS,45,fixed_0.5,0.8462794711023435,0.9621381453145367,0.5638416452837656,0.8677773839064161,0.974910394265233,0.9182295573893473,0.5
E_JS,45,train_f1,0.8462794711023435,0.9621381453145367,0.5638416452837656,0.8878890138732658,0.9430505774591796,0.9146388567014291,0.6765619516372681
