layer,tau_train_median,train_raw_min,train_raw_max,test_raw_min,test_raw_max,train_bounded_min,train_bounded_max,test_bounded_min,test_bounded_max
14,10.538457870483398,0.4668431282043457,25.744579315185547,0.6929790377616882,23.962574005126953,0.04241984337568283,0.7095486521720886,0.061699945479631424,0.694546639919281
15,9.154876708984375,0.7254794836044312,20.53330421447754,0.7019586563110352,19.478057861328125,0.07342645525932312,0.6916322708129883,0.07121542096138,0.6802676320075989
16,12.339749336242676,1.1358277797698975,28.737646102905273,1.0784945487976074,27.32259178161621,0.08428787440061569,0.6995975375175476,0.08037523925304413,0.6888799667358398
17,10.184045791625977,1.0962748527526855,31.60456085205078,1.1669652462005615,32.521575927734375,0.09718471765518188,0.7562961578369141,0.10280716419219971,0.7615292072296143
18,13.117942810058594,0.9585102796554565,28.509963989257812,1.1258872747421265,26.81975555419922,0.06809316575527191,0.6848762035369873,0.07904385775327682,0.671539843082428
19,16.907196044921875,1.6216909885406494,35.58027648925781,2.0187883377075195,35.1739616394043,0.08752231299877167,0.6778813004493713,0.10666755586862564,0.6753682494163513
20,11.854598999023438,0.5129718780517578,36.879486083984375,0.9021251201629639,34.82425308227539,0.04147717356681824,0.7567493319511414,0.07071761786937714,0.7460392117500305
21,15.81389045715332,0.34491586685180664,36.31447219848633,0.4789380431175232,33.43844985961914,0.021345380693674088,0.6966355443000793,0.029395636171102524,0.6789209842681885
22,16.04500961303711,0.47482019662857056,36.774871826171875,1.4462841749191284,32.949546813964844,0.028742436319589615,0.6962316036224365,0.08268594741821289,0.6725144386291504
23,8.738685607910156,0.6378026008605957,37.237274169921875,0.9239976406097412,32.19062423706055,0.06802148371934891,0.8099292516708374,0.0956253632903099,0.786493182182312
24,24.295269012451172,1.0884513854980469,49.82082748413086,1.5097286701202393,47.35026931762695,0.042879898101091385,0.6721998453140259,0.058505281805992126,0.6608963012695312
25,29.419246673583984,1.8192822933197021,62.2515869140625,1.4606841802597046,58.815818786621094,0.05823840945959091,0.6790773272514343,0.04730205610394478,0.6665810346603394
26,12.259683609008789,0.511419415473938,33.28046417236328,0.5474168658256531,30.714126586914062,0.04004504531621933,0.7307939529418945,0.04274323210120201,0.7147173285484314
27,25.493453979492188,0.8403787612915039,66.9657974243164,1.74039888381958,72.80723571777344,0.031912513077259064,0.7242736220359802,0.06390571594238281,0.7406584620475769
28,19.820497512817383,0.8458672761917114,62.37805938720703,0.9866712093353271,64.82588958740234,0.04092966020107269,0.7588704824447632,0.047419771552085876,0.7658435702323914
29,22.0153751373291,0.48803073167800903,70.21459197998047,1.5057530403137207,65.58056640625,0.021686971187591553,0.7612991333007812,0.06401704251766205,0.748671293258667
30,34.56521987915039,0.7285135984420776,157.436279296875,0.5094850063323975,120.93586730957031,0.020641444250941277,0.8199742436408997,0.01452571153640747,0.7777171730995178
31,17.61598014831543,0.4767821133136749,87.11906433105469,0.6803786754608154,65.78105163574219,0.026352090761065483,0.8318043351173401,0.03718656301498413,0.7887696623802185
32,27.11944007873535,0.5379285216331482,97.40968322753906,0.7409703731536865,83.35850524902344,0.019449736922979355,0.7822241187095642,0.026595816016197205,0.7545261979103088
33,25.84568977355957,0.7258569002151489,107.90225219726562,0.5988073348999023,83.42031860351562,0.027317073196172714,0.8067582249641418,0.022643931210041046,0.7634608745574951
34,38.14207458496094,1.1476646661758423,147.1124725341797,1.2112619876861572,130.424560546875,0.029210289940238,0.7941099405288696,0.030779143795371056,0.7737269997596741
35,36.73261260986328,2.3002350330352783,168.53427124023438,1.7308526039123535,121.06632995605469,0.05893075093626976,0.8210495114326477,0.04499991238117218,0.767218828201294
36,28.676319122314453,4.95542049407959,97.94541931152344,4.882364749908447,101.84202575683594,0.14734356105327606,0.7735276818275452,0.14548736810684204,0.7802889943122864
