layer,tau_train_median,train_raw_min,train_raw_max,test_raw_min,test_raw_max,train_bounded_min,train_bounded_max,test_bounded_min,test_bounded_max
1,0.5767408609390259,0.0677499994635582,3.287168025970459,0.08063288033008575,2.929042100906372,0.10512173920869827,0.8507364392280579,0.1226591169834137,0.8354886770248413
2,0.0876149833202362,0.006165045313537121,3.606811046600342,0.010741306468844414,2.4955954551696777,0.06573943048715591,0.9762845635414124,0.1092081293463707,0.9660828709602356
3,0.4041109085083008,0.04176294058561325,5.418339729309082,0.04804248362779617,4.880608081817627,0.09366536885499954,0.9305943846702576,0.10625262558460236,0.9235321879386902
4,0.27294230461120605,0.00996046420186758,8.083612442016602,0.009506268426775932,5.763669490814209,0.0352080836892128,0.9673379063606262,0.033656634390354156,0.9547855257987976
5,0.4015308618545532,0.01228263508528471,6.833159446716309,0.0105283847078681,5.432114601135254,0.029681570827960968,0.9444992542266846,0.025550657883286476,0.931169867515564
6,0.8705010414123535,0.05189628526568413,6.0814208984375,0.06794098019599915,6.373524188995361,0.05626240000128746,0.8747826814651489,0.0723976343870163,0.879831850528717
7,1.1388115882873535,0.03920329362154007,9.763749122619629,0.02894435077905655,9.268537521362305,0.033279117196798325,0.8955463767051697,0.02478630095720291,0.8905762434005737
8,0.8729323148727417,0.04894394055008888,6.896997928619385,0.05626542866230011,6.0312628746032715,0.053091660141944885,0.8876524567604065,0.060552697628736496,0.8735648989677429
9,5.38683557510376,0.29579922556877136,20.665159225463867,0.42259031534194946,17.670490264892578,0.05205318331718445,0.7932275533676147,0.07274217903614044,0.7663720846176147
10,8.688810348510742,0.3695584535598755,39.910865783691406,0.3819286823272705,36.718231201171875,0.040797460824251175,0.8212166428565979,0.042105577886104584,0.8086461424827576
11,6.5560712814331055,0.32974666357040405,29.86477279663086,0.4694354832172394,21.84258460998535,0.04788779839873314,0.8199912309646606,0.0668187364935875,0.7691414952278137
12,6.614904880523682,0.41547709703445435,27.689830780029297,0.5039941072463989,20.826507568359375,0.059097371995449066,0.8071722388267517,0.07079663872718811,0.7589444518089294
13,5.538539886474609,0.697341799736023,21.69729232788086,0.8238855600357056,15.767513275146484,0.1118272989988327,0.7966451048851013,0.1294923722743988,0.7400485277175903
