model,source_mode,category,layer,n_pairs,n_images,pair_raw_cosine_mean,pair_raw_cosine_std,pair_raw_cosine_sem,pair_centered_cosine_mean,pair_centered_cosine_std,pair_centered_cosine_sem,pair_js_normalized_mean,pair_js_normalized_std,pair_js_normalized_sem,pair_total_variation_mean,pair_total_variation_std,pair_total_variation_sem,pair_topk_overlap_fraction_mean,pair_topk_overlap_fraction_std,pair_topk_overlap_fraction_sem,image_raw_cosine_mean,image_raw_cosine_std,image_raw_cosine_sem,image_centered_cosine_mean,image_centered_cosine_std,image_centered_cosine_sem,image_js_normalized_mean,image_js_normalized_std,image_js_normalized_sem,image_total_variation_mean,image_total_variation_std,image_total_variation_sem,image_topk_overlap_fraction_mean,image_topk_overlap_fraction_std,image_topk_overlap_fraction_sem,specificity_pair_js_mean,specificity_pair_js_std,specificity_pair_js_sem,specificity_uniform_js_mean,specificity_uniform_js_std,specificity_uniform_js_sem,specificity_ratio_mean,specificity_ratio_std,specificity_ratio_sem,specificity_random_overlap_mean,specificity_random_overlap_std,specificity_random_overlap_sem
qwen3_vl_8b,hmid_cos,all,11,28952,3466,0.9717820048,0.02083160779,0.0001224287753,0.5498956161,0.3163869022,0.001859427336,0.01151072135,0.00839048685,4.931146168e-05,0.09311771083,0.03001783017,0.0001764168288,0.3562491365,0.2131713548,0.001252822546,0.9706980401,0.01722273872,0.0002925418031,0.5851109041,0.2442834937,0.004149347841,0.01213991273,0.007028299616,0.0001193812132,0.09509948312,0.02419739569,0.0004110118537,0.3763900964,0.1667544448,0.002832455788,0.01213991273,0.007028299616,0.0001193812132,0.01687848199,0.007888306319,0.0001339891054,0.8250316788,0.4526554326,0.007688709596,0.1240014494,0.03268687593,0.0005552123724
qwen3_vl_8b,hmid_cos,all,12,28952,3466,0.9677976594,0.0289465749,0.0001701209888,0.5005548891,0.3755605651,0.002207194975,0.01352107236,0.0118828663,6.983641314e-05,0.0981363527,0.03658815418,0.0002150310698,0.348322223,0.2203081478,0.001294765963,0.9677191333,0.02159723855,0.0003668461335,0.5609557749,0.2723165906,0.004625512105,0.0139358311,0.008920164013,0.0001515160223,0.09906566666,0.02703590995,0.0004592262574,0.3800299251,0.1706440628,0.002898524017,0.0139358311,0.008920164013,0.0001515160223,0.01894394179,0.0109872013,0.0001866262813,0.8896569265,0.511949572,0.008695867327,0.1240014494,0.03268687593,0.0005552123724
qwen3_vl_8b,hmid_cos,all,13,28952,3466,0.9718562533,0.02061522466,0.000121157077,0.619121453,0.2965215835,0.001742677507,0.01193339097,0.009152432245,5.378946658e-05,0.09434235104,0.03207106588,0.0001884838347,0.440146622,0.2295052452,0.00134881793,0.9708245797,0.01605163189,0.0002726496299,0.6630680482,0.2226110306,0.003781223959,0.01275190653,0.0074046673,0.0001257741152,0.09663314405,0.02509507237,0.0004262596003,0.4678427955,0.1837341277,0.003120869095,0.01275190653,0.0074046673,0.0001257741152,0.02287284657,0.01374531595,0.0002334750342,0.6953075898,0.4125566387,0.00700759995,0.1240014494,0.03268687593,0.0005552123724
qwen3_vl_8b,hmid_cos,all,14,28952,3466,0.9550053914,0.04134707291,0.0002429995587,0.3260606749,0.4321008421,0.002539486028,0.01785423299,0.01596751371,9.38421637e-05,0.1135365638,0.04537515123,0.0002666728488,0.3191100788,0.2369994554,0.001392861913,0.9546574648,0.03038959724,0.0005161912816,0.3807342284,0.3111760361,0.005285570442,0.0184731376,0.01214117043,0.0002062273571,0.1147939796,0.03312342345,0.0005626274763,0.3430643184,0.1765915614,0.002999546973,0.0184731376,0.01214117043,0.0002062273571,0.01657839607,0.008636696896,0.0001467011097,1.249836452,0.5965930481,0.01013360354,0.1240014494,0.03268687593,0.0005552123724
qwen3_vl_8b,hmid_cos,all,15,28952,3466,0.9622928592,0.03133587859,0.000184163089,0.2998985806,0.3927206582,0.002308046009,0.01468501185,0.01164355116,6.84299418e-05,0.1046347978,0.03712284565,0.0002181734879,0.2857812068,0.218620301,0.001284846373,0.9607537031,0.02443738631,0.0004150882836,0.3455913433,0.2993821262,0.005085241578,0.01560734768,0.009446624901,0.0001604583758,0.1069627866,0.02863048704,0.0004863114072,0.3094722502,0.1708018481,0.002901204125,0.01560734768,0.009446624901,0.0001604583758,0.01304713448,0.006245039739,0.0001060769263,1.31249377,0.5787023406,0.009829715759,0.1240014494,0.03268687593,0.0005552123724
qwen3_vl_8b,hmid_cos,all,16,28952,3466,0.9329429622,0.06700207644,0.0003937757587,0.1867421899,0.4982086903,0.002928006346,0.02504019235,0.02462948403,0.0001447491522,0.1331476095,0.06075732298,0.000357074918,0.2660060186,0.2495494595,0.00146661914,0.932436516,0.04838023551,0.0008217764644,0.2433758019,0.3410701725,0.005793345929,0.02590701225,0.01811436285,0.0003076867424,0.1348739562,0.04341894895,0.0007375050985,0.2927202918,0.1807964318,0.003070970013,0.02590701225,0.01811436285,0.0003076867424,0.0182609648,0.009754586914,0.0001656893535,1.531852138,0.6634748245,0.01126964327,0.1240014494,0.03268687593,0.0005552123724
qwen3_vl_8b,hmid_cos,all,17,28952,3466,0.9152096429,0.1096037575,0.0006441487346,0.2123465371,0.4771721381,0.002804373098,0.02551657931,0.02738767767,0.0001609592438,0.1303190328,0.06164562941,0.0003622955553,0.2787760776,0.2500067835,0.001469306865,0.9241715836,0.06886440218,0.001169716194,0.2505270817,0.3084315639,0.005238953416,0.02422608834,0.01799226706,0.0003056128491,0.1274477415,0.04149612712,0.0007048444529,0.2890070379,0.1736128713,0.002948951571,0.02422608834,0.01799226706,0.0003056128491,0.01649033576,0.009655913901,0.0001640133146,1.521774711,0.6111281334,0.01038049343,0.1240014494,0.03268687593,0.0005552123724
qwen3_vl_8b,hmid_cos,all,18,28952,3466,0.9539538145,0.04692293775,0.0002757692955,0.2153934505,0.4095406187,0.002406898061,0.01595562018,0.01410992857,8.292500954e-05,0.1083385863,0.04095864208,0.0002407167242,0.2518640767,0.2117629565,0.001244545293,0.9536002661,0.03569016498,0.000606225606,0.2575322054,0.286004644,0.00485801449,0.01640302583,0.01073915694,0.0001824130521,0.1096040049,0.02961374318,0.0005030127884,0.2719917576,0.1605594995,0.002727229754,0.01640302583,0.01073915694,0.0001824130521,0.01158245083,0.005879799141,9.987302664e-05,1.496899454,0.5678438635,0.00964527596,0.1240014494,0.03268687593,0.0005552123724
qwen3_vl_8b,hmid_cos,all,19,28952,3466,0.9620616331,0.03400982878,0.0001998780761,0.5135575232,0.3637127177,0.002137564371,0.01435775223,0.0116305741,6.835367477e-05,0.1047751406,0.03738613222,0.000219720841,0.4395454114,0.242986306,0.001428047041,0.962362795,0.02593418399,0.000440512573,0.5719898542,0.2587482139,0.004395042524,0.01443491012,0.008562813351,0.0001454461395,0.1047882345,0.02687606702,0.0004565111992,0.4798429298,0.187141003,0.00317873756,0.01443491012,0.008562813351,0.0001454461395,0.01892859657,0.008450194313,0.0001435332163,0.8781283165,0.4924019033,0.008363834754,0.1240014494,0.03268687593,0.0005552123724
qwen3_vl_8b,hmid_cos,all,20,28952,3466,0.9630936127,0.03260294838,0.0001916097443,0.6474093492,0.3622758127,0.002129119582,0.01408167253,0.01242187056,7.300417785e-05,0.1035558835,0.03974299794,0.000233572301,0.535749905,0.2373713532,0.001395047582,0.9662639644,0.01986689186,0.0003374548301,0.69636904,0.2411346557,0.004095862344,0.01298773459,0.007559611235,0.0001284059601,0.09963215595,0.02562912851,0.0004353309651,0.5646147844,0.169308945,0.002875845989,0.01298773459,0.007559611235,0.0001284059601,0.02451164094,0.008604653941,0.0001461568349,0.6219377579,0.4419401856,0.007506702672,0.1240014494,0.03268687593,0.0005552123724
