model,scope,metric,label,layer,n_total,n_valid,n_undefined,mean,q25,median,q75
internvl_2_5_8b,all,amp_mean,REAL,1,1278,1278,0,1.864105876145574,1.7056025687481506,1.8904759962285393,2.016693815976931
internvl_2_5_8b,all,amp_mean,REAL,2,1278,1278,0,0.7019469753170039,0.6424718954444452,0.7053146601535147,0.7549982444869355
internvl_2_5_8b,all,amp_mean,REAL,3,1278,1278,0,0.8225636589583468,0.7598770017539148,0.8123021716628493,0.8735687088066605
internvl_2_5_8b,all,amp_mean,REAL,4,1278,1278,0,0.8201185354063664,0.7555666642102582,0.821985885854946,0.8765255153855567
internvl_2_5_8b,all,amp_mean,REAL,5,1278,1278,0,0.8497824914537405,0.7965175284722474,0.8433932653943323,0.906460942845296
internvl_2_5_8b,all,amp_mean,REAL,6,1278,1278,0,0.8555768637221709,0.7983305991433259,0.8446115165139294,0.89962408383455
internvl_2_5_8b,all,amp_mean,REAL,7,1278,1278,0,0.696966726006868,0.66793677241174,0.6978454656895329,0.7251903085370088
internvl_2_5_8b,all,amp_mean,REAL,8,1278,1278,0,0.7546726022260692,0.7236582406801532,0.7539694251805169,0.7814888339356428
internvl_2_5_8b,all,amp_mean,REAL,9,1278,1278,0,0.6713545440769633,0.6456136008215928,0.6702827089783464,0.695961904220429
internvl_2_5_8b,all,amp_mean,REAL,10,1278,1278,0,0.6011831339083734,0.5758822243087881,0.599638039184124,0.626013236595319
internvl_2_5_8b,all,amp_mean,REAL,11,1278,1278,0,0.5881280293660336,0.5611271429144322,0.5864093858483548,0.6130110932131877
internvl_2_5_8b,all,amp_mean,REAL,12,1278,1278,0,0.5796626752567158,0.5514362633129264,0.5822266541417651,0.6071265517584992
internvl_2_5_8b,all,amp_mean,REAL,13,1278,1278,0,0.5871526707201533,0.5624330073913035,0.5874247056310345,0.6128211520948404
internvl_2_5_8b,all,amp_mean,REAL,14,1278,1278,0,0.5405024594426286,0.5160052477441761,0.5433667882729185,0.5643083153950093
internvl_2_5_8b,all,amp_mean,REAL,15,1278,1278,0,0.5252713557057029,0.4990334576873302,0.5270531745173008,0.5511368718027085
internvl_2_5_8b,all,amp_mean,REAL,16,1278,1278,0,0.4736419327310227,0.4561945174735992,0.47295344874410505,0.4920548551555416
internvl_2_5_8b,all,amp_mean,REAL,17,1278,1278,0,0.49207212975643444,0.4745588174454174,0.4914876534618399,0.5086081553187538
