ci95_high,ci95_low,difference,left,metric,model,right,valid_replicates
0.06743798202482543,0.03828056698230841,0.053439432918260255,generation_kappa_plus_position,AUROC,llava_1_5_7b,position,2000
0.1790360197944015,0.0895080789408839,0.13432087862577236,generation_kappa_plus_position,HALL_AUPR,llava_1_5_7b,position,2000
0.03882434997913061,0.01612552014549538,0.027259344034588295,five_concat,AUROC,llava_1_5_7b,prompt_within_source_kappa,2000
0.12314748792410993,0.0443273248677974,0.08494451683338855,five_concat,HALL_AUPR,llava_1_5_7b,prompt_within_source_kappa,2000
0.047897637285822366,0.019194221532505412,0.0328431036900092,five_concat,AUROC,llava_1_5_7b,generation_within_source_kappa,2000
0.08363162543773521,-0.0027068913832285655,0.03833064651433482,five_concat,HALL_AUPR,llava_1_5_7b,generation_within_source_kappa,2000
0.031628597571078644,0.008154861587192563,0.01907689448406058,five_concat,AUROC,llava_1_5_7b,b1_residual_visual_generation_balance,2000
0.07911349758028872,0.012800592797552383,0.04473201197161192,five_concat,HALL_AUPR,llava_1_5_7b,b1_residual_visual_generation_balance,2000
0.02512946402346852,0.0040480038028881645,0.014230843221071154,five_concat,AUROC,llava_1_5_7b,b1_delta_residual_generation_cos,2000
0.050132813822941644,-0.019304419829825302,0.01528611366012722,five_concat,HALL_AUPR,llava_1_5_7b,b1_delta_residual_generation_cos,2000
0.0443833540136729,0.017866053725653527,0.03078567166515045,five_concat,AUROC,llava_1_5_7b,visual_context_relative_change,2000
0.09980344815756388,0.019661264036896327,0.060179016516556216,five_concat,HALL_AUPR,llava_1_5_7b,visual_context_relative_change,2000
0.10693625148962685,0.06581153088565296,0.08643822976070525,five_concat,AUROC,llava_1_5_7b,position,2000
0.23648852778344737,0.11341717684792128,0.17623467036831064,five_concat,HALL_AUPR,llava_1_5_7b,position,2000
0.24897003472467152,0.18573934069981976,0.21655537190082652,prompt_within_source_kappa,AUROC,qwen3_vl_8b,position,2000
0.41651753357950166,0.29119081363171595,0.353623839643736,prompt_within_source_kappa,HALL_AUPR,qwen3_vl_8b,position,2000
0.21676581514941926,0.14376700686364918,0.1799696969696971,generation_within_source_kappa,AUROC,qwen3_vl_8b,position,2000
0.3607707967509725,0.2476425788814929,0.30801151363595647,generation_within_source_kappa,HALL_AUPR,qwen3_vl_8b,position,2000
0.2230299819843413,0.15571731684846116,0.18747382920110178,b1_residual_visual_generation_balance,AUROC,qwen3_vl_8b,position,2000
0.40696637142028114,0.3001370686774458,0.3544265824738758,b1_residual_visual_generation_balance,HALL_AUPR,qwen3_vl_8b,position,2000
0.22559350990449156,0.15184311205286943,0.1873272727272728,b1_delta_residual_generation_cos,AUROC,qwen3_vl_8b,position,2000
0.38025201265929814,0.26270953108423845,0.3242588377524639,b1_delta_residual_generation_cos,HALL_AUPR,qwen3_vl_8b,position,2000
0.21292255922094072,0.14308906105261496,0.1773052341597796,visual_context_relative_change,AUROC,qwen3_vl_8b,position,2000
0.3455769302307834,0.22455518035203656,0.28419753302516226,visual_context_relative_change,HALL_AUPR,qwen3_vl_8b,position,2000
0.007047205709273982,-0.005665790407888993,0.0007085399449033858,generation_kappa_plus_position,AUROC,qwen3_vl_8b,generation_within_source_kappa,2000
0.01658136395685966,-0.022633321362964955,-0.002652097150361521,generation_kappa_plus_position,HALL_AUPR,qwen3_vl_8b,generation_within_source_kappa,2000
0.21624753803194907,0.1471016526179834,0.1806782369146005,generation_kappa_plus_position,AUROC,qwen3_vl_8b,position,2000
0.3577766895379598,0.24292110095892888,0.30535941648559495,generation_kappa_plus_position,HALL_AUPR,qwen3_vl_8b,position,2000
0.04833386490193925,0.015700620827588017,0.03201597796143263,five_concat,AUROC,qwen3_vl_8b,prompt_within_source_kappa,2000
0.1430408428276993,0.037660449628674035,0.09132188722074308,five_concat,HALL_AUPR,qwen3_vl_8b,prompt_within_source_kappa,2000
0.0903070474508916,0.048102352964864474,0.06860165289256204,five_concat,AUROC,qwen3_vl_8b,generation_within_source_kappa,2000
0.19258593282091113,0.08455505497163625,0.13693421322852262,five_concat,HALL_AUPR,qwen3_vl_8b,generation_within_source_kappa,2000
0.08048215965059037,0.04074310788003105,0.06109752066115737,five_concat,AUROC,qwen3_vl_8b,b1_residual_visual_generation_balance,2000
0.14571776619013788,0.03573167124148958,0.09051914439060327,five_concat,HALL_AUPR,qwen3_vl_8b,b1_residual_visual_generation_balance,2000
0.08153400168443042,0.04080998546568879,0.06124407713498636,five_concat,AUROC,qwen3_vl_8b,b1_delta_residual_generation_cos,2000
0.17629018430497545,0.06787789633472974,0.1206868891120152,five_concat,HALL_AUPR,qwen3_vl_8b,b1_delta_residual_generation_cos,2000
0.08989064044694114,0.05480026914395493,0.07126611570247954,five_concat,AUROC,qwen3_vl_8b,visual_context_relative_change,2000
0.21183196063224866,0.10952622820750359,0.16074819383931682,five_concat,HALL_AUPR,qwen3_vl_8b,visual_context_relative_change,2000
0.28283061082723515,0.21635670224804024,0.24857134986225915,five_concat,AUROC,qwen3_vl_8b,position,2000
0.499649410021137,0.3858748314317573,0.4449457268644791,five_concat,HALL_AUPR,qwen3_vl_8b,position,2000
0.1836754829915534,0.11586755340911675,0.14879988432620006,prompt_within_source_kappa,AUROC,internvl_2_5_8b,position,2000
0.28395241098013346,0.14014846383485569,0.2154229476289659,prompt_within_source_kappa,HALL_AUPR,internvl_2_5_8b,position,2000
0.1252521648521307,0.05032837002074269,0.08853769037979564,generation_within_source_kappa,AUROC,internvl_2_5_8b,position,2000
0.21901026107051969,0.07776084958090158,0.14927432160609394,generation_within_source_kappa,HALL_AUPR,internvl_2_5_8b,position,2000
0.1598881048975695,0.07938816182014068,0.11894447657605545,b1_residual_visual_generation_balance,AUROC,internvl_2_5_8b,position,2000
0.27887275483321294,0.12171120024450191,0.20259084885402284,b1_residual_visual_generation_balance,HALL_AUPR,internvl_2_5_8b,position,2000
0.16594886103064171,0.08451390865684931,0.12377385772122607,b1_delta_residual_generation_cos,AUROC,internvl_2_5_8b,position,2000
0.2924429731320381,0.14164513256763533,0.21585874872578203,b1_delta_residual_generation_cos,HALL_AUPR,internvl_2_5_8b,position,2000
0.1519075101859225,0.06693223730208907,0.10728070175438598,visual_context_relative_change,AUROC,internvl_2_5_8b,position,2000
0.26790389732794734,0.10979100735317722,0.18968595125852378,visual_context_relative_change,HALL_AUPR,internvl_2_5_8b,position,2000
0.02402301273895159,-0.0010322374242089925,0.011197223828802727,generation_kappa_plus_position,AUROC,internvl_2_5_8b,generation_within_source_kappa,2000
0.043483539146998436,-0.010699386165901879,0.01641426653057143,generation_kappa_plus_position,HALL_AUPR,internvl_2_5_8b,generation_within_source_kappa,2000
0.13340618115040384,0.06525256272559911,0.09973491420859837,generation_kappa_plus_position,AUROC,internvl_2_5_8b,position,2000
0.23421166976345256,0.09418678561433362,0.16568858813666537,generation_kappa_plus_position,HALL_AUPR,internvl_2_5_8b,position,2000
0.04391348211236009,-0.0016951689776807304,0.020726817042606482,five_concat,AUROC,internvl_2_5_8b,prompt_within_source_kappa,2000
0.13190930000305973,0.014329790670850603,0.07416917182364796,five_concat,HALL_AUPR,internvl_2_5_8b,prompt_within_source_kappa,2000
0.11121417934781946,0.053213665491818794,0.0809890109890109,five_concat,AUROC,internvl_2_5_8b,generation_within_source_kappa,2000
0.20294322668336587,0.0743326297964849,0.14031779784651993,five_concat,HALL_AUPR,internvl_2_5_8b,generation_within_source_kappa,2000
0.07344369638340618,0.027719393089484352,0.050582224792751096,five_concat,AUROC,internvl_2_5_8b,b1_residual_visual_generation_balance,2000
0.1522490426416035,0.025588065264004655,0.08700127059859103,five_concat,HALL_AUPR,internvl_2_5_8b,b1_residual_visual_generation_balance,2000
0.06681197695261401,0.025160749037993504,0.04575284364758048,five_concat,AUROC,internvl_2_5_8b,b1_delta_residual_generation_cos,2000
0.12545004055264866,0.01570282765998413,0.07373337072683184,five_concat,HALL_AUPR,internvl_2_5_8b,b1_delta_residual_generation_cos,2000
0.08597285843430016,0.04002316197982165,0.062245999614420566,five_concat,AUROC,internvl_2_5_8b,visual_context_relative_change,2000
0.15520032130588504,0.039622685445424605,0.0999061681940901,five_concat,HALL_AUPR,internvl_2_5_8b,visual_context_relative_change,2000
0.2105914344274116,0.13325702849552293,0.16952670136880654,five_concat,AUROC,internvl_2_5_8b,position,2000
0.3629121475087339,0.21296049765003278,0.28959211945261387,five_concat,HALL_AUPR,internvl_2_5_8b,position,2000
