layer_start,layer_end_exclusive,layers,input_dim,seed,best_epoch,AUROC,HALL_AUPR
5,16,11,308,43,8,0.8593323567959295,0.4043637901358878
5,16,11,308,44,8,0.8604116876108241,0.40494560557656606
5,16,11,308,45,8,0.8638963842417701,0.4170688908666227
5,17,12,336,43,8,0.8600724693547144,0.4250234535020603
5,17,12,336,44,11,0.8679207462801635,0.449176838828344
5,17,12,336,45,8,0.8645748207539896,0.4320250275826941
