model,group,classifier,seed,AUROC,HALL_AUPR
qwen3_vl_8b,visual,three_hidden,43,0.9023305785123966,0.6749748681467831
qwen3_vl_8b,visual,three_hidden,44,0.9004892561983471,0.674035403376127
qwen3_vl_8b,visual,three_hidden,45,0.8956495867768595,0.6443543296429867
qwen3_vl_8b,visual,one_hidden,43,0.8875504132231407,0.6349052391808414
qwen3_vl_8b,visual,one_hidden,44,0.8928958677685951,0.6505078690814587
qwen3_vl_8b,visual,one_hidden,45,0.8895966942148761,0.6465206618694439
qwen3_vl_8b,visual,xgb,43,0.8997057851239669,0.650439458511609
qwen3_vl_8b,visual,xgb,44,0.8997057851239669,0.650439458511609
qwen3_vl_8b,visual,xgb,45,0.8997057851239669,0.650439458511609
qwen3_vl_8b,visual_prompt_sum,three_hidden,43,0.8900760330578511,0.6511152100099522
qwen3_vl_8b,visual_prompt_sum,three_hidden,44,0.9014942148760332,0.6655699471893423
qwen3_vl_8b,visual_prompt_sum,three_hidden,45,0.8988132231404958,0.6629969761939929
qwen3_vl_8b,visual_prompt_sum,one_hidden,43,0.8807900826446281,0.6344218464230592
qwen3_vl_8b,visual_prompt_sum,one_hidden,44,0.8612330578512397,0.6024741979112802
qwen3_vl_8b,visual_prompt_sum,one_hidden,45,0.8679669421487604,0.6112181964305805
qwen3_vl_8b,visual_prompt_sum,xgb,43,0.9222347107438017,0.7114257010740637
qwen3_vl_8b,visual_prompt_sum,xgb,44,0.9222347107438017,0.7114257010740637
qwen3_vl_8b,visual_prompt_sum,xgb,45,0.9222347107438017,0.7114257010740637
qwen3_vl_8b,generation,three_hidden,43,0.8946247933884297,0.6358707637591836
qwen3_vl_8b,generation,three_hidden,44,0.882895867768595,0.6143725429744479
qwen3_vl_8b,generation,three_hidden,45,0.8933024793388429,0.6356435471513958
qwen3_vl_8b,generation,one_hidden,43,0.8495537190082645,0.5211933420218645
qwen3_vl_8b,generation,one_hidden,44,0.833596694214876,0.5013563178762397
qwen3_vl_8b,generation,one_hidden,45,0.8366413223140495,0.5071286545006946
qwen3_vl_8b,generation,xgb,43,0.8784495867768594,0.6108245462849189
qwen3_vl_8b,generation,xgb,44,0.8784495867768594,0.6108245462849189
qwen3_vl_8b,generation,xgb,45,0.8784495867768594,0.6108245462849189
qwen3_vl_8b,vp_generation,three_hidden,43,0.9221421487603306,0.7061120273284494
qwen3_vl_8b,vp_generation,three_hidden,44,0.9291702479338844,0.7199538853206002
qwen3_vl_8b,vp_generation,three_hidden,45,0.9258181818181817,0.7037183584851371
qwen3_vl_8b,vp_generation,one_hidden,43,0.8999388429752065,0.6679426648985297
qwen3_vl_8b,vp_generation,one_hidden,44,0.893305785123967,0.6548165787295744
qwen3_vl_8b,vp_generation,one_hidden,45,0.8901553719008264,0.6484202486112245
qwen3_vl_8b,vp_generation,xgb,43,0.9321752066115702,0.7384622650327061
qwen3_vl_8b,vp_generation,xgb,44,0.9321752066115702,0.7384622650327061
qwen3_vl_8b,vp_generation,xgb,45,0.9321752066115702,0.7384622650327061
