model,label,layer,n_mentions,mean,q25,median,q75,raw_q_softmax_js_real_auroc
llava_1_5_7b,HALL,1,3487,0.04015728086233139,0.03247979283332825,0.03781304508447647,0.04354377090930939,0.5505050465140203
llava_1_5_7b,HALL,2,3487,0.07727435976266861,0.05810239166021347,0.07425038516521454,0.09380561113357544,0.4727050889849674
llava_1_5_7b,HALL,3,3487,0.37531816959381104,0.25991255044937134,0.3945772051811218,0.48700642585754395,0.5005425486284681
llava_1_5_7b,HALL,4,3487,0.40863215923309326,0.2980080842971802,0.441307008266449,0.5231696367263794,0.4364526419247059
llava_1_5_7b,HALL,5,3487,0.38774657249450684,0.2864854335784912,0.4101450741291046,0.49123650789260864,0.4401552962535337
llava_1_5_7b,HALL,6,3487,0.3526517450809479,0.2643340826034546,0.367077499628067,0.4407230317592621,0.4377750578108708
llava_1_5_7b,HALL,7,3487,0.354028582572937,0.27861136198043823,0.3661152422428131,0.4274224042892456,0.41781762789511734
llava_1_5_7b,HALL,8,3487,0.30525872111320496,0.21544022858142853,0.3196427822113037,0.38491877913475037,0.46248748093644515
llava_1_5_7b,HALL,9,3487,0.27395743131637573,0.19964534044265747,0.28250572085380554,0.339350163936615,0.5080257542137138
llava_1_5_7b,HALL,10,3487,0.275164395570755,0.2135365605354309,0.28027644753456116,0.3302166759967804,0.5129682220765017
llava_1_5_7b,HALL,11,3487,0.2650170922279358,0.21605068445205688,0.26800718903541565,0.31061306595802307,0.5276394965631482
llava_1_5_7b,HALL,12,3487,0.2585659623146057,0.2157576084136963,0.255423367023468,0.29877305030822754,0.6045220639156144
llava_1_5_7b,HALL,13,3487,0.30975446105003357,0.2673301696777344,0.3138268291950226,0.35547924041748047,0.5426425453909444
llava_1_5_7b,HALL,14,3487,0.26211845874786377,0.22296345233917236,0.2594136595726013,0.2988817095756531,0.5991715770705928
llava_1_5_7b,HALL,15,3487,0.31520017981529236,0.27657365798950195,0.3129303455352783,0.3519873023033142,0.5715671975822403
llava_1_5_7b,HALL,16,3487,0.2752593159675598,0.2330199033021927,0.27096661925315857,0.3139443099498749,0.6131660726098023
llava_1_5_7b,HALL,17,3487,0.26164960861206055,0.2244873046875,0.25777867436408997,0.294526070356369,0.6569918347353343
llava_1_5_7b,HALL,18,3487,0.3088028132915497,0.26951026916503906,0.3084043860435486,0.3458229899406433,0.5434104395580186
llava_1_5_7b,HALL,19,3487,0.3321872055530548,0.297696590423584,0.3302333354949951,0.3656958341598511,0.6070365207041556
llava_1_5_7b,HALL,20,3487,0.32985174655914307,0.29235976934432983,0.3263624906539917,0.36449134349823,0.5897445521958744
llava_1_5_7b,HALL,21,3487,0.2985568642616272,0.26701903343200684,0.29632556438446045,0.32739734649658203,0.5432081182726796
llava_1_5_7b,HALL,22,3487,0.3505360186100006,0.31626689434051514,0.3486008644104004,0.3817594349384308,0.4820618078715504
llava_1_5_7b,HALL,23,3487,0.3682617247104645,0.33596551418304443,0.36795559525489807,0.4012930393218994,0.40753735269027686
llava_1_5_7b,HALL,24,3487,0.3451254367828369,0.31190693378448486,0.34524768590927124,0.37814754247665405,0.43468776047458646
llava_1_5_7b,HALL,25,3487,0.3351009786128998,0.30069848895072937,0.33464574813842773,0.3688950538635254,0.4744415223717677
llava_1_5_7b,HALL,26,3487,0.2862987816333771,0.25529253482818604,0.28552377223968506,0.315013587474823,0.4626826183674107
llava_1_5_7b,HALL,27,3487,0.28741616010665894,0.25240200757980347,0.28344011306762695,0.31979572772979736,0.5422732952761464
llava_1_5_7b,HALL,28,3487,0.25521862506866455,0.20896708965301514,0.25288522243499756,0.29977038502693176,0.5379970460948663
llava_1_5_7b,HALL,29,3487,0.2561625838279724,0.21970775723457336,0.2543780207633972,0.28962573409080505,0.6180285362810508
