model,label,layer,n_mentions,mean,q25,median,q75,raw_q_softmax_js_real_auroc
llava_1_5_7b,HALL,30,3487,0.23179437220096588,0.20035190880298615,0.22939549386501312,0.2595900297164917,0.6018543395940145
llava_1_5_7b,HALL,31,3487,0.20334726572036743,0.1692081242799759,0.20043237507343292,0.23478136956691742,0.5775923321645681
llava_1_5_7b,HALL,32,3487,0.1424078792333603,0.11579793691635132,0.14027070999145508,0.1670248806476593,0.5541975476620002
llava_1_5_7b,REAL,1,11976,0.04150964319705963,0.033668190240859985,0.039611540734767914,0.04619555175304413,0.5505050465140203
llava_1_5_7b,REAL,2,11976,0.07565992325544357,0.05590170621871948,0.07033835351467133,0.0924348533153534,0.4727050889849674
llava_1_5_7b,REAL,3,11976,0.3774288594722748,0.26588818430900574,0.4070017635822296,0.48132023215293884,0.5005425486284681
llava_1_5_7b,REAL,4,11976,0.3864037096500397,0.27293112874031067,0.41537243127822876,0.495361864566803,0.4364526419247059
llava_1_5_7b,REAL,5,11976,0.3678146004676819,0.26779693365097046,0.38744884729385376,0.46081307530403137,0.4401552962535337
llava_1_5_7b,REAL,6,11976,0.33253562450408936,0.24944715201854706,0.3433681130409241,0.4116690754890442,0.4377750578108708
llava_1_5_7b,REAL,7,11976,0.33016273379325867,0.26835715770721436,0.33321094512939453,0.3896207809448242,0.41781762789511734
llava_1_5_7b,REAL,8,11976,0.2946379780769348,0.2255120724439621,0.2993195652961731,0.3555440902709961,0.46248748093644515
llava_1_5_7b,REAL,9,11976,0.27678757905960083,0.21906422078609467,0.2826675772666931,0.330426424741745,0.5080257542137138
llava_1_5_7b,REAL,10,11976,0.2787500321865082,0.2302321344614029,0.28180021047592163,0.3257479965686798,0.5129682220765017
llava_1_5_7b,REAL,11,11976,0.27145636081695557,0.2295217514038086,0.2729807496070862,0.3128138780593872,0.5276394965631482
llava_1_5_7b,REAL,12,11976,0.2795727252960205,0.2389484941959381,0.2812294363975525,0.32074397802352905,0.6045220639156144
llava_1_5_7b,REAL,13,11976,0.3197213411331177,0.2802242934703827,0.32332658767700195,0.36066070199012756,0.5426425453909444
llava_1_5_7b,REAL,14,11976,0.28016793727874756,0.2423945814371109,0.28234654664993286,0.3176943361759186,0.5991715770705928
llava_1_5_7b,REAL,15,11976,0.329518586397171,0.289071649312973,0.3276669979095459,0.3681181073188782,0.5715671975822403
llava_1_5_7b,REAL,16,11976,0.29722070693969727,0.2606185972690582,0.2959820628166199,0.33324652910232544,0.6131660726098023
llava_1_5_7b,REAL,17,11976,0.29004231095314026,0.2534925937652588,0.2910199761390686,0.3254280090332031,0.6569918347353343
llava_1_5_7b,REAL,18,11976,0.3169427514076233,0.2797548472881317,0.31633704900741577,0.3538512587547302,0.5434104395580186
llava_1_5_7b,REAL,19,11976,0.3498232662677765,0.3180350363254547,0.35075148940086365,0.38223835825920105,0.6070365207041556
llava_1_5_7b,REAL,20,11976,0.34732070565223694,0.3075815439224243,0.344948947429657,0.3839097023010254,0.5897445521958744
llava_1_5_7b,REAL,21,11976,0.3064180016517639,0.2709554135799408,0.30333250761032104,0.33842766284942627,0.5432081182726796
llava_1_5_7b,REAL,22,11976,0.3484715223312378,0.30974817276000977,0.3439972996711731,0.38297855854034424,0.4820618078715504
llava_1_5_7b,REAL,23,11976,0.3525608777999878,0.3134070038795471,0.34997642040252686,0.3895793557167053,0.40753735269027686
llava_1_5_7b,REAL,24,11976,0.3341553509235382,0.29591166973114014,0.3320707082748413,0.3705366253852844,0.43468776047458646
llava_1_5_7b,REAL,25,11976,0.3313412666320801,0.2920818328857422,0.32872796058654785,0.3679036498069763,0.4744415223717677
llava_1_5_7b,REAL,26,11976,0.28106367588043213,0.24832665920257568,0.2776799499988556,0.3115750551223755,0.4626826183674107
llava_1_5_7b,REAL,27,11976,0.295084148645401,0.25839701294898987,0.2919660210609436,0.3288130760192871,0.5422732952761464
llava_1_5_7b,REAL,28,11976,0.2626311480998993,0.22611603140830994,0.26180583238601685,0.2986934781074524,0.5379970460948663
llava_1_5_7b,REAL,29,11976,0.2781223952770233,0.24145625531673431,0.27600157260894775,0.31438353657722473,0.6180285362810508
llava_1_5_7b,REAL,30,11976,0.24863040447235107,0.21405695378780365,0.24588561058044434,0.2810392677783966,0.6018543395940145
llava_1_5_7b,REAL,31,11976,0.21477572619915009,0.18638093769550323,0.2140769362449646,0.24201515316963196,0.5775923321645681
llava_1_5_7b,REAL,32,11976,0.14902852475643158,0.12549179792404175,0.14722701907157898,0.17078925669193268,0.5541975476620002
