model,variant,seed,AUROC,HALL_AUPR
shikra_7b,ae_logs,43,0.8647359758562837,0.6552369299010891
shikra_7b,ae_logs,44,0.8604859941614484,0.6347146840225498
shikra_7b,ae_logs,45,0.8613009719246528,0.6429268794818901
shikra_7b,raw_top16,43,0.8792145651807117,0.6862464127074044
shikra_7b,raw_top16,44,0.8765085843263222,0.681603688489859
shikra_7b,raw_top16,45,0.8789439670952728,0.6873139992462056
shikra_7b,raw_top32,43,0.8815512592361494,0.6972482461051052
shikra_7b,raw_top32,44,0.8781640079078311,0.6882801566603403
shikra_7b,raw_top32,45,0.8771930383071385,0.684578238980764
shikra_7b,norm_top16,43,0.8746494163040122,0.6794975225001574
shikra_7b,norm_top16,44,0.8776514632989407,0.6926942125097819
shikra_7b,norm_top16,45,0.8721471798904237,0.675100478461126
shikra_7b,norm_top32,43,0.876581804984735,0.6794788080257469
shikra_7b,norm_top32,44,0.8694316485153715,0.6683157520226274
shikra_7b,norm_top32,45,0.87425466144996,0.678156388370855
