model,split,label,layer,n,mean,median,q25,q75
qwen2_5_vl_7b,train,0,1,733,0.17618311941623688,0.17329655587673187,0.15132348239421844,0.19768422842025757
qwen2_5_vl_7b,train,0,2,733,0.1496538370847702,0.14933495223522186,0.11831380426883698,0.17902503907680511
qwen2_5_vl_7b,train,0,3,733,0.17421899735927582,0.17212329804897308,0.15133599936962128,0.19738852977752686
qwen2_5_vl_7b,train,0,4,733,0.16782663762569427,0.16544093191623688,0.14476503431797028,0.18622960150241852
qwen2_5_vl_7b,train,0,5,733,0.12156950682401657,0.11770762503147125,0.10399822145700455,0.13425716757774353
qwen2_5_vl_7b,train,0,6,733,0.1259857565164566,0.12310531735420227,0.10626783967018127,0.14366430044174194
qwen2_5_vl_7b,train,0,7,733,0.09283793717622757,0.08925984799861908,0.0788680911064148,0.10416841506958008
qwen2_5_vl_7b,train,0,8,733,0.0864252969622612,0.08402418345212936,0.07159894704818726,0.09806805849075317
qwen2_5_vl_7b,train,0,9,733,0.08853819966316223,0.08238081634044647,0.06897492706775665,0.10320218652486801
qwen2_5_vl_7b,train,0,10,733,0.12883266806602478,0.12706255912780762,0.10827741771936417,0.14828555285930634
qwen2_5_vl_7b,train,0,11,733,0.09719248116016388,0.09386987239122391,0.08030819147825241,0.10903535783290863
qwen2_5_vl_7b,train,0,12,733,0.09272263199090958,0.08977530896663666,0.07467709481716156,0.10607179999351501
qwen2_5_vl_7b,train,0,13,733,0.09872325509786606,0.09354353696107864,0.07859053462743759,0.11279060691595078
qwen2_5_vl_7b,train,0,14,733,0.09322705119848251,0.08879852294921875,0.07648474723100662,0.10525214672088623
qwen2_5_vl_7b,train,0,15,733,0.1162860244512558,0.11066177487373352,0.08993758261203766,0.13710707426071167
qwen2_5_vl_7b,train,0,16,733,0.1236574798822403,0.11754909157752991,0.0997023805975914,0.1403941661119461
qwen2_5_vl_7b,train,0,17,733,0.1234796792268753,0.12092851847410202,0.09944470971822739,0.14185607433319092
qwen2_5_vl_7b,train,0,18,733,0.11808571964502335,0.1163056418299675,0.09772820770740509,0.13496071100234985
qwen2_5_vl_7b,train,0,19,733,0.10560154914855957,0.10297738760709763,0.08744260668754578,0.12041682749986649
qwen2_5_vl_7b,train,0,20,733,0.15780983865261078,0.15302041172981262,0.12752148509025574,0.18631954491138458
qwen2_5_vl_7b,train,0,21,733,0.14099568128585815,0.1382707953453064,0.11549147963523865,0.1616058349609375
qwen2_5_vl_7b,train,0,22,733,0.12729012966156006,0.12319661676883698,0.10402300208806992,0.14720368385314941
qwen2_5_vl_7b,train,0,23,733,0.1769712269306183,0.17502978444099426,0.14402158558368683,0.21040301024913788
qwen2_5_vl_7b,train,0,24,733,0.1594831496477127,0.15519486367702484,0.1319044679403305,0.18610335886478424
qwen2_5_vl_7b,train,0,25,733,0.15360568463802338,0.14891287684440613,0.12625496089458466,0.17581996321678162
qwen2_5_vl_7b,train,0,26,733,0.17536835372447968,0.16910383105278015,0.14324422180652618,0.20029723644256592
qwen2_5_vl_7b,train,0,27,733,0.17338605225086212,0.1706506460905075,0.1466059535741806,0.19543752074241638
qwen2_5_vl_7b,train,0,28,733,0.2677704095840454,0.26666679978370667,0.22331959009170532,0.30953875184059143
qwen2_5_vl_7b,train,1,1,6252,0.16487741470336914,0.16159892082214355,0.14221570268273354,0.18372154608368874
qwen2_5_vl_7b,train,1,2,6252,0.15990188717842102,0.1619938164949417,0.1317264921963215,0.18851789832115173
qwen2_5_vl_7b,train,1,3,6252,0.16954316198825836,0.1671057939529419,0.1459435299038887,0.19063180312514305
qwen2_5_vl_7b,train,1,4,6252,0.1649719774723053,0.1626981496810913,0.14445515349507332,0.18348980695009232
qwen2_5_vl_7b,train,1,5,6252,0.12207779288291931,0.11822835355997086,0.10239795595407486,0.13624030351638794
qwen2_5_vl_7b,train,1,6,6252,0.12511056661605835,0.12286759912967682,0.10619848035275936,0.14142605289816856
qwen2_5_vl_7b,train,1,7,6252,0.08902036398649216,0.08696246147155762,0.07531224936246872,0.10023662261664867
qwen2_5_vl_7b,train,1,8,6252,0.08082785457372665,0.07789680361747742,0.06536533869802952,0.09287701733410358
qwen2_5_vl_7b,train,1,9,6252,0.08551167696714401,0.07978010177612305,0.06400081887841225,0.10171669535338879
qwen2_5_vl_7b,train,1,10,6252,0.11745110899209976,0.11303924024105072,0.09459671750664711,0.135504312813282
qwen2_5_vl_7b,train,1,11,6252,0.09759596735239029,0.09518970549106598,0.0823170654475689,0.11009664088487625
qwen2_5_vl_7b,train,1,12,6252,0.09104352444410324,0.08661854267120361,0.07168909721076488,0.10541976429522038
qwen2_5_vl_7b,train,1,13,6252,0.09786508977413177,0.09314727783203125,0.07876715809106827,0.11167584732174873
qwen2_5_vl_7b,train,1,14,6252,0.0924554318189621,0.08840778470039368,0.07603812776505947,0.10394296608865261
qwen2_5_vl_7b,train,1,15,6252,0.10546357929706573,0.09939607977867126,0.08292445354163647,0.1221923679113388
qwen2_5_vl_7b,train,1,16,6252,0.11306311935186386,0.10832807421684265,0.0914138313382864,0.13049928471446037
qwen2_5_vl_7b,train,1,17,6252,0.11563606560230255,0.11093896627426147,0.09465770795941353,0.1318645365536213
qwen2_5_vl_7b,train,1,18,6252,0.12287288159132004,0.11894731223583221,0.10255196690559387,0.1398031823337078
qwen2_5_vl_7b,train,1,19,6252,0.10578065365552902,0.10255014896392822,0.08792846649885178,0.11978661827743053
qwen2_5_vl_7b,train,1,20,6252,0.14405782520771027,0.13837310671806335,0.11580596305429935,0.16737783700227737
qwen2_5_vl_7b,train,1,21,6252,0.12908180058002472,0.1260298490524292,0.10757218487560749,0.14696962386369705
