temperature,label,layer,n,mean,median
1.0,1,11,9993,0.17659364640712738,0.1706410050392151
1.0,1,12,9993,0.19007889926433563,0.1865905374288559
1.0,1,13,9993,0.22503022849559784,0.22161653637886047
1.0,1,14,9993,0.20676548779010773,0.20269782841205597
1.0,1,15,9993,0.21424631774425507,0.21140530705451965
1.0,1,16,9993,0.23835337162017822,0.23339000344276428
1.0,1,17,9993,0.23909598588943481,0.23715846240520477
1.0,1,18,9993,0.26995089650154114,0.2683349847793579
1.0,1,19,9993,0.2487972229719162,0.2474917769432068
1.0,1,20,9993,0.26737064123153687,0.26373526453971863
1.0,1,21,9993,0.25579017400741577,0.2536157965660095
1.0,1,22,9993,0.2679162621498108,0.2639291286468506
1.0,1,23,9993,0.28315192461013794,0.2809402346611023
1.0,1,24,9993,0.2649044692516327,0.26137492060661316
1.0,1,25,9993,0.29332947731018066,0.29028812050819397
1.0,1,26,9993,0.3049948811531067,0.3045382499694824
1.0,1,27,9993,0.26463764905929565,0.2628108561038971
1.0,1,28,9993,0.2465965449810028,0.24195076525211334
1.0,1,29,9993,0.3096350133419037,0.31132400035858154
1.0,1,30,9993,0.27087143063545227,0.27032050490379333
1.0,1,31,9993,0.2756091058254242,0.2753371596336365
1.0,1,32,9993,0.2374412566423416,0.23880861699581146
0.2,0,1,1766,0.18859028816223145,0.1845991462469101
0.2,0,2,1766,0.26020365953445435,0.2586016058921814
0.2,0,3,1766,0.2214823067188263,0.2194841206073761
0.2,0,4,1766,0.18811680376529694,0.18584859371185303
0.2,0,5,1766,0.15969105064868927,0.15632230043411255
0.2,0,6,1766,0.14841808378696442,0.1461276412010193
0.2,0,7,1766,0.14757481217384338,0.14613696932792664
0.2,0,8,1766,0.13366635143756866,0.1301058679819107
0.2,0,9,1766,0.13290289044380188,0.13075891137123108
0.2,0,10,1766,0.10656809061765671,0.10326984524726868
0.2,0,11,1766,0.13595236837863922,0.13278713822364807
0.2,0,12,1766,0.10278840363025665,0.09972230345010757
0.2,0,13,1766,0.13626831769943237,0.1309526264667511
0.2,0,14,1766,0.11896864324808121,0.11521066725254059
0.2,0,15,1766,0.11833574622869492,0.11422357708215714
0.2,0,16,1766,0.1441134363412857,0.14017951488494873
0.2,0,17,1766,0.13255643844604492,0.12745483219623566
0.2,0,18,1766,0.1322898268699646,0.12969112396240234
0.2,0,19,1766,0.1510699987411499,0.14934489130973816
0.2,0,20,1766,0.17275495827198029,0.16687363386154175
0.2,0,21,1766,0.19049574434757233,0.1877961903810501
0.2,0,22,1766,0.21965260803699493,0.2146221101284027
0.2,0,23,1766,0.23714929819107056,0.23642568290233612
0.2,0,24,1766,0.22395724058151245,0.2220890372991562
0.2,0,25,1766,0.17037780582904816,0.1652964949607849
0.2,0,26,1766,0.18158946931362152,0.17897750437259674
0.2,0,27,1766,0.16551747918128967,0.16240103542804718
0.2,0,28,1766,0.1827324628829956,0.1811712384223938
0.2,0,29,1766,0.21167412400245667,0.21065132319927216
0.2,0,30,1766,0.16345788538455963,0.15994098782539368
0.2,0,31,1766,0.21478405594825745,0.21514366567134857
0.2,0,32,1766,0.25476962327957153,0.2569870352745056
0.2,1,1,9993,0.19226598739624023,0.18740057945251465
0.2,1,2,9993,0.2534988224506378,0.25157201290130615
0.2,1,3,9993,0.21521180868148804,0.21235091984272003
0.2,1,4,9993,0.18563619256019592,0.18364743888378143
0.2,1,5,9993,0.16102047264575958,0.1586412489414215
0.2,1,6,9993,0.13919275999069214,0.13701225817203522
0.2,1,7,9993,0.14569902420043945,0.1438121795654297
0.2,1,8,9993,0.1261732280254364,0.12246482074260712
0.2,1,9,9993,0.1290668100118637,0.12679187953472137
0.2,1,10,9993,0.1037529706954956,0.09994873404502869
0.2,1,11,9993,0.12536562979221344,0.12025628983974457
0.2,1,12,9993,0.10059677064418793,0.09661867469549179
0.2,1,13,9993,0.13031181693077087,0.1252249926328659
0.2,1,14,9993,0.11386045068502426,0.11069566756486893
0.2,1,15,9993,0.11008753627538681,0.1059647649526596
0.2,1,16,9993,0.12740778923034668,0.12207556515932083
0.2,1,17,9993,0.12069308012723923,0.11705876141786575
0.2,1,18,9993,0.12640972435474396,0.123804472386837
0.2,1,19,9993,0.12896865606307983,0.12569868564605713
0.2,1,20,9993,0.15262341499328613,0.14731518924236298
0.2,1,21,9993,0.17415255308151245,0.17078518867492676
0.2,1,22,9993,0.20253923535346985,0.1986035406589508
0.2,1,23,9993,0.2132609337568283,0.21182914078235626
0.2,1,24,9993,0.20938323438167572,0.20886093378067017
0.2,1,25,9993,0.16505484282970428,0.16096779704093933
0.2,1,26,9993,0.16766628623008728,0.16445080935955048
0.2,1,27,9993,0.15273118019104004,0.14784109592437744
0.2,1,28,9993,0.1760057806968689,0.17463070154190063
0.2,1,29,9993,0.1918364316225052,0.1879948526620865
0.2,1,30,9993,0.1584259569644928,0.15293307602405548
0.2,1,31,9993,0.19841371476650238,0.196250319480896
0.2,1,32,9993,0.2549278736114502,0.2565823197364807
0.02,0,1,1766,0.38183310627937317,0.36510568857192993
0.02,0,2,1766,0.5652528405189514,0.5695198178291321
0.02,0,3,1766,0.505728542804718,0.5179668664932251
0.02,0,4,1766,0.5385475158691406,0.5466911196708679
0.02,0,5,1766,0.5023114085197449,0.5069888234138489
0.02,0,6,1766,0.5029280185699463,0.5128535032272339
0.02,0,7,1766,0.4985838234424591,0.5092989802360535
0.02,0,8,1766,0.4864005744457245,0.4983314275741577
0.02,0,9,1766,0.517730176448822,0.5248503684997559
0.02,0,10,1766,0.4395241141319275,0.44380730390548706
0.02,0,11,1766,0.463765412569046,0.4795759320259094
0.02,0,12,1766,0.4448873996734619,0.4488981366157532
0.02,0,13,1766,0.41275131702423096,0.4164782166481018
0.02,0,14,1766,0.4610402584075928,0.46827566623687744
0.02,0,15,1766,0.4276372790336609,0.4366828501224518
0.02,0,16,1766,0.41338875889778137,0.4188159108161926
0.02,0,17,1766,0.4129072427749634,0.4147041440010071
0.02,0,18,1766,0.3815554678440094,0.3875732421875
0.02,0,19,1766,0.41023609042167664,0.4116828441619873
0.02,0,20,1766,0.4020165503025055,0.41116786003112793
0.02,0,21,1766,0.44265618920326233,0.4466645121574402
0.02,0,22,1766,0.4403321444988251,0.4475635290145874
0.02,0,23,1766,0.42691707611083984,0.43634968996047974
0.02,0,24,1766,0.4361792504787445,0.4526658058166504
0.02,0,25,1766,0.3883609473705292,0.38908153772354126
0.02,0,26,1766,0.40379729866981506,0.4086478352546692
0.02,0,27,1766,0.39765116572380066,0.4116813838481903
0.02,0,28,1766,0.41697394847869873,0.4250257611274719
0.02,0,29,1766,0.3963213860988617,0.39936912059783936
0.02,0,30,1766,0.40107741951942444,0.3998902440071106
0.02,0,31,1766,0.4432446360588074,0.44002199172973633
0.02,0,32,1766,0.4996649920940399,0.5112146735191345
0.02,1,1,9993,0.3928075432777405,0.3746512830257416
0.02,1,2,9993,0.5608008503913879,0.5644398331642151
0.02,1,3,9993,0.5014308094978333,0.5151082277297974
0.02,1,4,9993,0.5272015929222107,0.5335642099380493
0.02,1,5,9993,0.48324549198150635,0.49045345187187195
0.02,1,6,9993,0.48123589158058167,0.49476683139801025
0.02,1,7,9993,0.4767618179321289,0.4871165454387665
0.02,1,8,9993,0.47615954279899597,0.485502690076828
0.02,1,9,9993,0.5047024488449097,0.5105313062667847
0.02,1,10,9993,0.4454181492328644,0.4496018588542938
0.02,1,11,9993,0.4669662415981293,0.47774046659469604
0.02,1,12,9993,0.4567391872406006,0.4615944027900696
0.02,1,13,9993,0.440163791179657,0.4462895095348358
0.02,1,14,9993,0.4542628526687622,0.4574982523918152
0.02,1,15,9993,0.4461160898208618,0.45176413655281067
0.02,1,16,9993,0.44376155734062195,0.45068180561065674
0.02,1,17,9993,0.4264460802078247,0.42894455790519714
0.02,1,18,9993,0.39721837639808655,0.39906784892082214
0.02,1,19,9993,0.4202054738998413,0.4208396375179291
0.02,1,20,9993,0.4204665422439575,0.42468684911727905
0.02,1,21,9993,0.4511945843696594,0.4560593068599701
0.02,1,22,9993,0.44921812415122986,0.4554370939731598
0.02,1,23,9993,0.4192379117012024,0.4202667474746704
0.02,1,24,9993,0.4437180161476135,0.45705533027648926
0.02,1,25,9993,0.4068159759044647,0.4098964035511017
0.02,1,26,9993,0.41180524230003357,0.4145700931549072
0.02,1,27,9993,0.42158085107803345,0.4264112412929535
0.02,1,28,9993,0.42521023750305176,0.4350827932357788
0.02,1,29,9993,0.41163110733032227,0.4130997061729431
0.02,1,30,9993,0.41547471284866333,0.4174039363861084
0.02,1,31,9993,0.4460716247558594,0.4436323642730713
0.02,1,32,9993,0.5025985240936279,0.5110424757003784
