temperature,label,layer,n,mean,median
1.0,0,1,1766,0.14956636726856232,0.14485645294189453
1.0,0,2,1766,0.21549686789512634,0.2137996256351471
1.0,0,3,1766,0.2110079675912857,0.20677292346954346
1.0,0,4,1766,0.17151859402656555,0.16777151823043823
1.0,0,5,1766,0.14869233965873718,0.1456243395805359
1.0,0,6,1766,0.15592293441295624,0.15385308861732483
1.0,0,7,1766,0.14550507068634033,0.14135141670703888
1.0,0,8,1766,0.1692216992378235,0.16341951489448547
1.0,0,9,1766,0.13361860811710358,0.12885773181915283
1.0,0,10,1766,0.18801569938659668,0.18399980664253235
1.0,0,11,1766,0.17824377119541168,0.17307835817337036
1.0,0,12,1766,0.19504843652248383,0.1910073161125183
1.0,0,13,1766,0.25125473737716675,0.24950416386127472
1.0,0,14,1766,0.20138908922672272,0.19778764247894287
1.0,0,15,1766,0.22715885937213898,0.22548925876617432
1.0,0,16,1766,0.2749031186103821,0.27182745933532715
1.0,0,17,1766,0.2569867670536041,0.253362238407135
1.0,0,18,1766,0.2709306478500366,0.26607003808021545
1.0,0,19,1766,0.26350897550582886,0.2620067298412323
1.0,0,20,1766,0.29324445128440857,0.29120147228240967
1.0,0,21,1766,0.26870661973953247,0.2629077136516571
1.0,0,22,1766,0.28234779834747314,0.2782156467437744
1.0,0,23,1766,0.28800448775291443,0.2823624610900879
1.0,0,24,1766,0.2707448899745941,0.2654491066932678
1.0,0,25,1766,0.3111037611961365,0.31053611636161804
1.0,0,26,1766,0.303082138299942,0.3011660575866699
1.0,0,27,1766,0.28027307987213135,0.2758682072162628
1.0,0,28,1766,0.25138822197914124,0.2482142597436905
1.0,0,29,1766,0.3104005753993988,0.31238865852355957
1.0,0,30,1766,0.285148948431015,0.28599828481674194
1.0,0,31,1766,0.2763672173023224,0.27729666233062744
1.0,0,32,1766,0.2232356071472168,0.22437360882759094
1.0,1,1,9993,0.1521417647600174,0.1468076854944229
1.0,1,2,9993,0.21497416496276855,0.21231555938720703
1.0,1,3,9993,0.2116607129573822,0.20694291591644287
1.0,1,4,9993,0.1785060167312622,0.17500261962413788
1.0,1,5,9993,0.16319943964481354,0.1592182070016861
1.0,1,6,9993,0.16549824178218842,0.16230669617652893
1.0,1,7,9993,0.1607183963060379,0.1541232466697693
1.0,1,8,9993,0.17389222979545593,0.16706614196300507
1.0,1,9,9993,0.14598384499549866,0.14300303161144257
1.0,1,10,9993,0.18455719947814941,0.180393248796463
