model,split,label,layer,n,mean,median,q25,q75
qwen3_vl_8b,train,0,1,2077,0.020943591371178627,0.0159690473228693,0.010790886357426643,0.02640252560377121
qwen3_vl_8b,train,0,2,2077,0.01127549260854721,0.008721933700144291,0.006137951277196407,0.013390708714723587
qwen3_vl_8b,train,0,3,2077,0.03338019177317619,0.029942138120532036,0.021558118984103203,0.04154923930764198
qwen3_vl_8b,train,0,4,2077,0.01803363673388958,0.0125908013433218,0.008494100533425808,0.021874185651540756
qwen3_vl_8b,train,0,5,2077,0.011933203786611557,0.00905037485063076,0.0055540697649121284,0.014888832345604897
qwen3_vl_8b,train,0,6,2077,0.020940246060490608,0.016795877367258072,0.011167860589921474,0.025378607213497162
qwen3_vl_8b,train,0,7,2077,0.022906066849827766,0.01821153238415718,0.011006984859704971,0.02976679988205433
qwen3_vl_8b,train,0,8,2077,0.0102847246453166,0.008736837655305862,0.0058792950585484505,0.01275726594030857
qwen3_vl_8b,train,0,9,2077,0.05879297852516174,0.05509524047374725,0.03957083448767662,0.07360649108886719
qwen3_vl_8b,train,0,10,2077,0.08294932544231415,0.07588151097297668,0.0504043847322464,0.1097150668501854
qwen3_vl_8b,train,0,11,2077,0.05597035214304924,0.053657546639442444,0.03863687813282013,0.06885041296482086
qwen3_vl_8b,train,0,12,2077,0.0767902135848999,0.07089810818433762,0.052878834307193756,0.09344272315502167
qwen3_vl_8b,train,0,13,2077,0.07117226719856262,0.0655548945069313,0.04942883551120758,0.08615341782569885
qwen3_vl_8b,train,0,14,2077,0.1735735982656479,0.17191095650196075,0.1282849758863449,0.21888865530490875
qwen3_vl_8b,train,0,15,2077,0.11862190067768097,0.1168961450457573,0.08617052435874939,0.14975829422473907
qwen3_vl_8b,train,0,16,2077,0.16928720474243164,0.17624051868915558,0.13464844226837158,0.20480377972126007
qwen3_vl_8b,train,0,17,2077,0.1309744119644165,0.1263009011745453,0.09164691716432571,0.16194751858711243
qwen3_vl_8b,train,0,18,2077,0.19708256423473358,0.2010929435491562,0.15403138101100922,0.24211426079273224
qwen3_vl_8b,train,0,19,2077,0.30935993790626526,0.32143113017082214,0.2468658983707428,0.37741100788116455
qwen3_vl_8b,train,0,20,2077,0.16312861442565918,0.16482889652252197,0.11194874346256256,0.2107115536928177
qwen3_vl_8b,train,0,21,2077,0.21372240781784058,0.22028101980686188,0.15797734260559082,0.2739567160606384
qwen3_vl_8b,train,0,22,2077,0.2454153150320053,0.25286585092544556,0.18590283393859863,0.31119635701179504
qwen3_vl_8b,train,0,23,2077,0.10455325990915298,0.10261420160531998,0.07923173904418945,0.12798114120960236
qwen3_vl_8b,train,0,24,2077,0.19587619602680206,0.20014385879039764,0.1507173329591751,0.2443285882472992
qwen3_vl_8b,train,0,25,2077,0.21987281739711761,0.21903394162654877,0.16767582297325134,0.2704789638519287
qwen3_vl_8b,train,0,26,2077,0.0807279646396637,0.07657309621572495,0.05505107343196869,0.1029866486787796
qwen3_vl_8b,train,0,27,2077,0.16510562598705292,0.16658900678157806,0.12114428728818893,0.20683754980564117
qwen3_vl_8b,train,0,28,2077,0.09331149607896805,0.09009658545255661,0.06401488184928894,0.1197524145245552
qwen3_vl_8b,train,0,29,2077,0.13380323350429535,0.12697206437587738,0.08119621872901917,0.18086479604244232
qwen3_vl_8b,train,0,30,2077,0.13253153860569,0.12723040580749512,0.08815273642539978,0.17296695709228516
qwen3_vl_8b,train,0,31,2077,0.06109588220715523,0.05734433978796005,0.03683612495660782,0.08100270479917526
qwen3_vl_8b,train,0,32,2077,0.10025421530008316,0.09754545241594315,0.06375914812088013,0.1316486895084381
qwen3_vl_8b,train,0,33,2077,0.07486826926469803,0.06946662068367004,0.04234613850712776,0.10353588312864304
qwen3_vl_8b,train,0,34,2077,0.11588136851787567,0.11058588325977325,0.07253606617450714,0.15330460667610168
qwen3_vl_8b,train,0,35,2077,0.07496853917837143,0.07035288214683533,0.0493435375392437,0.09715193510055542
qwen3_vl_8b,train,0,36,2077,0.031625114381313324,0.028746481984853745,0.02229783870279789,0.037753522396087646
qwen3_vl_8b,train,1,1,9769,0.031716927886009216,0.025982404127717018,0.014517977833747864,0.043861228972673416
qwen3_vl_8b,train,1,2,9769,0.019371990114450455,0.014655164442956448,0.008124838583171368,0.02811199426651001
