AUROC_mean,AUROC_std,HALL_AUPR_mean,HALL_AUPR_std,batch_size,best_epochs,group,model,SVAR_AUROC,delta_AUROC,SVAR_HALL_AUPR,delta_HALL_AUPR
0.886120319687508,0.004195942170066819,0.4255985724151506,0.011371094190070442,32,"[26, 20, 15]",visual,qwen2_5_vl_7b,0.8653252126538687,0.020795107033639293,0.43773201525097577,-0.012133442835825181
0.8859712692416416,0.004154030416392117,0.43736501491227164,0.013855669138730063,64,"[16, 22, 25]",visual,qwen2_5_vl_7b,0.8653252126538687,0.020646056587772854,0.43773201525097577,-0.0003670003387041265
0.8881093721892427,0.0014571487210550801,0.4291130230631775,0.018511552804555794,128,"[20, 26, 23]",visual,qwen2_5_vl_7b,0.8653252126538687,0.022784159535373938,0.43773201525097577,-0.008618992187798269
0.8795929380926683,0.0015800286887396324,0.4222536382369773,0.008077961338589498,256,"[30, 31, 21]",visual,qwen2_5_vl_7b,0.8653252126538687,0.014267725438799506,0.43773201525097577,-0.015478377013998457
0.8857965204430395,0.0015364606473024383,0.43708700238451365,0.004433867272698255,512,"[53, 46, 39]",visual,qwen2_5_vl_7b,0.8653252126538687,0.020471307789170723,0.43773201525097577,-0.0006450128664621246
0.8668259964536272,0.0029712186049800577,0.4895943469437114,0.009894524403240552,32,"[10, 13, 10]",vp_generation,qwen2_5_vl_7b,0.8653252126538687,0.0015007837997584872,0.43773201525097577,0.05186233169273563
0.8689229820368514,0.003659366023664,0.4735341696022289,0.005986431633160773,128,"[25, 26, 29]",vp_generation,qwen2_5_vl_7b,0.8653252126538687,0.0035977693829826185,0.43773201525097577,0.03580215435125311
0.8702849947318377,0.001888785220878721,0.4709149219030267,0.002369600766453205,256,"[24, 35, 25]",vp_generation,qwen2_5_vl_7b,0.8653252126538687,0.004959782077968988,0.43773201525097577,0.033182906652050925
0.871955387659651,0.00042903167074663127,0.47763852639146015,0.007929321348191874,512,"[47, 64, 43]",vp_generation,qwen2_5_vl_7b,0.8653252126538687,0.006630175005782224,0.43773201525097577,0.03990651114048438
0.8988297520661158,0.001133940516962369,0.6770720810551039,0.0023422425718231717,32,"[27, 39, 46]",visual,qwen3_vl_8b,0.8931052341597795,0.005724517906336324,0.6366356705471855,0.04043641050791835
0.8995724517906337,0.0003937663608890042,0.6806792153629617,0.0017692690751117902,64,"[50, 41, 59]",visual,qwen3_vl_8b,0.8931052341597795,0.006467217630854227,0.6366356705471855,0.044043544815776214
0.899699173553719,0.0010992054511828313,0.6822460860155434,0.004020166511088584,128,"[49, 50, 61]",visual,qwen3_vl_8b,0.8931052341597795,0.006593939393939485,0.6366356705471855,0.04561041546835787
0.8999460055096419,0.0007706773928181209,0.6768886860513339,0.0010079848818522427,256,"[82, 71, 65]",visual,qwen3_vl_8b,0.8931052341597795,0.0068407713498623846,0.6366356705471855,0.04025301550414839
0.9000022038567493,0.001201734612348413,0.6777735680578131,0.0006920928476537082,512,"[88, 105, 81]",visual,qwen3_vl_8b,0.8931052341597795,0.006896969696969846,0.6366356705471855,0.041137897510627575
0.9287559228650138,0.0017671873769497279,0.7146364270382922,0.004196262041337863,32,"[28, 34, 32]",vp_generation,qwen3_vl_8b,0.8931052341597795,0.03565068870523436,0.6366356705471855,0.07800075649110672
0.9306820936639117,0.0009972092592042381,0.7213138698420192,0.0052665122584671835,64,"[36, 45, 45]",vp_generation,qwen3_vl_8b,0.8931052341597795,0.037576859504132254,0.6366356705471855,0.08467819929483367
0.9300055096418732,0.0028932379637783942,0.7207111239325584,0.00632643936647982,128,"[26, 38, 45]",vp_generation,qwen3_vl_8b,0.8931052341597795,0.036900275482093736,0.6366356705471855,0.08407545338537292
0.9295779614325069,0.0010379334715531333,0.7201351839531199,0.0009524610575611503,256,"[46, 40, 38]",vp_generation,qwen3_vl_8b,0.8931052341597795,0.036472727272727434,0.6366356705471855,0.08349951340593442
0.9297168044077134,0.0005844314797415216,0.720955260464601,0.0014163061698870497,512,"[74, 69, 67]",vp_generation,qwen3_vl_8b,0.8931052341597795,0.03661157024793393,0.6366356705471855,0.0843195899174155
0.8866290726817042,0.0006843734465089721,0.5892668408484378,0.0008457294141012686,32,"[44, 44, 32]",vp_generation,internvl_2_5_8b,0.8764941199151725,0.010134952766531757,0.5493674386053765,0.03989940224306132
0.8849498746867169,0.0014546590376112358,0.5855105829342878,0.005928002952406899,64,"[53, 51, 53]",vp_generation,internvl_2_5_8b,0.8764941199151725,0.008455754771544477,0.5493674386053765,0.0361431443289113
0.8831125891652207,0.0013586160139524256,0.578514574590866,0.0027889110776328037,128,"[49, 29, 37]",vp_generation,internvl_2_5_8b,0.8764941199151725,0.006618469250048276,0.5493674386053765,0.02914713598548946
0.8821698476961636,0.002016965085242175,0.5776382117801259,0.005123076358056678,256,"[65, 77, 40]",vp_generation,internvl_2_5_8b,0.8764941199151725,0.005675727780991124,0.5493674386053765,0.028270773174749353
0.8814333911702333,0.0027202382830038814,0.5763219481447158,0.006331378856737917,512,"[83, 93, 59]",vp_generation,internvl_2_5_8b,0.8764941199151725,0.004939271255060884,0.5493674386053765,0.02695450953933931
