model,family,head,method,AUROC_mean,AUROC_std,HALL_AUPR_mean,HALL_AUPR_std
qwen2_5_vl_7b,native,svar_native,svar,0.8618532398452611,0.0009483619064927567,0.4366880371478725,0.009050160699694365
qwen2_5_vl_7b,native,metatoken_lr,metatoken,0.8597225580270792,0.0,0.5080159297148633,0.0
qwen2_5_vl_7b,native,metatoken_gb,metatoken,0.8622159090909091,4.9353033179899644e-05,0.5085514235589134,0.005801164808187356
qwen2_5_vl_7b,shared_mlp_fixed,svar,svar,0.8621101305609283,0.0025871535975619743,0.4362998149220723,0.015647149123478636
qwen2_5_vl_7b,shared_mlp_fixed,metatoken,metatoken,0.7577772404900065,0.013528630628958052,0.2580297005093178,0.016463698824557463
qwen2_5_vl_7b,shared_mlp_fixed,visual_only,visual_only,0.8492807059961315,0.005343349108214112,0.45815194613688665,0.0039723988901724724
qwen2_5_vl_7b,shared_mlp_fixed,all_attention,all_attention,0.8516380560928433,0.007211361026384519,0.4611245697194035,0.009944357782165032
qwen2_5_vl_7b,shared_mlp_single,svar,svar,0.8653565240167634,0.0031543520067373906,0.4973316976808677,0.011326877597737659
qwen2_5_vl_7b,shared_mlp_single,metatoken,metatoken,0.8747380722114766,0.003274926431259589,0.533098123647269,0.006788704277559169
qwen2_5_vl_7b,shared_mlp_single,visual_only,visual_only,0.8671119439071567,0.0030566027247185155,0.5346742606242462,0.005586326384097467
qwen2_5_vl_7b,shared_mlp_single,all_attention,all_attention,0.871091231463572,0.0039060738121435823,0.5389738427208312,0.0063221977260462135
