model,group,seed,threshold_rule,threshold,auc,real_aupr,real_precision,real_recall,real_f1,hallucination_aupr,hallucination_precision,hallucination_recall,hallucination_f1
qwen3_vl_8b,full/schedule_off/val_epoch_transfer,45,fixed_0.5,0.5,0.8842102500933877,0.9727827393751203,0.8990963855421686,0.951015531660693,0.9243274627443391,0.6332891818881763,0.6684636118598383,0.4806201550387597,0.5591882750845547
qwen3_vl_8b,full/schedule_off/val_epoch_transfer,45,train_f1,0.6047283411026001,0.8842102500933877,0.9727827393751203,0.9133858267716536,0.9239346873755476,0.9186299742625222,0.6332891818881763,0.6078028747433265,0.5736434108527132,0.5902293120638086
qwen3_vl_8b,full/schedule_off/val_epoch_transfer,ensemble,fixed_0.5,0.5,0.8987192785850785,0.9767887306842686,0.905595736581652,0.9474313022700119,0.926041261191125,0.6711735369716578,0.67,0.5193798449612403,0.5851528384279476
qwen3_vl_8b,full/schedule_off/val_epoch_transfer,ensemble,train_f1,0.5836696624755859,0.8987192785850785,0.9767887306842686,0.918769716088328,0.9279171644763042,0.9233207846245294,0.6711735369716578,0.6313645621181263,0.6007751937984496,0.6156901688182721
llava_1_5_7b,full/schedule_on/min_train_loss,43,fixed_0.5,0.5,0.8800459882407616,0.9611054010777834,0.8906122448979592,0.895363151415675,0.8929813791692245,0.6519448700254656,0.6336206896551724,0.6220028208744711,0.6277580071174377
llava_1_5_7b,full/schedule_on/min_train_loss,43,train_f1,0.4550227224826813,0.8800459882407616,0.9611054010777834,0.8875404530744336,0.9002872384078785,0.8938684049704624,0.6519448700254656,0.6394658753709199,0.607898448519041,0.6232827187274042
llava_1_5_7b,full/schedule_on/min_train_loss,44,fixed_0.5,0.5,0.8796287025424332,0.9613793767884096,0.8716452742123687,0.919573245794009,0.8949680511182109,0.6748140712816392,0.6591304347826087,0.5345557122708039,0.5903426791277259
llava_1_5_7b,full/schedule_on/min_train_loss,44,train_f1,0.605654776096344,0.8796287025424332,0.9613793767884096,0.881952781112445,0.9043906442347148,0.893030794165316,0.6748140712816392,0.6398763523956723,0.5839210155148096,0.6106194690265486
llava_1_5_7b,full/schedule_on/min_train_loss,45,fixed_0.5,0.5,0.8754732083482606,0.9601690484180254,0.8831908831908832,0.8904390644234714,0.886800163465468,0.6630216746104811,0.6124818577648766,0.5952045133991537,0.6037195994277539
llava_1_5_7b,full/schedule_on/min_train_loss,45,train_f1,0.46621590852737427,0.8754732083482606,0.9601690484180254,0.8808373590982287,0.8978251949117768,0.8892501524080472,0.6630216746104811,0.6238670694864048,0.5825105782792666,0.6024799416484318
llava_1_5_7b,full/schedule_on/min_train_loss,ensemble,fixed_0.5,0.5,0.8923162713063126,0.9656304685090413,0.882818685669042,0.9150594993844892,0.8986500100745517,0.6965769726393637,0.6661290322580645,0.5825105782792666,0.6215199398043642
llava_1_5_7b,full/schedule_on/min_train_loss,ensemble,train_f1,0.5357313752174377,0.8923162713063126,0.9656304685090413,0.8894269572235673,0.9043906442347148,0.8968463886063073,0.6965769726393637,0.6511976047904192,0.613540197461213,0.6318082788671024
