feature,label,layer,n,mean,std,sem,ci95_low,ci95_high
s,REAL,1,9993,1.7298208750679271,0.37419519731833634,0.0037432623443589886,1.7224840808729835,1.7371576692628707
s,HALL,1,1766,1.6777727590074356,0.3816902224682738,0.009082714966954548,1.6599706376722048,1.6955748803426665
s,REAL,2,9993,0.8153326052523323,0.10991429621804373,0.0010995278643026064,0.8131775306382992,0.8174876798663654
s,HALL,2,1766,0.8285183785050804,0.1267691584927991,0.0030166036890989134,0.8226058352744465,0.8344309217357142
s,REAL,3,9993,0.9223196998583022,0.12422353108563752,0.001242670321609147,0.9198840660279483,0.9247553336886561
s,HALL,3,1766,0.9258709023722436,0.11971575667455901,0.0028487606727172223,0.9202873314537178,0.9314544732907694
s,REAL,4,9993,0.978828173797672,0.11555827280621084,0.0011559873944791963,0.9765624385044928,0.9810939090908511
s,HALL,4,1766,0.967145659881702,0.11771295324684879,0.0028011018866181273,0.9616555001839304,0.9726358195794735
s,REAL,5,9993,1.017430554946049,0.09212639581910154,0.000921586569957443,1.0156242452689324,1.0192368646231655
s,HALL,5,1766,1.0097920932761675,0.09252917287867986,0.0022018276966865873,1.0054765109906618,1.0141076755616731
s,REAL,6,9993,1.1013387128491545,0.16761946682595125,0.0016767816445739507,1.0980522208257897,1.1046252048725194
s,HALL,6,1766,1.0798047586246093,0.15034013889803352,0.0035774996301266146,1.0727928593495613,1.0868166578996574
s,REAL,7,9993,0.8386667815340803,0.08044090455951149,0.0008046907366575106,0.8370895876902316,0.8402439753779289
s,HALL,7,1766,0.8196987515802696,0.09510727921765759,0.0022631764126165056,0.8152629258115413,0.824134577348998
s,REAL,8,9993,0.9102650300871679,0.09341026217898614,0.00093442972944903,0.9084335478174478,0.9120965123568879
s,HALL,8,1766,0.9168408542095198,0.0998827167705976,0.002376812905202978,0.9121823009153219,0.9214994075037176
s,REAL,9,9993,0.7877131530642808,0.06656850883488419,0.0006659182005207958,0.78640795339126,0.7890183527373016
s,HALL,9,1766,0.7592366817718454,0.07610860123444993,0.001811083152918785,0.7556869587921247,0.7627864047515662
s,REAL,10,9993,0.768215832419311,0.08683027044156866,0.0008686067700059822,0.7665133631500993,0.7699183016885227
s,HALL,10,1766,0.7297481238707005,0.08015805717960749,0.0019074441597144536,0.7260095333176602,0.7334867144237409
s,REAL,11,9993,0.7053172697143417,0.08607391610731205,0.0008610405780326339,0.7036296301813978,0.7070049092472857
s,HALL,11,1766,0.6840940241196688,0.08377735838694232,0.0019935691881031734,0.6801866285109865,0.688001419728351
s,REAL,12,9993,0.7342444687983325,0.0765646455765322,0.000765914572794494,0.7327432762356553,0.7357456613610097
s,HALL,12,1766,0.6982336605931733,0.0703242583463122,0.001673438710825557,0.6949537207199552,0.7015136004663913
