training,seed,auroc,hall_aupr,hall_precision,hall_recall,hall_f1,fixed_0_5_hall_precision,fixed_0_5_hall_recall,fixed_0_5_hall_f1,accuracy,decision_threshold,best_epoch
unweighted,43,0.8871250867416005,0.6486088553420569,0.6267515923566879,0.693935119887165,0.6586345381526104,0.6334716459197787,0.6459802538787024,0.6396648044692738,0.8378893833439288,0.5321593284606934,98
unweighted,44,0.8901519996434841,0.6632186045146182,0.6416430594900849,0.6389280677009873,0.6402826855123674,0.6456908344733242,0.6657263751763046,0.6555555555555556,0.8382072472981564,0.4802590608596802,99
unweighted,45,0.8871467902279908,0.6566971717112842,0.627939142461964,0.6403385049365303,0.6340782122905028,0.5814455231930961,0.7602256699576869,0.6589242053789731,0.8334392879847425,0.4112469255924225,99
sqrt_hall_weight,43,0.8921967574412574,0.6583836184264915,0.6580547112462006,0.610719322990127,0.6335040234089246,0.5503292568203199,0.8251057827926658,0.6602708803611738,0.8407501589319771,0.30866533517837524,95
sqrt_hall_weight,44,0.887918855583844,0.6605889949606119,0.6258148631029987,0.6770098730606487,0.6504065040650406,0.5720164609053497,0.7842031029619182,0.661511005353956,0.8359821996185632,0.36683306097984314,99
sqrt_hall_weight,45,0.8875122769388014,0.6514604093236658,0.6408759124087591,0.6191819464033851,0.629842180774749,0.5218855218855218,0.8744710860366713,0.6536636794939378,0.8359821996185632,0.2479865401983261,99
