layer,metric,count,mean,std,q10,median,q90
1,attention_reconstruction_relative_error,14951,0.0004906046640409813,0.00011138383506807063,0.00035897261113859713,0.0004822328919544816,0.0006310967728495598
1,component_sum_relative_error,14951,0.0005130570573998958,0.00010765216036819227,0.0003901055606547743,0.0005047029699198902,0.0006501710740849376
2,attention_reconstruction_relative_error,14951,0.0005485829604376248,4.488975042226051e-05,0.0004950445727445185,0.0005472649354487658,0.000605057633947581
2,component_sum_relative_error,14951,0.0006230420961868255,3.8504420543625276e-05,0.0005776341422460973,0.0006219004280865192,0.0006713818293064833
3,attention_reconstruction_relative_error,14951,0.0005633989681761856,4.904182947452143e-05,0.0005093424115329981,0.0005562947480939329,0.0006239647627808154
3,component_sum_relative_error,14951,0.0006516038804095234,4.29823979755517e-05,0.0006044100737199187,0.0006459735450334847,0.0007039502379484475
4,attention_reconstruction_relative_error,14951,0.0007128028799871904,8.1072430553157e-05,0.0006241140654310584,0.000700329605024308,0.000821246299892664
4,component_sum_relative_error,14951,0.0007808535124236172,7.28255522069065e-05,0.0007011483539827168,0.0007694861269555986,0.0008754731388762593
5,attention_reconstruction_relative_error,14951,0.0007678764171954552,8.222803658103993e-05,0.0006748713785782456,0.000758302048780024,0.0008691634284332395
5,component_sum_relative_error,14951,0.000837628592778879,7.579457430601396e-05,0.0007529743015766144,0.0008288089884445071,0.0009316231589764357
6,attention_reconstruction_relative_error,14951,0.0007576951781561811,5.939067728474696e-05,0.0006885171169415116,0.0007534992764703929,0.0008345885435119271
6,component_sum_relative_error,14951,0.0008207861245771467,5.6498074753320816e-05,0.0007531634764745831,0.0008164435275830328,0.0008930474286898971
7,attention_reconstruction_relative_error,14951,0.0007263006004559209,7.23932191839917e-05,0.0006459917058236897,0.0007188246818259358,0.0008161813020706177
7,component_sum_relative_error,14951,0.0007822511866873423,6.95219398471335e-05,0.0007054274319671094,0.0007759328000247478,0.0008664618362672627
8,attention_reconstruction_relative_error,14951,0.0008044899080594192,6.930119464463307e-05,0.0007226583547890186,0.0007972668972797692,0.0008946590824052691
8,component_sum_relative_error,14951,0.0008616274281231243,6.519819945751051e-05,0.0007866399828344584,0.0008551681530661881,0.0009456250700168312
9,attention_reconstruction_relative_error,14951,0.0007766682580912613,5.82617664010987e-05,0.00070888054324314,0.0007729506469331682,0.0008493154309689999
9,component_sum_relative_error,14951,0.0008402762742325702,5.648519394097816e-05,0.0007738382555544376,0.0008357661426998675,0.0009115755092352629
10,attention_reconstruction_relative_error,14951,0.0007992719351318368,5.80830956621595e-05,0.0007306252373382449,0.0007942878291942179,0.0008746542735025287
10,component_sum_relative_error,14951,0.0008694337655341775,5.516609291366015e-05,0.0008039120002649724,0.0008649520459584892,0.0009401796851307154
11,attention_reconstruction_relative_error,14951,0.000728411873520268,4.0195654152286684e-05,0.000683310441672802,0.0007242538267746568,0.0007776467246003449
11,component_sum_relative_error,14951,0.0007995392485762429,3.9231218361223354e-05,0.0007545731496065855,0.0007965281256474555,0.0008474033675156534
12,attention_reconstruction_relative_error,14951,0.0007453844678503744,5.111316828799684e-05,0.0006874917889945209,0.0007395634311251342,0.0008102806168608367
12,component_sum_relative_error,14951,0.0008111731879002999,5.031929604323072e-05,0.0007547945715487003,0.0008051893673837185,0.0008748818654567003
13,attention_reconstruction_relative_error,14951,0.0008006628739387686,6.793068416282517e-05,0.0007241962593980134,0.0007907405379228294,0.0008904639398679137
13,component_sum_relative_error,14951,0.000864987134841498,6.479225179444978e-05,0.0007942706579342484,0.000855423859320581,0.0009500829037278891
14,attention_reconstruction_relative_error,14951,0.0008624842191614227,7.406704555226009e-05,0.0007815712015144527,0.0008512125350534916,0.0009573976858519018
14,component_sum_relative_error,14951,0.000919315813424599,7.146725152904138e-05,0.0008415254415012896,0.0009079637820832431,0.0010095902252942324
15,attention_reconstruction_relative_error,14951,0.0007161322038833249,4.995513674029871e-05,0.0006597436731681228,0.0007116059423424304,0.0007742380257695913
15,component_sum_relative_error,14951,0.0007770030293014115,4.916963312516e-05,0.000720276846550405,0.0007725927862338722,0.000832455581985414
16,attention_reconstruction_relative_error,14951,0.0007551338852611931,5.0361822775214335e-05,0.0006951179821044207,0.000749839236959815,0.0008204416371881962
16,component_sum_relative_error,14951,0.0008242568991705239,4.678550408447676e-05,0.0007698822882957757,0.0008198193390853703,0.0008827126584947109
17,attention_reconstruction_relative_error,14951,0.0007825360533018713,4.975537340193188e-05,0.0007188317249529064,0.000782261835411191,0.0008449992164969444
17,component_sum_relative_error,14951,0.0008352569782035715,4.643294865801534e-05,0.0007759646396152675,0.0008347804541699588,0.0008937356760725379
18,attention_reconstruction_relative_error,14951,0.000990447537033947,9.698447502581753e-05,0.0008753204019740224,0.0009831011993810534,0.00111024035140872
18,component_sum_relative_error,14951,0.0010349483938807546,9.528870300549763e-05,0.0009213456069119275,0.0010262758005410433,0.0011558739934116602
19,attention_reconstruction_relative_error,14951,0.0009634893102929919,8.059783107952708e-05,0.0008672516560181975,0.0009600993362255394,0.0010660513071343303
19,component_sum_relative_error,14951,0.001014955401993583,7.827123489278179e-05,0.0009207614930346608,0.0010120540391653776,0.0011148705380037427
20,attention_reconstruction_relative_error,14951,0.0009281878086832847,8.194633813450693e-05,0.0008361089858226478,0.0009172017453238368,0.0010384202469140291
20,component_sum_relative_error,14951,0.0009738485859523549,8.019296322885777e-05,0.0008839120273478329,0.0009634335874579847,0.0010805801721289754
21,attention_reconstruction_relative_error,14951,0.0009585239870265564,7.281500311121456e-05,0.0008737745811231434,0.0009526214562356472,0.001050280057825148
21,component_sum_relative_error,14951,0.0009880513050057416,7.17820921935343e-05,0.0009041914017871022,0.0009833495132625103,0.001079201465472579
22,attention_reconstruction_relative_error,14951,0.0013508520046311074,0.00022587034215158154,0.0011027753353118896,0.0013127531856298447,0.001662523951381445
22,component_sum_relative_error,14951,0.001381825423218523,0.000222560605740982,0.0011393401073291898,0.0013419977622106671,0.0016868178499862552
23,attention_reconstruction_relative_error,14951,0.0011868323632183329,0.00013417856823335616,0.0010371736716479063,0.0011667785001918674,0.001362140872515738
23,component_sum_relative_error,14951,0.0012280578838582078,0.00013289626420129184,0.001081390306353569,0.0012094620615243912,0.001402342226356268
24,attention_reconstruction_relative_error,14951,0.001867527890110812,0.00028872515497397076,0.0015468583442270756,0.0018273517489433289,0.0022363848984241486
24,component_sum_relative_error,14951,0.0018955922119986458,0.00028461855813410484,0.0015797712840139866,0.0018567506922408938,0.0022603103425353765
25,attention_reconstruction_relative_error,14951,0.0014543001215255437,0.00014546857100043703,0.0012713245814666152,0.0014484910061582923,0.0016381221357733011
25,component_sum_relative_error,14951,0.001478703800584735,0.00014324242517962948,0.0012979304883629084,0.0014712992124259472,0.0016595558263361454
26,attention_reconstruction_relative_error,14951,0.002671225418761643,0.0005848985302603922,0.0020206382032483816,0.0025974982418119907,0.0034150765277445316
26,component_sum_relative_error,14951,0.002689955551883962,0.000581555062604646,0.002044418826699257,0.002614219905808568,0.003423200687393546
27,attention_reconstruction_relative_error,14951,0.0013966708994195456,0.0001464999889973323,0.0012249231804162264,0.001380804111249745,0.001585558638907969
27,component_sum_relative_error,14951,0.0014225409395887982,0.00014161130937136797,0.0012585297226905823,0.0014056904474273324,0.001608933904208243
28,attention_reconstruction_relative_error,14951,0.0030387877978906,0.0006799992076281734,0.0022744701709598303,0.0029334905557334423,0.003995503764599562
28,component_sum_relative_error,14951,0.0030611093667781255,0.0006752323452877292,0.0023051851894706488,0.0029507032595574856,0.004004384391009808
29,attention_reconstruction_relative_error,14951,0.002064400605893377,0.000262715735819755,0.001728906063362956,0.002061543520539999,0.002394304145127535
29,component_sum_relative_error,14951,0.0020868517484523507,0.00026184287859253226,0.0017564591253176332,0.002081576269119978,0.0024194412399083376
30,attention_reconstruction_relative_error,14951,0.002135558992570837,0.00024203189663785,0.0018407652387395501,0.002117882715538144,0.002443441655486822
30,component_sum_relative_error,14951,0.0021552576712785465,0.00024034535415609425,0.0018660884816199541,0.0021404398139566183,0.0024559879675507545
31,attention_reconstruction_relative_error,14951,0.0019274573196729821,0.0003577685723533112,0.001524557825177908,0.0018701791996136308,0.002404091414064169
