label,layer,metric,count,mean,std,q10,median,q90
HALL,1,cancellation_ratio,3487,0.7229447075074198,0.04741175705296783,0.6543294072151185,0.7308200597763062,0.7773537993431091
HALL,1,max_negative_magnitude,3487,3.3665298674476695e-05,0.00026004917486828103,-0.00020733420678880065,-4.008026371593587e-05,0.00036062640137970455
HALL,1,max_positive,3487,0.003512346854355696,0.0023909477031339396,0.0015756248030811548,0.002646635053679347,0.007021100725978615
HALL,1,negative_fraction,3487,0.004123948513960735,0.009271192792674613,0.0,0.0,0.013888888992369175
HALL,1,negative_mass,3487,0.0004181497261344104,0.0012491797423163464,0.0,0.0,0.0011234845267608766
HALL,1,negative_positive_ratio,3487,0.0006417656744623107,0.0017786694232871385,0.0,0.0,0.0016924116760492327
HALL,1,positive_mass,3487,0.5204636596500071,0.15482934400342147,0.3624482750892639,0.4839189052581787,0.7348564147949219
HALL,1,positive_minus_negative,3487,0.5200455094352984,0.1543291299562148,0.36237719655036926,0.4838053584098816,0.7339845657348633
HALL,2,cancellation_ratio,3487,0.6244949565632555,0.03521614695778206,0.5842876553535461,0.621870219707489,0.6681440711021424
HALL,2,max_negative_magnitude,3487,0.002681265120758981,0.0014158757996074458,0.0010398215847089887,0.002521655522286892,0.004508860129863024
HALL,2,max_positive,3487,0.004398823881238445,0.002640569739713275,0.001996159367263317,0.0036972579546272755,0.007610558252781631
HALL,2,negative_fraction,3487,0.010965331770377652,0.003745939475688205,0.0069444444961845875,0.010416666977107525,0.015625
HALL,2,negative_mass,3487,0.007508288550159645,0.004309512909734781,0.002339657722041011,0.007133169565349817,0.013018419593572616
HALL,2,negative_positive_ratio,3487,0.02234989073591183,0.012297960544228928,0.0068348230794072155,0.021529914811253548,0.03864510729908943
HALL,2,positive_mass,3487,0.33989744158881013,0.056402047303563345,0.2831657886505127,0.3283863067626953,0.413297837972641
HALL,2,positive_minus_negative,3487,0.3323891532345901,0.056011204083898924,0.27645195126533506,0.32029014825820923,0.40642138123512267
HALL,3,cancellation_ratio,3487,0.4759034283153642,0.04058371216096297,0.4276452958583832,0.47165989875793457,0.5321736454963684
HALL,3,max_negative_magnitude,3487,5.5334696927498414e-05,0.0003312076194106671,-3.579495478334138e-06,0.0,0.00013202281552366913
HALL,3,max_positive,3487,0.05863072980606059,0.027229726914904735,0.024858918413519858,0.05695602297782898,0.0948348581790924
HALL,3,negative_fraction,3487,0.015949618447071743,0.05239236472004796,0.0,0.0,0.0295138880610466
HALL,3,negative_mass,3487,0.00024053395737148062,0.0009428621644730286,0.0,0.0,0.000438794621732086
HALL,3,negative_positive_ratio,3487,0.0008462348562002771,0.0031636834718845558,0.0,0.0,0.001592228305526078
HALL,3,positive_mass,3487,0.2536806693652622,0.04871309500573192,0.1942002594470978,0.25002455711364746,0.31452433466911317
