method,layer,metric,count,mean,std,q10,median,q90
JFFN,1,cosine,29173,0.9430656308882304,0.03892650543388281,0.8888409733772278,0.9542677998542786,0.9810201048851013
JFFN,1,js,29173,0.014366721444072581,0.008586661667471577,0.0052712582051754,0.012396875768899918,0.026067342236638067
JFFN,1,top1_agreement,29173,0.302060124087341,0.45915117937742594,0.0,0.0,1.0
JFFN,1,top32_overlap,29173,0.6864962893771638,0.1662204981697075,0.4375,0.71875,0.875
JFFN,1,total_variation,29173,0.1308517385418086,0.04157424326404651,0.07906621992588043,0.1263182908296585,0.18820681869983671
JFFN,2,cosine,29173,0.9699599691402171,0.025607533959441063,0.9386044025421143,0.9776142835617065,0.9914421916007996
JFFN,2,js,29173,0.006738745644904653,0.0034200229638832133,0.002963278628885746,0.006258872337639332,0.011026764288544655
JFFN,2,top1_agreement,29173,0.6940321530182018,0.4608161494512981,0.0,1.0,1.0
JFFN,2,top32_overlap,29173,0.7781799523532033,0.08602541527303038,0.65625,0.78125,0.875
JFFN,2,total_variation,29173,0.08823066227739748,0.023123341439058573,0.059561227262020115,0.08797357231378555,0.11693829149007796
JFFN,3,cosine,29173,0.9876992217053508,0.010482334827386988,0.9753984928131103,0.9904756546020508,0.9969476938247681
JFFN,3,js,29173,0.01563264430773981,0.006973540653636169,0.007718153111636639,0.014848862774670124,0.024058808758854865
JFFN,3,top1_agreement,29173,0.9020327014705378,0.2972704273019794,1.0,1.0,1.0
JFFN,3,top32_overlap,29173,0.7977817673876529,0.07605225603107525,0.6875,0.8125,0.90625
JFFN,3,total_variation,29173,0.13197860302417552,0.03720614880094548,0.08731728494167328,0.12941794097423553,0.17940365076065062
JFFN,4,cosine,29173,0.9553390675155503,0.05954791013208114,0.8904399037361145,0.9768292903900146,0.9937584877014161
JFFN,4,js,29173,0.03394195860208942,0.025591264737765573,0.011970017850399018,0.02532484382390976,0.0700361356139183
JFFN,4,top1_agreement,29173,0.8763239982175299,0.32921155563797055,0.0,1.0,1.0
JFFN,4,top32_overlap,29173,0.7368135776231447,0.10613458281726135,0.59375,0.75,0.875
JFFN,4,total_variation,29173,0.19948072167152944,0.0816658678509518,0.11472934484481812,0.1786540299654007,0.3216251671314239
JFFN,5,cosine,29173,0.9176804565254116,0.09143236934316251,0.792018449306488,0.9513678550720215,0.9896570086479187
JFFN,5,js,29173,0.03502676076299371,0.030828301050947596,0.008392102643847465,0.0244403388351202,0.07875855267047882
JFFN,5,top1_agreement,29173,0.7927878517807562,0.40530886228851437,0.0,1.0,1.0
JFFN,5,top32_overlap,29173,0.7646100418194907,0.12320035402012511,0.59375,0.78125,0.90625
JFFN,5,total_variation,29173,0.20070518401400297,0.0932811389971487,0.10121350139379502,0.1786555051803589,0.3392139196395874
JFFN,6,cosine,29173,0.8624247404579205,0.12342239467909676,0.6736840605735779,0.9024686217308044,0.9812751054763794
JFFN,6,js,29173,0.0493010723895158,0.0363866572340451,0.012997380644083022,0.03872246295213699,0.10271447896957397
JFFN,6,top1_agreement,29173,0.6286634902135536,0.4831621945952175,0.0,1.0,1.0
JFFN,6,top32_overlap,29173,0.694132845439276,0.1427218243340647,0.5,0.71875,0.875
JFFN,6,total_variation,29173,0.24434477822855818,0.10032232619023006,0.12593165040016174,0.22830159962177277,0.38900994062423705
JFFN,7,cosine,29173,0.7010807941673131,0.21286101438134916,0.37762764692306516,0.7468165159225464,0.9472685575485229
JFFN,7,js,29173,0.10121455007515158,0.06986581149453741,0.024477891623973846,0.08493772894144058,0.20462123751640318
JFFN,7,top1_agreement,29173,0.2833441881191513,0.4506220802160612,0.0,0.0,1.0
JFFN,7,top32_overlap,29173,0.5877245226750762,0.17806651099807758,0.34375,0.59375,0.8125
JFFN,7,total_variation,29173,0.3499196703569277,0.1375475557106872,0.1733716070652008,0.33977648615837097,0.5429844141006469
JFFN,8,cosine,29173,0.6995238143740257,0.19219563901286232,0.42849608063697814,0.7304226756095886,0.9234201431274414
JFFN,8,js,29173,0.09861280429927044,0.060357868324009564,0.03343097567558289,0.0862647294998169,0.17999795675277705
JFFN,8,top1_agreement,29173,0.27861378672059783,0.4483170134735096,0.0,0.0,1.0
JFFN,8,top32_overlap,29173,0.5104184519932815,0.1717370714470034,0.28125,0.53125,0.71875
JFFN,8,total_variation,29173,0.34774977155917264,0.11488949336928517,0.20367156267166137,0.3402756452560425,0.5021329760551453
JFFN,9,cosine,29173,0.6147356912605696,0.2507527400646196,0.23339265286922456,0.6546778082847595,0.9203368663787841
JFFN,9,js,29173,0.12224906837215947,0.08497795793999179,0.031275753676891324,0.1021672859787941,0.24824950993061062
JFFN,9,top1_agreement,29173,0.22335721386213278,0.416495820960881,0.0,0.0,1.0
JFFN,9,top32_overlap,29173,0.478425041990882,0.1992053682157738,0.1875,0.5,0.71875
JFFN,9,total_variation,29173,0.37949096912879715,0.14556860593834064,0.1949080377817154,0.3677683472633362,0.5867490768432617
JFFN,10,cosine,29173,0.5783371325972761,0.21733226172015643,0.26758514642715453,0.596451461315155,0.8561467289924621
JFFN,10,js,29173,0.1388471592502926,0.0804016879932482,0.04637470468878746,0.123897023499012,0.25537608861923217
JFFN,10,top1_agreement,29173,0.12641826346279095,0.33232015606316045,0.0,0.0,1.0
JFFN,10,top32_overlap,29173,0.447647439413156,0.1970202019714573,0.1875,0.46875,0.71875
JFFN,10,total_variation,29173,0.41486727216770425,0.13278470764338327,0.24337345361709595,0.40820130705833435,0.5974285960197449
JFFN,11,cosine,29173,0.437073774218288,0.23823326675114895,0.1391213655471802,0.4093678891658783,0.78619225025177
JFFN,11,js,29173,0.17791508723353827,0.09116528305309332,0.06384298205375671,0.1677429974079132,0.3059378921985626
JFFN,11,top1_agreement,29173,0.07788023172111198,0.26798302414178754,0.0,0.0,0.0
JFFN,11,top32_overlap,29173,0.38718164055805027,0.20281162315029008,0.125,0.375,0.65625
JFFN,11,total_variation,29173,0.467586679969537,0.1352316286813018,0.2842979669570923,0.4708329737186432,0.6429111361503601
JFFN,12,cosine,29173,0.31174564228834933,0.23479626544136167,0.07270106971263886,0.23887309432029724,0.6906668186187744
JFFN,12,js,29173,0.24733111708828284,0.10513679729016599,0.09853794723749162,0.2529749870300293,0.3815271735191345
JFFN,12,top1_agreement,29173,0.05559935556850513,0.22914638820821953,0.0,0.0,0.0
JFFN,12,top32_overlap,29173,0.31762567271106845,0.20075127793960013,0.09375,0.28125,0.625
JFFN,12,total_variation,29173,0.5604323398453267,0.14200908655735717,0.3533359169960022,0.5824712514877319,0.72678644657135
JFFN,13,cosine,29173,0.3299942600815013,0.2641765136744209,0.057765213400125505,0.2423713356256485,0.76642587184906
JFFN,13,js,29173,0.2692203400442689,0.1280626046709005,0.08708369880914688,0.2765624225139618,0.43665915131568905
JFFN,13,top1_agreement,29173,0.07513797004079115,0.26361383783659825,0.0,0.0,0.0
JFFN,13,top32_overlap,29173,0.33680543653378126,0.22276377440659234,0.0625,0.28125,0.6875
JFFN,13,total_variation,29173,0.5865927676934617,0.16753837786118364,0.3365630924701691,0.6165000796318054,0.7824391841888427
JFFN,14,cosine,29173,0.4488804427276625,0.22851280424052844,0.16299179196357727,0.4205687940120697,0.7858971834182739
JFFN,14,js,29173,0.1987030083929305,0.09437646989752271,0.07407654225826263,0.19488686323165894,0.3282861053943634
JFFN,14,top1_agreement,29173,0.08686113872416275,0.2816314636252571,0.0,0.0,0.0
JFFN,14,top32_overlap,29173,0.3589127789394303,0.19918799081886698,0.125,0.34375,0.65625
JFFN,14,total_variation,29173,0.50225704976944,0.13672962419129134,0.30940055847167974,0.5149106979370117,0.6735944747924805
JFFN,15,cosine,29173,0.316082503003325,0.24644836708486936,0.05551014989614487,0.24163919687271118,0.7135075569152832
JFFN,15,js,29173,0.2928546849564543,0.1309886537919822,0.10784856230020523,0.2982621490955353,0.46601558327674864
JFFN,15,top1_agreement,29173,0.06101532238713879,0.2393584191565701,0.0,0.0,0.0
JFFN,15,top32_overlap,29173,0.30415216981455456,0.21659950517515705,0.0625,0.28125,0.625
JFFN,15,total_variation,29173,0.6212636308733503,0.1653774968056456,0.3768352210521698,0.6475226879119873,0.8176830291748046
JFFN,16,cosine,29173,0.3590723954753636,0.22814346865346058,0.10320480167865753,0.3067018985748291,0.710289716720581
JFFN,16,js,29173,0.2259515554734864,0.10298706351800063,0.08701957911252976,0.22547592222690582,0.3635841727256775
