model,left,right,metric,difference,ci95_low,ci95_high,valid_replicates
qwen2_5_vl_7b,prompt_within_source_kappa,position,AUROC,0.09863798730501372,0.05893760110161864,0.1383356217141069,2000
qwen2_5_vl_7b,prompt_within_source_kappa,position,HALL_AUPR,0.15770732881718683,0.0750631709949839,0.23890669072653856,2000
qwen2_5_vl_7b,generation_within_source_kappa,position,AUROC,0.07654511345822723,0.030358338205647116,0.12654815006842046,2000
qwen2_5_vl_7b,generation_within_source_kappa,position,HALL_AUPR,0.09746737301512495,0.014705267609865551,0.19108768043050037,2000
qwen2_5_vl_7b,b1_residual_visual_generation_balance,position,AUROC,0.07675583995065915,0.027854958487670757,0.1294153470462211,2000
qwen2_5_vl_7b,b1_residual_visual_generation_balance,position,HALL_AUPR,0.16871158060759836,0.062087310561972225,0.275584546802404,2000
qwen2_5_vl_7b,b1_delta_residual_generation_cos,position,AUROC,0.10924883714953859,0.06649310540570744,0.15763142642192263,2000
qwen2_5_vl_7b,b1_delta_residual_generation_cos,position,HALL_AUPR,0.12641173155924054,0.04632739383356294,0.20676832726123973,2000
qwen2_5_vl_7b,visual_context_relative_change,position,AUROC,0.05238866188677305,0.002811141586752092,0.10052069312198994,2000
qwen2_5_vl_7b,visual_context_relative_change,position,HALL_AUPR,0.10697601055497566,0.030298683135937317,0.18114802464755114,2000
qwen2_5_vl_7b,generation_kappa_plus_position,generation_within_source_kappa,AUROC,0.007912522807288158,-0.006996758674164025,0.023220408935057703,2000
qwen2_5_vl_7b,generation_kappa_plus_position,generation_within_source_kappa,HALL_AUPR,0.016087983636699776,-0.021706319427141876,0.04749231170210847,2000
qwen2_5_vl_7b,generation_kappa_plus_position,position,AUROC,0.08445763626551539,0.04365587657294621,0.1282811118624983,2000
qwen2_5_vl_7b,generation_kappa_plus_position,position,HALL_AUPR,0.11355535665182473,0.03462197872852691,0.19988961131107313,2000
qwen2_5_vl_7b,five_concat,prompt_within_source_kappa,AUROC,0.020998124020250253,-0.0028982937670637586,0.04559659230128417,2000
qwen2_5_vl_7b,five_concat,prompt_within_source_kappa,HALL_AUPR,0.048869804033049025,-0.022551734780364444,0.12970948620083675,2000
qwen2_5_vl_7b,five_concat,generation_within_source_kappa,AUROC,0.04309099786703674,0.005835636716347315,0.07855892011503238,2000
qwen2_5_vl_7b,five_concat,generation_within_source_kappa,HALL_AUPR,0.1091097598351109,0.026113460167558264,0.18205242155310553,2000
qwen2_5_vl_7b,five_concat,b1_residual_visual_generation_balance,AUROC,0.04288027137460482,0.010993630912410629,0.07491270668163512,2000
qwen2_5_vl_7b,five_concat,b1_residual_visual_generation_balance,HALL_AUPR,0.03786555224263749,-0.045754749428233134,0.12504022417505212,2000
qwen2_5_vl_7b,five_concat,b1_delta_residual_generation_cos,AUROC,0.01038727417572538,-0.019511165488805667,0.03769481223184149,2000
qwen2_5_vl_7b,five_concat,b1_delta_residual_generation_cos,HALL_AUPR,0.08016540129099531,0.011983195113822146,0.14775786790482454,2000
qwen2_5_vl_7b,five_concat,visual_context_relative_change,AUROC,0.06724744943849092,0.03345851184317108,0.10356238919302137,2000
qwen2_5_vl_7b,five_concat,visual_context_relative_change,HALL_AUPR,0.09960112229526019,0.02250941933461503,0.18177257564643584,2000
qwen2_5_vl_7b,five_concat,position,AUROC,0.11963611132526397,0.07426089152903045,0.16613706914092377,2000
qwen2_5_vl_7b,five_concat,position,HALL_AUPR,0.20657713285023585,0.11414318483400998,0.29786473262990854,2000
