model,split,label,layer,n,mean,median,q25,q75
qwen2_5_vl_7b,train,0,19,733,0.1213536411523819,0.12182614952325821,0.09031158685684204,0.14975768327713013
qwen2_5_vl_7b,train,0,20,733,0.25080612301826477,0.26011979579925537,0.20444446802139282,0.3037656843662262
qwen2_5_vl_7b,train,0,21,733,0.19385263323783875,0.19681556522846222,0.1446460634469986,0.23596134781837463
qwen2_5_vl_7b,train,0,22,733,0.229135662317276,0.2308095395565033,0.1885252445936203,0.274697482585907
qwen2_5_vl_7b,train,0,23,733,0.2829624116420746,0.28956925868988037,0.2081591933965683,0.3574357330799103
qwen2_5_vl_7b,train,0,24,733,0.16767475008964539,0.16473858058452606,0.11138174682855606,0.21915723383426666
qwen2_5_vl_7b,train,0,25,733,0.15782134234905243,0.15518765151500702,0.11159571260213852,0.20423942804336548
qwen2_5_vl_7b,train,0,26,733,0.14775560796260834,0.14150351285934448,0.09185367077589035,0.19908376038074493
qwen2_5_vl_7b,train,0,27,733,0.25836649537086487,0.2619462013244629,0.18618297576904297,0.33062002062797546
qwen2_5_vl_7b,train,0,28,733,0.31109780073165894,0.3126762807369232,0.20770247280597687,0.40931937098503113
qwen2_5_vl_7b,train,1,1,6252,0.04456914961338043,0.04236535727977753,0.02739968616515398,0.06043780315667391
qwen2_5_vl_7b,train,1,2,6252,0.037186428904533386,0.036548156291246414,0.025426031555980444,0.046538637951016426
qwen2_5_vl_7b,train,1,3,6252,0.036631640046834946,0.031470850110054016,0.02292827982455492,0.0477371159940958
qwen2_5_vl_7b,train,1,4,6252,0.04931965842843056,0.039109714329242706,0.02468371856957674,0.06974603980779648
qwen2_5_vl_7b,train,1,5,6252,0.025818688794970512,0.02126958593726158,0.012588313780725002,0.032983750104904175
qwen2_5_vl_7b,train,1,6,6252,0.056946173310279846,0.05122269317507744,0.03193284757435322,0.07224832475185394
qwen2_5_vl_7b,train,1,7,6252,0.032428666949272156,0.02806701697409153,0.017920485232025385,0.045254786498844624
qwen2_5_vl_7b,train,1,8,6252,0.06511190533638,0.06299908459186554,0.033454167656600475,0.08986825309693813
qwen2_5_vl_7b,train,1,9,6252,0.1357509046792984,0.13773030042648315,0.08409553207457066,0.17407184839248657
qwen2_5_vl_7b,train,1,10,6252,0.15913817286491394,0.15817072987556458,0.11680162698030472,0.2002212144434452
qwen2_5_vl_7b,train,1,11,6252,0.08654692769050598,0.08517695218324661,0.0642626378685236,0.10909442603588104
qwen2_5_vl_7b,train,1,12,6252,0.13867749273777008,0.14408272504806519,0.11053858324885368,0.1692556031048298
qwen2_5_vl_7b,train,1,13,6252,0.16588816046714783,0.16832171380519867,0.1310782954096794,0.2058851644396782
qwen2_5_vl_7b,train,1,14,6252,0.19556587934494019,0.19198361039161682,0.1422414444386959,0.2526683509349823
qwen2_5_vl_7b,train,1,15,6252,0.3334655165672302,0.34001702070236206,0.2931610867381096,0.3852473795413971
qwen2_5_vl_7b,train,1,16,6252,0.137473002076149,0.13240888714790344,0.10337751172482967,0.16545848548412323
qwen2_5_vl_7b,train,1,17,6252,0.27761927247047424,0.2856709361076355,0.2298656553030014,0.33104240894317627
qwen2_5_vl_7b,train,1,18,6252,0.1948973834514618,0.19831661880016327,0.14955205097794533,0.23981307819485664
qwen2_5_vl_7b,train,1,19,6252,0.16108624637126923,0.158799946308136,0.12595828995108604,0.20027483627200127
qwen2_5_vl_7b,train,1,20,6252,0.29482758045196533,0.30748850107192993,0.25919658690690994,0.34192823618650436
qwen2_5_vl_7b,train,1,21,6252,0.24570418894290924,0.24997974932193756,0.1896994635462761,0.3021041601896286
qwen2_5_vl_7b,train,1,22,6252,0.2599024772644043,0.2645951509475708,0.22206557169556618,0.3024158403277397
qwen2_5_vl_7b,train,1,23,6252,0.3401543200016022,0.349775105714798,0.27293282747268677,0.4137307330965996
qwen2_5_vl_7b,train,1,24,6252,0.204755499958992,0.20935674011707306,0.1530425101518631,0.25606659799814224
qwen2_5_vl_7b,train,1,25,6252,0.18136994540691376,0.18407393991947174,0.1397133320569992,0.22246339917182922
qwen2_5_vl_7b,train,1,26,6252,0.17063051462173462,0.16808141767978668,0.1260480023920536,0.21302099153399467
qwen2_5_vl_7b,train,1,27,6252,0.2985885441303253,0.29984134435653687,0.23458930477499962,0.3649790808558464
qwen2_5_vl_7b,train,1,28,6252,0.35234740376472473,0.35654735565185547,0.2701096087694168,0.43664809316396713
qwen2_5_vl_7b,test,0,1,183,0.030224550515413284,0.026217345148324966,0.019028195179998875,0.03757656738162041
qwen2_5_vl_7b,test,0,2,183,0.02731849066913128,0.023859398439526558,0.01843499206006527,0.03283838927745819
qwen2_5_vl_7b,test,0,3,183,0.02574978955090046,0.022265518084168434,0.017901341430842876,0.029469205997884274
qwen2_5_vl_7b,test,0,4,183,0.03206325322389603,0.025386905297636986,0.018462112173438072,0.03750212304294109
qwen2_5_vl_7b,test,0,5,183,0.017751529812812805,0.013900847174227238,0.010042821988463402,0.021789496764540672
qwen2_5_vl_7b,test,0,6,183,0.04172708839178085,0.03563034534454346,0.024323482997715473,0.053489720448851585
qwen2_5_vl_7b,test,0,7,183,0.0212809257209301,0.01906120963394642,0.01370582077652216,0.02463556546717882
qwen2_5_vl_7b,test,0,8,183,0.05120773985981941,0.044637542217969894,0.027352960780262947,0.06992518901824951
qwen2_5_vl_7b,test,0,9,183,0.11117605865001678,0.10711923986673355,0.06681624799966812,0.1471804901957512
qwen2_5_vl_7b,test,0,10,183,0.12909568846225739,0.127277672290802,0.09707529842853546,0.15265221148729324
qwen2_5_vl_7b,test,0,11,183,0.06694957613945007,0.0632624700665474,0.052166394889354706,0.08133150264620781
qwen2_5_vl_7b,test,0,12,183,0.11656758189201355,0.11161620169878006,0.0863644964993,0.15089111030101776
qwen2_5_vl_7b,test,0,13,183,0.13400417566299438,0.13267002999782562,0.10399569571018219,0.16074243932962418
qwen2_5_vl_7b,test,0,14,183,0.154617041349411,0.14695942401885986,0.11442917585372925,0.18403703719377518
qwen2_5_vl_7b,test,0,15,183,0.30631253123283386,0.31178566813468933,0.2468930408358574,0.3725106716156006
qwen2_5_vl_7b,test,0,16,183,0.12058191001415253,0.11299578100442886,0.08802219107747078,0.1553964987397194
qwen2_5_vl_7b,test,0,17,183,0.23516379296779633,0.23336903750896454,0.177676223218441,0.29267916083335876
qwen2_5_vl_7b,test,0,18,183,0.15455351769924164,0.1531798392534256,0.10628940537571907,0.19690345227718353
qwen2_5_vl_7b,test,0,19,183,0.12746641039848328,0.12435898929834366,0.09190112352371216,0.15457210689783096
qwen2_5_vl_7b,test,0,20,183,0.2553480267524719,0.2575901746749878,0.20705969631671906,0.30550937354564667
qwen2_5_vl_7b,test,0,21,183,0.201781764626503,0.19711178541183472,0.15029791742563248,0.24142036586999893
qwen2_5_vl_7b,test,0,22,183,0.23531462252140045,0.23442839086055756,0.19524329900741577,0.27742378413677216
qwen2_5_vl_7b,test,0,23,183,0.28402987122535706,0.2876206934452057,0.20308005064725876,0.3527442514896393
qwen2_5_vl_7b,test,0,24,183,0.170701265335083,0.16531474888324738,0.11315784230828285,0.22358398884534836
qwen2_5_vl_7b,test,0,25,183,0.16002961993217468,0.15808077156543732,0.11011509597301483,0.20165175944566727
qwen2_5_vl_7b,test,0,26,183,0.14921429753303528,0.14015164971351624,0.0960252620279789,0.19446257501840591
qwen2_5_vl_7b,test,0,27,183,0.26403751969337463,0.2579047381877899,0.18998831510543823,0.32691363990306854
qwen2_5_vl_7b,test,0,28,183,0.3098917603492737,0.2963356375694275,0.20465046167373657,0.4170902669429779
qwen2_5_vl_7b,test,1,1,1549,0.04519873484969139,0.04269571974873543,0.02783568762242794,0.06108887866139412
qwen2_5_vl_7b,test,1,2,1549,0.037560008466243744,0.03720954805612564,0.024961376562714577,0.0475667305290699
qwen2_5_vl_7b,test,1,3,1549,0.03717947006225586,0.03182540461421013,0.02320912852883339,0.04952441528439522
qwen2_5_vl_7b,test,1,4,1549,0.05042332410812378,0.0409315787255764,0.024914681911468506,0.07097233086824417
qwen2_5_vl_7b,test,1,5,1549,0.02732810750603676,0.022956063970923424,0.013255942612886429,0.03512365370988846
qwen2_5_vl_7b,test,1,6,1549,0.059209730476140976,0.053612977266311646,0.03320305421948433,0.07662025839090347
qwen2_5_vl_7b,test,1,7,1549,0.03262438625097275,0.029265107586979866,0.01795382983982563,0.04528815671801567
qwen2_5_vl_7b,test,1,8,1549,0.06655150651931763,0.06655770540237427,0.03516450524330139,0.09156566858291626
qwen2_5_vl_7b,test,1,9,1549,0.1394154280424118,0.14082682132720947,0.09110039472579956,0.17702357470989227
qwen2_5_vl_7b,test,1,10,1549,0.16171082854270935,0.16294312477111816,0.11955827474594116,0.20348869264125824
qwen2_5_vl_7b,test,1,11,1549,0.08706127852201462,0.08673061430454254,0.06488037109375,0.10997384041547775
qwen2_5_vl_7b,test,1,12,1549,0.13993877172470093,0.14671853184700012,0.11230310797691345,0.1704171746969223
qwen2_5_vl_7b,test,1,13,1549,0.16791364550590515,0.17099949717521667,0.13323195278644562,0.2077319324016571
qwen2_5_vl_7b,test,1,14,1549,0.19856993854045868,0.19347792863845825,0.14521096646785736,0.2537848949432373
qwen2_5_vl_7b,test,1,15,1549,0.33739033341407776,0.34448668360710144,0.2968999743461609,0.387905478477478
qwen2_5_vl_7b,test,1,16,1549,0.1404946744441986,0.13722102344036102,0.10666365921497345,0.1709294319152832
qwen2_5_vl_7b,test,1,17,1549,0.27864691615104675,0.28621619939804077,0.23258094489574432,0.3318081796169281
qwen2_5_vl_7b,test,1,18,1549,0.19732095301151276,0.20242884755134583,0.15328669548034668,0.2407529056072235
qwen2_5_vl_7b,test,1,19,1549,0.1616329401731491,0.1583927869796753,0.12711979448795319,0.20098334550857544
qwen2_5_vl_7b,test,1,20,1549,0.29471006989479065,0.30691471695899963,0.2601909935474396,0.34231364727020264
qwen2_5_vl_7b,test,1,21,1549,0.24735699594020844,0.25467613339424133,0.18972696363925934,0.3063885569572449
qwen2_5_vl_7b,test,1,22,1549,0.26074978709220886,0.2646077275276184,0.22445610165596008,0.30396491289138794
qwen2_5_vl_7b,test,1,23,1549,0.3404323160648346,0.35127314925193787,0.2752743661403656,0.41372552514076233
qwen2_5_vl_7b,test,1,24,1549,0.20496222376823425,0.21015767753124237,0.15404002368450165,0.255769282579422
qwen2_5_vl_7b,test,1,25,1549,0.18034231662750244,0.1832079291343689,0.14071330428123474,0.21928757429122925
qwen2_5_vl_7b,test,1,26,1549,0.16873760521411896,0.16590070724487305,0.12308316677808762,0.20888254046440125
qwen2_5_vl_7b,test,1,27,1549,0.2972756326198578,0.29769381880760193,0.23043952882289886,0.36434197425842285
qwen2_5_vl_7b,test,1,28,1549,0.35291874408721924,0.35673877596855164,0.2721835672855377,0.4340931177139282
