model,split,label,layer,n,mean,median,q25,q75
minigpt4_7b,train,0,1,1308,0.11781226098537445,0.10934019088745117,0.08870824612677097,0.1404828205704689
minigpt4_7b,train,0,2,1308,0.19143608212471008,0.1867515742778778,0.16776017099618912,0.21149587631225586
minigpt4_7b,train,0,3,1308,0.16618511080741882,0.16038289666175842,0.14469318836927414,0.18629014864563942
minigpt4_7b,train,0,4,1308,0.16687409579753876,0.167751282453537,0.15504448115825653,0.18024354428052902
minigpt4_7b,train,0,5,1308,0.10073929280042648,0.09932738542556763,0.08904648572206497,0.11136100441217422
minigpt4_7b,train,0,6,1308,0.1179886907339096,0.11640263348817825,0.10364205576479435,0.12939482554793358
minigpt4_7b,train,0,7,1308,0.11875634640455246,0.1145160049200058,0.09840013086795807,0.13340754061937332
minigpt4_7b,train,0,8,1308,0.10047049075365067,0.09681562334299088,0.08302506059408188,0.11489320918917656
minigpt4_7b,train,0,9,1308,0.10549085587263107,0.0972689837217331,0.07972648926079273,0.12205923534929752
minigpt4_7b,train,0,10,1308,0.15161342918872833,0.13865704834461212,0.10709955543279648,0.18058938533067703
minigpt4_7b,train,0,11,1308,0.13744571805000305,0.12621572613716125,0.09970119595527649,0.16073987632989883
minigpt4_7b,train,0,12,1308,0.10899955779314041,0.1003236323595047,0.0794757567346096,0.13023783639073372
minigpt4_7b,train,0,13,1308,0.19040468335151672,0.1819761097431183,0.13175709173083305,0.2407745197415352
minigpt4_7b,train,0,14,1308,0.174984410405159,0.16385547816753387,0.12342563271522522,0.21985632926225662
minigpt4_7b,train,0,15,1308,0.14636845886707306,0.13983559608459473,0.10814245603978634,0.18001819401979446
minigpt4_7b,train,0,16,1308,0.2003030627965927,0.1882348656654358,0.12485822290182114,0.26407528668642044
minigpt4_7b,train,0,17,1308,0.15755291283130646,0.15111887454986572,0.11982849054038525,0.18666718900203705
minigpt4_7b,train,0,18,1308,0.16194823384284973,0.15364408493041992,0.11281131580471992,0.20169300213456154
minigpt4_7b,train,0,19,1308,0.15489035844802856,0.14439398050308228,0.10009292885661125,0.2025175429880619
minigpt4_7b,train,0,20,1308,0.19524160027503967,0.1858937293291092,0.13161224126815796,0.25137151777744293
minigpt4_7b,train,0,21,1308,0.12801425158977509,0.12105303257703781,0.09305346757173538,0.15615826472640038
minigpt4_7b,train,0,22,1308,0.14229796826839447,0.13083812594413757,0.09603234380483627,0.1769644431769848
minigpt4_7b,train,0,23,1308,0.08264424651861191,0.07928302884101868,0.06607856787741184,0.09501625970005989
minigpt4_7b,train,0,24,1308,0.17663685977458954,0.168637216091156,0.12370539829134941,0.22029246389865875
minigpt4_7b,train,0,25,1308,0.10905423015356064,0.09937623143196106,0.07316897623240948,0.13691537454724312
minigpt4_7b,train,0,26,1308,0.06257297843694687,0.06039822846651077,0.047713564708828926,0.07434343732893467
minigpt4_7b,train,0,27,1308,0.06091475486755371,0.05945438891649246,0.04777900129556656,0.07159917242825031
minigpt4_7b,train,0,28,1308,0.06548119336366653,0.06326515227556229,0.05495678633451462,0.07409635372459888
minigpt4_7b,train,0,29,1308,0.10527271032333374,0.10115364193916321,0.08191601559519768,0.12447019293904305
minigpt4_7b,train,0,30,1308,0.0794416144490242,0.07691386342048645,0.06612871214747429,0.08941555768251419
minigpt4_7b,train,0,31,1308,0.0992957055568695,0.09718518704175949,0.0845768079161644,0.1119748093187809
minigpt4_7b,train,0,32,1308,0.37720295786857605,0.3722391724586487,0.33423880487680435,0.41733137518167496
minigpt4_7b,train,1,1,7420,0.1738443672657013,0.18273860216140747,0.14219462126493454,0.2077600359916687
minigpt4_7b,train,1,2,7420,0.23586590588092804,0.24474802613258362,0.2114376798272133,0.26392877101898193
minigpt4_7b,train,1,3,7420,0.20564043521881104,0.21446917951107025,0.1846996508538723,0.23041416332125664
minigpt4_7b,train,1,4,7420,0.18300743401050568,0.18466335535049438,0.1730981022119522,0.19421504437923431
minigpt4_7b,train,1,5,7420,0.11660908907651901,0.11422565579414368,0.10494154877960682,0.12689931318163872
minigpt4_7b,train,1,6,7420,0.1421753317117691,0.141923725605011,0.12261878699064255,0.16133128479123116
minigpt4_7b,train,1,7,7420,0.16303938627243042,0.16786152124404907,0.13132404536008835,0.1912965290248394
minigpt4_7b,train,1,8,7420,0.1348750740289688,0.13600772619247437,0.11087424121797085,0.15708507597446442
minigpt4_7b,train,1,9,7420,0.1543148010969162,0.15845228731632233,0.11703542247414589,0.18534906208515167
minigpt4_7b,train,1,10,7420,0.23531152307987213,0.25671401619911194,0.17272190749645233,0.2916513606905937
minigpt4_7b,train,1,11,7420,0.22813791036605835,0.24151377379894257,0.16663506627082825,0.29523371160030365
minigpt4_7b,train,1,12,7420,0.18363313376903534,0.18185803294181824,0.13118122145533562,0.24113820865750313
minigpt4_7b,train,1,13,7420,0.28979218006134033,0.30122146010398865,0.2421705648303032,0.3550097346305847
minigpt4_7b,train,1,14,7420,0.28309494256973267,0.28630000352859497,0.22656536847352982,0.3444540724158287
minigpt4_7b,train,1,15,7420,0.22293958067893982,0.22199758887290955,0.17731401696801186,0.27081869542598724
minigpt4_7b,train,1,16,7420,0.3227420151233673,0.3371909260749817,0.26389504969120026,0.3919869661331177
minigpt4_7b,train,1,17,7420,0.23111920058727264,0.22881247103214264,0.17884770035743713,0.28594042360782623
minigpt4_7b,train,1,18,7420,0.24888907372951508,0.2587476968765259,0.2028208188712597,0.302143394947052
minigpt4_7b,train,1,19,7420,0.24602141976356506,0.2539677619934082,0.1971154510974884,0.2984437197446823
minigpt4_7b,train,1,20,7420,0.29086029529571533,0.3050420880317688,0.24153221771121025,0.35045935958623886
minigpt4_7b,train,1,21,7420,0.1864955574274063,0.18890386819839478,0.14418251812458038,0.22741922736167908
minigpt4_7b,train,1,22,7420,0.22628581523895264,0.22761288285255432,0.1664714552462101,0.284758098423481
minigpt4_7b,train,1,23,7420,0.10673832148313522,0.10553020238876343,0.08679498732089996,0.12523892521858215
minigpt4_7b,train,1,24,7420,0.260693222284317,0.2651529908180237,0.21008588001132011,0.31604161858558655
minigpt4_7b,train,1,25,7420,0.1731802374124527,0.1718769669532776,0.12902359291911125,0.2183978296816349
minigpt4_7b,train,1,26,7420,0.08894424885511398,0.08817708492279053,0.07178277894854546,0.10702466405928135
minigpt4_7b,train,1,27,7420,0.08360951393842697,0.08290563523769379,0.0676561277359724,0.09857464767992496
minigpt4_7b,train,1,28,7420,0.08247720450162888,0.08133901655673981,0.06809559091925621,0.09528610296547413
minigpt4_7b,train,1,29,7420,0.14527606964111328,0.14602039754390717,0.1166322659701109,0.17405569180846214
minigpt4_7b,train,1,30,7420,0.10349837690591812,0.10173030197620392,0.08669384941458702,0.11896790191531181
minigpt4_7b,train,1,31,7420,0.11492870002985,0.11406353116035461,0.10042839497327805,0.12815876677632332
minigpt4_7b,train,1,32,7420,0.44707199931144714,0.44898727536201477,0.40103714168071747,0.49382369220256805
minigpt4_7b,test,0,1,368,0.11489836871623993,0.10530145466327667,0.08706391602754593,0.13509710505604744
minigpt4_7b,test,0,2,368,0.18831376731395721,0.1833202838897705,0.16523688659071922,0.20918872952461243
minigpt4_7b,test,0,3,368,0.16340968012809753,0.15891902148723602,0.14240506663918495,0.1813781000673771
minigpt4_7b,test,0,4,368,0.16515181958675385,0.167436420917511,0.15284744277596474,0.17907649651169777
minigpt4_7b,test,0,5,368,0.10013040155172348,0.09926967322826385,0.08955508284270763,0.11071672663092613
minigpt4_7b,test,0,6,368,0.1158452108502388,0.11636020243167877,0.10267535783350468,0.12792020663619041
minigpt4_7b,test,0,7,368,0.11616542190313339,0.1124969869852066,0.0956996139138937,0.13022803887724876
minigpt4_7b,test,0,8,368,0.09790843725204468,0.09447087347507477,0.08103412948548794,0.11158384568989277
minigpt4_7b,test,0,9,368,0.10296941548585892,0.0953405424952507,0.07763821259140968,0.12062552943825722
minigpt4_7b,test,0,10,368,0.14664365351200104,0.13056889176368713,0.10275055654346943,0.17172866314649582
minigpt4_7b,test,0,11,368,0.13459712266921997,0.12318781018257141,0.09776642732322216,0.15309257432818413
minigpt4_7b,test,0,12,368,0.10639993101358414,0.0984390527009964,0.07781689427793026,0.12879636883735657
minigpt4_7b,test,0,13,368,0.1827261745929718,0.16620412468910217,0.12730862200260162,0.23138058930635452
minigpt4_7b,test,0,14,368,0.1694575697183609,0.15783005952835083,0.11823232658207417,0.21639315783977509
minigpt4_7b,test,0,15,368,0.14322516322135925,0.13582584261894226,0.10336946323513985,0.17672903090715408
minigpt4_7b,test,0,16,368,0.1923263520002365,0.17267924547195435,0.11871765740215778,0.2647167816758156
minigpt4_7b,test,0,17,368,0.15478001534938812,0.14941154420375824,0.11552284099161625,0.188032578676939
minigpt4_7b,test,0,18,368,0.15681925415992737,0.1465972512960434,0.1095349881798029,0.1987832859158516
minigpt4_7b,test,0,19,368,0.14938706159591675,0.13552623987197876,0.09789646044373512,0.19874337315559387
minigpt4_7b,test,0,20,368,0.1897023469209671,0.17165040969848633,0.12516327388584614,0.25174499303102493
minigpt4_7b,test,0,21,368,0.1260252743959427,0.1178855150938034,0.09323271736502647,0.15452752634882927
minigpt4_7b,test,0,22,368,0.13672688603401184,0.12188956141471863,0.09097365289926529,0.1739608347415924
minigpt4_7b,test,0,23,368,0.07992452383041382,0.07692942023277283,0.0631685983389616,0.09392242319881916
minigpt4_7b,test,0,24,368,0.16928766667842865,0.1542840600013733,0.12010632641613483,0.21529807150363922
minigpt4_7b,test,0,25,368,0.10550079494714737,0.09517424553632736,0.07068636082112789,0.13561803102493286
minigpt4_7b,test,0,26,368,0.061567939817905426,0.059528619050979614,0.045686982572078705,0.07419424876570702
minigpt4_7b,test,0,27,368,0.06084476411342621,0.05955018475651741,0.0473082335665822,0.07190043479204178
minigpt4_7b,test,0,28,368,0.06523478776216507,0.06371048092842102,0.055881960317492485,0.07473854906857014
minigpt4_7b,test,0,29,368,0.10263452678918839,0.10068875551223755,0.07932110130786896,0.12211521901190281
minigpt4_7b,test,0,30,368,0.0780424252152443,0.07525920122861862,0.0656315740197897,0.08783867210149765
minigpt4_7b,test,0,31,368,0.0982799082994461,0.0962163507938385,0.0847061425447464,0.1115524210035801
minigpt4_7b,test,0,32,368,0.37423771619796753,0.37037163972854614,0.3335862457752228,0.41026920080184937
minigpt4_7b,test,1,1,1861,0.17339260876178741,0.1823408305644989,0.14206083118915558,0.20769056677818298
minigpt4_7b,test,1,2,1861,0.23545891046524048,0.24338702857494354,0.21184715628623962,0.26356491446495056
minigpt4_7b,test,1,3,1861,0.20553290843963623,0.2144620418548584,0.18570226430892944,0.23013785481452942
minigpt4_7b,test,1,4,1861,0.18337489664554596,0.18512551486492157,0.17448611557483673,0.19474489986896515
minigpt4_7b,test,1,5,1861,0.11685784161090851,0.11444664001464844,0.10585880279541016,0.1267741620540619
minigpt4_7b,test,1,6,1861,0.14190201461315155,0.14130209386348724,0.12240880727767944,0.1620204597711563
minigpt4_7b,test,1,7,1861,0.16322903335094452,0.16782473027706146,0.13177266716957092,0.1914222240447998
minigpt4_7b,test,1,8,1861,0.13491082191467285,0.13688042759895325,0.11020922660827637,0.15745778381824493
minigpt4_7b,test,1,9,1861,0.15415261685848236,0.15901732444763184,0.11736513674259186,0.18625548481941223
minigpt4_7b,test,1,10,1861,0.23570020496845245,0.2570587992668152,0.17372192442417145,0.29268312454223633
minigpt4_7b,test,1,11,1861,0.22808703780174255,0.24147771298885345,0.16472452878952026,0.29416424036026
minigpt4_7b,test,1,12,1861,0.1841079443693161,0.18124456703662872,0.1299210637807846,0.24283747375011444
minigpt4_7b,test,1,13,1861,0.28910762071609497,0.29890647530555725,0.2390536069869995,0.35564425587654114
minigpt4_7b,test,1,14,1861,0.2832202911376953,0.28688451647758484,0.22451013326644897,0.346833735704422
minigpt4_7b,test,1,15,1861,0.22216971218585968,0.22008509933948517,0.17579513788223267,0.272713303565979
minigpt4_7b,test,1,16,1861,0.3231712281703949,0.3356844484806061,0.2629939317703247,0.3929978311061859
minigpt4_7b,test,1,17,1861,0.23123088479042053,0.2297375202178955,0.17825454473495483,0.28681105375289917
minigpt4_7b,test,1,18,1861,0.2485589236021042,0.25872567296028137,0.19757293164730072,0.3049094080924988
minigpt4_7b,test,1,19,1861,0.24554185569286346,0.2509581744670868,0.1953175961971283,0.2984812259674072
minigpt4_7b,test,1,20,1861,0.28979790210723877,0.30465686321258545,0.23654189705848694,0.35024937987327576
minigpt4_7b,test,1,21,1861,0.18621429800987244,0.18958576023578644,0.1432531177997589,0.2268911898136139
minigpt4_7b,test,1,22,1861,0.2239580899477005,0.22533200681209564,0.16317600011825562,0.2825261056423187
minigpt4_7b,test,1,23,1861,0.1065857782959938,0.10566185414791107,0.08689425885677338,0.12583869695663452
minigpt4_7b,test,1,24,1861,0.25940558314323425,0.2616117000579834,0.2131507843732834,0.31372466683387756
minigpt4_7b,test,1,25,1861,0.17178860306739807,0.17114342749118805,0.12806084752082825,0.21759194135665894
minigpt4_7b,test,1,26,1861,0.08936948329210281,0.08990336954593658,0.07157078385353088,0.10702325403690338
minigpt4_7b,test,1,27,1861,0.08389689773321152,0.08289898931980133,0.06857749819755554,0.09877312183380127
minigpt4_7b,test,1,28,1861,0.08303893357515335,0.08222155272960663,0.06918290257453918,0.09562705457210541
minigpt4_7b,test,1,29,1861,0.14516888558864594,0.1442660093307495,0.11701096594333649,0.1747412383556366
