model,group,classifier,AUROC_mean,AUROC_std,HALL_AUPR_mean,HALL_AUPR_std,ensemble_AUROC,ensemble_HALL_AUPR
qwen2_5_vl_7b,svar,three_hidden,0.8647804075758744,0.0037283483317368856,0.4333768134780763,0.01517744597419626,0.8726081258191349,0.4460336737248793
qwen2_5_vl_7b,svar,one_hidden,0.8680852157376711,0.003430706027988794,0.45899874639429744,0.0054454693704395225,0.8697556086654844,0.4619893675879856
qwen2_5_vl_7b,svar,xgb,0.874874720530414,0.0,0.44387488004226333,5.551115123125783e-17,0.874874720530414,0.4438748800422633
qwen2_5_vl_7b,metatoken,three_hidden,0.7685040988872612,0.005271052269410975,0.22202336735502126,0.00835043436313001,0.7693007478220646,0.2233793431275426
qwen2_5_vl_7b,metatoken,one_hidden,0.779238300824917,0.0024045502492872945,0.2711944926446707,0.009097324121177638,0.7784904787603114,0.2742155633738338
qwen2_5_vl_7b,metatoken,xgb,0.8374065222419244,1.1102230246251565e-16,0.3865511819524599,0.0,0.8374065222419242,0.3865511819524599
llava_1_5_7b,svar,three_hidden,0.9061553410087613,0.001926791539564392,0.7079372934010894,0.003599758707028918,0.9087898973892459,0.7144081074058606
llava_1_5_7b,svar,one_hidden,0.8987436133201605,0.0012871462587283461,0.6839151848015063,0.0012161889266431916,0.9013117351879567,0.6901521200048311
llava_1_5_7b,svar,xgb,0.9008373194040947,1.1102230246251565e-16,0.6903030939285938,0.0,0.9008373194040946,0.6903030939285938
llava_1_5_7b,metatoken,three_hidden,0.862217266126061,0.0034820305025916936,0.6377397552300113,0.006293683157621315,0.8632093005057175,0.6398598284908106
llava_1_5_7b,metatoken,one_hidden,0.863318530256641,0.0008502858703051114,0.6205235315473937,0.0037372856633655577,0.8634440629554636,0.6202502413495462
llava_1_5_7b,metatoken,xgb,0.8914150306658449,1.1102230246251565e-16,0.6633484639526965,0.0,0.891415030665845,0.6633484639526965
qwen3_vl_8b,svar,three_hidden,0.8920462809917357,0.0023159865958320117,0.6191530153961408,0.007808353959709339,0.8960694214876033,0.6260055790170741
qwen3_vl_8b,svar,one_hidden,0.8904815426997246,0.0010952425270390124,0.6047740100590482,0.0034733808199252226,0.8987818181818181,0.6253882944539764
qwen3_vl_8b,svar,xgb,0.8852991735537191,0.0,0.6098485548459672,0.0,0.8852991735537191,0.6098485548459672
qwen3_vl_8b,metatoken,three_hidden,0.772022038567493,0.0034974772642126497,0.36930329507046805,0.0019925982035940352,0.7724396694214875,0.36998468815974933
qwen3_vl_8b,metatoken,one_hidden,0.770035261707989,0.0013979089593109835,0.3724441582271596,0.0035829739828792677,0.7700958677685951,0.3713141991192264
qwen3_vl_8b,metatoken,xgb,0.8766876033057852,0.0,0.5919396198287489,0.0,0.8766876033057852,0.5919396198287489
internvl_2_5_8b,svar,three_hidden,0.8792818584923848,0.002622439818892612,0.5428027950542651,0.009998569965563638,0.8832533256217467,0.5502521212333898
internvl_2_5_8b,svar,one_hidden,0.863489492963177,0.0007997832318580969,0.5240107994062372,0.004914001164966559,0.8641382301908619,0.5267600032387761
internvl_2_5_8b,svar,xgb,0.8831318681318682,0.0,0.5733657913043254,0.0,0.8831318681318682,0.5733657913043254
internvl_2_5_8b,metatoken,three_hidden,0.7852207441681126,0.002566465685276415,0.3885018051720966,0.007899705422114918,0.7866281087333719,0.4073211034277743
internvl_2_5_8b,metatoken,one_hidden,0.7871524966261809,0.005468949798711605,0.37864349871428576,0.021954857332066362,0.7921515326778485,0.3831558163857267
internvl_2_5_8b,metatoken,xgb,0.8569346443030653,0.0,0.5035184995607809,0.0,0.8569346443030653,0.5035184995607809
