model,group,classifier,seed,AUROC,HALL_AUPR,convergence_warning
qwen2_5_vl_7b,ae_only_vp_generation,xgb,45,0.8151636698451671,0.3813389682698893,False
llava_1_5_7b,visual,three_hidden,43,0.8976990253108952,0.6994154894907019,False
llava_1_5_7b,visual,three_hidden,44,0.90211496134175,0.7144496440515792,False
llava_1_5_7b,visual,three_hidden,45,0.9014974248089949,0.7067859922290557,False
llava_1_5_7b,visual,one_hidden,43,0.888502245298012,0.6863133255729507,False
llava_1_5_7b,visual,one_hidden,44,0.8912724783008543,0.688959373433969,False
llava_1_5_7b,visual,one_hidden,45,0.890954160500465,0.6858400847534207,False
llava_1_5_7b,visual,xgb,43,0.8971101373801751,0.6987835969621115,False
llava_1_5_7b,visual,xgb,44,0.8971101373801751,0.6987835969621115,False
llava_1_5_7b,visual,xgb,45,0.8971101373801751,0.6987835969621115,False
llava_1_5_7b,visual_prompt_sum,three_hidden,43,0.8925634016713421,0.6999253459621638,False
llava_1_5_7b,visual_prompt_sum,three_hidden,44,0.8981626117801894,0.7028907134068121,False
llava_1_5_7b,visual_prompt_sum,three_hidden,45,0.8969281174743161,0.7011702779644934,False
llava_1_5_7b,visual_prompt_sum,one_hidden,43,0.8691216107112204,0.6534759412655949,False
llava_1_5_7b,visual_prompt_sum,one_hidden,44,0.875805705759758,0.6657261191209952,False
llava_1_5_7b,visual_prompt_sum,one_hidden,45,0.8749809732769314,0.6681319377358647,False
llava_1_5_7b,visual_prompt_sum,xgb,43,0.8903736645844824,0.6956621339642001,False
llava_1_5_7b,visual_prompt_sum,xgb,44,0.8903736645844824,0.6956621339642001,False
llava_1_5_7b,visual_prompt_sum,xgb,45,0.8903736645844824,0.6956621339642001,False
llava_1_5_7b,generation,three_hidden,43,0.8731503565448744,0.6326677323163963,False
llava_1_5_7b,generation,three_hidden,44,0.8745318557985639,0.6518559800134666,False
llava_1_5_7b,generation,three_hidden,45,0.8789194326072021,0.654429664597587,False
llava_1_5_7b,generation,one_hidden,43,0.8666254203965313,0.6377646946293968,False
llava_1_5_7b,generation,one_hidden,44,0.8690417418813045,0.6441488129174274,False
llava_1_5_7b,generation,one_hidden,45,0.8653052696643715,0.6412428736917063,False
llava_1_5_7b,generation,xgb,43,0.8789946713600214,0.6521108010657856,False
llava_1_5_7b,generation,xgb,44,0.8789946713600214,0.6521108010657856,False
llava_1_5_7b,generation,xgb,45,0.8789946713600214,0.6521108010657856,False
llava_1_5_7b,vp_generation,three_hidden,43,0.8939469265837613,0.6906458811766357,False
llava_1_5_7b,vp_generation,three_hidden,44,0.8987980898616938,0.7030322106537839,False
llava_1_5_7b,vp_generation,three_hidden,45,0.9027440730672467,0.7206306832217305,False
llava_1_5_7b,vp_generation,one_hidden,43,0.8956264870505426,0.7118866322297797,False
llava_1_5_7b,vp_generation,one_hidden,44,0.896182096302131,0.7059211496060865,False
llava_1_5_7b,vp_generation,one_hidden,45,0.8916857126817235,0.7089252060186535,False
llava_1_5_7b,vp_generation,xgb,43,0.9034614456373967,0.7165537623881498,False
llava_1_5_7b,vp_generation,xgb,44,0.9034614456373967,0.7165537623881498,False
llava_1_5_7b,vp_generation,xgb,45,0.9034614456373967,0.7165537623881498,False
llava_1_5_7b,ae_only_visual,three_hidden,43,0.8738350291955299,0.6436883727870091,False
llava_1_5_7b,ae_only_visual,three_hidden,44,0.8693218615456471,0.6462252235429583,False
llava_1_5_7b,ae_only_visual,three_hidden,45,0.8617809128544253,0.6305639643757637,False
llava_1_5_7b,ae_only_visual,one_hidden,43,0.841545450283679,0.5940418789655175,False
llava_1_5_7b,ae_only_visual,one_hidden,44,0.8419575271452739,0.5885098583737804,False
llava_1_5_7b,ae_only_visual,one_hidden,45,0.844503490788751,0.5938922040192391,False
llava_1_5_7b,ae_only_visual,xgb,43,0.8617019121639649,0.6429536872919506,False
llava_1_5_7b,ae_only_visual,xgb,44,0.8617019121639649,0.6429536872919506,False
llava_1_5_7b,ae_only_visual,xgb,45,0.8617019121639649,0.6429536872919506,False
llava_1_5_7b,ae_only_visual_prompt_sum,three_hidden,43,0.859109068989885,0.6073864175009469,False
llava_1_5_7b,ae_only_visual_prompt_sum,three_hidden,44,0.8606508846630433,0.6242303762011717,False
llava_1_5_7b,ae_only_visual_prompt_sum,three_hidden,45,0.8549720951040987,0.6005836197868604,False
llava_1_5_7b,ae_only_visual_prompt_sum,one_hidden,43,0.844591462253586,0.605712728396415,False
llava_1_5_7b,ae_only_visual_prompt_sum,one_hidden,44,0.844714738056282,0.6027436567335311,False
llava_1_5_7b,ae_only_visual_prompt_sum,one_hidden,45,0.8509861774835877,0.6056525392440746,False
llava_1_5_7b,ae_only_visual_prompt_sum,xgb,43,0.8657905596200559,0.6330381367426043,False
llava_1_5_7b,ae_only_visual_prompt_sum,xgb,44,0.8657905596200559,0.6330381367426043,False
llava_1_5_7b,ae_only_visual_prompt_sum,xgb,45,0.8657905596200559,0.6330381367426043,False
llava_1_5_7b,ae_only_generation,three_hidden,43,0.8257296856814287,0.5630991711001412,False
llava_1_5_7b,ae_only_generation,three_hidden,44,0.8167531237104513,0.5493612560880595,False
llava_1_5_7b,ae_only_generation,three_hidden,45,0.8197988463005395,0.5576218819983364,False
llava_1_5_7b,ae_only_generation,one_hidden,43,0.800037966632192,0.511022296756244,False
llava_1_5_7b,ae_only_generation,one_hidden,44,0.7926113229692916,0.4914236047494293,False
llava_1_5_7b,ae_only_generation,one_hidden,45,0.7920979631712093,0.5034934330668307,False
llava_1_5_7b,ae_only_generation,xgb,43,0.8022048427133873,0.5328263575108249,False
llava_1_5_7b,ae_only_generation,xgb,44,0.8022048427133873,0.5328263575108249,False
llava_1_5_7b,ae_only_generation,xgb,45,0.8022048427133873,0.5328263575108249,False
llava_1_5_7b,ae_only_vp_generation,three_hidden,43,0.8667405935643084,0.6409603182788455,False
llava_1_5_7b,ae_only_vp_generation,three_hidden,44,0.8656490528887919,0.6286360714850423,False
llava_1_5_7b,ae_only_vp_generation,three_hidden,45,0.8689063121262298,0.6390147673836943,False
llava_1_5_7b,ae_only_vp_generation,one_hidden,43,0.848661300021472,0.6215196833753609,False
llava_1_5_7b,ae_only_vp_generation,one_hidden,44,0.855027945409076,0.618735586478858,False
llava_1_5_7b,ae_only_vp_generation,one_hidden,45,0.8563535943577881,0.6270347752450844,False
llava_1_5_7b,ae_only_vp_generation,xgb,43,0.8709195275237827,0.6571506635319897,False
llava_1_5_7b,ae_only_vp_generation,xgb,44,0.8709195275237827,0.6571506635319897,False
llava_1_5_7b,ae_only_vp_generation,xgb,45,0.8709195275237827,0.6571506635319897,False
qwen3_vl_8b,visual,three_hidden,43,0.8873182801873307,0.6230217758280153,False
qwen3_vl_8b,visual,three_hidden,44,0.8829846350476509,0.624834696135918,False
qwen3_vl_8b,visual,three_hidden,45,0.8793286284534098,0.6062474352604538,False
qwen3_vl_8b,visual,one_hidden,43,0.8684177217143791,0.5897877649655398,False
qwen3_vl_8b,visual,one_hidden,44,0.8617725419009072,0.5741159888554125,False
qwen3_vl_8b,visual,one_hidden,45,0.8490498396203988,0.5390642129216956,False
qwen3_vl_8b,visual,xgb,43,0.8905440094591549,0.6313721302205496,False
qwen3_vl_8b,visual,xgb,44,0.8905440094591549,0.6313721302205496,False
qwen3_vl_8b,visual,xgb,45,0.8905440094591549,0.6313721302205496,False
qwen3_vl_8b,visual_prompt_sum,three_hidden,43,0.8861111882908999,0.6345063170778318,False
qwen3_vl_8b,visual_prompt_sum,three_hidden,44,0.8805665922653503,0.6364786197524864,False
qwen3_vl_8b,visual_prompt_sum,three_hidden,45,0.8809972554867112,0.6268181856139938,False
qwen3_vl_8b,visual_prompt_sum,one_hidden,43,0.8537223040327984,0.5802468213565821,False
qwen3_vl_8b,visual_prompt_sum,one_hidden,44,0.8446687289106227,0.5758293618830755,False
qwen3_vl_8b,visual_prompt_sum,one_hidden,45,0.8572266523420979,0.5856189219314174,False
qwen3_vl_8b,visual_prompt_sum,xgb,43,0.9020410966939265,0.6805897023310241,False
qwen3_vl_8b,visual_prompt_sum,xgb,44,0.9020410966939265,0.6805897023310241,False
qwen3_vl_8b,visual_prompt_sum,xgb,45,0.9020410966939265,0.6805897023310241,False
qwen3_vl_8b,generation,three_hidden,43,0.8595790923039403,0.5936326624917362,False
qwen3_vl_8b,generation,three_hidden,44,0.8680005649560537,0.6044740342219509,False
qwen3_vl_8b,generation,three_hidden,45,0.8385537742460306,0.5371502072297294,False
qwen3_vl_8b,generation,one_hidden,43,0.826150982189992,0.49730377972579587,False
qwen3_vl_8b,generation,one_hidden,44,0.8276150827830415,0.5053929684737122,False
qwen3_vl_8b,generation,one_hidden,45,0.8281715490601046,0.5121941427648864,False
qwen3_vl_8b,generation,xgb,43,0.8686384559102739,0.5978987093870632,False
qwen3_vl_8b,generation,xgb,44,0.8686384559102739,0.5978987093870632,False
qwen3_vl_8b,generation,xgb,45,0.8686384559102739,0.5978987093870632,False
qwen3_vl_8b,vp_generation,three_hidden,43,0.9064627267928093,0.6770972997749275,False
qwen3_vl_8b,vp_generation,three_hidden,44,0.9088089923715497,0.6997930627025152,False
qwen3_vl_8b,vp_generation,three_hidden,45,0.8882814839512346,0.6305479708898966,False
qwen3_vl_8b,vp_generation,one_hidden,43,0.8748213287889874,0.6297263868748916,False
qwen3_vl_8b,vp_generation,one_hidden,44,0.8777009067081585,0.6327047504346494,False
qwen3_vl_8b,vp_generation,one_hidden,45,0.8836128785282739,0.6375019620771809,False
qwen3_vl_8b,vp_generation,xgb,43,0.9121871517262031,0.7018966384335246,False
qwen3_vl_8b,vp_generation,xgb,44,0.9121871517262031,0.7018966384335246,False
qwen3_vl_8b,vp_generation,xgb,45,0.9121871517262031,0.7018966384335246,False
qwen3_vl_8b,ae_only_visual,three_hidden,43,0.8428295345441299,0.551054601344187,False
qwen3_vl_8b,ae_only_visual,three_hidden,44,0.8337501041927148,0.538430137587956,False
qwen3_vl_8b,ae_only_visual,three_hidden,45,0.8353863157147311,0.5530856032926901,False
qwen3_vl_8b,ae_only_visual,one_hidden,43,0.8078439362927152,0.5031659637535723,False
qwen3_vl_8b,ae_only_visual,one_hidden,44,0.7953462130964839,0.47753799261237573,False
qwen3_vl_8b,ae_only_visual,one_hidden,45,0.8082599353542089,0.4958555737072079,False
qwen3_vl_8b,ae_only_visual,xgb,43,0.8121428505274466,0.501217996943044,False
qwen3_vl_8b,ae_only_visual,xgb,44,0.8121428505274466,0.501217996943044,False
qwen3_vl_8b,ae_only_visual,xgb,45,0.8121428505274466,0.501217996943044,False
qwen3_vl_8b,ae_only_visual_prompt_sum,three_hidden,43,0.8607807816151569,0.5814074208950227,False
qwen3_vl_8b,ae_only_visual_prompt_sum,three_hidden,44,0.8702430237188927,0.59859188114536,False
qwen3_vl_8b,ae_only_visual_prompt_sum,three_hidden,45,0.8610246697476838,0.5855862468693438,False
qwen3_vl_8b,ae_only_visual_prompt_sum,one_hidden,43,0.8237757741904613,0.5595885439471175,False
qwen3_vl_8b,ae_only_visual_prompt_sum,one_hidden,44,0.8308172722192894,0.5673712911253691,False
qwen3_vl_8b,ae_only_visual_prompt_sum,one_hidden,45,0.8283274522334287,0.5561295585342398,False
qwen3_vl_8b,ae_only_visual_prompt_sum,xgb,43,0.8777367953099386,0.6358050337955604,False
qwen3_vl_8b,ae_only_visual_prompt_sum,xgb,44,0.8777367953099386,0.6358050337955604,False
qwen3_vl_8b,ae_only_visual_prompt_sum,xgb,45,0.8777367953099386,0.6358050337955604,False
qwen3_vl_8b,ae_only_generation,three_hidden,43,0.7762797180776676,0.4736267648280499,False
qwen3_vl_8b,ae_only_generation,three_hidden,44,0.7548742895600443,0.4389879868520302,False
qwen3_vl_8b,ae_only_generation,three_hidden,45,0.7757301979815943,0.47159307098616426,False
qwen3_vl_8b,ae_only_generation,one_hidden,43,0.6993854945217786,0.3415797348698613,False
qwen3_vl_8b,ae_only_generation,one_hidden,44,0.7038480299087118,0.3461351682712909,False
qwen3_vl_8b,ae_only_generation,one_hidden,45,0.7072844600038898,0.35258768388165806,False
qwen3_vl_8b,ae_only_generation,xgb,43,0.7663698331990405,0.44649618456665413,False
qwen3_vl_8b,ae_only_generation,xgb,44,0.7663698331990405,0.44649618456665413,False
qwen3_vl_8b,ae_only_generation,xgb,45,0.7663698331990405,0.44649618456665413,False
qwen3_vl_8b,ae_only_vp_generation,three_hidden,43,0.8641612563634735,0.6232265233914804,False
qwen3_vl_8b,ae_only_vp_generation,three_hidden,44,0.8539642626706058,0.6093982561888671,False
qwen3_vl_8b,ae_only_vp_generation,three_hidden,45,0.867708439455543,0.6237769841674351,False
qwen3_vl_8b,ae_only_vp_generation,one_hidden,43,0.7965714422432768,0.5248513184778192,False
qwen3_vl_8b,ae_only_vp_generation,one_hidden,44,0.7901709223602197,0.5130646995218222,False
qwen3_vl_8b,ae_only_vp_generation,one_hidden,45,0.7862131427918708,0.5116583335080153,False
qwen3_vl_8b,ae_only_vp_generation,xgb,43,0.8915207196860944,0.6520223840282359,False
qwen3_vl_8b,ae_only_vp_generation,xgb,44,0.8915207196860944,0.6520223840282359,False
qwen3_vl_8b,ae_only_vp_generation,xgb,45,0.8915207196860944,0.6520223840282359,False
internvl_2_5_8b,visual,three_hidden,43,0.856808022601284,0.5431826407627313,False
internvl_2_5_8b,visual,three_hidden,44,0.8496943859948944,0.5197706432246936,False
internvl_2_5_8b,visual,three_hidden,45,0.8610938284395928,0.5526195115653105,False
internvl_2_5_8b,visual,one_hidden,43,0.8459346261068328,0.5429406567837034,False
internvl_2_5_8b,visual,one_hidden,44,0.8421374822426114,0.5390280940839025,False
internvl_2_5_8b,visual,one_hidden,45,0.8476115644659965,0.5356253458382602,False
internvl_2_5_8b,visual,xgb,43,0.8530028678850283,0.5069455949180883,False
internvl_2_5_8b,visual,xgb,44,0.8530028678850283,0.5069455949180883,False
internvl_2_5_8b,visual,xgb,45,0.8530028678850283,0.5069455949180883,False
internvl_2_5_8b,visual_prompt_sum,three_hidden,43,0.8522578586458457,0.5107513009506472,False
internvl_2_5_8b,visual_prompt_sum,three_hidden,44,0.8573881418027622,0.5214467109301267,False
internvl_2_5_8b,visual_prompt_sum,three_hidden,45,0.8656847142262052,0.5303403909462197,False
internvl_2_5_8b,visual_prompt_sum,one_hidden,43,0.8241557897097935,0.48625949195458973,False
internvl_2_5_8b,visual_prompt_sum,one_hidden,44,0.8098844568108263,0.4539170603080312,False
internvl_2_5_8b,visual_prompt_sum,one_hidden,45,0.8092182209499802,0.46018025258044665,False
internvl_2_5_8b,visual_prompt_sum,xgb,43,0.8548907586810932,0.5157895942729506,False
internvl_2_5_8b,visual_prompt_sum,xgb,44,0.8548907586810932,0.5157895942729506,False
internvl_2_5_8b,visual_prompt_sum,xgb,45,0.8548907586810932,0.5157895942729506,False
internvl_2_5_8b,generation,three_hidden,43,0.8526357038334598,0.5239305978811877,False
internvl_2_5_8b,generation,three_hidden,44,0.8395766798756716,0.4852129904553053,False
internvl_2_5_8b,generation,three_hidden,45,0.8402856402807003,0.4789723955276253,False
internvl_2_5_8b,generation,one_hidden,43,0.8108404184869102,0.415368950442277,False
internvl_2_5_8b,generation,one_hidden,44,0.812391853497538,0.4226689497718551,False
internvl_2_5_8b,generation,one_hidden,45,0.811422540401397,0.4176570366494715,False
internvl_2_5_8b,generation,xgb,43,0.8307393749399186,0.47160668861455457,False
internvl_2_5_8b,generation,xgb,44,0.8307393749399186,0.47160668861455457,False
internvl_2_5_8b,generation,xgb,45,0.8307393749399186,0.47160668861455457,False
internvl_2_5_8b,vp_generation,three_hidden,43,0.8671754002755733,0.584488216955907,False
internvl_2_5_8b,vp_generation,three_hidden,44,0.851463449152452,0.5173525464190759,False
internvl_2_5_8b,vp_generation,three_hidden,45,0.8426221387906817,0.5183043040196192,False
internvl_2_5_8b,vp_generation,one_hidden,43,0.840156131506147,0.5100483191965619,False
internvl_2_5_8b,vp_generation,one_hidden,44,0.8344457291477522,0.4905408659246519,False
internvl_2_5_8b,vp_generation,one_hidden,45,0.8363376253698342,0.49676317695737215,False
internvl_2_5_8b,vp_generation,xgb,43,0.8707315510077652,0.5838578711930134,False
internvl_2_5_8b,vp_generation,xgb,44,0.8707315510077652,0.5838578711930134,False
internvl_2_5_8b,vp_generation,xgb,45,0.8707315510077652,0.5838578711930134,False
internvl_2_5_8b,ae_only_visual,three_hidden,43,0.8322046932911784,0.47466026691326607,False
internvl_2_5_8b,ae_only_visual,three_hidden,44,0.832318847932666,0.45533408566368067,False
internvl_2_5_8b,ae_only_visual,three_hidden,45,0.8290530905867148,0.4599006326756841,False
internvl_2_5_8b,ae_only_visual,one_hidden,43,0.7871055990515151,0.41222475588683977,False
internvl_2_5_8b,ae_only_visual,one_hidden,44,0.7929294884803948,0.4213517260165585,False
internvl_2_5_8b,ae_only_visual,one_hidden,45,0.7924508400713499,0.4184039827975057,False
internvl_2_5_8b,ae_only_visual,xgb,43,0.8056547269367569,0.4331532699126642,False
internvl_2_5_8b,ae_only_visual,xgb,44,0.8056547269367569,0.4331532699126642,False
internvl_2_5_8b,ae_only_visual,xgb,45,0.8056547269367569,0.4331532699126642,False
internvl_2_5_8b,ae_only_visual_prompt_sum,three_hidden,43,0.801175325507621,0.4277277501934843,False
internvl_2_5_8b,ae_only_visual_prompt_sum,three_hidden,44,0.8131635655768348,0.4430595107629918,False
internvl_2_5_8b,ae_only_visual_prompt_sum,three_hidden,45,0.8079718658876558,0.43362971109959736,False
internvl_2_5_8b,ae_only_visual_prompt_sum,one_hidden,43,0.7577257992160046,0.350042044706664,False
internvl_2_5_8b,ae_only_visual_prompt_sum,one_hidden,44,0.7578633188425921,0.3479852213438216,False
internvl_2_5_8b,ae_only_visual_prompt_sum,one_hidden,45,0.7557811648846972,0.34726853590626783,False
internvl_2_5_8b,ae_only_visual_prompt_sum,xgb,43,0.8021566548818132,0.4321715532980062,False
internvl_2_5_8b,ae_only_visual_prompt_sum,xgb,44,0.8021566548818132,0.4321715532980062,False
internvl_2_5_8b,ae_only_visual_prompt_sum,xgb,45,0.8021566548818132,0.4321715532980062,False
internvl_2_5_8b,ae_only_generation,three_hidden,43,0.7778023295557717,0.39439224530966005,False
internvl_2_5_8b,ae_only_generation,three_hidden,44,0.7578219294404153,0.3383332271115465,False
internvl_2_5_8b,ae_only_generation,three_hidden,45,0.7644235390876173,0.36904193805054586,False
internvl_2_5_8b,ae_only_generation,one_hidden,43,0.7209599938049411,0.32259295128243853,False
internvl_2_5_8b,ae_only_generation,one_hidden,44,0.7187770366256154,0.3230102216713333,False
internvl_2_5_8b,ae_only_generation,one_hidden,45,0.7224927368274889,0.324578002828915,False
internvl_2_5_8b,ae_only_generation,xgb,43,0.7447996218877839,0.3450620129639159,False
internvl_2_5_8b,ae_only_generation,xgb,44,0.7447996218877839,0.3450620129639159,False
internvl_2_5_8b,ae_only_generation,xgb,45,0.7447996218877839,0.3450620129639159,False
internvl_2_5_8b,ae_only_vp_generation,three_hidden,43,0.8041366704762719,0.4495957819461065,False
internvl_2_5_8b,ae_only_vp_generation,three_hidden,44,0.8199741249479295,0.478568516606729,False
internvl_2_5_8b,ae_only_vp_generation,three_hidden,45,0.8026386411458724,0.4378216229588709,False
internvl_2_5_8b,ae_only_vp_generation,one_hidden,43,0.7829559776977879,0.42114344628385625,False
internvl_2_5_8b,ae_only_vp_generation,one_hidden,44,0.7825741270841566,0.4160004763520806,False
internvl_2_5_8b,ae_only_vp_generation,one_hidden,45,0.7782896563878533,0.4172551664523164,False
internvl_2_5_8b,ae_only_vp_generation,xgb,43,0.8274402390438247,0.46526722191687564,False
internvl_2_5_8b,ae_only_vp_generation,xgb,44,0.8274402390438247,0.46526722191687564,False
internvl_2_5_8b,ae_only_vp_generation,xgb,45,0.8274402390438247,0.46526722191687564,False
