model,group,classifier,index,validation_AUROC,validation_HALL_AUPR,seconds,n_iter,convergence_warning,params
llava_1_5_7b,visual,xgb,2,0.8968153611989228,0.7195031447122907,2.3346619200892746,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 500}"
llava_1_5_7b,visual,xgb,3,0.8973485360208225,0.7082827857489136,1.1934298439882696,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 100}"
llava_1_5_7b,visual,xgb,4,0.898595462610215,0.7130999605301167,2.1568912609945983,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200}"
llava_1_5_7b,visual,xgb,5,0.902045788189097,0.7242005180303834,4.8907866140361875,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 500}"
llava_1_5_7b,visual,xgb,6,0.8967712301748129,0.7075447893914035,2.3538009468466043,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 100}"
llava_1_5_7b,visual,xgb,7,0.898939054155071,0.709997077183719,4.007113831117749,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 200}"
llava_1_5_7b,visual,xgb,8,0.9006624156782218,0.7150665168390442,7.458526875125244,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 500}"
llava_1_5_7b,visual,xgb,9,0.8888321490007475,0.7034870910287879,0.6550726459827274,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 100}"
llava_1_5_7b,visual,xgb,10,0.8951275746850036,0.7150392478321952,1.0735967180225998,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 200}"
llava_1_5_7b,visual,xgb,11,0.8997721398142894,0.7220259513965229,2.3587428007740527,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 500}"
llava_1_5_7b,visual,xgb,12,0.8954193798240162,0.7200315135487683,1.4498185131233186,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 100}"
llava_1_5_7b,visual,xgb,13,0.8977150937108788,0.7218738690883801,2.3041068750899285,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 200}"
llava_1_5_7b,visual,xgb,14,0.9002296614520007,0.7216333920708665,5.113949328195304,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 500}"
llava_1_5_7b,visual,xgb,15,0.8975813496888312,0.7146580828318776,3.0754746231250465,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 100}"
llava_1_5_7b,visual,xgb,16,0.8995911125521241,0.7202067739239106,4.683215573895723,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 200}"
llava_1_5_7b,visual,xgb,17,0.9027604405897347,0.7225612032030148,9.63176510692574,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 500}"
llava_1_5_7b,visual_prompt_sum,one_hidden,0,0.876772671187845,0.6735072193887099,5.14952331292443,70,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,visual_prompt_sum,one_hidden,1,0.8765430097358443,0.6751321710869183,0.8751208509784192,74,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,visual_prompt_sum,one_hidden,2,0.8784262336422506,0.6779376010496787,18.841067230096087,163,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,visual_prompt_sum,one_hidden,3,0.8759242747651599,0.6759475388175311,3.8535417281091213,337,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,visual_prompt_sum,one_hidden,4,0.8762421982653805,0.6704205009970187,4.165769345825538,52,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,visual_prompt_sum,one_hidden,5,0.8741833508956797,0.6693383931570224,1.1290602639783174,66,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,visual_prompt_sum,one_hidden,6,0.8722195203227868,0.6604623789591116,5.946124217007309,68,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,visual_prompt_sum,one_hidden,7,0.8663073140417714,0.6504617266251713,3.8333452858496457,219,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,visual_prompt_sum,one_hidden,8,0.877814703736727,0.6698448161937858,12.803015784127638,67,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,visual_prompt_sum,one_hidden,9,0.8821647618275646,0.6839960958379954,4.809705765917897,164,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,visual_prompt_sum,one_hidden,10,0.8740419514918988,0.6641374528583603,16.592116776155308,73,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,visual_prompt_sum,one_hidden,11,0.8699188529536264,0.6609293622731942,6.741519389906898,243,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,visual_prompt_sum,xgb,0,0.8935748831428494,0.7202345787811822,0.7044907370582223,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 100}"
llava_1_5_7b,visual_prompt_sum,xgb,1,0.8967514162456207,0.7252650082460129,1.0370993458200246,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 200}"
llava_1_5_7b,visual_prompt_sum,xgb,2,0.8969833292804842,0.722687692958455,2.289779997896403,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 500}"
llava_1_5_7b,visual_prompt_sum,xgb,3,0.8972332549782497,0.7254870773645472,1.169431742047891,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 100}"
llava_1_5_7b,visual_prompt_sum,xgb,4,0.8975953095025804,0.7193452695191793,2.119402009062469,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200}"
llava_1_5_7b,visual_prompt_sum,xgb,5,0.8976421424261256,0.7223199019207948,4.611198452999815,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 500}"
llava_1_5_7b,visual_prompt_sum,xgb,6,0.8969608134518567,0.7184596855697071,2.2378515319433063,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 100}"
llava_1_5_7b,visual_prompt_sum,xgb,7,0.8974782271937172,0.7217481729951585,3.849666363094002,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 200}"
llava_1_5_7b,visual_prompt_sum,xgb,8,0.8984346995938144,0.7242570640052142,7.291277423966676,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 500}"
llava_1_5_7b,visual_prompt_sum,xgb,9,0.8893238946979727,0.7058571352157326,0.6296246938873082,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 100}"
llava_1_5_7b,visual_prompt_sum,xgb,10,0.8961786135653366,0.7145728051870708,1.082691296003759,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 200}"
llava_1_5_7b,visual_prompt_sum,xgb,11,0.8994479118820531,0.727761401407597,2.4095737230964005,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 500}"
llava_1_5_7b,visual_prompt_sum,xgb,12,0.8953833544982122,0.7142255560972631,1.4173187320120633,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 100}"
llava_1_5_7b,visual_prompt_sum,xgb,13,0.8986211306548504,0.7232121455590839,2.273761968826875,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 200}"
llava_1_5_7b,visual_prompt_sum,xgb,14,0.8979267424999775,0.7196471592108178,4.99135951208882,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 500}"
llava_1_5_7b,visual_prompt_sum,xgb,15,0.8948195581493791,0.7095918355580821,2.9630895641166717,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 100}"
llava_1_5_7b,visual_prompt_sum,xgb,16,0.8979771779561032,0.719576547073736,4.590609139064327,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 200}"
llava_1_5_7b,visual_prompt_sum,xgb,17,0.8981645096502842,0.7161936332141264,9.232787267072126,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 500}"
llava_1_5_7b,generation,one_hidden,0,0.8552583466176722,0.6087112306895538,1.7803079900331795,43,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,generation,one_hidden,1,0.8656966847693928,0.6409085638815724,0.9126461399719119,76,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,generation,one_hidden,2,0.8748435149910387,0.6597075864462749,16.90305546298623,153,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,generation,one_hidden,3,0.8571766952167374,0.6173742244407664,2.542596586048603,221,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,generation,one_hidden,4,0.8638738032837083,0.6322946062370417,5.043838978977874,64,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,generation,one_hidden,5,0.8673502472237984,0.645495463606947,2.2520615609828383,129,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,generation,one_hidden,6,0.8744274224780022,0.6576360588218457,23.605639619985595,159,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,generation,one_hidden,7,0.8568758837462737,0.6126382233745707,3.9221609078813344,219,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,generation,one_hidden,8,0.8571244584943215,0.6152756182720894,5.379193742992356,48,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,generation,one_hidden,9,0.8675880143741048,0.6461381604312377,2.4789934610016644,86,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,generation,one_hidden,10,0.8679149442057766,0.6422823384635217,15.600240635918453,73,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,generation,one_hidden,11,0.8601740023236335,0.6255655063432987,9.246816037921235,318,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,generation,xgb,0,0.8701584213702233,0.6653854329396984,0.7501490120775998,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 100}"
llava_1_5_7b,generation,xgb,1,0.8707123107544604,0.6554658498674412,1.09184231585823,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 200}"
llava_1_5_7b,generation,xgb,2,0.8685922203308926,0.6452806289208235,2.470961806131527,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 500}"
llava_1_5_7b,generation,xgb,3,0.8741356173389894,0.6537803966529615,1.3360016830265522,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 100}"
llava_1_5_7b,generation,xgb,4,0.8743850927201823,0.6508884085208536,2.376089256023988,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200}"
llava_1_5_7b,generation,xgb,5,0.8743589743589744,0.6523599555050331,5.368318174034357,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 500}"
llava_1_5_7b,generation,xgb,6,0.8741383192384246,0.6447077041856689,2.5505605028010905,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 100}"
llava_1_5_7b,generation,xgb,7,0.8769095674259004,0.6530527814170147,4.426151828840375,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 200}"
llava_1_5_7b,generation,xgb,8,0.8773468248178469,0.6567211959535213,8.935774755897,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 500}"
llava_1_5_7b,generation,xgb,9,0.8684832437203354,0.6518366085167812,0.6505495149176568,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 100}"
llava_1_5_7b,generation,xgb,10,0.8719254636009114,0.655418565058993,1.1504871540237218,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 200}"
llava_1_5_7b,generation,xgb,11,0.8713724748498195,0.6466882906127368,2.5879109317902476,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 500}"
llava_1_5_7b,generation,xgb,12,0.8745093800942062,0.6590488249091948,1.5081505081616342,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 100}"
llava_1_5_7b,generation,xgb,13,0.8745823313789595,0.6531397861874844,2.672100432915613,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 200}"
llava_1_5_7b,generation,xgb,14,0.8744121117145354,0.6416349205616969,5.957786153070629,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 500}"
llava_1_5_7b,generation,xgb,15,0.8771365269784659,0.6652810861848991,3.2148769430350512,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 100}"
llava_1_5_7b,generation,xgb,16,0.8781767582610575,0.6651175910127219,5.394205702934414,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 200}"
llava_1_5_7b,generation,xgb,17,0.8774166238865924,0.6576772040147324,10.877765338867903,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 500}"
llava_1_5_7b,vp_generation,one_hidden,0,0.8802563201930957,0.6765328672447166,1.692538978997618,39,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,vp_generation,one_hidden,1,0.8917502003908748,0.7015713250478918,1.5069800859782845,100,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,vp_generation,one_hidden,2,0.8921059504831896,0.7005126537402182,26.146092819049954,134,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,vp_generation,one_hidden,3,0.8844285032377762,0.68544646684041,3.7004150259308517,254,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,vp_generation,one_hidden,4,0.8866129889312186,0.693284745096209,14.462048216024414,85,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,vp_generation,one_hidden,5,0.8940459142777373,0.7051439027138117,2.4024625641759485,110,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,vp_generation,one_hidden,6,0.8944872245188367,0.7043553835945878,24.611257617827505,110,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,vp_generation,one_hidden,7,0.8873578125422171,0.6931934716434562,6.247919343877584,298,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,vp_generation,one_hidden,8,0.8859465204038439,0.6871532538144984,15.862926688045263,68,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,vp_generation,one_hidden,9,0.8952941918168472,0.7057694477275834,4.971821655984968,132,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,vp_generation,one_hidden,10,0.8930993488422363,0.7020198053622453,31.822527453070506,82,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,vp_generation,one_hidden,11,0.8859852476290834,0.6940506836211955,7.594532065093517,206,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,vp_generation,xgb,0,0.8984563147892969,0.7228986892095501,1.3752943200524896,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 100}"
llava_1_5_7b,vp_generation,xgb,1,0.9020984752280853,0.73018028137146,2.1599619849584997,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 200}"
llava_1_5_7b,vp_generation,xgb,2,0.9007529293093044,0.7260463975995165,4.871715867891908,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 500}"
llava_1_5_7b,vp_generation,xgb,3,0.903112588149469,0.7290430293865554,2.840600087074563,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 100}"
llava_1_5_7b,vp_generation,xgb,4,0.9023902803670981,0.7283900844376202,5.088492225855589,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200}"
llava_1_5_7b,vp_generation,xgb,5,0.9019669827889005,0.7221777342260889,10.927011961117387,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 500}"
llava_1_5_7b,vp_generation,xgb,6,0.9020192195113166,0.7265982359255685,5.94157036812976,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 100}"
llava_1_5_7b,vp_generation,xgb,7,0.9035818180180668,0.7333137878195112,9.918728529009968,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 200}"
llava_1_5_7b,vp_generation,xgb,8,0.9042014536218962,0.734530799959027,17.018865945981815,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 500}"
llava_1_5_7b,vp_generation,xgb,9,0.8944088694352129,0.7186104518770976,1.2971094171516597,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 100}"
llava_1_5_7b,vp_generation,xgb,10,0.9010794088244036,0.7306513427273867,2.29437024705112,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 200}"
llava_1_5_7b,vp_generation,xgb,11,0.9049363702682985,0.7363306656984485,4.95015836507082,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 500}"
llava_1_5_7b,vp_generation,xgb,12,0.899099366854899,0.7202698828297686,2.914367265999317,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 100}"
llava_1_5_7b,vp_generation,xgb,13,0.9038033737717615,0.7298120151137653,5.057962373131886,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 200}"
llava_1_5_7b,vp_generation,xgb,14,0.9050318373816794,0.7321076435428491,11.297946512931958,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 500}"
llava_1_5_7b,vp_generation,xgb,15,0.9002566804463539,0.7246504930156172,6.430210130987689,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 100}"
llava_1_5_7b,vp_generation,xgb,16,0.9050156259850674,0.7354088038948497,11.006185099016875,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 200}"
llava_1_5_7b,vp_generation,xgb,17,0.9065322922014176,0.7373081854710434,22.07019080594182,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 500}"
llava_1_5_7b,ae_only_visual,one_hidden,0,0.8100321526032801,0.5577438074288993,2.0211690010037273,53,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,ae_only_visual,one_hidden,1,0.8242936784559545,0.579518550857832,3.15502559999004,278,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,ae_only_visual,one_hidden,2,0.8155926616411336,0.564860474949541,11.934372558025643,184,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,ae_only_visual,one_hidden,3,0.7720659623715472,0.5020308651456545,5.51664900011383,500,True,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,ae_only_visual,one_hidden,4,0.8255050300361153,0.5847519771139117,8.960990499006584,90,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,ae_only_visual,one_hidden,5,0.8207370781659507,0.5697368309926677,3.798398836981505,262,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,ae_only_visual,one_hidden,6,0.8248601767042232,0.5789345497604087,27.10606330796145,222,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,ae_only_visual,one_hidden,7,0.7791296281285744,0.5106222551397742,7.395280690165237,500,True,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,ae_only_visual,one_hidden,8,0.8051083911990129,0.5544043611712042,10.561330806929618,71,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,ae_only_visual,one_hidden,9,0.8336998910233895,0.5945051154519896,7.710199079941958,309,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,ae_only_visual,one_hidden,10,0.8303648464870804,0.5909770958388337,32.304615542059764,152,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,ae_only_visual,one_hidden,11,0.777700323327299,0.5097257470381464,12.330470365006477,500,True,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,ae_only_visual,xgb,0,0.8358001675177651,0.5935456496927521,0.486107531003654,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 100}"
llava_1_5_7b,ae_only_visual,xgb,1,0.8434033125287077,0.5966491910802367,0.5059817261062562,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 200}"
llava_1_5_7b,ae_only_visual,xgb,2,0.841301234768042,0.5926880899101375,1.163999540032819,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 500}"
llava_1_5_7b,ae_only_visual,xgb,3,0.8452239424315293,0.6174537123256298,0.5882164491340518,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 100}"
llava_1_5_7b,ae_only_visual,xgb,4,0.8448362198625634,0.60879250505597,1.0460914007853717,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200}"
llava_1_5_7b,ae_only_visual,xgb,5,0.8457485612385506,0.6101652248269271,2.3093199669383466,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 500}"
llava_1_5_7b,ae_only_visual,xgb,6,0.8436469337944575,0.6084378154810324,1.171637463150546,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 100}"
llava_1_5_7b,ae_only_visual,xgb,7,0.849973881638792,0.6180394032520623,1.9173514819703996,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 200}"
llava_1_5_7b,ae_only_visual,xgb,8,0.8497622328496932,0.613796658300606,3.8014795270282775,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 500}"
llava_1_5_7b,ae_only_visual,xgb,9,0.8229787540641071,0.5831641028367671,0.3010350139811635,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 100}"
llava_1_5_7b,ae_only_visual,xgb,10,0.837155620401142,0.5966444958009748,0.5132941859774292,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 200}"
llava_1_5_7b,ae_only_visual,xgb,11,0.8451523420964938,0.6036938327124028,1.152780967997387,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 500}"
llava_1_5_7b,ae_only_visual,xgb,12,0.8394927634126792,0.6203072324033481,0.637352927820757,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 100}"
llava_1_5_7b,ae_only_visual,xgb,13,0.8454193798240163,0.619924266953126,1.113415651023388,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 200}"
llava_1_5_7b,ae_only_visual,xgb,14,0.844262516549134,0.6172295912207936,2.503082453040406,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 500}"
llava_1_5_7b,ae_only_visual,xgb,15,0.846385308872137,0.6280660715224019,1.4239406720735133,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 100}"
llava_1_5_7b,ae_only_visual,xgb,16,0.849341637170931,0.6260379616096392,2.3104746860917658,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 200}"
llava_1_5_7b,ae_only_visual,xgb,17,0.8511739753046391,0.6225729697099109,4.6456857160665095,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 500}"
llava_1_5_7b,ae_only_visual_prompt_sum,one_hidden,0,0.8406419713058282,0.5897716008909006,2.4436133729759604,59,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,ae_only_visual_prompt_sum,one_hidden,1,0.8424364828474418,0.5987231986205233,2.6345949040260166,231,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,ae_only_visual_prompt_sum,one_hidden,2,0.8391892500427801,0.5880278291413646,6.284795693820342,133,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
