model,group,classifier,index,validation_AUROC,validation_HALL_AUPR,seconds,n_iter,convergence_warning,params
qwen2_5_vl_7b,ae_only_visual,one_hidden,5,0.6849733236493902,0.2628779050487613,1.9565469399094582,225,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
qwen2_5_vl_7b,ae_only_visual,one_hidden,6,0.6895822980433703,0.27144713912155055,13.349675545003265,225,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
qwen2_5_vl_7b,ae_only_visual,one_hidden,7,0.5506277270220237,0.11936689321419638,0.1305539368186146,15,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
qwen2_5_vl_7b,ae_only_visual,one_hidden,8,0.6813855319706642,0.2549542516722587,2.1245521171949804,88,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
qwen2_5_vl_7b,ae_only_visual,one_hidden,9,0.68781843698975,0.277707879997197,4.223755941027775,297,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
qwen2_5_vl_7b,ae_only_visual,one_hidden,10,0.6869501586382775,0.26757619373293506,12.201260814908892,159,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
qwen2_5_vl_7b,ae_only_visual,one_hidden,11,0.5542482839215601,0.11964004942140681,0.2757217949256301,15,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
qwen2_5_vl_7b,ae_only_visual,xgb,0,0.6747178095357713,0.2582282822934535,0.3998322649858892,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_visual,xgb,1,0.6855849411045156,0.2586193331964418,0.5957808799576014,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_visual,xgb,2,0.6813691493602592,0.2596882406080019,0.9168264849577099,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_visual,xgb,3,0.6929625766569645,0.26672178475502656,0.4127893859986216,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_visual,xgb,4,0.6891563501728365,0.2526499771272293,0.766336620086804,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_visual,xgb,5,0.6922362809290031,0.2691512139133775,1.5822674138471484,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_visual,xgb,6,0.698893081623626,0.2819087336940349,0.6845979299396276,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_visual,xgb,7,0.7032972733875416,0.2863826970095244,1.1400534850545228,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_visual,xgb,8,0.7011948383855483,0.2862226330397807,2.096920175012201,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_visual,xgb,9,0.668547026283168,0.25548236302315236,0.21828817599453032,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_visual,xgb,10,0.672025600559193,0.25809278442731814,0.3939972850494087,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_visual,xgb,11,0.690253985069981,0.27127117960701125,0.8800439180340618,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_visual,xgb,12,0.6804134970866258,0.2509862929709285,0.43014995101839304,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_visual,xgb,13,0.6879221935223159,0.2615301450630253,0.8064847639761865,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_visual,xgb,14,0.6905488720572737,0.2633002939143351,1.77892941609025,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_visual,xgb,15,0.6910894982006432,0.26636717049047237,0.7500041530001909,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_visual,xgb,16,0.6985872728960634,0.2680648653003875,1.3691635699942708,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_visual,xgb,17,0.7026610820168087,0.2722253721960515,2.631453542970121,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,one_hidden,0,0.6758017922575783,0.2740082327459274,0.32393526285886765,43,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,one_hidden,1,0.7971450570933973,0.3738558033707867,1.7602953410241753,278,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,one_hidden,2,0.790652082502826,0.3575656951554503,5.75193538912572,231,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,one_hidden,3,0.497518034523621,0.10586465092410226,0.7557280401233584,120,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,one_hidden,4,0.782690133845927,0.3152529543267025,3.062268395908177,145,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,one_hidden,5,0.7845577514321131,0.35037088487056717,2.0221741020213813,221,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,one_hidden,6,0.7863052298753284,0.3590904170924602,11.031320070149377,200,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,one_hidden,7,0.5005351652732346,0.11705689408194746,1.3409310372080654,159,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,one_hidden,8,0.5973645840728262,0.24692266323880502,0.450567927910015,31,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,one_hidden,9,0.7948842568574876,0.3501903036351658,3.728659545071423,275,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,one_hidden,10,0.7874465517335532,0.3718095700403059,21.379081994993612,238,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,one_hidden,11,0.46197323081459796,0.10104243199491922,1.5713149819057435,116,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,xgb,0,0.8143522588889314,0.379579012216544,0.3619705140590668,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,xgb,1,0.8138717023170472,0.36891508350144164,0.6072873850353062,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,xgb,2,0.8193107289715542,0.3721907233181218,1.0738603570498526,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,xgb,3,0.8180383462300883,0.3836699700730325,0.4457120730075985,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,xgb,4,0.8275457211352057,0.38638448596312286,0.7494101580232382,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,xgb,5,0.823949738151277,0.37151181784338705,1.6975310379639268,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,xgb,6,0.818699111516429,0.36789427284317966,0.7166210361756384,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,xgb,7,0.8235729381119588,0.37169638060376675,1.1482507849577814,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,xgb,8,0.8201626247126217,0.3684912234939803,2.0728781858924776,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,xgb,9,0.8027151446311456,0.37651702714632124,0.22757714404724538,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,xgb,10,0.8147181371879795,0.39049141436033535,0.403564453125,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,xgb,11,0.8176451635803649,0.38233572221014617,0.909478624118492,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,xgb,12,0.8123317369389638,0.3927107394012049,0.4819340039975941,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,xgb,13,0.8163700504038314,0.3854928888344925,0.8455186220817268,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,xgb,14,0.8282337907722215,0.38388847777692514,1.7764734679367393,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,xgb,15,0.8126375456665265,0.3920554050274764,0.8553262669593096,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,xgb,16,0.81534613725351,0.38362833666571716,1.3811442360747606,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_visual_prompt_sum,xgb,17,0.8245258599505245,0.3874778332935316,2.5644941481295973,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_generation,one_hidden,0,0.6575433729610476,0.16981703106266732,0.29611942591145635,38,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
qwen2_5_vl_7b,ae_only_generation,one_hidden,1,0.6599953036516838,0.1743800284778919,1.0170566781889647,152,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
qwen2_5_vl_7b,ae_only_generation,one_hidden,2,0.6575761381818579,0.16932509634738754,1.2057690699584782,103,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
qwen2_5_vl_7b,ae_only_generation,one_hidden,3,0.5533335881739396,0.11863083617723773,0.11861566198058426,17,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
qwen2_5_vl_7b,ae_only_generation,one_hidden,4,0.659552973170745,0.17248185286035916,0.519205184886232,44,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
qwen2_5_vl_7b,ae_only_generation,one_hidden,5,0.6634274605315611,0.17618249473103337,1.47752252407372,169,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
qwen2_5_vl_7b,ae_only_generation,one_hidden,6,0.6722768005854052,0.18073083660831787,9.084520037984475,178,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
qwen2_5_vl_7b,ae_only_generation,one_hidden,7,0.5641897980024138,0.12102739522596614,0.133602345129475,15,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
qwen2_5_vl_7b,ae_only_generation,one_hidden,8,0.6558395814789129,0.16983997726572392,0.47473330493085086,31,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
qwen2_5_vl_7b,ae_only_generation,one_hidden,9,0.6651612867994385,0.1746007938369765,2.229450765065849,162,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
qwen2_5_vl_7b,ae_only_generation,one_hidden,10,0.6642602432271558,0.1739323861739679,3.6452867568004876,92,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
qwen2_5_vl_7b,ae_only_generation,one_hidden,11,0.5765259036374856,0.12777516147147047,0.21388605399988592,15,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
qwen2_5_vl_7b,ae_only_generation,xgb,0,0.6748707138995527,0.1919581311339435,0.5049364129081368,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_generation,xgb,1,0.6799984709563622,0.20283733121153383,0.42525968607515097,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_generation,xgb,2,0.6893747849782385,0.205760687976177,0.8772185551933944,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_generation,xgb,3,0.6887795501335183,0.19313205947807122,0.42283301311545074,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_generation,xgb,4,0.6859016715723483,0.18893206819146635,0.7269955729134381,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_generation,xgb,5,0.691389846058071,0.20295325117568525,1.616424473002553,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_generation,xgb,6,0.6933284549560127,0.20770946537957216,0.6719695071224123,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_generation,xgb,7,0.6886594109905471,0.20444141972266242,1.1518914529588073,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_generation,xgb,8,0.6833978626154291,0.2151429333716734,2.1150032728910446,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_generation,xgb,9,0.6803752709956805,0.19743303687427316,0.22770631406456232,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_generation,xgb,10,0.6866115846899044,0.19725727726328796,0.37775105400942266,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_generation,xgb,11,0.6884191327046052,0.20103873864107413,0.8796841420698911,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_generation,xgb,12,0.6916847330453634,0.20199440092615217,0.4372442150488496,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_generation,xgb,13,0.6885665761982515,0.19433560706634342,0.7694187199231237,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_generation,xgb,14,0.688288071821364,0.1977805598490002,1.773971868911758,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_generation,xgb,15,0.6971346814401408,0.19762566484512897,0.7486048550345004,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_generation,xgb,16,0.7044030995898886,0.20739254560620568,1.3007896540220827,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_generation,xgb,17,0.704430403940564,0.2122126532255352,2.6127455399837345,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_vp_generation,one_hidden,0,0.7459739734929364,0.2677612336789593,4.005873593036085,166,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
qwen2_5_vl_7b,ae_only_vp_generation,one_hidden,1,0.7569421311591789,0.30126310061646855,1.2372128770221025,184,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
qwen2_5_vl_7b,ae_only_vp_generation,one_hidden,2,0.7457418865121969,0.28948481683714933,8.188367150956765,192,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
qwen2_5_vl_7b,ae_only_vp_generation,one_hidden,3,0.6660623303717215,0.160305370191281,1.8380880649201572,271,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
qwen2_5_vl_7b,ae_only_vp_generation,one_hidden,4,0.7209986839302975,0.22249629113354208,0.8644933451432735,75,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
qwen2_5_vl_7b,ae_only_vp_generation,one_hidden,5,0.7362672768278897,0.2503883917291744,1.318910710979253,132,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
qwen2_5_vl_7b,ae_only_vp_generation,one_hidden,6,0.7259626148830555,0.25180681901537777,3.3044445659033954,113,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
qwen2_5_vl_7b,ae_only_vp_generation,one_hidden,7,0.6662589216965831,0.16231722681907507,1.8966696159914136,192,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
qwen2_5_vl_7b,ae_only_vp_generation,one_hidden,8,0.7104264393488458,0.2188744341486241,1.0130716650746763,57,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
qwen2_5_vl_7b,ae_only_vp_generation,one_hidden,9,0.7792115595699018,0.33366805615202566,3.9683946559671313,248,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
qwen2_5_vl_7b,ae_only_vp_generation,one_hidden,10,0.7623647752032809,0.3223456616761246,19.896214285865426,179,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
qwen2_5_vl_7b,ae_only_vp_generation,one_hidden,11,0.677104209784787,0.17172530017006038,5.744594383984804,364,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
qwen2_5_vl_7b,ae_only_vp_generation,xgb,0,0.8089951452864499,0.3840290152471799,0.41644191602244973,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_vp_generation,xgb,1,0.8187264158671042,0.3867474896718912,0.8212897249031812,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_vp_generation,xgb,2,0.817713424457053,0.3878122197283532,1.7634004959836602,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_vp_generation,xgb,3,0.8107590063400703,0.3998801788552121,0.8962678080424666,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_vp_generation,xgb,4,0.8206814073754513,0.40481384750525284,1.5616258159279823,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_vp_generation,xgb,5,0.8195155116016186,0.40881042422895075,3.007080359151587,,False,"{""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_vp_generation,xgb,6,0.8165966765144358,0.41485737170595044,1.4629080698359758,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_vp_generation,xgb,7,0.8289928517209932,0.4240682280595714,2.322762990137562,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_vp_generation,xgb,8,0.8298911648582086,0.4337178988852578,3.822938234079629,,False,"{""learning_rate"": 0.1, ""max_depth"": 8, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_vp_generation,xgb,9,0.7992857181863358,0.3847472155087205,0.4455121490173042,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_vp_generation,xgb,10,0.8084162930521348,0.39296218127995014,0.7797340019606054,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_vp_generation,xgb,11,0.8233572337416243,0.41802075370256986,1.827217677142471,,False,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_vp_generation,xgb,12,0.8067616494012155,0.4081475525658424,0.9626491898670793,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_vp_generation,xgb,13,0.816285406916738,0.42014876619838826,1.6796945508103818,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_vp_generation,xgb,14,0.8212711813500363,0.4231254670909402,3.4960623579099774,,False,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 500}"
qwen2_5_vl_7b,ae_only_vp_generation,xgb,15,0.810043632352379,0.4003313162188475,1.7206386860925704,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 100}"
qwen2_5_vl_7b,ae_only_vp_generation,xgb,16,0.8212547987396311,0.4046699373346267,2.8111744232010096,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 200}"
qwen2_5_vl_7b,ae_only_vp_generation,xgb,17,0.8283839647009354,0.4175287706539997,5.063534498913214,,False,"{""learning_rate"": 0.05, ""max_depth"": 8, ""n_estimators"": 500}"
llava_1_5_7b,visual,one_hidden,0,0.8859726387650518,0.7010213621323074,6.979141969000921,97,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,visual,one_hidden,1,0.899857699963074,0.7305657027571393,3.0682037509977818,257,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,visual,one_hidden,2,0.9002485747480479,0.7184245877945696,33.07783711794764,267,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,visual,one_hidden,3,0.8777039258598794,0.6805339917141563,4.093831333797425,354,False,"{""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,visual,one_hidden,4,0.8929588500716004,0.7049939351528822,15.4739735359326,120,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,visual,one_hidden,5,0.894399863103762,0.7198583743008455,3.0960478319320828,173,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,visual,one_hidden,6,0.8972773860023597,0.7136813102138657,20.797485143179074,141,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,visual,one_hidden,7,0.8783622886889484,0.6761996516783645,5.055468766018748,294,False,"{""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,visual,one_hidden,8,0.8872794574585935,0.7049279812668191,12.12587154400535,71,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,visual,one_hidden,9,0.9035457926922627,0.7312066295863657,8.897177002159879,303,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,visual,one_hidden,10,0.8999081354191998,0.6991271836655287,80.62668959517032,247,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""adam""}"
llava_1_5_7b,visual,one_hidden,11,0.8793998180721048,0.6799767579117895,9.575810477137566,326,False,"{""hidden_layer_sizes"": [256], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""solver"": ""sgd""}"
llava_1_5_7b,visual,xgb,0,0.8939009123413759,0.7167761298680105,0.7612671530805528,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 100}"
llava_1_5_7b,visual,xgb,1,0.896396566786451,0.7183278283157519,1.0477950230706483,,False,"{""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 200}"
