signal,label,layer,mean,median,q25,q75
S,0,20,9.676686,9.284903,5.970216751098633,12.764227867126465
S,0,21,12.771842,12.918451,8.39858341217041,16.987003326416016
S,0,22,12.7969475,12.974507,9.393842697143555,16.138938903808594
S,0,23,7.8018894,7.637149,5.776074409484863,9.538187026977539
S,0,24,20.838648,20.97654,16.010883331298828,25.597015380859375
S,0,25,25.509912,25.176628,20.298158645629883,30.56572151184082
S,0,26,10.438623,10.118274,6.98207950592041,13.390809059143066
S,0,27,22.888025,22.824762,16.466524124145508,28.854019165039062
S,0,28,15.914476,15.04969,10.679654121398926,20.166025161743164
S,0,29,17.667418,16.078482,10.29190444946289,23.736461639404297
S,0,30,32.218956,30.566774,21.66556167602539,40.44615173339844
S,0,31,16.398428,15.328432,9.930278778076172,21.79632568359375
S,0,32,22.901588,21.629753,13.735044479370117,30.389514923095703
S,0,33,25.666573,22.865097,13.528926849365234,36.30233383178711
S,0,34,37.483307,35.13934,22.266765594482422,50.003639221191406
S,0,35,36.06027,32.497093,21.789695739746094,47.59163284301758
S,0,36,26.380365,24.833607,19.826622009277344,31.489112854003906
S,1,1,0.7321697,0.6286577,0.3722401335835457,0.9915814995765686
S,1,2,0.14848204,0.09958632,0.0517884474247694,0.1819334253668785
S,1,3,0.66670614,0.4383493,0.2767764925956726,0.7831051200628281
S,1,4,0.43775916,0.29649955,0.1512204185128212,0.5704813301563263
S,1,5,0.63371015,0.44269872,0.20949816331267357,0.782206803560257
S,1,6,1.2383476,0.9805974,0.5700611025094986,1.6037419438362122
S,1,7,1.7196364,1.3138405,0.5527665615081787,2.67777156829834
S,1,8,1.1157944,0.95486706,0.5785811692476273,1.5349812507629395
S,1,9,6.1908197,5.692627,3.869802713394165,8.29922103881836
S,1,10,9.425118,9.358557,5.488392472267151,12.505780220031738
S,1,11,7.130593,6.8606095,4.96721887588501,9.019419193267822
S,1,12,7.224712,6.9471173,4.969272494316101,9.268331527709961
S,1,13,6.4676456,5.9303484,4.429506897926331,8.167271137237549
S,1,14,11.276983,10.775196,8.434417009353638,14.138327836990356
S,1,15,9.438643,9.56039,7.478629231452942,11.564703226089478
S,1,16,12.492035,12.571735,9.892709732055664,15.072659492492676
S,1,17,11.086248,10.673032,8.232590436935425,13.612746238708496
S,1,18,13.224675,13.4173975,10.849159002304077,15.685122728347778
S,1,19,16.97216,17.218147,14.721391916275024,19.572179794311523
S,1,20,12.681175,12.292973,9.547122955322266,15.621175050735474
S,1,21,16.00856,16.27864,12.827419757843018,19.508187770843506
S,1,22,16.529446,16.629395,13.185142278671265,19.926979064941406
S,1,23,9.140646,8.990585,7.021031856536865,11.10537838935852
S,1,24,24.585642,25.042717,19.958192825317383,29.825290203094482
S,1,25,29.901026,30.393517,24.276249408721924,36.07872772216797
S,1,26,13.153342,12.769037,9.151405572891235,16.924220085144043
S,1,27,25.731323,26.001019,19.578372478485107,31.771946907043457
S,1,28,21.561615,21.018082,14.899532318115234,27.713857173919678
S,1,29,24.624968,23.23446,16.234753131866455,31.959362506866455
S,1,30,38.707664,35.58503,23.731335639953613,50.507527351379395
S,1,31,19.744843,18.12412,12.510330200195312,25.227810382843018
S,1,32,29.909508,28.429695,19.36259651184082,39.14793014526367
S,1,33,28.558535,26.317244,16.522932052612305,38.862159729003906
S,1,34,42.05162,38.63636,25.19937801361084,55.77994346618652
S,1,35,41.017563,37.370697,25.842527389526367,53.09500789642334
S,1,36,32.112988,29.673407,22.843624591827393,38.95106601715088
S_C,0,1,0.22054702,0.1726784,0.108792744576931,0.2791612148284912
S_C,0,2,0.36447734,0.28696063,0.20615361630916595,0.42327681183815
S_C,0,3,1.452506,1.1566525,0.802518904209137,1.7346312999725342
S_C,0,4,0.73093873,0.5228164,0.3439837396144867,0.8680163621902466
S_C,0,5,0.45621678,0.3374819,0.1803985834121704,0.5774927139282227
S_C,0,6,0.5134491,0.40498987,0.26593127846717834,0.6304959058761597
S_C,0,7,0.58890057,0.40632293,0.1928318738937378,0.8272688984870911
S_C,0,8,0.46802756,0.397157,0.2509801983833313,0.592082142829895
S_C,0,9,2.621807,2.4241824,1.5706071853637695,3.4370501041412354
S_C,0,10,4.3735905,4.136538,2.684701919555664,5.73600959777832
S_C,0,11,3.3217425,3.11429,2.0867693424224854,4.301963806152344
S_C,0,12,3.364339,3.2452574,2.332813262939453,4.2366180419921875
S_C,0,13,2.4969358,2.327392,1.739628791809082,3.0430073738098145
S_C,0,14,5.6851115,5.4417324,3.8849081993103027,7.33582067489624
S_C,0,15,4.292744,4.2444983,3.1641428470611572,5.400085926055908
S_C,0,16,6.3909955,6.2788496,4.723848342895508,7.982828140258789
S_C,0,17,4.8585696,4.6748447,3.4811747074127197,5.996865749359131
S_C,0,18,6.3125134,6.3368626,4.79598331451416,7.808408260345459
S_C,0,19,8.235145,8.484488,6.443606376647949,10.073905944824219
S_C,0,20,5.228911,5.017418,3.201890468597412,6.924126625061035
S_C,0,21,6.9319606,6.9663014,4.476075172424316,9.209694862365723
S_C,0,22,6.9471216,7.0377693,5.090910911560059,8.792360305786133
S_C,0,23,4.212524,4.110838,3.114534616470337,5.145336627960205
S_C,0,24,11.822911,11.807742,8.91722297668457,14.628439903259277
S_C,0,25,14.003259,13.829765,11.160871505737305,16.755321502685547
S_C,0,26,5.5364723,5.3689413,3.717445135116577,7.066685676574707
S_C,0,27,12.7187605,12.577809,9.03750991821289,16.041242599487305
S_C,0,28,8.083337,7.6598234,5.408958435058594,10.216257095336914
S_C,0,29,9.208175,8.277998,5.317876815795898,12.375965118408203
S_C,0,30,18.025839,16.853449,11.75002670288086,22.781326293945312
S_C,0,31,8.855195,8.22897,5.370128631591797,11.750295639038086
S_C,0,32,11.658867,10.913799,6.961981773376465,15.489124298095703
S_C,0,33,12.785195,11.293982,6.624473571777344,18.052583694458008
S_C,0,34,18.191124,17.04618,10.82216739654541,24.182804107666016
S_C,0,35,20.04052,18.117662,12.56198501586914,26.08316421508789
S_C,0,36,16.591629,15.587541,12.497730255126953,19.693025588989258
S_C,1,1,0.3267772,0.27901077,0.16227033361792564,0.42356984317302704
S_C,1,2,0.5813926,0.45302826,0.271204449236393,0.7902922034263611
S_C,1,3,2.221438,1.7625436,1.15688094496727,2.751069188117981
S_C,1,4,1.0402198,0.81479603,0.4446130841970444,1.3675189018249512
S_C,1,5,0.7910644,0.6254659,0.3450125530362129,1.0326963067054749
S_C,1,6,0.9247219,0.7437191,0.44112391769886017,1.2446180284023285
S_C,1,7,1.1638905,0.8947902,0.386547788977623,1.7940573990345001
S_C,1,8,0.7550435,0.6460871,0.39834462106227875,1.0307884216308594
S_C,1,9,3.576561,3.2562833,2.1989660263061523,4.773253679275513
S_C,1,10,5.914619,5.8121142,3.4288848638534546,7.889137625694275
S_C,1,11,4.3697767,4.1969805,2.9992421865463257,5.549801349639893
S_C,1,12,4.278966,4.0915956,2.9233075380325317,5.484130144119263
S_C,1,13,3.6764064,3.3480067,2.4980252981185913,4.614614844322205
S_C,1,14,6.5517087,6.2128477,4.851494669914246,8.234768867492676
S_C,1,15,5.4696555,5.543198,4.334312558174133,6.683582544326782
S_C,1,16,7.1482186,7.1601706,5.648613929748535,8.623441696166992
S_C,1,17,6.4310536,6.2067485,4.785787105560303,7.875515580177307
S_C,1,18,7.2854004,7.37014,5.902471423149109,8.688339948654175
S_C,1,19,9.420077,9.549988,8.144931316375732,10.879990100860596
S_C,1,20,6.883939,6.6638575,5.139555335044861,8.518376111984253
S_C,1,21,8.625586,8.7439785,6.849236607551575,10.561968564987183
S_C,1,22,9.012482,9.040695,7.142983555793762,10.879930257797241
S_C,1,23,4.924135,4.8366528,3.7703508734703064,5.990864872932434
S_C,1,24,13.894918,14.095531,11.140212297439575,16.948081016540527
S_C,1,25,16.37986,16.661425,13.270199298858643,19.729924201965332
S_C,1,26,6.986678,6.7650595,4.852815270423889,8.983012199401855
S_C,1,27,14.465747,14.533621,10.891205549240112,17.912968635559082
S_C,1,28,11.145456,10.797743,7.670137524604797,14.313801527023315
S_C,1,29,12.968597,12.150934,8.479706525802612,16.834609508514404
S_C,1,30,22.17018,19.983475,13.128597974777222,28.83111572265625
S_C,1,31,10.832013,9.900068,6.849603772163391,13.776090383529663
S_C,1,32,15.459788,14.60239,9.99475359916687,20.114561557769775
S_C,1,33,14.320854,13.111679,8.25300645828247,19.404004096984863
S_C,1,34,20.492657,18.838175,12.387449026107788,27.070466995239258
S_C,1,35,23.388227,21.5764,15.39998173713684,29.68209218978882
S_C,1,36,21.055578,19.560753,14.83465838432312,25.747809886932373
N_C,0,1,0.17608069,0.13206437,0.08180468529462814,0.22710712254047394
N_C,0,2,0.20862958,0.16461203,0.1164252907037735,0.2420354187488556
N_C,0,3,0.8512802,0.621412,0.4115249812602997,1.0034406185150146
N_C,0,4,0.4410954,0.31337237,0.2030024528503418,0.5230914950370789
N_C,0,5,0.2807542,0.20528172,0.10344918072223663,0.3535173535346985
N_C,0,6,0.31053248,0.24263255,0.15832746028900146,0.37453046441078186
N_C,0,7,0.3581762,0.23381877,0.0958157554268837,0.4960176646709442
N_C,0,8,0.28289753,0.23618786,0.14198970794677734,0.3629938066005707
N_C,0,9,1.6235417,1.4924017,0.9094070792198181,2.1692569255828857
N_C,0,10,2.5658622,2.3851478,1.5081950426101685,3.31097149848938
N_C,0,11,1.8249303,1.6955652,1.0703738927841187,2.4187114238739014
N_C,0,12,1.9131714,1.812795,1.296709656715393,2.4545795917510986
N_C,0,13,1.4034088,1.3116021,1.0394152402877808,1.648327112197876
N_C,0,14,2.8003838,2.6652281,1.8201370239257812,3.652902841567993
N_C,0,15,2.2270334,2.1249237,1.5259184837341309,2.8404581546783447
N_C,0,16,2.7797945,2.6351738,1.8938628435134888,3.5489461421966553
N_C,0,17,2.0849679,1.9631081,1.3786128759384155,2.6797308921813965
N_C,0,18,2.9730825,2.9104626,2.107696533203125,3.75264573097229
N_C,0,19,3.642994,3.679596,2.7323200702667236,4.547942638397217
N_C,0,20,2.3488724,2.2717347,1.3777506351470947,3.1450109481811523
N_C,0,21,3.6420689,3.5592318,2.1830074787139893,4.934529781341553
N_C,0,22,3.4502432,3.4536264,2.367504119873047,4.484398365020752
N_C,0,23,1.9178629,1.7958512,1.3010036945343018,2.3895907402038574
N_C,0,24,7.524404,7.43553,5.324512004852295,9.559349060058594
N_C,0,25,7.736741,7.48755,6.039758205413818,9.230171203613281
N_C,0,26,2.8210979,2.6281285,1.7322165966033936,3.76350474357605
N_C,0,27,6.807697,6.4279795,4.508864879608154,8.65213394165039
N_C,0,28,3.8782518,3.653504,2.4473586082458496,5.017526626586914
N_C,0,29,5.2205567,4.5250006,2.7820024490356445,7.138769626617432
N_C,0,30,11.493893,10.004216,6.403977394104004,14.741202354431152
N_C,0,31,4.689968,4.202648,2.677271604537964,6.190194129943848
N_C,0,32,5.819473,5.2104063,3.095698595046997,7.841960430145264
N_C,0,33,7.461331,5.9589906,3.286224365234375,10.454123497009277
N_C,0,34,8.267347,7.5224113,4.407177448272705,11.296262741088867
N_C,0,35,10.511721,9.174145,6.311999797821045,13.232834815979004
N_C,0,36,14.503754,13.753838,10.950271606445312,17.383121490478516
N_C,1,1,0.25685355,0.21480882,0.12306317500770092,0.33204294741153717
N_C,1,2,0.32107556,0.24439996,0.1549011766910553,0.41529473662376404
N_C,1,3,1.3636044,1.0209339,0.6304500997066498,1.6561760008335114
N_C,1,4,0.6267388,0.49041235,0.25619930028915405,0.8290280401706696
N_C,1,5,0.51062405,0.38741106,0.2115311585366726,0.6536356508731842
N_C,1,6,0.5780861,0.45778963,0.26655007153749466,0.7887361496686935
N_C,1,7,0.74520475,0.53406066,0.2159920185804367,1.127355307340622
N_C,1,8,0.46504617,0.39000225,0.23354539275169373,0.6409372240304947
N_C,1,9,2.1928554,1.981764,1.3161117732524872,2.9457289576530457
N_C,1,10,3.6452596,3.3093839,1.8843954801559448,4.781581282615662
N_C,1,11,2.4444742,2.3506494,1.6214752197265625,3.1516776084899902
N_C,1,12,2.3956084,2.2356954,1.5728996992111206,3.04561311006546
N_C,1,13,2.0139234,1.8027499,1.3817963302135468,2.498726546764374
N_C,1,14,3.216009,3.0958114,2.322482943534851,4.045772433280945
N_C,1,15,2.8009124,2.8091764,2.135105788707733,3.4834139347076416
N_C,1,16,3.0420816,2.9654737,2.2844552993774414,3.698240101337433
N_C,1,17,2.5503247,2.5224848,1.8899436593055725,3.1819536089897156
N_C,1,18,3.2941031,3.2639017,2.520125389099121,4.0289201736450195
N_C,1,19,3.9085014,3.8846617,3.2515386939048767,4.590496182441711
N_C,1,20,2.9401755,2.80545,2.1099071502685547,3.661176919937134
N_C,1,21,4.2063446,4.199999,3.206148624420166,5.21087646484375
N_C,1,22,4.136727,4.0803127,3.258496105670929,4.973471522331238
N_C,1,23,2.131185,2.0426958,1.5320006608963013,2.6167288422584534
N_C,1,24,8.429764,8.356716,6.4505873918533325,10.489264726638794
N_C,1,25,8.901576,8.8740425,7.06290340423584,10.762533187866211
N_C,1,26,3.5478277,3.4542732,2.3328309059143066,4.642107367515564
N_C,1,27,7.389523,7.0298576,5.077435851097107,9.368959665298462
N_C,1,28,5.457633,5.1959543,3.558867931365967,6.989139437675476
N_C,1,29,7.2643347,6.5604177,4.310070633888245,9.655471086502075
N_C,1,30,15.041267,12.622955,7.130329966545105,20.134404182434082
N_C,1,31,6.0797067,5.2894373,3.5117002725601196,7.640564322471619
N_C,1,32,8.150644,7.385926,4.812971711158752,10.369175672531128
N_C,1,33,8.053915,6.909387,3.9592944383621216,11.102461576461792
N_C,1,34,9.157592,8.1875725,4.914179801940918,12.373494863510132
N_C,1,35,12.414416,11.344193,8.050668954849243,15.81051516532898
N_C,1,36,18.423548,17.331314,13.080245971679688,22.780470371246338
kappa_C,0,1,0.7809359,0.7858938,0.7287417054176331,0.8401776552200317
kappa_C,0,2,0.5839643,0.58725476,0.4776359796524048,0.6934829950332642
kappa_C,0,3,0.5569055,0.5483649,0.4886123538017273,0.6161310076713562
kappa_C,0,4,0.59849626,0.5979093,0.5534215569496155,0.643114447593689
kappa_C,0,5,0.59783036,0.5998377,0.5538973212242126,0.6458919644355774
kappa_C,0,6,0.6037901,0.60821503,0.5542378425598145,0.6570707559585571
kappa_C,0,7,0.5562488,0.55202085,0.48891040682792664,0.6227450966835022
kappa_C,0,8,0.5896884,0.5923371,0.5409442186355591,0.6407915353775024
kappa_C,0,9,0.604203,0.6073698,0.5563978552818298,0.6549683809280396
kappa_C,0,10,0.5795813,0.5682561,0.5090895891189575,0.6395255923271179
kappa_C,0,11,0.5409927,0.53847647,0.489567369222641,0.5901595950126648
kappa_C,0,12,0.56424606,0.55997944,0.5081307888031006,0.6153101921081543
kappa_C,0,13,0.57558,0.5657642,0.5273116827011108,0.6173720955848694
kappa_C,0,14,0.48754987,0.48275578,0.432963103055954,0.5376390814781189
kappa_C,0,15,0.510966,0.50591236,0.46114203333854675,0.5552276968955994
kappa_C,0,16,0.42844513,0.42342195,0.3812723159790039,0.47147759795188904
kappa_C,0,17,0.4250978,0.41676843,0.3784284293651581,0.46436411142349243
kappa_C,0,18,0.4659365,0.46337843,0.4155910015106201,0.5119898319244385
kappa_C,0,19,0.440162,0.43520787,0.39166200160980225,0.4831105172634125
kappa_C,0,20,0.44643548,0.44327495,0.39413607120513916,0.4936226010322571
kappa_C,0,21,0.51434314,0.51133895,0.4516153931617737,0.5761032104492188
kappa_C,0,22,0.49189985,0.4834214,0.4293472468852997,0.5474587678909302
kappa_C,0,23,0.44745404,0.43836144,0.39710676670074463,0.49111562967300415
kappa_C,0,24,0.6288472,0.6284607,0.5702837109565735,0.6866543292999268
kappa_C,0,25,0.5538339,0.5493723,0.5046642422676086,0.5968290567398071
kappa_C,0,26,0.50012976,0.49246445,0.4353688061237335,0.5591658353805542
kappa_C,0,27,0.52517986,0.51910806,0.4532513916492462,0.5897687673568726
kappa_C,0,28,0.47869295,0.47005305,0.4161182641983032,0.532322883605957
kappa_C,0,29,0.55233824,0.5483534,0.4823368489742279,0.6164987683296204
kappa_C,0,30,0.6103297,0.6024532,0.5130960941314697,0.6996232271194458
kappa_C,0,31,0.52602786,0.5071192,0.45173144340515137,0.5830137729644775
kappa_C,0,32,0.4855534,0.47328138,0.4020528495311737,0.5561031699180603
kappa_C,0,33,0.54478526,0.53937846,0.45259523391723633,0.6293145418167114
kappa_C,0,34,0.4447699,0.4347621,0.3746815621852875,0.504582941532135
kappa_C,0,35,0.52672166,0.5179552,0.4571627676486969,0.5869128108024597
