model,scope,metric,layers,real_layer_mean,hall_layer_mean,hall_minus_real,hall_higher_layers,mixed_images,paired_mean_hall_minus_real
llava_1_5_7b,train,amp_median,32,0.5282441558361203,0.5232412283715197,-0.005002927464600638,14,1567,-0.0036610759109720523
llava_1_5_7b,train,cancellation,32,0.5031872417168861,0.48761409171939224,-0.01557314999749394,7,1567,-0.011395744778281675
llava_1_5_7b,train,closure,32,1.1667362661739646e-05,1.2765655025716268e-05,1.0982923639766216e-06,26,1567,1.3452749553706222e-06
llava_1_5_7b,train,gross_gain,32,0.5293125882742766,0.5170689002864377,-0.012243687987838939,7,1567,-0.010227529077869335
llava_1_5_7b,test,amp_fraction_gt1,32,0.05406099262531813,0.05486969757896234,0.0008087049536442041,4,399,0.001072230328727018
llava_1_5_7b,test,amp_mean,32,0.5324707638209781,0.5282295353826029,-0.004241228438375304,13,399,-0.002987607804882545
llava_1_5_7b,test,amp_median,32,0.5282185633393918,0.5230652195466864,-0.005153343792705358,13,399,-0.0033921774795657982
llava_1_5_7b,test,cancellation,32,0.5026827343413529,0.48686883610367415,-0.01581389823767866,7,399,-0.01193518930379962
llava_1_5_7b,test,closure,32,1.1833949388987143e-05,1.2474701065122872e-05,6.407516761357293e-07,22,399,1.0506490939774837e-06
llava_1_5_7b,test,gross_gain,32,0.5293417263660489,0.5172788975459188,-0.012062828820129996,7,399,-0.009832182504700455
qwen2_5_vl_7b,all,amp_fraction_gt1,28,0.04177982284853902,0.03755168046873693,-0.00422814237980208,9,703,-0.00340310624439898
qwen2_5_vl_7b,all,amp_mean,28,0.6155622000437296,0.6155092641903286,-5.293585340097884e-05,16,703,0.0012923153777355829
qwen2_5_vl_7b,all,amp_median,28,0.603867115206917,0.6039508038248481,8.368861793087355e-05,17,703,0.0012678731691274999
qwen2_5_vl_7b,all,cancellation,28,0.5126748754237584,0.5144892942912432,0.0018144188674847409,13,703,0.0040656367144503896
qwen2_5_vl_7b,all,closure,28,5.919160122742563e-06,7.1905890456392475e-06,1.2714289228966836e-06,26,703,6.210694050894368e-07
qwen2_5_vl_7b,all,gross_gain,28,0.6454707704764325,0.6423147711466696,-0.003155999329762928,13,703,-0.001113496073914628
qwen2_5_vl_7b,train,amp_fraction_gt1,28,0.041744199001565827,0.03770588545681507,-0.004038313544750758,10,572,-0.003570632707684897
qwen2_5_vl_7b,train,amp_mean,28,0.6157840384482001,0.615732839387789,-5.119906041115206e-05,16,572,0.0011081721163213026
qwen2_5_vl_7b,train,amp_median,28,0.6041386850821185,0.6040958956615327,-4.278942058594447e-05,16,572,0.0009605180716105382
qwen2_5_vl_7b,train,cancellation,28,0.5129433293457534,0.5150956497624182,0.0021523204166647375,14,572,0.004051161984045007
qwen2_5_vl_7b,train,closure,28,6.008035999188802e-06,7.452728992516094e-06,1.4446929933272927e-06,26,572,5.800997118210547e-07
qwen2_5_vl_7b,train,gross_gain,28,0.6456160407952778,0.642553111261563,-0.003062929533714838,13,572,-0.001253810943981741
qwen2_5_vl_7b,test,amp_fraction_gt1,28,0.041923606122442426,0.036934017866216313,-0.004989588256226106,8,131,-0.0026716166489826163
qwen2_5_vl_7b,test,amp_mean,28,0.6146668264447948,0.6146137416780965,-5.308476669827319e-05,16,131,0.0020963607634528958
qwen2_5_vl_7b,test,amp_median,28,0.6027710178152063,0.6033696436265427,0.0005986258113362675,15,131,0.0026099122208809505
qwen2_5_vl_7b,test,cancellation,28,0.5115913544939249,0.5120605589886683,0.0004692044947433959,14,131,0.004128839354083056
qwen2_5_vl_7b,test,closure,28,5.560443544600614e-06,6.140596799405756e-06,5.801532548051419e-07,25,131,7.999599741696995e-07
qwen2_5_vl_7b,test,gross_gain,28,0.6448844373367157,0.6413601082820962,-0.003524329054619514,11,131,-0.0005008235114841805
qwen3_vl_8b,all,amp_fraction_gt1,36,0.05154425729189923,0.05112504205950996,-0.0004192152323892799,11,1731,-0.0005855954722168267
qwen3_vl_8b,all,amp_mean,36,0.6277941366289019,0.6203468311078502,-0.007447305521051734,10,1731,-0.008456678144325783
qwen3_vl_8b,all,amp_median,36,0.6144902334800124,0.6076077908313302,-0.006882442648682259,10,1731,-0.007851619517332924
qwen3_vl_8b,all,cancellation,36,0.5300328066836716,0.5338077371119976,0.003774930428326025,25,1731,0.0035299909866725143
qwen3_vl_8b,all,closure,36,1.3516615112019456e-05,1.9988306733752177e-05,6.471691621732721e-06,35,1731,6.50602156988266e-06
qwen3_vl_8b,all,gross_gain,36,0.6609203883330389,0.648387514692549,-0.012532873640490078,9,1731,-0.013491420646667045
qwen3_vl_8b,train,amp_fraction_gt1,36,0.05157492654203739,0.0511553449398859,-0.000419581602151486,10,1386,-0.000701420137274843
qwen3_vl_8b,train,amp_mean,36,0.6278988569162607,0.6207356385675975,-0.007163218348663074,8,1386,-0.008165792705615783
qwen3_vl_8b,train,amp_median,36,0.6145787253458803,0.6079429683635879,-0.0066357569822924805,10,1386,-0.007522412106876813
qwen3_vl_8b,train,cancellation,36,0.5301842857151797,0.5346812290232458,0.004496943308065965,25,1386,0.004287593334192717
qwen3_vl_8b,train,closure,36,1.3449901112288265e-05,1.9983850825897036e-05,6.533949713608769e-06,35,1386,6.514019103088446e-06
qwen3_vl_8b,train,gross_gain,36,0.6609696599370884,0.6488939541730708,-0.012075705764017515,8,1386,-0.01316797220709112
qwen3_vl_8b,test,amp_fraction_gt1,36,0.0514249391299719,0.051003067093345525,-0.0004218720366263729,13,345,-0.00012028246998375149
qwen3_vl_8b,test,amp_mean,36,0.627386724248493,0.6187818057320842,-0.008604918516408837,7,345,-0.009625278776360734
qwen3_vl_8b,test,amp_median,36,0.6141459574793502,0.6062586363071072,-0.007887321172242957,10,345,-0.009174174505426182
qwen3_vl_8b,test,cancellation,36,0.5294434802564303,0.5302917628878461,0.0008482826314158112,19,345,0.00048640590359135677
qwen3_vl_8b,test,closure,36,1.37761647190979e-05,2.000624262641715e-05,6.230077907319252e-06,35,345,6.4738923495255e-06
qwen3_vl_8b,test,gross_gain,36,0.6607286980503001,0.6463489976362622,-0.014379700414037827,7,345,-0.014790839595224215
