model,head,AUROC_mean,AUROC_std,HALL_AUPR_mean,HALL_AUPR_std,ensemble_AUROC,ensemble_HALL_AUPR
qwen2_5_vl_7b,svar_native,0.8733739367306557,0.0022135577124323207,0.4705651882800607,0.006626181974365109,0.8740266748901395,0.47210203614272017
qwen2_5_vl_7b,metatoken_lr,0.8339372446226196,0.0,0.4408465141072135,0.0,0.8339372446226196,0.4408465141072135
qwen2_5_vl_7b,metatoken_gb,0.8272865109346492,0.00022532634560968999,0.3897540651391032,0.010005937748602015,0.8272916506051963,0.3945008461036113
