feature_set,variant,seed,threshold_rule,threshold,auroc,real_aupr,real_precision,real_recall,real_f1,hall_aupr,hall_precision,hall_recall,hall_f1
A,AE32_cosine,43,fixed_0.5,0.5,0.8380375846218432,0.975544844346439,0.9220125786163522,0.9464170432537121,0.9340554316661357,0.3793235181716069,0.4154929577464789,0.3224043715846995,0.3630769230769231
A,AE32_cosine,43,train_f1,0.44541919231414795,0.8380375846218432,0.975544844346439,0.9181538461538462,0.9632020658489348,0.9401386263390044,0.3793235181716069,0.4672897196261682,0.273224043715847,0.3448275862068966
A,AE32_cosine,44,fixed_0.5,0.5,0.8346191972963344,0.9755311094190117,0.9206153846153846,0.9657843770174306,0.9426591052299937,0.4057248365457314,0.5046728971962616,0.29508196721311475,0.3724137931034483
A,AE32_cosine,44,train_f1,0.594650149345398,0.8346191972963344,0.9755311094190117,0.9291587602783049,0.9483537766300839,0.9386581469648563,0.4057248365457314,0.47019867549668876,0.3879781420765027,0.4251497005988024
A,AE32_cosine,45,fixed_0.5,0.5,0.8329470449823084,0.9754569053514635,0.9199507389162561,0.9644932214331827,0.9416955562559093,0.37501294763142434,0.49074074074074076,0.2896174863387978,0.3642611683848797
A,AE32_cosine,45,train_f1,0.5623384118080139,0.8329470449823084,0.9754569053514635,0.9230287859824781,0.9522272433828276,0.9374006990784874,0.37501294763142434,0.44776119402985076,0.32786885245901637,0.3785488958990536
A,AE32,43,fixed_0.5,0.5,0.8383921232453866,0.9760032517425661,0.9213135068153655,0.959974176888315,0.9402466013278533,0.41001567224258934,0.4745762711864407,0.30601092896174864,0.37209302325581395
A,AE32,43,train_f1,0.5739957094192505,0.8383921232453866,0.9760032517425661,0.9292993630573249,0.9418979987088444,0.9355562680346264,0.41001567224258934,0.4444444444444444,0.39344262295081966,0.41739130434782606
A,AE32,44,fixed_0.5,0.5,0.8239054281450751,0.9747612924516974,0.9152029073288915,0.9754680438992899,0.944375,0.3783523590377556,0.5308641975308642,0.23497267759562843,0.32575757575757575
A,AE32,44,train_f1,0.6250103116035461,0.8239054281450751,0.9747612924516974,0.9231730168644597,0.9541639767591995,0.9384126984126984,0.3783523590377556,0.4580152671755725,0.32786885245901637,0.3821656050955414
A,AE32,45,fixed_0.5,0.5,0.8304793856074957,0.975243280952113,0.9226485148514851,0.9625564880568108,0.9421800947867298,0.39910568601334667,0.5,0.31693989071038253,0.3879598662207358
A,AE32,45,train_f1,0.555614173412323,0.8304793856074957,0.975243280952113,0.9252981795354677,0.9515816655907037,0.9382558879694463,0.39910568601334667,0.460431654676259,0.34972677595628415,0.39751552795031053
B,AE32_cosine,43,fixed_0.5,0.5,0.7962549432561815,0.9684121396488776,0.9022954679223072,0.9896707553260168,0.9439655172413793,0.3172421907624776,0.5151515151515151,0.09289617486338798,0.1574074074074074
B,AE32_cosine,43,train_f1,0.5282481908798218,0.7962549432561815,0.9684121396488776,0.9053254437869822,0.9877340219496449,0.9447360296387775,0.3172421907624776,0.5476190476190477,0.12568306010928962,0.20444444444444446
B,AE32_cosine,44,fixed_0.5,0.5,0.7968793545633177,0.9680607616523228,0.9014167650531287,0.9857972885732731,0.9417206290471786,0.31777398774178633,0.42105263157894735,0.08743169398907104,0.14479638009049775
B,AE32_cosine,44,train_f1,0.5431045889854431,0.7968793545633177,0.9680607616523228,0.9024390243902439,0.9793415106520336,0.9393188854489164,0.31777398774178633,0.37254901960784315,0.10382513661202186,0.1623931623931624
B,AE32_cosine,45,fixed_0.5,0.5,0.7892417812302666,0.9660123871321146,0.9051878354203936,0.9799870884441575,0.9411035337879727,0.3173464935523462,0.43636363636363634,0.13114754098360656,0.20168067226890757
