feature_set,dimensions,ensemble_auroc,reference_feature,reference_ensemble_auroc,ensemble_auroc_minus_reference,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,seed43_auroc,seed44_auroc,seed45_auroc
net_strength,28,0.8585761305548794,strength,0.8568510620283842,0.0017250685264951215,0.3985786447102376,0.4776239331314735,0.18214936247723132,0.2614434947768281,0.8490547400579256,0.8558809314664493,0.8589571272846575
D_OT+strength,84,0.8697202849008879,D_OT,0.8252494999417921,0.044470784959095844,0.3989768569507226,0.4657297027338067,0.22040072859744994,0.29721064797672864,0.867476637492195,0.8646121065238634,0.8671273904898982
