feature_set,dimensions,ensemble_auroc,raw_reference,raw_reference_ensemble_auroc,log1p_minus_raw_auroc,bounded_reference,bounded_reference_ensemble_auroc,log1p_minus_bounded_auroc,d_ot_ensemble_auroc,log1p_combo_minus_d_ot_auroc,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,seed43_auroc,seed44_auroc,seed45_auroc
log1p_strength,28,0.8484091622658017,strength,0.8568510620283842,-0.008441899762582583,bounded_strength,0.847551919623801,0.0008572426420005996,,,0.3776270064936722,0.4671201814058957,0.16393442622950818,0.23576616990041951,0.845625769489923,0.8425636846617067,0.8481093037284764
D_OT+log1p_strength,84,0.8831151421505854,D_OT+strength,0.8697202849008879,0.013394857249697467,D_OT+bounded_strength,0.8880716273851982,-0.004956485234612784,0.8252494999417921,0.05786564220879331,0.460000216493329,0.5396635741349332,0.3989071038251366,0.45824345516209525,0.8783368081646188,0.8621744330027834,0.873632556876109
