feature_set,dimensions,ensemble_auroc,raw_reference,raw_reference_ensemble_auroc,bounded_minus_raw_auroc,d_ot_ensemble_auroc,bounded_combo_minus_d_ot_auroc,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,seed43_auroc,seed44_auroc,seed45_auroc
bounded_strength,28,0.847551919623801,strength,0.8568510620283842,-0.009299142404583183,,,0.3683323057612446,0.435558618748942,0.21311475409836067,0.2787795875447971,0.8437278413360286,0.8454070491450504,0.8395509882984615
D_OT+bounded_strength,84,0.8880716273851982,D_OT+strength,0.8697202849008879,0.01835134248431025,0.8252494999417921,0.0628221274434061,0.48164842442644,0.5490140280773813,0.4080145719489982,0.4680418613975929,0.8836866372452524,0.8620880031890839,0.8847802389696156
