model,case_id,layer,strategy,lambda,finite_effect_norm
qwen2_5_vl_7b,qwen2_5_vl_7b:393547:7:21,21,highest_8_region,0.0,10.786470413208008
qwen2_5_vl_7b,qwen2_5_vl_7b:393547:7:21,21,highest_8_region,0.25,12.068133354187012
qwen2_5_vl_7b,qwen2_5_vl_7b:393547:7:21,21,highest_8_region,0.5,13.382976531982422
qwen2_5_vl_7b,qwen2_5_vl_7b:393547:7:21,21,highest_8_region,0.75,14.728026390075684
qwen2_5_vl_7b,qwen2_5_vl_7b:393547:7:21,21,highest_8_region,1.0,16.101186752319336
qwen2_5_vl_7b,qwen2_5_vl_7b:393547:7:21,21,highest_8_region,1.25,17.500938415527344
qwen2_5_vl_7b,qwen2_5_vl_7b:393547:7:21,21,deterministic_random_region,0.0,14.697277069091797
qwen2_5_vl_7b,qwen2_5_vl_7b:393547:7:21,21,deterministic_random_region,0.25,15.040939331054688
qwen2_5_vl_7b,qwen2_5_vl_7b:393547:7:21,21,deterministic_random_region,0.5,15.389605522155762
qwen2_5_vl_7b,qwen2_5_vl_7b:393547:7:21,21,deterministic_random_region,0.75,15.743086814880371
qwen2_5_vl_7b,qwen2_5_vl_7b:393547:7:21,21,deterministic_random_region,1.0,16.101186752319336
qwen2_5_vl_7b,qwen2_5_vl_7b:393547:7:21,21,deterministic_random_region,1.25,16.463748931884766
qwen2_5_vl_7b,qwen2_5_vl_7b:39900:37:14,14,highest_p_ffn_token,0.0,4.101624011993408
qwen2_5_vl_7b,qwen2_5_vl_7b:39900:37:14,14,highest_p_ffn_token,0.25,4.118633270263672
qwen2_5_vl_7b,qwen2_5_vl_7b:39900:37:14,14,highest_p_ffn_token,0.5,4.13702917098999
qwen2_5_vl_7b,qwen2_5_vl_7b:39900:37:14,14,highest_p_ffn_token,0.75,4.156801700592041
qwen2_5_vl_7b,qwen2_5_vl_7b:39900:37:14,14,highest_p_ffn_token,1.0,4.1779327392578125
qwen2_5_vl_7b,qwen2_5_vl_7b:39900:37:14,14,highest_p_ffn_token,1.25,4.200401782989502
qwen2_5_vl_7b,qwen2_5_vl_7b:39900:37:14,14,highest_8_region,0.0,3.0833868980407715
qwen2_5_vl_7b,qwen2_5_vl_7b:39900:37:14,14,highest_8_region,0.25,3.3101232051849365
qwen2_5_vl_7b,qwen2_5_vl_7b:39900:37:14,14,highest_8_region,0.5,3.5720691680908203
qwen2_5_vl_7b,qwen2_5_vl_7b:39900:37:14,14,highest_8_region,0.75,3.863037586212158
qwen2_5_vl_7b,qwen2_5_vl_7b:39900:37:14,14,highest_8_region,1.0,4.1779327392578125
qwen2_5_vl_7b,qwen2_5_vl_7b:39900:37:14,14,highest_8_region,1.25,4.512696266174316
qwen2_5_vl_7b,qwen2_5_vl_7b:39900:37:14,14,deterministic_random_region,0.0,3.5541977882385254
qwen2_5_vl_7b,qwen2_5_vl_7b:39900:37:14,14,deterministic_random_region,0.25,3.697406768798828
qwen2_5_vl_7b,qwen2_5_vl_7b:39900:37:14,14,deterministic_random_region,0.5,3.8496365547180176
qwen2_5_vl_7b,qwen2_5_vl_7b:39900:37:14,14,deterministic_random_region,0.75,4.010059833526611
qwen2_5_vl_7b,qwen2_5_vl_7b:39900:37:14,14,deterministic_random_region,1.0,4.1779327392578125
qwen2_5_vl_7b,qwen2_5_vl_7b:39900:37:14,14,deterministic_random_region,1.25,4.352588176727295
qwen2_5_vl_7b,qwen2_5_vl_7b:401429:17:21,21,highest_p_ffn_token,0.0,10.20220947265625
qwen2_5_vl_7b,qwen2_5_vl_7b:401429:17:21,21,highest_p_ffn_token,0.25,10.429949760437012
qwen2_5_vl_7b,qwen2_5_vl_7b:401429:17:21,21,highest_p_ffn_token,0.5,10.683452606201172
qwen2_5_vl_7b,qwen2_5_vl_7b:401429:17:21,21,highest_p_ffn_token,0.75,10.961236000061035
qwen2_5_vl_7b,qwen2_5_vl_7b:401429:17:21,21,highest_p_ffn_token,1.0,11.261820793151855
qwen2_5_vl_7b,qwen2_5_vl_7b:401429:17:21,21,highest_p_ffn_token,1.25,11.583749771118164
qwen2_5_vl_7b,qwen2_5_vl_7b:401429:17:21,21,highest_8_region,0.0,7.589807510375977
qwen2_5_vl_7b,qwen2_5_vl_7b:401429:17:21,21,highest_8_region,0.25,8.450852394104004
qwen2_5_vl_7b,qwen2_5_vl_7b:401429:17:21,21,highest_8_region,0.5,9.355289459228516
qwen2_5_vl_7b,qwen2_5_vl_7b:401429:17:21,21,highest_8_region,0.75,10.294322967529297
qwen2_5_vl_7b,qwen2_5_vl_7b:401429:17:21,21,highest_8_region,1.0,11.261820793151855
qwen2_5_vl_7b,qwen2_5_vl_7b:401429:17:21,21,highest_8_region,1.25,12.253460884094238
qwen2_5_vl_7b,qwen2_5_vl_7b:401429:17:21,21,deterministic_random_region,0.0,10.628552436828613
qwen2_5_vl_7b,qwen2_5_vl_7b:401429:17:21,21,deterministic_random_region,0.25,10.784181594848633
qwen2_5_vl_7b,qwen2_5_vl_7b:401429:17:21,21,deterministic_random_region,0.5,10.941643714904785
qwen2_5_vl_7b,qwen2_5_vl_7b:401429:17:21,21,deterministic_random_region,0.75,11.100876808166504
qwen2_5_vl_7b,qwen2_5_vl_7b:401429:17:21,21,deterministic_random_region,1.0,11.261820793151855
qwen2_5_vl_7b,qwen2_5_vl_7b:401429:17:21,21,deterministic_random_region,1.25,11.424421310424805
qwen2_5_vl_7b,qwen2_5_vl_7b:414744:22:7,7,highest_p_ffn_token,0.0,1.1564732789993286
qwen2_5_vl_7b,qwen2_5_vl_7b:414744:22:7,7,highest_p_ffn_token,0.25,1.1779272556304932
qwen2_5_vl_7b,qwen2_5_vl_7b:414744:22:7,7,highest_p_ffn_token,0.5,1.1996209621429443
qwen2_5_vl_7b,qwen2_5_vl_7b:414744:22:7,7,highest_p_ffn_token,0.75,1.2215464115142822
qwen2_5_vl_7b,qwen2_5_vl_7b:414744:22:7,7,highest_p_ffn_token,1.0,1.243687629699707
qwen2_5_vl_7b,qwen2_5_vl_7b:414744:22:7,7,highest_p_ffn_token,1.25,1.2660361528396606
qwen2_5_vl_7b,qwen2_5_vl_7b:414744:22:7,7,highest_8_region,0.0,0.9754661321640015
qwen2_5_vl_7b,qwen2_5_vl_7b:414744:22:7,7,highest_8_region,0.25,1.0396376848220825
qwen2_5_vl_7b,qwen2_5_vl_7b:414744:22:7,7,highest_8_region,0.5,1.1059796810150146
qwen2_5_vl_7b,qwen2_5_vl_7b:414744:22:7,7,highest_8_region,0.75,1.1741001605987549
qwen2_5_vl_7b,qwen2_5_vl_7b:414744:22:7,7,highest_8_region,1.0,1.243687629699707
qwen2_5_vl_7b,qwen2_5_vl_7b:414744:22:7,7,highest_8_region,1.25,1.3144887685775757
qwen2_5_vl_7b,qwen2_5_vl_7b:414744:22:7,7,deterministic_random_region,0.0,1.0831272602081299
qwen2_5_vl_7b,qwen2_5_vl_7b:414744:22:7,7,deterministic_random_region,0.25,1.1227731704711914
qwen2_5_vl_7b,qwen2_5_vl_7b:414744:22:7,7,deterministic_random_region,0.5,1.162771463394165
qwen2_5_vl_7b,qwen2_5_vl_7b:414744:22:7,7,deterministic_random_region,0.75,1.2030878067016602
qwen2_5_vl_7b,qwen2_5_vl_7b:414744:22:7,7,deterministic_random_region,1.0,1.243687629699707
qwen2_5_vl_7b,qwen2_5_vl_7b:414744:22:7,7,deterministic_random_region,1.25,1.284546136856079
qwen2_5_vl_7b,qwen2_5_vl_7b:431479:95:14,14,highest_p_ffn_token,0.0,0.7678642272949219
qwen2_5_vl_7b,qwen2_5_vl_7b:431479:95:14,14,highest_p_ffn_token,0.25,0.7680191993713379
qwen2_5_vl_7b,qwen2_5_vl_7b:431479:95:14,14,highest_p_ffn_token,0.5,0.7692967653274536
qwen2_5_vl_7b,qwen2_5_vl_7b:431479:95:14,14,highest_p_ffn_token,0.75,0.7716942429542542
qwen2_5_vl_7b,qwen2_5_vl_7b:431479:95:14,14,highest_p_ffn_token,1.0,0.7752022743225098
qwen2_5_vl_7b,qwen2_5_vl_7b:431479:95:14,14,highest_p_ffn_token,1.25,0.7798082232475281
qwen2_5_vl_7b,qwen2_5_vl_7b:431479:95:14,14,highest_8_region,0.0,0.5957632064819336
qwen2_5_vl_7b,qwen2_5_vl_7b:431479:95:14,14,highest_8_region,0.25,0.6338671445846558
qwen2_5_vl_7b,qwen2_5_vl_7b:431479:95:14,14,highest_8_region,0.5,0.6770364046096802
qwen2_5_vl_7b,qwen2_5_vl_7b:431479:95:14,14,highest_8_region,0.75,0.7243959903717041
qwen2_5_vl_7b,qwen2_5_vl_7b:431479:95:14,14,highest_8_region,1.0,0.7752022743225098
qwen2_5_vl_7b,qwen2_5_vl_7b:431479:95:14,14,highest_8_region,1.25,0.8288432359695435
qwen2_5_vl_7b,qwen2_5_vl_7b:431479:95:14,14,deterministic_random_region,0.0,0.6936073899269104
qwen2_5_vl_7b,qwen2_5_vl_7b:431479:95:14,14,deterministic_random_region,0.25,0.7127764821052551
qwen2_5_vl_7b,qwen2_5_vl_7b:431479:95:14,14,deterministic_random_region,0.5,0.7328122854232788
qwen2_5_vl_7b,qwen2_5_vl_7b:431479:95:14,14,deterministic_random_region,0.75,0.7536437511444092
qwen2_5_vl_7b,qwen2_5_vl_7b:431479:95:14,14,deterministic_random_region,1.0,0.7752022743225098
qwen2_5_vl_7b,qwen2_5_vl_7b:431479:95:14,14,deterministic_random_region,1.25,0.7974256277084351
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:14,14,highest_p_ffn_token,0.0,3.780592441558838
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:14,14,highest_p_ffn_token,0.25,3.821697235107422
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:14,14,highest_p_ffn_token,0.5,3.8637535572052
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:14,14,highest_p_ffn_token,0.75,3.906735420227051
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:14,14,highest_p_ffn_token,1.0,3.95062255859375
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:14,14,highest_p_ffn_token,1.25,3.9953885078430176
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:14,14,highest_8_region,0.0,3.0617361068725586
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:14,14,highest_8_region,0.25,3.2787351608276367
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:14,14,highest_8_region,0.5,3.499559164047241
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:14,14,highest_8_region,0.75,3.723663091659546
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:14,14,highest_8_region,1.0,3.95062255859375
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:14,14,highest_8_region,1.25,4.180090427398682
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:14,14,deterministic_random_region,0.0,3.6235928535461426
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:14,14,deterministic_random_region,0.25,3.704087495803833
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:14,14,deterministic_random_region,0.5,3.785458564758301
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:14,14,deterministic_random_region,0.75,3.8676528930664062
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:14,14,deterministic_random_region,1.0,3.95062255859375
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:14,14,deterministic_random_region,1.25,4.034323692321777
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:28,28,highest_p_ffn_token,0.0,39.418087005615234
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:28,28,highest_p_ffn_token,0.25,39.46711730957031
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:28,28,highest_p_ffn_token,0.5,39.52185821533203
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:28,28,highest_p_ffn_token,0.75,39.58236312866211
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:28,28,highest_p_ffn_token,1.0,39.64865493774414
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:28,28,highest_p_ffn_token,1.25,39.720516204833984
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:28,28,highest_8_region,0.0,34.208187103271484
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:28,28,highest_8_region,0.25,35.49105453491211
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:28,28,highest_8_region,0.5,36.829978942871094
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:28,28,highest_8_region,0.75,38.217933654785156
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:28,28,highest_8_region,1.0,39.64865493774414
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:28,28,highest_8_region,1.25,41.116695404052734
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:28,28,deterministic_random_region,0.0,34.208187103271484
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:28,28,deterministic_random_region,0.25,35.49105453491211
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:28,28,deterministic_random_region,0.5,36.829978942871094
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:28,28,deterministic_random_region,0.75,38.217933654785156
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:28,28,deterministic_random_region,1.0,39.64865493774414
qwen2_5_vl_7b,qwen2_5_vl_7b:460131:54:28,28,deterministic_random_region,1.25,41.116695404052734
qwen2_5_vl_7b,qwen2_5_vl_7b:466090:5:28,28,highest_p_ffn_token,0.0,48.84423828125
qwen2_5_vl_7b,qwen2_5_vl_7b:466090:5:28,28,highest_p_ffn_token,0.25,49.04011154174805
qwen2_5_vl_7b,qwen2_5_vl_7b:466090:5:28,28,highest_p_ffn_token,0.5,49.23915100097656
qwen2_5_vl_7b,qwen2_5_vl_7b:466090:5:28,28,highest_p_ffn_token,0.75,49.44156265258789
qwen2_5_vl_7b,qwen2_5_vl_7b:466090:5:28,28,highest_p_ffn_token,1.0,49.64714431762695
qwen2_5_vl_7b,qwen2_5_vl_7b:466090:5:28,28,highest_p_ffn_token,1.25,49.855865478515625
qwen2_5_vl_7b,qwen2_5_vl_7b:466090:5:28,28,highest_8_region,0.0,40.89633560180664
qwen2_5_vl_7b,qwen2_5_vl_7b:466090:5:28,28,highest_8_region,0.25,43.066219329833984
qwen2_5_vl_7b,qwen2_5_vl_7b:466090:5:28,28,highest_8_region,0.5,45.25058364868164
qwen2_5_vl_7b,qwen2_5_vl_7b:466090:5:28,28,highest_8_region,0.75,47.44534683227539
qwen2_5_vl_7b,qwen2_5_vl_7b:466090:5:28,28,highest_8_region,1.0,49.64714431762695
qwen2_5_vl_7b,qwen2_5_vl_7b:466090:5:28,28,highest_8_region,1.25,51.85325622558594
qwen2_5_vl_7b,qwen2_5_vl_7b:466090:5:28,28,deterministic_random_region,0.0,45.978843688964844
qwen2_5_vl_7b,qwen2_5_vl_7b:466090:5:28,28,deterministic_random_region,0.25,46.88936233520508
qwen2_5_vl_7b,qwen2_5_vl_7b:466090:5:28,28,deterministic_random_region,0.5,47.804481506347656
qwen2_5_vl_7b,qwen2_5_vl_7b:466090:5:28,28,deterministic_random_region,0.75,48.72386932373047
qwen2_5_vl_7b,qwen2_5_vl_7b:466090:5:28,28,deterministic_random_region,1.0,49.64714431762695
qwen2_5_vl_7b,qwen2_5_vl_7b:466090:5:28,28,deterministic_random_region,1.25,50.57395553588867
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:46:28,28,highest_p_ffn_token,0.0,84.47508239746094
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:46:28,28,highest_p_ffn_token,0.25,87.88616943359375
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:46:28,28,highest_p_ffn_token,0.5,91.39205932617188
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:46:28,28,highest_p_ffn_token,0.75,94.98699188232422
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:46:28,28,highest_p_ffn_token,1.0,98.66614532470703
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:46:28,28,highest_p_ffn_token,1.25,102.42515563964844
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:46:28,28,highest_8_region,0.0,62.156307220458984
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:46:28,28,highest_8_region,0.25,70.72139739990234
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:46:28,28,highest_8_region,0.5,79.71711730957031
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:46:28,28,highest_8_region,0.75,89.05160522460938
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:46:28,28,highest_8_region,1.0,98.66614532470703
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:46:28,28,highest_8_region,1.25,108.5226821899414
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:46:28,28,deterministic_random_region,0.0,96.74335479736328
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:46:28,28,deterministic_random_region,0.25,97.1977310180664
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:46:28,28,deterministic_random_region,0.5,97.6697769165039
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:46:28,28,deterministic_random_region,0.75,98.15936279296875
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:46:28,28,deterministic_random_region,1.0,98.66614532470703
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:46:28,28,deterministic_random_region,1.25,99.18988037109375
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:9:21,21,highest_p_ffn_token,0.0,8.770698547363281
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:9:21,21,highest_p_ffn_token,0.25,9.007179260253906
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:9:21,21,highest_p_ffn_token,0.5,9.247623443603516
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:9:21,21,highest_p_ffn_token,0.75,9.491875648498535
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:9:21,21,highest_p_ffn_token,1.0,9.739776611328125
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:9:21,21,highest_p_ffn_token,1.25,9.991194725036621
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:9:21,21,highest_8_region,0.0,6.858242511749268
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:9:21,21,highest_8_region,0.25,7.560890197753906
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:9:21,21,highest_8_region,0.5,8.276762962341309
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:9:21,21,highest_8_region,0.75,9.003578186035156
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:9:21,21,highest_8_region,1.0,9.739776611328125
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:9:21,21,highest_8_region,1.25,10.484277725219727
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:9:21,21,deterministic_random_region,0.0,8.423696517944336
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:9:21,21,deterministic_random_region,0.25,8.747352600097656
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:9:21,21,deterministic_random_region,0.5,9.074726104736328
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:9:21,21,deterministic_random_region,0.75,9.405596733093262
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:9:21,21,deterministic_random_region,1.0,9.739776611328125
qwen2_5_vl_7b,qwen2_5_vl_7b:475678:9:21,21,deterministic_random_region,1.25,10.07710075378418
qwen2_5_vl_7b,qwen2_5_vl_7b:477118:72:21,21,highest_p_ffn_token,0.0,2.0636868476867676
qwen2_5_vl_7b,qwen2_5_vl_7b:477118:72:21,21,highest_p_ffn_token,0.25,2.2939841747283936
qwen2_5_vl_7b,qwen2_5_vl_7b:477118:72:21,21,highest_p_ffn_token,0.5,2.70001482963562
qwen2_5_vl_7b,qwen2_5_vl_7b:477118:72:21,21,highest_p_ffn_token,0.75,3.2177181243896484
qwen2_5_vl_7b,qwen2_5_vl_7b:477118:72:21,21,highest_p_ffn_token,1.0,3.8033595085144043
qwen2_5_vl_7b,qwen2_5_vl_7b:477118:72:21,21,highest_p_ffn_token,1.25,4.43149995803833
qwen2_5_vl_7b,qwen2_5_vl_7b:477118:72:21,21,highest_8_region,0.0,1.6915725469589233
qwen2_5_vl_7b,qwen2_5_vl_7b:477118:72:21,21,highest_8_region,0.25,2.006317377090454
qwen2_5_vl_7b,qwen2_5_vl_7b:477118:72:21,21,highest_8_region,0.5,2.517655372619629
qwen2_5_vl_7b,qwen2_5_vl_7b:477118:72:21,21,highest_8_region,0.75,3.1327576637268066
qwen2_5_vl_7b,qwen2_5_vl_7b:477118:72:21,21,highest_8_region,1.0,3.8033595085144043
qwen2_5_vl_7b,qwen2_5_vl_7b:477118:72:21,21,highest_8_region,1.25,4.506309509277344
qwen2_5_vl_7b,qwen2_5_vl_7b:477118:72:21,21,deterministic_random_region,0.0,3.614222288131714
qwen2_5_vl_7b,qwen2_5_vl_7b:477118:72:21,21,deterministic_random_region,0.25,3.6603775024414062
qwen2_5_vl_7b,qwen2_5_vl_7b:477118:72:21,21,deterministic_random_region,0.5,3.707305669784546
qwen2_5_vl_7b,qwen2_5_vl_7b:477118:72:21,21,deterministic_random_region,0.75,3.754974126815796
qwen2_5_vl_7b,qwen2_5_vl_7b:477118:72:21,21,deterministic_random_region,1.0,3.8033595085144043
qwen2_5_vl_7b,qwen2_5_vl_7b:477118:72:21,21,deterministic_random_region,1.25,3.852431297302246
qwen2_5_vl_7b,qwen2_5_vl_7b:478407:4:28,28,highest_p_ffn_token,0.0,26.800180435180664
qwen2_5_vl_7b,qwen2_5_vl_7b:478407:4:28,28,highest_p_ffn_token,0.25,27.599565505981445
qwen2_5_vl_7b,qwen2_5_vl_7b:478407:4:28,28,highest_p_ffn_token,0.5,28.418378829956055
qwen2_5_vl_7b,qwen2_5_vl_7b:478407:4:28,28,highest_p_ffn_token,0.75,29.254539489746094
qwen2_5_vl_7b,qwen2_5_vl_7b:478407:4:28,28,highest_p_ffn_token,1.0,30.106653213500977
qwen2_5_vl_7b,qwen2_5_vl_7b:478407:4:28,28,highest_p_ffn_token,1.25,30.973295211791992
qwen2_5_vl_7b,qwen2_5_vl_7b:478407:4:28,28,highest_8_region,0.0,25.75522804260254
qwen2_5_vl_7b,qwen2_5_vl_7b:478407:4:28,28,highest_8_region,0.25,26.787904739379883
qwen2_5_vl_7b,qwen2_5_vl_7b:478407:4:28,28,highest_8_region,0.5,27.860315322875977
qwen2_5_vl_7b,qwen2_5_vl_7b:478407:4:28,28,highest_8_region,0.75,28.96800422668457
qwen2_5_vl_7b,qwen2_5_vl_7b:478407:4:28,28,highest_8_region,1.0,30.106653213500977
qwen2_5_vl_7b,qwen2_5_vl_7b:478407:4:28,28,highest_8_region,1.25,31.27288818359375
qwen2_5_vl_7b,qwen2_5_vl_7b:478407:4:28,28,deterministic_random_region,0.0,22.613977432250977
qwen2_5_vl_7b,qwen2_5_vl_7b:478407:4:28,28,deterministic_random_region,0.25,24.418926239013672
qwen2_5_vl_7b,qwen2_5_vl_7b:478407:4:28,28,deterministic_random_region,0.5,26.276548385620117
qwen2_5_vl_7b,qwen2_5_vl_7b:478407:4:28,28,deterministic_random_region,0.75,28.175357818603516
qwen2_5_vl_7b,qwen2_5_vl_7b:478407:4:28,28,deterministic_random_region,1.0,30.106653213500977
qwen2_5_vl_7b,qwen2_5_vl_7b:478407:4:28,28,deterministic_random_region,1.25,32.06385803222656
qwen2_5_vl_7b,qwen2_5_vl_7b:501429:15:28,28,highest_p_ffn_token,0.0,38.99078369140625
qwen2_5_vl_7b,qwen2_5_vl_7b:501429:15:28,28,highest_p_ffn_token,0.25,39.28010940551758
qwen2_5_vl_7b,qwen2_5_vl_7b:501429:15:28,28,highest_p_ffn_token,0.5,39.577392578125
qwen2_5_vl_7b,qwen2_5_vl_7b:501429:15:28,28,highest_p_ffn_token,0.75,39.88249206542969
qwen2_5_vl_7b,qwen2_5_vl_7b:501429:15:28,28,highest_p_ffn_token,1.0,40.195228576660156
qwen2_5_vl_7b,qwen2_5_vl_7b:501429:15:28,28,highest_p_ffn_token,1.25,40.515480041503906
qwen2_5_vl_7b,qwen2_5_vl_7b:501429:15:28,28,highest_8_region,0.0,29.427526473999023
qwen2_5_vl_7b,qwen2_5_vl_7b:501429:15:28,28,highest_8_region,0.25,31.938556671142578
qwen2_5_vl_7b,qwen2_5_vl_7b:501429:15:28,28,highest_8_region,0.5,34.5914192199707
qwen2_5_vl_7b,qwen2_5_vl_7b:501429:15:28,28,highest_8_region,0.75,37.35222625732422
qwen2_5_vl_7b,qwen2_5_vl_7b:501429:15:28,28,highest_8_region,1.0,40.195228576660156
qwen2_5_vl_7b,qwen2_5_vl_7b:501429:15:28,28,highest_8_region,1.25,43.10126495361328
qwen2_5_vl_7b,qwen2_5_vl_7b:501429:15:28,28,deterministic_random_region,0.0,33.50763702392578
qwen2_5_vl_7b,qwen2_5_vl_7b:501429:15:28,28,deterministic_random_region,0.25,35.101566314697266
qwen2_5_vl_7b,qwen2_5_vl_7b:501429:15:28,28,deterministic_random_region,0.5,36.75291442871094
qwen2_5_vl_7b,qwen2_5_vl_7b:501429:15:28,28,deterministic_random_region,0.75,38.45320129394531
qwen2_5_vl_7b,qwen2_5_vl_7b:501429:15:28,28,deterministic_random_region,1.0,40.195228576660156
qwen2_5_vl_7b,qwen2_5_vl_7b:501429:15:28,28,deterministic_random_region,1.25,41.972923278808594
qwen2_5_vl_7b,qwen2_5_vl_7b:513965:4:7,7,highest_p_ffn_token,0.0,3.364826202392578
qwen2_5_vl_7b,qwen2_5_vl_7b:513965:4:7,7,highest_p_ffn_token,0.25,3.418659210205078
qwen2_5_vl_7b,qwen2_5_vl_7b:513965:4:7,7,highest_p_ffn_token,0.5,3.4735898971557617
qwen2_5_vl_7b,qwen2_5_vl_7b:513965:4:7,7,highest_p_ffn_token,0.75,3.529574394226074
qwen2_5_vl_7b,qwen2_5_vl_7b:513965:4:7,7,highest_p_ffn_token,1.0,3.5865752696990967
qwen2_5_vl_7b,qwen2_5_vl_7b:513965:4:7,7,highest_p_ffn_token,1.25,3.6445488929748535
qwen2_5_vl_7b,qwen2_5_vl_7b:513965:4:7,7,highest_8_region,0.0,2.5225048065185547
qwen2_5_vl_7b,qwen2_5_vl_7b:513965:4:7,7,highest_8_region,0.25,2.7854251861572266
qwen2_5_vl_7b,qwen2_5_vl_7b:513965:4:7,7,highest_8_region,0.5,3.0510377883911133
qwen2_5_vl_7b,qwen2_5_vl_7b:513965:4:7,7,highest_8_region,0.75,3.318310022354126
qwen2_5_vl_7b,qwen2_5_vl_7b:513965:4:7,7,highest_8_region,1.0,3.5865752696990967
qwen2_5_vl_7b,qwen2_5_vl_7b:513965:4:7,7,highest_8_region,1.25,3.8554036617279053
qwen2_5_vl_7b,qwen2_5_vl_7b:513965:4:7,7,deterministic_random_region,0.0,3.470964193344116
qwen2_5_vl_7b,qwen2_5_vl_7b:513965:4:7,7,deterministic_random_region,0.25,3.499704599380493
qwen2_5_vl_7b,qwen2_5_vl_7b:513965:4:7,7,deterministic_random_region,0.5,3.528555393218994
qwen2_5_vl_7b,qwen2_5_vl_7b:513965:4:7,7,deterministic_random_region,0.75,3.557513475418091
qwen2_5_vl_7b,qwen2_5_vl_7b:513965:4:7,7,deterministic_random_region,1.0,3.5865752696990967
qwen2_5_vl_7b,qwen2_5_vl_7b:513965:4:7,7,deterministic_random_region,1.25,3.6157374382019043
qwen2_5_vl_7b,qwen2_5_vl_7b:544782:41:28,28,highest_p_ffn_token,0.0,43.11916732788086
qwen2_5_vl_7b,qwen2_5_vl_7b:544782:41:28,28,highest_p_ffn_token,0.25,44.161285400390625
