model,case_id,layer,strategy,lambda,finite_effect_norm
qwen2_5_vl_7b,qwen2_5_vl_7b:215024:7:7,7,highest_8_region,1.0,4.188876152038574
qwen2_5_vl_7b,qwen2_5_vl_7b:215024:7:7,7,highest_8_region,1.25,4.392557621002197
qwen2_5_vl_7b,qwen2_5_vl_7b:215024:7:7,7,deterministic_random_region,0.0,3.8121819496154785
qwen2_5_vl_7b,qwen2_5_vl_7b:215024:7:7,7,deterministic_random_region,0.25,3.9045186042785645
qwen2_5_vl_7b,qwen2_5_vl_7b:215024:7:7,7,deterministic_random_region,0.5,3.9981274604797363
qwen2_5_vl_7b,qwen2_5_vl_7b:215024:7:7,7,deterministic_random_region,0.75,4.092936038970947
qwen2_5_vl_7b,qwen2_5_vl_7b:215024:7:7,7,deterministic_random_region,1.0,4.188876152038574
qwen2_5_vl_7b,qwen2_5_vl_7b:215024:7:7,7,deterministic_random_region,1.25,4.285886287689209
qwen2_5_vl_7b,qwen2_5_vl_7b:222118:83:14,14,highest_p_ffn_token,0.0,4.188050746917725
qwen2_5_vl_7b,qwen2_5_vl_7b:222118:83:14,14,highest_p_ffn_token,0.25,4.365782260894775
qwen2_5_vl_7b,qwen2_5_vl_7b:222118:83:14,14,highest_p_ffn_token,0.5,4.55307674407959
qwen2_5_vl_7b,qwen2_5_vl_7b:222118:83:14,14,highest_p_ffn_token,0.75,4.7491044998168945
qwen2_5_vl_7b,qwen2_5_vl_7b:222118:83:14,14,highest_p_ffn_token,1.0,4.95313024520874
qwen2_5_vl_7b,qwen2_5_vl_7b:222118:83:14,14,highest_p_ffn_token,1.25,5.164501190185547
qwen2_5_vl_7b,qwen2_5_vl_7b:222118:83:14,14,highest_8_region,0.0,1.8277835845947266
qwen2_5_vl_7b,qwen2_5_vl_7b:222118:83:14,14,highest_8_region,0.25,2.36788272857666
qwen2_5_vl_7b,qwen2_5_vl_7b:222118:83:14,14,highest_8_region,0.5,3.129676580429077
qwen2_5_vl_7b,qwen2_5_vl_7b:222118:83:14,14,highest_8_region,0.75,4.006436347961426
qwen2_5_vl_7b,qwen2_5_vl_7b:222118:83:14,14,highest_8_region,1.0,4.95313024520874
qwen2_5_vl_7b,qwen2_5_vl_7b:222118:83:14,14,highest_8_region,1.25,5.950334072113037
qwen2_5_vl_7b,qwen2_5_vl_7b:222118:83:14,14,deterministic_random_region,0.0,4.69663667678833
qwen2_5_vl_7b,qwen2_5_vl_7b:222118:83:14,14,deterministic_random_region,0.25,4.7577738761901855
qwen2_5_vl_7b,qwen2_5_vl_7b:222118:83:14,14,deterministic_random_region,0.5,4.820951461791992
qwen2_5_vl_7b,qwen2_5_vl_7b:222118:83:14,14,deterministic_random_region,0.75,4.88609504699707
qwen2_5_vl_7b,qwen2_5_vl_7b:222118:83:14,14,deterministic_random_region,1.0,4.95313024520874
qwen2_5_vl_7b,qwen2_5_vl_7b:222118:83:14,14,deterministic_random_region,1.25,5.0219855308532715
qwen2_5_vl_7b,qwen2_5_vl_7b:238691:24:21,21,highest_p_ffn_token,0.0,8.212583541870117
qwen2_5_vl_7b,qwen2_5_vl_7b:238691:24:21,21,highest_p_ffn_token,0.25,8.650487899780273
qwen2_5_vl_7b,qwen2_5_vl_7b:238691:24:21,21,highest_p_ffn_token,0.5,9.105194091796875
qwen2_5_vl_7b,qwen2_5_vl_7b:238691:24:21,21,highest_p_ffn_token,0.75,9.574472427368164
qwen2_5_vl_7b,qwen2_5_vl_7b:238691:24:21,21,highest_p_ffn_token,1.0,10.056445121765137
qwen2_5_vl_7b,qwen2_5_vl_7b:238691:24:21,21,highest_p_ffn_token,1.25,10.549529075622559
qwen2_5_vl_7b,qwen2_5_vl_7b:238691:24:21,21,highest_8_region,0.0,5.82318115234375
qwen2_5_vl_7b,qwen2_5_vl_7b:238691:24:21,21,highest_8_region,0.25,6.834718704223633
qwen2_5_vl_7b,qwen2_5_vl_7b:238691:24:21,21,highest_8_region,0.5,7.88581657409668
qwen2_5_vl_7b,qwen2_5_vl_7b:238691:24:21,21,highest_8_region,0.75,8.962464332580566
qwen2_5_vl_7b,qwen2_5_vl_7b:238691:24:21,21,highest_8_region,1.0,10.056445121765137
qwen2_5_vl_7b,qwen2_5_vl_7b:238691:24:21,21,highest_8_region,1.25,11.162717819213867
qwen2_5_vl_7b,qwen2_5_vl_7b:238691:24:21,21,deterministic_random_region,0.0,10.03930377960205
qwen2_5_vl_7b,qwen2_5_vl_7b:238691:24:21,21,deterministic_random_region,0.25,10.043508529663086
qwen2_5_vl_7b,qwen2_5_vl_7b:238691:24:21,21,deterministic_random_region,0.5,10.047768592834473
qwen2_5_vl_7b,qwen2_5_vl_7b:238691:24:21,21,deterministic_random_region,0.75,10.052081108093262
qwen2_5_vl_7b,qwen2_5_vl_7b:238691:24:21,21,deterministic_random_region,1.0,10.056445121765137
qwen2_5_vl_7b,qwen2_5_vl_7b:238691:24:21,21,deterministic_random_region,1.25,10.06086254119873
qwen2_5_vl_7b,qwen2_5_vl_7b:239395:59:21,21,highest_p_ffn_token,0.0,2.8069956302642822
qwen2_5_vl_7b,qwen2_5_vl_7b:239395:59:21,21,highest_p_ffn_token,0.25,2.8628313541412354
qwen2_5_vl_7b,qwen2_5_vl_7b:239395:59:21,21,highest_p_ffn_token,0.5,2.9259090423583984
qwen2_5_vl_7b,qwen2_5_vl_7b:239395:59:21,21,highest_p_ffn_token,0.75,2.9957587718963623
qwen2_5_vl_7b,qwen2_5_vl_7b:239395:59:21,21,highest_p_ffn_token,1.0,3.0719079971313477
qwen2_5_vl_7b,qwen2_5_vl_7b:239395:59:21,21,highest_p_ffn_token,1.25,3.1538805961608887
qwen2_5_vl_7b,qwen2_5_vl_7b:239395:59:21,21,highest_8_region,0.0,2.2511000633239746
qwen2_5_vl_7b,qwen2_5_vl_7b:239395:59:21,21,highest_8_region,0.25,2.442645311355591
qwen2_5_vl_7b,qwen2_5_vl_7b:239395:59:21,21,highest_8_region,0.5,2.644702196121216
qwen2_5_vl_7b,qwen2_5_vl_7b:239395:59:21,21,highest_8_region,0.75,2.855024576187134
qwen2_5_vl_7b,qwen2_5_vl_7b:239395:59:21,21,highest_8_region,1.0,3.0719079971313477
qwen2_5_vl_7b,qwen2_5_vl_7b:239395:59:21,21,highest_8_region,1.25,3.2940454483032227
qwen2_5_vl_7b,qwen2_5_vl_7b:239395:59:21,21,deterministic_random_region,0.0,2.7255136966705322
qwen2_5_vl_7b,qwen2_5_vl_7b:239395:59:21,21,deterministic_random_region,0.25,2.8057565689086914
qwen2_5_vl_7b,qwen2_5_vl_7b:239395:59:21,21,deterministic_random_region,0.5,2.8904597759246826
qwen2_5_vl_7b,qwen2_5_vl_7b:239395:59:21,21,deterministic_random_region,0.75,2.979282855987549
qwen2_5_vl_7b,qwen2_5_vl_7b:239395:59:21,21,deterministic_random_region,1.0,3.0719079971313477
qwen2_5_vl_7b,qwen2_5_vl_7b:239395:59:21,21,deterministic_random_region,1.25,3.168034791946411
qwen2_5_vl_7b,qwen2_5_vl_7b:240295:5:28,28,highest_p_ffn_token,0.0,71.1979751586914
qwen2_5_vl_7b,qwen2_5_vl_7b:240295:5:28,28,highest_p_ffn_token,0.25,71.3819808959961
qwen2_5_vl_7b,qwen2_5_vl_7b:240295:5:28,28,highest_p_ffn_token,0.5,71.5755386352539
qwen2_5_vl_7b,qwen2_5_vl_7b:240295:5:28,28,highest_p_ffn_token,0.75,71.77942657470703
qwen2_5_vl_7b,qwen2_5_vl_7b:240295:5:28,28,highest_p_ffn_token,1.0,71.99313354492188
qwen2_5_vl_7b,qwen2_5_vl_7b:240295:5:28,28,highest_p_ffn_token,1.25,72.2165756225586
qwen2_5_vl_7b,qwen2_5_vl_7b:240295:5:28,28,highest_8_region,0.0,65.01519775390625
qwen2_5_vl_7b,qwen2_5_vl_7b:240295:5:28,28,highest_8_region,0.25,66.70085906982422
qwen2_5_vl_7b,qwen2_5_vl_7b:240295:5:28,28,highest_8_region,0.5,68.42835998535156
qwen2_5_vl_7b,qwen2_5_vl_7b:240295:5:28,28,highest_8_region,0.75,70.19377899169922
qwen2_5_vl_7b,qwen2_5_vl_7b:240295:5:28,28,highest_8_region,1.0,71.99313354492188
qwen2_5_vl_7b,qwen2_5_vl_7b:240295:5:28,28,highest_8_region,1.25,73.82332611083984
qwen2_5_vl_7b,qwen2_5_vl_7b:240295:5:28,28,deterministic_random_region,0.0,63.308353424072266
qwen2_5_vl_7b,qwen2_5_vl_7b:240295:5:28,28,deterministic_random_region,0.25,65.4803466796875
qwen2_5_vl_7b,qwen2_5_vl_7b:240295:5:28,28,deterministic_random_region,0.5,67.65247344970703
qwen2_5_vl_7b,qwen2_5_vl_7b:240295:5:28,28,deterministic_random_region,0.75,69.82366180419922
qwen2_5_vl_7b,qwen2_5_vl_7b:240295:5:28,28,deterministic_random_region,1.0,71.99313354492188
qwen2_5_vl_7b,qwen2_5_vl_7b:240295:5:28,28,deterministic_random_region,1.25,74.16011810302734
qwen2_5_vl_7b,qwen2_5_vl_7b:256973:53:28,28,highest_p_ffn_token,0.0,45.27885437011719
qwen2_5_vl_7b,qwen2_5_vl_7b:256973:53:28,28,highest_p_ffn_token,0.25,46.10197830200195
qwen2_5_vl_7b,qwen2_5_vl_7b:256973:53:28,28,highest_p_ffn_token,0.5,46.9683723449707
qwen2_5_vl_7b,qwen2_5_vl_7b:256973:53:28,28,highest_p_ffn_token,0.75,47.875152587890625
qwen2_5_vl_7b,qwen2_5_vl_7b:256973:53:28,28,highest_p_ffn_token,1.0,48.81984329223633
qwen2_5_vl_7b,qwen2_5_vl_7b:256973:53:28,28,highest_p_ffn_token,1.25,49.799869537353516
qwen2_5_vl_7b,qwen2_5_vl_7b:256973:53:28,28,highest_8_region,0.0,29.941783905029297
qwen2_5_vl_7b,qwen2_5_vl_7b:256973:53:28,28,highest_8_region,0.25,34.119937896728516
qwen2_5_vl_7b,qwen2_5_vl_7b:256973:53:28,28,highest_8_region,0.5,38.75706100463867
qwen2_5_vl_7b,qwen2_5_vl_7b:256973:53:28,28,highest_8_region,0.75,43.691593170166016
qwen2_5_vl_7b,qwen2_5_vl_7b:256973:53:28,28,highest_8_region,1.0,48.81984329223633
qwen2_5_vl_7b,qwen2_5_vl_7b:256973:53:28,28,highest_8_region,1.25,54.07517623901367
qwen2_5_vl_7b,qwen2_5_vl_7b:256973:53:28,28,deterministic_random_region,0.0,45.67631149291992
qwen2_5_vl_7b,qwen2_5_vl_7b:256973:53:28,28,deterministic_random_region,0.25,46.453216552734375
qwen2_5_vl_7b,qwen2_5_vl_7b:256973:53:28,28,deterministic_random_region,0.5,47.23637771606445
qwen2_5_vl_7b,qwen2_5_vl_7b:256973:53:28,28,deterministic_random_region,0.75,48.02536392211914
qwen2_5_vl_7b,qwen2_5_vl_7b:256973:53:28,28,deterministic_random_region,1.0,48.81984329223633
qwen2_5_vl_7b,qwen2_5_vl_7b:256973:53:28,28,deterministic_random_region,1.25,49.61960220336914
qwen2_5_vl_7b,qwen2_5_vl_7b:263668:58:7,7,highest_p_ffn_token,0.0,0.7318546175956726
qwen2_5_vl_7b,qwen2_5_vl_7b:263668:58:7,7,highest_p_ffn_token,0.25,0.7396765351295471
qwen2_5_vl_7b,qwen2_5_vl_7b:263668:58:7,7,highest_p_ffn_token,0.5,0.747752845287323
qwen2_5_vl_7b,qwen2_5_vl_7b:263668:58:7,7,highest_p_ffn_token,0.75,0.7560767531394958
qwen2_5_vl_7b,qwen2_5_vl_7b:263668:58:7,7,highest_p_ffn_token,1.0,0.7646385431289673
qwen2_5_vl_7b,qwen2_5_vl_7b:263668:58:7,7,highest_p_ffn_token,1.25,0.773431122303009
qwen2_5_vl_7b,qwen2_5_vl_7b:263668:58:7,7,highest_8_region,0.0,0.5647321343421936
qwen2_5_vl_7b,qwen2_5_vl_7b:263668:58:7,7,highest_8_region,0.25,0.6132507920265198
qwen2_5_vl_7b,qwen2_5_vl_7b:263668:58:7,7,highest_8_region,0.5,0.6628972291946411
qwen2_5_vl_7b,qwen2_5_vl_7b:263668:58:7,7,highest_8_region,0.75,0.713422417640686
qwen2_5_vl_7b,qwen2_5_vl_7b:263668:58:7,7,highest_8_region,1.0,0.7646385431289673
qwen2_5_vl_7b,qwen2_5_vl_7b:263668:58:7,7,highest_8_region,1.25,0.816403329372406
qwen2_5_vl_7b,qwen2_5_vl_7b:263668:58:7,7,deterministic_random_region,0.0,0.6440228819847107
qwen2_5_vl_7b,qwen2_5_vl_7b:263668:58:7,7,deterministic_random_region,0.25,0.6737633347511292
qwen2_5_vl_7b,qwen2_5_vl_7b:263668:58:7,7,deterministic_random_region,0.5,0.7038034796714783
qwen2_5_vl_7b,qwen2_5_vl_7b:263668:58:7,7,deterministic_random_region,0.75,0.7341063618659973
qwen2_5_vl_7b,qwen2_5_vl_7b:263668:58:7,7,deterministic_random_region,1.0,0.7646385431289673
qwen2_5_vl_7b,qwen2_5_vl_7b:263668:58:7,7,deterministic_random_region,1.25,0.7953718900680542
qwen2_5_vl_7b,qwen2_5_vl_7b:277869:49:7,7,highest_p_ffn_token,0.0,0.8286677598953247
qwen2_5_vl_7b,qwen2_5_vl_7b:277869:49:7,7,highest_p_ffn_token,0.25,0.8356478810310364
qwen2_5_vl_7b,qwen2_5_vl_7b:277869:49:7,7,highest_p_ffn_token,0.5,0.8426933884620667
qwen2_5_vl_7b,qwen2_5_vl_7b:277869:49:7,7,highest_p_ffn_token,0.75,0.8498043417930603
qwen2_5_vl_7b,qwen2_5_vl_7b:277869:49:7,7,highest_p_ffn_token,1.0,0.8569772839546204
qwen2_5_vl_7b,qwen2_5_vl_7b:277869:49:7,7,highest_p_ffn_token,1.25,0.8642115592956543
qwen2_5_vl_7b,qwen2_5_vl_7b:277869:49:7,7,highest_8_region,0.0,0.6689822673797607
qwen2_5_vl_7b,qwen2_5_vl_7b:277869:49:7,7,highest_8_region,0.25,0.7150765061378479
qwen2_5_vl_7b,qwen2_5_vl_7b:277869:49:7,7,highest_8_region,0.5,0.7618570923805237
qwen2_5_vl_7b,qwen2_5_vl_7b:277869:49:7,7,highest_8_region,0.75,0.8091917634010315
qwen2_5_vl_7b,qwen2_5_vl_7b:277869:49:7,7,highest_8_region,1.0,0.8569772839546204
qwen2_5_vl_7b,qwen2_5_vl_7b:277869:49:7,7,highest_8_region,1.25,0.9051303267478943
qwen2_5_vl_7b,qwen2_5_vl_7b:277869:49:7,7,deterministic_random_region,0.0,0.7687070369720459
qwen2_5_vl_7b,qwen2_5_vl_7b:277869:49:7,7,deterministic_random_region,0.25,0.7904412150382996
qwen2_5_vl_7b,qwen2_5_vl_7b:277869:49:7,7,deterministic_random_region,0.5,0.8124101758003235
qwen2_5_vl_7b,qwen2_5_vl_7b:277869:49:7,7,deterministic_random_region,0.75,0.8345945477485657
qwen2_5_vl_7b,qwen2_5_vl_7b:277869:49:7,7,deterministic_random_region,1.0,0.8569772839546204
qwen2_5_vl_7b,qwen2_5_vl_7b:277869:49:7,7,deterministic_random_region,1.25,0.8795414566993713
qwen2_5_vl_7b,qwen2_5_vl_7b:281929:4:7,7,highest_p_ffn_token,0.0,3.854255437850952
qwen2_5_vl_7b,qwen2_5_vl_7b:281929:4:7,7,highest_p_ffn_token,0.25,3.9178783893585205
qwen2_5_vl_7b,qwen2_5_vl_7b:281929:4:7,7,highest_p_ffn_token,0.5,3.9825024604797363
qwen2_5_vl_7b,qwen2_5_vl_7b:281929:4:7,7,highest_p_ffn_token,0.75,4.048088073730469
qwen2_5_vl_7b,qwen2_5_vl_7b:281929:4:7,7,highest_p_ffn_token,1.0,4.114593982696533
qwen2_5_vl_7b,qwen2_5_vl_7b:281929:4:7,7,highest_p_ffn_token,1.25,4.18198299407959
qwen2_5_vl_7b,qwen2_5_vl_7b:281929:4:7,7,highest_8_region,0.0,2.770911931991577
qwen2_5_vl_7b,qwen2_5_vl_7b:281929:4:7,7,highest_8_region,0.25,3.1045498847961426
qwen2_5_vl_7b,qwen2_5_vl_7b:281929:4:7,7,highest_8_region,0.5,3.440164804458618
qwen2_5_vl_7b,qwen2_5_vl_7b:281929:4:7,7,highest_8_region,0.75,3.776982545852661
qwen2_5_vl_7b,qwen2_5_vl_7b:281929:4:7,7,highest_8_region,1.0,4.114593982696533
qwen2_5_vl_7b,qwen2_5_vl_7b:281929:4:7,7,highest_8_region,1.25,4.452808856964111
qwen2_5_vl_7b,qwen2_5_vl_7b:281929:4:7,7,deterministic_random_region,0.0,4.051204681396484
qwen2_5_vl_7b,qwen2_5_vl_7b:281929:4:7,7,deterministic_random_region,0.25,4.066826343536377
qwen2_5_vl_7b,qwen2_5_vl_7b:281929:4:7,7,deterministic_random_region,0.5,4.082600116729736
qwen2_5_vl_7b,qwen2_5_vl_7b:281929:4:7,7,deterministic_random_region,0.75,4.098523139953613
qwen2_5_vl_7b,qwen2_5_vl_7b:281929:4:7,7,deterministic_random_region,1.0,4.114593982696533
qwen2_5_vl_7b,qwen2_5_vl_7b:281929:4:7,7,deterministic_random_region,1.25,4.130809783935547
qwen2_5_vl_7b,qwen2_5_vl_7b:320180:14:14,14,highest_p_ffn_token,0.0,7.3043532371521
qwen2_5_vl_7b,qwen2_5_vl_7b:320180:14:14,14,highest_p_ffn_token,0.25,7.410054683685303
qwen2_5_vl_7b,qwen2_5_vl_7b:320180:14:14,14,highest_p_ffn_token,0.5,7.518838882446289
qwen2_5_vl_7b,qwen2_5_vl_7b:320180:14:14,14,highest_p_ffn_token,0.75,7.6305928230285645
qwen2_5_vl_7b,qwen2_5_vl_7b:320180:14:14,14,highest_p_ffn_token,1.0,7.745203018188477
qwen2_5_vl_7b,qwen2_5_vl_7b:320180:14:14,14,highest_p_ffn_token,1.25,7.862566947937012
qwen2_5_vl_7b,qwen2_5_vl_7b:320180:14:14,14,highest_8_region,0.0,5.322200298309326
qwen2_5_vl_7b,qwen2_5_vl_7b:320180:14:14,14,highest_8_region,0.25,5.910525321960449
qwen2_5_vl_7b,qwen2_5_vl_7b:320180:14:14,14,highest_8_region,0.5,6.512751579284668
qwen2_5_vl_7b,qwen2_5_vl_7b:320180:14:14,14,highest_8_region,0.75,7.1251749992370605
qwen2_5_vl_7b,qwen2_5_vl_7b:320180:14:14,14,highest_8_region,1.0,7.745203018188477
qwen2_5_vl_7b,qwen2_5_vl_7b:320180:14:14,14,highest_8_region,1.25,8.3709716796875
qwen2_5_vl_7b,qwen2_5_vl_7b:320180:14:14,14,deterministic_random_region,0.0,6.560918807983398
qwen2_5_vl_7b,qwen2_5_vl_7b:320180:14:14,14,deterministic_random_region,0.25,6.847361087799072
qwen2_5_vl_7b,qwen2_5_vl_7b:320180:14:14,14,deterministic_random_region,0.5,7.140659809112549
qwen2_5_vl_7b,qwen2_5_vl_7b:320180:14:14,14,deterministic_random_region,0.75,7.440138339996338
qwen2_5_vl_7b,qwen2_5_vl_7b:320180:14:14,14,deterministic_random_region,1.0,7.745203018188477
qwen2_5_vl_7b,qwen2_5_vl_7b:320180:14:14,14,deterministic_random_region,1.25,8.055346488952637
qwen2_5_vl_7b,qwen2_5_vl_7b:322226:7:28,28,highest_p_ffn_token,0.0,68.54694366455078
qwen2_5_vl_7b,qwen2_5_vl_7b:322226:7:28,28,highest_p_ffn_token,0.25,68.67723846435547
qwen2_5_vl_7b,qwen2_5_vl_7b:322226:7:28,28,highest_p_ffn_token,0.5,68.88827514648438
qwen2_5_vl_7b,qwen2_5_vl_7b:322226:7:28,28,highest_p_ffn_token,0.75,69.1866683959961
qwen2_5_vl_7b,qwen2_5_vl_7b:322226:7:28,28,highest_p_ffn_token,1.0,69.57929229736328
qwen2_5_vl_7b,qwen2_5_vl_7b:322226:7:28,28,highest_p_ffn_token,1.25,70.07335662841797
qwen2_5_vl_7b,qwen2_5_vl_7b:322226:7:28,28,highest_8_region,0.0,55.104148864746094
qwen2_5_vl_7b,qwen2_5_vl_7b:322226:7:28,28,highest_8_region,0.25,58.644676208496094
qwen2_5_vl_7b,qwen2_5_vl_7b:322226:7:28,28,highest_8_region,0.5,62.24451446533203
qwen2_5_vl_7b,qwen2_5_vl_7b:322226:7:28,28,highest_8_region,0.75,65.89225006103516
qwen2_5_vl_7b,qwen2_5_vl_7b:322226:7:28,28,highest_8_region,1.0,69.57929229736328
qwen2_5_vl_7b,qwen2_5_vl_7b:322226:7:28,28,highest_8_region,1.25,73.2979965209961
qwen2_5_vl_7b,qwen2_5_vl_7b:322226:7:28,28,deterministic_random_region,0.0,65.2560806274414
qwen2_5_vl_7b,qwen2_5_vl_7b:322226:7:28,28,deterministic_random_region,0.25,66.31311798095703
qwen2_5_vl_7b,qwen2_5_vl_7b:322226:7:28,28,deterministic_random_region,0.5,67.38679504394531
qwen2_5_vl_7b,qwen2_5_vl_7b:322226:7:28,28,deterministic_random_region,0.75,68.47563171386719
qwen2_5_vl_7b,qwen2_5_vl_7b:322226:7:28,28,deterministic_random_region,1.0,69.57929229736328
qwen2_5_vl_7b,qwen2_5_vl_7b:322226:7:28,28,deterministic_random_region,1.25,70.69673156738281
qwen2_5_vl_7b,qwen2_5_vl_7b:344279:55:21,21,highest_p_ffn_token,0.0,5.784173011779785
qwen2_5_vl_7b,qwen2_5_vl_7b:344279:55:21,21,highest_p_ffn_token,0.25,6.820413112640381
qwen2_5_vl_7b,qwen2_5_vl_7b:344279:55:21,21,highest_p_ffn_token,0.5,8.228487968444824
qwen2_5_vl_7b,qwen2_5_vl_7b:344279:55:21,21,highest_p_ffn_token,0.75,9.878843307495117
qwen2_5_vl_7b,qwen2_5_vl_7b:344279:55:21,21,highest_p_ffn_token,1.0,11.694414138793945
qwen2_5_vl_7b,qwen2_5_vl_7b:344279:55:21,21,highest_p_ffn_token,1.25,13.63158893585205
qwen2_5_vl_7b,qwen2_5_vl_7b:344279:55:21,21,highest_8_region,0.0,5.251171112060547
qwen2_5_vl_7b,qwen2_5_vl_7b:344279:55:21,21,highest_8_region,0.25,6.462799072265625
qwen2_5_vl_7b,qwen2_5_vl_7b:344279:55:21,21,highest_8_region,0.5,8.020444869995117
qwen2_5_vl_7b,qwen2_5_vl_7b:344279:55:21,21,highest_8_region,0.75,9.787882804870605
qwen2_5_vl_7b,qwen2_5_vl_7b:344279:55:21,21,highest_8_region,1.0,11.694414138793945
qwen2_5_vl_7b,qwen2_5_vl_7b:344279:55:21,21,highest_8_region,1.25,13.703036308288574
qwen2_5_vl_7b,qwen2_5_vl_7b:344279:55:21,21,deterministic_random_region,0.0,11.418614387512207
qwen2_5_vl_7b,qwen2_5_vl_7b:344279:55:21,21,deterministic_random_region,0.25,11.487054824829102
qwen2_5_vl_7b,qwen2_5_vl_7b:344279:55:21,21,deterministic_random_region,0.5,11.555841445922852
qwen2_5_vl_7b,qwen2_5_vl_7b:344279:55:21,21,deterministic_random_region,0.75,11.62496280670166
qwen2_5_vl_7b,qwen2_5_vl_7b:344279:55:21,21,deterministic_random_region,1.0,11.694414138793945
qwen2_5_vl_7b,qwen2_5_vl_7b:344279:55:21,21,deterministic_random_region,1.25,11.764187812805176
qwen2_5_vl_7b,qwen2_5_vl_7b:344844:7:14,14,highest_p_ffn_token,0.0,5.8592915534973145
qwen2_5_vl_7b,qwen2_5_vl_7b:344844:7:14,14,highest_p_ffn_token,0.25,6.030101299285889
qwen2_5_vl_7b,qwen2_5_vl_7b:344844:7:14,14,highest_p_ffn_token,0.5,6.209202289581299
qwen2_5_vl_7b,qwen2_5_vl_7b:344844:7:14,14,highest_p_ffn_token,0.75,6.395566940307617
qwen2_5_vl_7b,qwen2_5_vl_7b:344844:7:14,14,highest_p_ffn_token,1.0,6.588254928588867
qwen2_5_vl_7b,qwen2_5_vl_7b:344844:7:14,14,highest_p_ffn_token,1.25,6.7864179611206055
qwen2_5_vl_7b,qwen2_5_vl_7b:344844:7:14,14,highest_8_region,0.0,4.846283912658691
qwen2_5_vl_7b,qwen2_5_vl_7b:344844:7:14,14,highest_8_region,0.25,5.261376857757568
qwen2_5_vl_7b,qwen2_5_vl_7b:344844:7:14,14,highest_8_region,0.5,5.691964626312256
qwen2_5_vl_7b,qwen2_5_vl_7b:344844:7:14,14,highest_8_region,0.75,6.135025978088379
qwen2_5_vl_7b,qwen2_5_vl_7b:344844:7:14,14,highest_8_region,1.0,6.588254928588867
qwen2_5_vl_7b,qwen2_5_vl_7b:344844:7:14,14,highest_8_region,1.25,7.049876689910889
qwen2_5_vl_7b,qwen2_5_vl_7b:344844:7:14,14,deterministic_random_region,0.0,5.843767166137695
qwen2_5_vl_7b,qwen2_5_vl_7b:344844:7:14,14,deterministic_random_region,0.25,6.0260701179504395
qwen2_5_vl_7b,qwen2_5_vl_7b:344844:7:14,14,deterministic_random_region,0.5,6.211063385009766
qwen2_5_vl_7b,qwen2_5_vl_7b:344844:7:14,14,deterministic_random_region,0.75,6.398524284362793
qwen2_5_vl_7b,qwen2_5_vl_7b:344844:7:14,14,deterministic_random_region,1.0,6.588254928588867
qwen2_5_vl_7b,qwen2_5_vl_7b:344844:7:14,14,deterministic_random_region,1.25,6.780071258544922
qwen2_5_vl_7b,qwen2_5_vl_7b:373140:62:14,14,highest_p_ffn_token,0.0,8.956136703491211
qwen2_5_vl_7b,qwen2_5_vl_7b:373140:62:14,14,highest_p_ffn_token,0.25,9.10305118560791
qwen2_5_vl_7b,qwen2_5_vl_7b:373140:62:14,14,highest_p_ffn_token,0.5,9.250611305236816
qwen2_5_vl_7b,qwen2_5_vl_7b:373140:62:14,14,highest_p_ffn_token,0.75,9.398802757263184
qwen2_5_vl_7b,qwen2_5_vl_7b:373140:62:14,14,highest_p_ffn_token,1.0,9.54759693145752
qwen2_5_vl_7b,qwen2_5_vl_7b:373140:62:14,14,highest_p_ffn_token,1.25,9.696979522705078
qwen2_5_vl_7b,qwen2_5_vl_7b:373140:62:14,14,highest_8_region,0.0,6.728148937225342
qwen2_5_vl_7b,qwen2_5_vl_7b:373140:62:14,14,highest_8_region,0.25,7.402637958526611
qwen2_5_vl_7b,qwen2_5_vl_7b:373140:62:14,14,highest_8_region,0.5,8.099788665771484
qwen2_5_vl_7b,qwen2_5_vl_7b:373140:62:14,14,highest_8_region,0.75,8.8157320022583
qwen2_5_vl_7b,qwen2_5_vl_7b:373140:62:14,14,highest_8_region,1.0,9.54759693145752
qwen2_5_vl_7b,qwen2_5_vl_7b:373140:62:14,14,highest_8_region,1.25,10.293195724487305
qwen2_5_vl_7b,qwen2_5_vl_7b:373140:62:14,14,deterministic_random_region,0.0,7.906020641326904
qwen2_5_vl_7b,qwen2_5_vl_7b:373140:62:14,14,deterministic_random_region,0.25,8.309896469116211
qwen2_5_vl_7b,qwen2_5_vl_7b:373140:62:14,14,deterministic_random_region,0.5,8.71839427947998
qwen2_5_vl_7b,qwen2_5_vl_7b:373140:62:14,14,deterministic_random_region,0.75,9.131086349487305
qwen2_5_vl_7b,qwen2_5_vl_7b:373140:62:14,14,deterministic_random_region,1.0,9.54759693145752
qwen2_5_vl_7b,qwen2_5_vl_7b:373140:62:14,14,deterministic_random_region,1.25,9.967608451843262
qwen2_5_vl_7b,qwen2_5_vl_7b:393547:7:21,21,highest_p_ffn_token,0.0,13.786550521850586
qwen2_5_vl_7b,qwen2_5_vl_7b:393547:7:21,21,highest_p_ffn_token,0.25,14.340776443481445
qwen2_5_vl_7b,qwen2_5_vl_7b:393547:7:21,21,highest_p_ffn_token,0.5,14.911953926086426
qwen2_5_vl_7b,qwen2_5_vl_7b:393547:7:21,21,highest_p_ffn_token,0.75,15.49905776977539
qwen2_5_vl_7b,qwen2_5_vl_7b:393547:7:21,21,highest_p_ffn_token,1.0,16.101186752319336
qwen2_5_vl_7b,qwen2_5_vl_7b:393547:7:21,21,highest_p_ffn_token,1.25,16.717544555664062
