feature_set,dimensions,ensemble_auroc,raw_reference,raw_reference_ensemble_auroc,relative_minus_raw_auroc,d_ot_ensemble_auroc,relative_combo_minus_d_ot_auroc,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,seed43_auroc,seed44_auroc,seed45_auroc
relative_strength,28,0.8237219852751819,strength,0.8568510620283842,-0.03312907675320231,,,0.3623811293753439,0.4605798790581399,0.19672131147540983,0.27509928629663966,0.8208680375493445,0.8130646600838898,0.8225119678833868
D_OT+relative_strength,84,0.8574543068505329,D_OT+strength,0.8697202849008879,-0.012265978050355009,0.8252494999417921,0.032204806908740835,0.41172711050396127,0.45780288199769736,0.33515482695810567,0.38699022586811066,0.8395986128896838,0.8448020404491527,0.8469151612004219
