model,label,layer,n_mentions,mean,q25,median,q75,raw_net_strength_real_auroc
qwen2_5_vl_7b,HALL,1,916,1.2414116859436035,0.7523900866508484,1.0699098110198975,1.5916762351989746,0.6833828828349741
qwen2_5_vl_7b,HALL,2,916,0.2692330777645111,0.16899478435516357,0.23382645845413208,0.32520729303359985,0.6797825438346556
qwen2_5_vl_7b,HALL,3,916,0.2736929655075073,0.1360279619693756,0.17956362664699554,0.2695489525794983,0.6600033502590923
qwen2_5_vl_7b,HALL,4,916,0.43367016315460205,0.2114046961069107,0.30351096391677856,0.4705851674079895,0.6919270231282632
qwen2_5_vl_7b,HALL,5,916,0.8330246210098267,0.3682604432106018,0.5709077715873718,1.0250566005706787,0.6649349064530412
qwen2_5_vl_7b,HALL,6,916,1.719611406326294,0.9317067861557007,1.4069806337356567,2.2779483795166016,0.6473520638099807
qwen2_5_vl_7b,HALL,7,916,1.164957046508789,0.6101713180541992,0.9644771218299866,1.4928791522979736,0.6924393580713255
qwen2_5_vl_7b,HALL,8,916,2.4013519287109375,1.1380823850631714,2.2304821014404297,3.3940606117248535,0.5830248501339824
qwen2_5_vl_7b,HALL,9,916,4.353503704071045,2.3330981731414795,3.9135959148406982,5.749929428100586,0.6233851163410357
qwen2_5_vl_7b,HALL,10,916,9.181669235229492,6.029828071594238,8.429738998413086,11.833719253540039,0.6199199632339153
qwen2_5_vl_7b,HALL,11,916,2.729750156402588,2.0679171085357666,2.6203489303588867,3.3060302734375,0.6861178781804371
qwen2_5_vl_7b,HALL,12,916,4.514130115509033,3.069941520690918,4.403882026672363,5.770364761352539,0.5837768391578955
qwen2_5_vl_7b,HALL,13,916,4.833925724029541,3.5865516662597656,4.978658676147461,5.997280597686768,0.5908033568644486
qwen2_5_vl_7b,HALL,14,916,4.906533718109131,3.603464365005493,4.773841857910156,6.138359546661377,0.6233879152208119
qwen2_5_vl_7b,HALL,15,916,9.292021751403809,6.752275466918945,9.109498977661133,11.403929710388184,0.49375779837877687
qwen2_5_vl_7b,HALL,16,916,3.622310161590576,2.477374792098999,3.3337368965148926,4.485640525817871,0.5300053906424492
qwen2_5_vl_7b,HALL,17,916,7.17642068862915,4.70146369934082,6.935246467590332,9.349784851074219,0.5922810254423769
qwen2_5_vl_7b,HALL,18,916,3.5632307529449463,2.0417568683624268,3.252931594848633,4.673166751861572,0.6235571075032929
qwen2_5_vl_7b,HALL,19,916,4.702880382537842,3.2574520111083984,4.627249717712402,5.9078779220581055,0.5758019210391233
qwen2_5_vl_7b,HALL,20,916,11.71802806854248,8.920219421386719,11.45242977142334,14.253981590270996,0.618400731291308
qwen2_5_vl_7b,HALL,21,916,7.596786975860596,5.345653533935547,7.655193328857422,9.593199729919434,0.6820644705163206
qwen2_5_vl_7b,HALL,22,916,20.37930679321289,16.491413116455078,20.10342025756836,23.721689224243164,0.4760694379681476
qwen2_5_vl_7b,HALL,23,916,17.50779151916504,12.439268112182617,16.80142593383789,20.909805297851562,0.6352350135381815
qwen2_5_vl_7b,HALL,24,916,18.070730209350586,11.433506965637207,17.390283584594727,23.122920989990234,0.5896554662961696
qwen2_5_vl_7b,HALL,25,916,11.067770004272461,6.577145576477051,10.072406768798828,14.408232688903809,0.5609940977223276
qwen2_5_vl_7b,HALL,26,916,8.190032005310059,4.27575159072876,7.584953308105469,11.533269882202148,0.6200559188190519
qwen2_5_vl_7b,HALL,27,916,20.27614974975586,13.004722595214844,19.157608032226562,26.824338912963867,0.5840584764353915
qwen2_5_vl_7b,HALL,28,916,47.27757263183594,29.513092041015625,45.445281982421875,62.263336181640625,0.5700096393419498
qwen2_5_vl_7b,REAL,1,7801,1.885936975479126,1.0185753107070923,1.6530574560165405,2.518293857574463,0.6833828828349741
qwen2_5_vl_7b,REAL,2,7801,0.3801397383213043,0.22912301123142242,0.33546704053878784,0.4863506853580475,0.6797825438346556
qwen2_5_vl_7b,REAL,3,7801,0.4182736575603485,0.17269740998744965,0.26642081141471863,0.4097772538661957,0.6600033502590923
qwen2_5_vl_7b,REAL,4,7801,0.7671933174133301,0.2963520884513855,0.5333814024925232,1.1245665550231934,0.6919270231282632
qwen2_5_vl_7b,REAL,5,7801,1.3308050632476807,0.532119870185852,1.0474594831466675,1.6799843311309814,0.6649349064530412
qwen2_5_vl_7b,REAL,6,7801,2.339348793029785,1.3265568017959595,2.0472331047058105,2.937192440032959,0.6473520638099807
qwen2_5_vl_7b,REAL,7,7801,1.976466417312622,0.9243094325065613,1.6587148904800415,2.890775680541992,0.6924393580713255
qwen2_5_vl_7b,REAL,8,7801,2.8633553981781006,1.5472403764724731,2.8291029930114746,3.7373342514038086,0.5830248501339824
qwen2_5_vl_7b,REAL,9,7801,5.520922660827637,3.3411006927490234,5.097525596618652,7.28476095199585,0.6233851163410357
qwen2_5_vl_7b,REAL,10,7801,11.174455642700195,7.398240089416504,10.808306694030762,14.256269454956055,0.6199199632339153
qwen2_5_vl_7b,REAL,11,7801,3.4056384563446045,2.6272804737091064,3.391404151916504,4.164727210998535,0.6861178781804371
qwen2_5_vl_7b,REAL,12,7801,5.062289237976074,3.8306617736816406,4.890818119049072,6.1621928215026855,0.5837768391578955
qwen2_5_vl_7b,REAL,13,7801,5.373159408569336,4.392918109893799,5.440553188323975,6.385610580444336,0.5908033568644486
qwen2_5_vl_7b,REAL,14,7801,5.796634674072266,4.274163246154785,5.797358512878418,7.246294021606445,0.6233879152208119
qwen2_5_vl_7b,REAL,15,7801,9.226269721984863,6.899517059326172,8.715292930603027,11.184002876281738,0.49375779837877687
qwen2_5_vl_7b,REAL,16,7801,3.8149192333221436,2.689835548400879,3.405478000640869,4.560322284698486,0.5300053906424492
qwen2_5_vl_7b,REAL,17,7801,8.118629455566406,6.329509258270264,7.92415714263916,9.880988121032715,0.5922810254423769
qwen2_5_vl_7b,REAL,18,7801,4.319066524505615,3.0446205139160156,4.077241897583008,5.359636306762695,0.6235571075032929
qwen2_5_vl_7b,REAL,19,7801,5.282467842102051,4.004948139190674,4.999418258666992,6.21624755859375,0.5758019210391233
qwen2_5_vl_7b,REAL,20,7801,13.120499610900879,10.983575820922852,13.273422241210938,15.388297080993652,0.618400731291308
qwen2_5_vl_7b,REAL,21,7801,9.780305862426758,7.286523818969727,9.8318510055542,12.224237442016602,0.6820644705163206
qwen2_5_vl_7b,REAL,22,7801,19.95151710510254,15.603257179260254,19.397323608398438,23.83857536315918,0.4760694379681476
qwen2_5_vl_7b,REAL,23,7801,20.33379364013672,15.45579719543457,20.19324493408203,25.000123977661133,0.6352350135381815
qwen2_5_vl_7b,REAL,24,7801,21.855003356933594,13.371794700622559,20.590988159179688,28.07522201538086,0.5896554662961696
qwen2_5_vl_7b,REAL,25,7801,11.709792137145996,8.306987762451172,11.583127975463867,14.466531753540039,0.5609940977223276
qwen2_5_vl_7b,REAL,26,7801,10.067851066589355,6.816431522369385,9.91672420501709,12.766313552856445,0.6200559188190519
qwen2_5_vl_7b,REAL,27,7801,23.179533004760742,15.48873233795166,22.574222564697266,29.81368064880371,0.5840584764353915
qwen2_5_vl_7b,REAL,28,7801,52.427669525146484,36.789817810058594,50.531890869140625,64.59986877441406,0.5700096393419498
