model,metric,label,layer,n_mentions,mean,q25,median,q75
qwen2_5_vl_7b,top1_agreement,HALL,16,916,0.9093886462882096,1.0,1.0,1.0
qwen2_5_vl_7b,top1_agreement,HALL,17,916,0.9323144104803494,1.0,1.0,1.0
qwen2_5_vl_7b,top1_agreement,HALL,18,916,0.888646288209607,1.0,1.0,1.0
qwen2_5_vl_7b,top1_agreement,HALL,19,916,0.9246724890829694,1.0,1.0,1.0
qwen2_5_vl_7b,top1_agreement,HALL,20,916,0.9192139737991266,1.0,1.0,1.0
qwen2_5_vl_7b,top1_agreement,HALL,21,916,0.9224890829694323,1.0,1.0,1.0
qwen2_5_vl_7b,top1_agreement,HALL,22,916,0.8679039301310044,1.0,1.0,1.0
qwen2_5_vl_7b,top1_agreement,HALL,23,916,0.8777292576419214,1.0,1.0,1.0
qwen2_5_vl_7b,top1_agreement,HALL,24,916,0.7412663755458515,0.0,1.0,1.0
qwen2_5_vl_7b,top1_agreement,HALL,25,916,0.8646288209606987,1.0,1.0,1.0
qwen2_5_vl_7b,top1_agreement,HALL,26,916,0.9334061135371179,1.0,1.0,1.0
qwen2_5_vl_7b,top1_agreement,HALL,27,916,0.8853711790393013,1.0,1.0,1.0
qwen2_5_vl_7b,top1_agreement,HALL,28,916,0.7947598253275109,1.0,1.0,1.0
qwen2_5_vl_7b,top32_overlap,REAL,1,7801,0.961535380079477,0.9375,0.96875,1.0
qwen2_5_vl_7b,top32_overlap,REAL,2,7801,0.8621931483143187,0.8125,0.875,0.90625
qwen2_5_vl_7b,top32_overlap,REAL,3,7801,0.8862725932572747,0.84375,0.90625,0.9375
qwen2_5_vl_7b,top32_overlap,REAL,4,7801,0.9165852134341751,0.90625,0.9375,0.9375
qwen2_5_vl_7b,top32_overlap,REAL,5,7801,0.9375,0.90625,0.9375,0.96875
qwen2_5_vl_7b,top32_overlap,REAL,6,7801,0.9259469939751314,0.90625,0.9375,0.96875
