model,case_id,layer,regions,permutations,median_path_shapley_cosine,median_path_shapley_norm_relative_error,vector_completeness_relative_error
qwen2_5_vl_7b,qwen2_5_vl_7b:393547:4:7,7,8,2,0.9994218945503235,0.03206884488463402,0.0
qwen2_5_vl_7b,qwen2_5_vl_7b:393547:4:7,7,16,2,0.9985033869743347,0.05462087690830231,0.0
