model,label,layer,n_mentions,mean,q25,median,q75,raw_d_ot_real_auroc
qwen2_5_vl_7b,HALL,1,916,0.014118966646492481,0.009075640700757504,0.012443342246115208,0.01687512919306755,0.5109520865368845
qwen2_5_vl_7b,HALL,2,916,0.03869137540459633,0.022993681952357292,0.032201625406742096,0.048036761581897736,0.5902055861162128
qwen2_5_vl_7b,HALL,3,916,0.03631601855158806,0.024833647534251213,0.03273116797208786,0.04424884170293808,0.499687225184992
qwen2_5_vl_7b,HALL,4,916,0.02922515943646431,0.020778201520442963,0.026128944009542465,0.03412938117980957,0.46972003925149
qwen2_5_vl_7b,HALL,5,916,0.021288838237524033,0.014643967151641846,0.019292084500193596,0.02536488138139248,0.4333922590822249
qwen2_5_vl_7b,HALL,6,916,0.018266361206769943,0.013277707621455193,0.01699722930788994,0.021716583520174026,0.47801899767637
qwen2_5_vl_7b,HALL,7,916,0.008452785201370716,0.005787982139736414,0.007446982432156801,0.010251110419631004,0.47439857671365615
qwen2_5_vl_7b,HALL,8,916,0.009375978261232376,0.006090205628424883,0.008158920332789421,0.011147760786116123,0.502220351326585
qwen2_5_vl_7b,HALL,9,916,0.01443064771592617,0.010246824473142624,0.013513828627765179,0.01756976544857025,0.43283325281889173
qwen2_5_vl_7b,HALL,10,916,0.025545867159962654,0.014051868580281734,0.022248223423957825,0.034315817058086395,0.39219624737395103
qwen2_5_vl_7b,HALL,11,916,0.01893460378050804,0.012674707919359207,0.01685820333659649,0.02260192297399044,0.4522322185768368
qwen2_5_vl_7b,HALL,12,916,0.010357026010751724,0.007141109090298414,0.009626386687159538,0.012409050017595291,0.5767750915373631
qwen2_5_vl_7b,HALL,13,916,0.01188273448497057,0.0089703518897295,0.011090376414358616,0.014143213629722595,0.5699903970434874
qwen2_5_vl_7b,HALL,14,916,0.010915771126747131,0.007814018987119198,0.010011456906795502,0.012766512110829353,0.5641768438600134
qwen2_5_vl_7b,HALL,15,916,0.012995312921702862,0.008940733037889004,0.011644389480352402,0.01563669741153717,0.5820183729664039
qwen2_5_vl_7b,HALL,16,916,0.013809687457978725,0.010431969538331032,0.01288587599992752,0.01599259302020073,0.47003603277824085
qwen2_5_vl_7b,HALL,17,916,0.01143569778650999,0.008347398601472378,0.010731128975749016,0.013508801348507404,0.5304105984620715
qwen2_5_vl_7b,HALL,18,916,0.013197772204875946,0.00986400991678238,0.012312186881899834,0.015534764155745506,0.5000703918263754
qwen2_5_vl_7b,HALL,19,916,0.011937079019844532,0.009183005429804325,0.011281467974185944,0.01396483089774847,0.5000062974794968
qwen2_5_vl_7b,HALL,20,916,0.01734236069023609,0.01285424642264843,0.016394348815083504,0.020866759121418,0.5752907056479715
qwen2_5_vl_7b,HALL,21,916,0.01295491773635149,0.009110715240240097,0.012221170589327812,0.015574119985103607,0.6531209748610216
qwen2_5_vl_7b,HALL,22,916,0.020358772948384285,0.015218842774629593,0.019174933433532715,0.023793162778019905,0.49505857775483936
qwen2_5_vl_7b,HALL,23,916,0.020964505150914192,0.013880051672458649,0.01846972294151783,0.02487342059612274,0.5027886638651746
qwen2_5_vl_7b,HALL,24,916,0.03595071658492088,0.024591654539108276,0.03376155346632004,0.04336782917380333,0.5643695467326157
qwen2_5_vl_7b,HALL,25,916,0.02220916375517845,0.014771634712815285,0.02095562219619751,0.028167784214019775,0.5457563664718833
qwen2_5_vl_7b,HALL,26,916,0.009610749781131744,0.005908526014536619,0.007974065840244293,0.011017930693924427,0.6838169890882873
qwen2_5_vl_7b,HALL,27,916,0.014171226881444454,0.00940103642642498,0.012629816308617592,0.01680666022002697,0.5558873316543786
qwen2_5_vl_7b,HALL,28,916,0.030932974070310593,0.02099168300628662,0.02772250771522522,0.03763391077518463,0.505669690762969
qwen2_5_vl_7b,REAL,1,7801,0.01462609600275755,0.009489577263593674,0.012625791132450104,0.016951393336057663,0.5109520865368845
qwen2_5_vl_7b,REAL,2,7801,0.044113148003816605,0.027789641171693802,0.03942524641752243,0.05514984950423241,0.5902055861162128
qwen2_5_vl_7b,REAL,3,7801,0.036765530705451965,0.02434980310499668,0.032602474093437195,0.04565713554620743,0.499687225184992
qwen2_5_vl_7b,REAL,4,7801,0.027866914868354797,0.02001393586397171,0.02517557144165039,0.032072439789772034,0.46972003925149
qwen2_5_vl_7b,REAL,5,7801,0.01978582702577114,0.012635917402803898,0.017373744398355484,0.023806940764188766,0.4333922590822249
qwen2_5_vl_7b,REAL,6,7801,0.01764089986681938,0.013187129981815815,0.016482414677739143,0.020608773455023766,0.47801899767637
qwen2_5_vl_7b,REAL,7,7801,0.008301176130771637,0.005506652407348156,0.007220637518912554,0.009896720759570599,0.47439857671365615
qwen2_5_vl_7b,REAL,8,7801,0.00944442581385374,0.006270765792578459,0.008134210482239723,0.010818667709827423,0.502220351326585
qwen2_5_vl_7b,REAL,9,7801,0.013373025692999363,0.009201277047395706,0.012100422754883766,0.01603686809539795,0.43283325281889173
qwen2_5_vl_7b,REAL,10,7801,0.020884551107883453,0.00858893059194088,0.016523603349924088,0.029142359271645546,0.39219624737395103
qwen2_5_vl_7b,REAL,11,7801,0.01840030960738659,0.011646777391433716,0.015426414087414742,0.021136866882443428,0.4522322185768368
qwen2_5_vl_7b,REAL,12,7801,0.011676543392241001,0.008043332025408745,0.010508430190384388,0.014037971384823322,0.5767750915373631
qwen2_5_vl_7b,REAL,13,7801,0.013371278531849384,0.009559104219079018,0.012046013958752155,0.015734169632196426,0.5699903970434874
qwen2_5_vl_7b,REAL,14,7801,0.011795314028859138,0.008573073893785477,0.010817208327353,0.013886166736483574,0.5641768438600134
qwen2_5_vl_7b,REAL,15,7801,0.014306156896054745,0.01003387663513422,0.01331373956054449,0.017488596960902214,0.5820183729664039
qwen2_5_vl_7b,REAL,16,7801,0.01351766288280487,0.009854642674326897,0.012387126684188843,0.015793630853295326,0.47003603277824085
qwen2_5_vl_7b,REAL,17,7801,0.011856161057949066,0.008817183785140514,0.011128151789307594,0.014102748595178127,0.5304105984620715
qwen2_5_vl_7b,REAL,18,7801,0.013132615014910698,0.010031966492533684,0.012373794801533222,0.015353507362306118,0.5000703918263754
qwen2_5_vl_7b,REAL,19,7801,0.012322960421442986,0.008898252621293068,0.011169501580297947,0.014478265307843685,0.5000062974794968
qwen2_5_vl_7b,REAL,20,7801,0.018831605091691017,0.014408084563910961,0.017871016636490822,0.02238200232386589,0.5752907056479715
qwen2_5_vl_7b,REAL,21,7801,0.016684874892234802,0.011319635435938835,0.014969832263886929,0.020396050065755844,0.6531209748610216
qwen2_5_vl_7b,REAL,22,7801,0.020159700885415077,0.015003729611635208,0.01892726868391037,0.02401236817240715,0.49505857775483936
qwen2_5_vl_7b,REAL,23,7801,0.02067682519555092,0.013842198066413403,0.018731219694018364,0.025299184024333954,0.5027886638651746
qwen2_5_vl_7b,REAL,24,7801,0.03928043693304062,0.02752276323735714,0.03740078955888748,0.04886632412672043,0.5643695467326157
qwen2_5_vl_7b,REAL,25,7801,0.023405611515045166,0.01707623526453972,0.022465955466032028,0.02859802171587944,0.5457563664718833
