layer,tau_train_median,train_raw_min,train_raw_max,test_raw_min,test_raw_max,train_bounded_min,train_bounded_max,test_bounded_min,test_bounded_max
1,1.8796868324279785,0.14558261632919312,7.416079044342041,0.2392822653055191,8.089136123657227,0.07188308238983154,0.797791063785553,0.11292389780282974,0.8114435076713562
2,0.470963716506958,0.05895466357469559,2.9599766731262207,0.0970509946346283,2.1898999214172363,0.11125234514474869,0.8627304434776306,0.17085999250411987,0.8230034112930298
3,0.4193727374076843,0.0831456184387207,11.596556663513184,0.10392507165670395,7.083313941955566,0.16545787453651428,0.9650986194610596,0.19859643280506134,0.9441036581993103
4,0.9289976358413696,0.13319668173789978,9.294565200805664,0.1298411339521408,6.323507785797119,0.12539765238761902,0.9091317057609558,0.12262597680091858,0.8719066977500916
5,1.5400761365890503,0.1669238805770874,13.094106674194336,0.20608150959014893,11.612984657287598,0.09778786450624466,0.8947617411613464,0.11801999062299728,0.882911205291748
6,3.1852545738220215,0.3215627372264862,15.635102272033691,0.2923436760902405,13.198199272155762,0.09169646352529526,0.8307548761367798,0.08406482636928558,0.8055810332298279
7,2.623565673828125,0.25424689054489136,13.554598808288574,0.2901867628097534,10.919690132141113,0.08834727108478546,0.8378328680992126,0.09959211200475693,0.8062825202941895
8,5.643135070800781,0.4832383990287781,25.365894317626953,0.4835045039653778,32.60264587402344,0.07887838035821915,0.8180164098739624,0.07891838997602463,0.8524507880210876
9,10.118083953857422,0.8689485192298889,37.82590103149414,1.1770731210708618,36.046749114990234,0.07908855378627777,0.7889602780342102,0.10421042144298553,0.7808270454406738
10,18.862606048583984,1.9304311275482178,45.29426193237305,1.8077428340911865,43.715126037597656,0.0928402692079544,0.7059924006462097,0.08745584636926651,0.6985731720924377
11,6.545257091522217,1.2840805053710938,18.040048599243164,1.3461101055145264,19.34405517578125,0.16400882601737976,0.7337735891342163,0.17058008909225464,0.7471830248832703
12,9.737616539001465,0.5851279497146606,32.33757400512695,1.2238961458206177,23.112730026245117,0.05668337270617485,0.7685663104057312,0.11165394634008408,0.7035764455795288
13,12.13792896270752,1.0891492366790771,31.25558853149414,1.4917272329330444,29.01199722290039,0.08234238624572754,0.7202824354171753,0.1094471663236618,0.7050315737724304
14,12.893438339233398,0.6605421304702759,57.93994140625,1.0806297063827515,47.654808044433594,0.04873418062925339,0.8179751038551331,0.0773310735821724,0.7870551347732544
15,19.176692962646484,1.6151318550109863,53.669525146484375,1.8528169393539429,46.00090026855469,0.07768110185861588,0.7367509603500366,0.08810556679964066,0.7057777643203735
16,8.762283325195312,0.5827916860580444,33.42158126831055,1.379118800163269,26.432859420776367,0.06236351281404495,0.7922835350036621,0.1359889656305313,0.7510371208190918
17,17.04424285888672,0.9023725390434265,42.33058166503906,1.4667612314224243,34.03652572631836,0.05028093233704567,0.7129381895065308,0.07923725992441177,0.6663275957107544
18,11.341514587402344,0.6085352301597595,35.47679901123047,1.023413896560669,33.80206298828125,0.050923239439725876,0.7577547430992126,0.08276747912168503,0.7487679123878479
19,11.876245498657227,0.9801573753356934,40.177772521972656,1.543949842453003,35.326629638671875,0.07623884826898575,0.7718477249145508,0.11504674702882767,0.7483999729156494
20,25.806427001953125,2.030012607574463,49.69117736816406,3.206327438354492,44.81504440307617,0.07292644679546356,0.6581821441650391,0.11051440984010696,0.6345809698104858
21,19.864133834838867,1.4245060682296753,47.049983978271484,1.9215097427368164,47.59735107421875,0.0669139102101326,0.7031399011611938,0.08820073306560516,0.7055485248565674
22,35.19529724121094,3.1764256954193115,76.18017578125,6.152073860168457,68.11736297607422,0.0827803760766983,0.6839941740036011,0.14878997206687927,0.6593322157859802
23,43.429500579833984,2.97183895111084,102.43182373046875,7.023332595825195,89.51814270019531,0.06404640525579453,0.7022548317909241,0.1392059028148651,0.6733337640762329
24,36.746700286865234,1.7920067310333252,119.33556365966797,5.202022075653076,113.53993225097656,0.04649887979030609,0.7645683884620667,0.12400907278060913,0.7554892301559448
25,25.055694580078125,1.5953373908996582,70.67936706542969,4.783336639404297,60.91456604003906,0.05986024811863899,0.7382808923721313,0.1603046953678131,0.7085539102554321
26,24.61589241027832,1.264466404914856,81.53752899169922,3.0299291610717773,71.27550506591797,0.048858147114515305,0.7681102156639099,0.10959809273481369,0.7432940602302551
27,58.47306823730469,2.6058106422424316,191.3873291015625,7.314242362976074,146.48202514648438,0.04266303777694702,0.7659770250320435,0.1111801415681839,0.7147030234336853
28,101.44227600097656,6.3977813720703125,305.3018798828125,14.956277847290039,277.57037353515625,0.05932657793164253,0.7505993247032166,0.12849195301532745,0.7323512434959412
