model,label,layer,n_mentions,mean,q25,median,q75,raw_endpoint_uniform_js_real_auroc
qwen2_5_vl_7b,HALL,1,916,0.2785964906215668,0.24410277605056763,0.2797497510910034,0.3136112093925476,0.38046446290336755
qwen2_5_vl_7b,HALL,2,916,0.23435714840888977,0.2020798772573471,0.23207764327526093,0.26517853140830994,0.4176852256652797
qwen2_5_vl_7b,HALL,3,916,0.1703736037015915,0.14755398035049438,0.1681683361530304,0.18816174566745758,0.5189664688605032
qwen2_5_vl_7b,HALL,4,916,0.1713939756155014,0.1451639086008072,0.16645419597625732,0.19075490534305573,0.5574830429868749
qwen2_5_vl_7b,HALL,5,916,0.16030776500701904,0.13454775512218475,0.15339674055576324,0.17826484143733978,0.6112853491518555
qwen2_5_vl_7b,HALL,6,916,0.1394195407629013,0.1068955808877945,0.1267448216676712,0.15665261447429657,0.580600320527712
qwen2_5_vl_7b,HALL,7,916,0.1347048431634903,0.11015906184911728,0.1304759830236435,0.15414251387119293,0.6200420643641589
qwen2_5_vl_7b,HALL,8,916,0.1168246939778328,0.09419114887714386,0.11083222925662994,0.13469672203063965,0.5785379659645025
qwen2_5_vl_7b,HALL,9,916,0.17496010661125183,0.12976272404193878,0.16335102915763855,0.20980072021484375,0.5778522404192946
qwen2_5_vl_7b,HALL,10,916,0.19285936653614044,0.155899778008461,0.18694044649600983,0.22440406680107117,0.5061379433495538
qwen2_5_vl_7b,HALL,11,916,0.14349478483200073,0.11813171952962875,0.13853570818901062,0.16330380737781525,0.5949219784273543
qwen2_5_vl_7b,HALL,12,916,0.19975942373275757,0.15618504583835602,0.19597242772579193,0.23744259774684906,0.5124500469931914
qwen2_5_vl_7b,HALL,13,916,0.2034553587436676,0.16198410093784332,0.2004026174545288,0.24122634530067444,0.46786564145566384
qwen2_5_vl_7b,HALL,14,916,0.20221972465515137,0.16003137826919556,0.1973073035478592,0.23612982034683228,0.45685288919962674
qwen2_5_vl_7b,HALL,15,916,0.2877843677997589,0.23609857261180878,0.28458172082901,0.33767062425613403,0.3653475033152731
qwen2_5_vl_7b,HALL,16,916,0.24433933198451996,0.19411125779151917,0.2388453185558319,0.2889704704284668,0.4374565124054748
qwen2_5_vl_7b,HALL,17,916,0.33842089772224426,0.29345354437828064,0.3373022973537445,0.3802884817123413,0.38770579463275623
qwen2_5_vl_7b,HALL,18,916,0.25997471809387207,0.21819724142551422,0.2554157078266144,0.2963367700576782,0.4829944962828078
qwen2_5_vl_7b,HALL,19,916,0.2791785001754761,0.23632827401161194,0.27921152114868164,0.31730520725250244,0.37881228417138324
qwen2_5_vl_7b,HALL,20,916,0.3626992106437683,0.32212868332862854,0.3649255633354187,0.40501266717910767,0.3798531875602109
qwen2_5_vl_7b,HALL,21,916,0.3242849111557007,0.2862881124019623,0.3270607590675354,0.35945925116539,0.40343738821973896
qwen2_5_vl_7b,HALL,22,916,0.33752384781837463,0.2989712357521057,0.33625292778015137,0.37720468640327454,0.32392541209306386
qwen2_5_vl_7b,HALL,23,916,0.35040149092674255,0.30765706300735474,0.3482094407081604,0.3903164863586426,0.38769403933769553
qwen2_5_vl_7b,HALL,24,916,0.3272109925746918,0.2860124707221985,0.32407939434051514,0.3684639036655426,0.3704645552664002
qwen2_5_vl_7b,HALL,25,916,0.33440059423446655,0.2950616180896759,0.33232617378234863,0.3744667172431946,0.40867157328950665
qwen2_5_vl_7b,HALL,26,916,0.33011144399642944,0.28904083371162415,0.3277739882469177,0.3698798418045044,0.42991982888768604
qwen2_5_vl_7b,HALL,27,916,0.34499749541282654,0.306156188249588,0.34232690930366516,0.3826162815093994,0.39806801725677315
qwen2_5_vl_7b,HALL,28,916,0.3291398882865906,0.2845986783504486,0.3241961598396301,0.37294042110443115,0.3426220689431262
