feature_set,dimensions,full_support_js_ensemble_auroc,union_topk_js_ensemble_auroc,union_topk_js_minus_full_js_auroc,mean_hall_aupr,mean_hall_precision,mean_hall_recall,mean_hall_f1,seed43_auroc,seed44_auroc,seed45_auroc
C_JS,56,0.7998426624615916,0.7968687713208239,-0.002973891140767737,0.3452991904294165,0.5175876411170529,0.18943533697632056,0.2720755648551743,0.7903494939446214,0.7662443952911626,0.7959780150775928
D_JS,56,0.8218311126162834,0.8158515806072664,-0.005979532009017019,0.358531163861584,0.44582690106986783,0.17486338797814208,0.24623524623524626,0.8075419713758567,0.8055329191757771,0.8136079331985734
E_JS,56,0.8054447254883284,0.8012043729957984,-0.004240352492529964,0.34942137978921334,0.5112270027524265,0.21129326047358835,0.29693254382909556,0.7822321469518498,0.7740759947366007,0.7898168040724317
G_JS,168,0.8717663784496961,0.8712231053350126,-0.0005432731146834957,0.40121681260879516,0.46666666666666673,0.12204007285974498,0.19144144144144146,0.8644709966239457,0.8698120063358343,0.870041309923201
H_JS,196,0.8824095926509965,0.8853164565893032,0.0029068639383067474,0.4267107066169539,0.506772100567721,0.2950819672131147,0.3641251239321463,0.8858491464614928,0.8826036187633834,0.87601731418472
