model,group,classifier,AUROC_old82_same400,HALL_AUPR_old82_same400,AUROC_delta_pp,HALL_AUPR_delta_pp
qwen3_vl_8b,visual,three_hidden,0.8944617079889806,0.6469032627368704,0.6738292011019498,1.8157444658060684
qwen3_vl_8b,visual,one_hidden,0.8752584022038569,0.603807488181411,0.4945454545454364,1.41822868007071
qwen3_vl_8b,visual,xgb,0.9031173553719007,0.6615198399237752,0.0,0.0
qwen3_vl_8b,visual_prompt_sum,three_hidden,0.8970512396694215,0.6631524265723024,0.17542699724518718,0.059885815508464724
qwen3_vl_8b,visual_prompt_sum,one_hidden,0.8635878787878788,0.6086549119432235,0.0,0.0
qwen3_vl_8b,visual_prompt_sum,xgb,0.9145256198347106,0.7043792138301724,0.0,0.0
qwen3_vl_8b,generation,three_hidden,0.8658391184573003,0.5843923987772142,1.5356473829201134,2.1313026103431
qwen3_vl_8b,generation,one_hidden,0.8334688705234159,0.5119289732362131,-0.43096418732782027,-0.609759901963669
qwen3_vl_8b,generation,xgb,0.8731603305785125,0.5910469507065514,0.8279338842975048,0.3703578532772922
qwen3_vl_8b,vp_generation,three_hidden,0.9161438016528926,0.6945338075382113,0.674545454545461,0.5840868740497496
qwen3_vl_8b,vp_generation,one_hidden,0.8906170798898071,0.6525274325664546,-0.16385674931128635,-1.238697472381145
qwen3_vl_8b,vp_generation,xgb,0.9232495867768596,0.7152544586059157,-0.3973553719008427,-0.7518918470804103
qwen3_vl_8b,ae_only_visual,three_hidden,0.8442842975206611,0.5448468134236305,-0.5097520661156985,-1.6786916199778679
qwen3_vl_8b,ae_only_visual,one_hidden,0.8114534435261708,0.49630238396645954,0.0,0.0
qwen3_vl_8b,ae_only_visual,xgb,0.8105553719008265,0.4975992763327051,0.5719008264462588,-0.4875843029331417
qwen3_vl_8b,ae_only_visual_prompt_sum,three_hidden,0.8635889807162535,0.5862416704622899,0.1311294765840243,0.38256616728187254
qwen3_vl_8b,ae_only_visual_prompt_sum,one_hidden,0.819181267217631,0.5398902832512913,-0.14203856749313015,-0.32715725768268644
qwen3_vl_8b,ae_only_visual_prompt_sum,xgb,0.8875371900826446,0.6440905394902442,-0.07669421487602746,-0.05192231502325617
qwen3_vl_8b,ae_only_generation,three_hidden,0.777001652892562,0.47367055656000523,-0.91471074380165,-1.2804790398440569
qwen3_vl_8b,ae_only_generation,one_hidden,0.7196617079889808,0.3568520704289612,1.8657851239669343,3.6905848223479865
qwen3_vl_8b,ae_only_generation,xgb,0.7713190082644626,0.45452308941263625,-1.1130578512396738,-1.100261578572681
qwen3_vl_8b,ae_only_vp_generation,three_hidden,0.8646049586776859,0.6257481856652388,0.8030853994490217,0.5622335951815272
qwen3_vl_8b,ae_only_vp_generation,one_hidden,0.79304738292011,0.5191817644837854,4.988264462809944,6.07149796136881
qwen3_vl_8b,ae_only_vp_generation,xgb,0.8979107438016528,0.6561164674117833,0.08462809917356706,0.7977961203560646
qwen3_vl_8b,legacy_visual,three_hidden,0.897159779614325,0.6562692225897534,0.4074380165289382,1.3204042143302175
