model,group,seed,threshold_rule,threshold,AUROC,HALL_AUPR,HALL_precision,HALL_recall,HALL_F1
qwen2_5_vl_7b,raw_prompt,43,fixed_0.5,0.5,0.8169381268366335,0.3396156761191802,0.0,0.0,0.0
qwen2_5_vl_7b,raw_prompt,43,train_f1,0.5760759115219116,0.8169381268366335,0.3396156761191802,0.36363636363636365,0.04371584699453552,0.07804878048780488
qwen2_5_vl_7b,raw_prompt,44,fixed_0.5,0.5,0.8127189408290912,0.32505073922126165,0.0,0.0,0.0
qwen2_5_vl_7b,raw_prompt,44,train_f1,0.5721966624259949,0.8127189408290912,0.32505073922126165,0.5,0.07103825136612021,0.12440191387559808
qwen2_5_vl_7b,raw_prompt,45,fixed_0.5,0.5,0.8165147971368801,0.35025323156826077,0.0,0.0,0.0
qwen2_5_vl_7b,raw_prompt,45,train_f1,0.5751838684082031,0.8165147971368801,0.35025323156826077,0.5,0.060109289617486336,0.1073170731707317
qwen2_5_vl_7b,raw_generation,43,fixed_0.5,0.5,0.8044040399764347,0.336331663370356,0.0,0.0,0.0
qwen2_5_vl_7b,raw_generation,43,train_f1,0.587455689907074,0.8044040399764347,0.336331663370356,0.47058823529411764,0.08743169398907104,0.14746543778801843
qwen2_5_vl_7b,raw_generation,44,fixed_0.5,0.5,0.8003859355762752,0.31941457489661157,0.0,0.0,0.0
qwen2_5_vl_7b,raw_generation,44,train_f1,0.5709099173545837,0.8003859355762752,0.31941457489661157,0.6,0.03278688524590164,0.06217616580310881
qwen2_5_vl_7b,raw_generation,45,fixed_0.5,0.5,0.7967029671884205,0.313359033228857,0.0,0.0,0.0
qwen2_5_vl_7b,raw_generation,45,train_f1,0.5709276795387268,0.7967029671884205,0.313359033228857,0.3939393939393939,0.07103825136612021,0.12037037037037036
qwen2_5_vl_7b,raw_visual,43,fixed_0.5,0.5,0.8403306204955074,0.351209460454463,0.6,0.03278688524590164,0.06217616580310881
qwen2_5_vl_7b,raw_visual,43,train_f1,0.5315667390823364,0.8403306204955074,0.351209460454463,0.47368421052631576,0.04918032786885246,0.0891089108910891
qwen2_5_vl_7b,raw_visual,44,fixed_0.5,0.5,0.8437102025985388,0.3875516337002147,0.7,0.03825136612021858,0.07253886010362694
qwen2_5_vl_7b,raw_visual,44,train_f1,0.5427698493003845,0.8437102025985388,0.3875516337002147,0.46153846153846156,0.09836065573770492,0.16216216216216217
qwen2_5_vl_7b,raw_visual,45,fixed_0.5,0.5,0.8476877379024719,0.38044453789457533,0.46875,0.08196721311475409,0.13953488372093023
qwen2_5_vl_7b,raw_visual,45,train_f1,0.5277001857757568,0.8476877379024719,0.38044453789457533,0.4153846153846154,0.14754098360655737,0.21774193548387097
qwen2_5_vl_7b,raw_concat,43,fixed_0.5,0.5,0.8572673362331418,0.4360146392045956,0.4965986394557823,0.3989071038251366,0.44242424242424244
qwen2_5_vl_7b,raw_concat,43,train_f1,0.44015011191368103,0.8572673362331418,0.4360146392045956,0.4957983193277311,0.3224043715846995,0.39072847682119205
qwen2_5_vl_7b,raw_concat,44,fixed_0.5,0.5,0.8537272416189539,0.4046695455408977,0.4728682170542636,0.3333333333333333,0.391025641025641
qwen2_5_vl_7b,raw_concat,44,train_f1,0.5250555872917175,0.8537272416189539,0.4046695455408977,0.4676258992805755,0.3551912568306011,0.40372670807453415
qwen2_5_vl_7b,raw_concat,45,fixed_0.5,0.5,0.8550818966581648,0.4204759056688569,0.4666666666666667,0.45901639344262296,0.4628099173553719
qwen2_5_vl_7b,raw_concat,45,train_f1,0.4414309561252594,0.8550818966581648,0.4204759056688569,0.4896551724137931,0.3879781420765027,0.4329268292682927
qwen2_5_vl_7b,raw_visual_prompt_sum,43,fixed_0.5,0.5,0.8283115847700087,0.3561545994322606,0.42105263157894735,0.08743169398907104,0.14479638009049775
qwen2_5_vl_7b,raw_visual_prompt_sum,43,train_f1,0.5156223773956299,0.8283115847700087,0.3561545994322606,0.4666666666666667,0.11475409836065574,0.18421052631578946
qwen2_5_vl_7b,raw_visual_prompt_sum,44,fixed_0.5,0.5,0.8314160025682003,0.3427111439552772,0.3333333333333333,0.01092896174863388,0.021164021164021163
qwen2_5_vl_7b,raw_visual_prompt_sum,44,train_f1,0.5293329954147339,0.8314160025682003,0.3427111439552772,0.41379310344827586,0.06557377049180328,0.11320754716981132
qwen2_5_vl_7b,raw_visual_prompt_sum,45,fixed_0.5,0.5,0.8352189143709849,0.3563450766729436,0.34375,0.060109289617486336,0.10232558139534884
qwen2_5_vl_7b,raw_visual_prompt_sum,45,train_f1,0.5315368175506592,0.8352189143709849,0.3563450766729436,0.42105263157894735,0.13114754098360656,0.2
qwen2_5_vl_7b,log1p_prompt,43,fixed_0.5,0.5,0.8233797937678813,0.3462957158215082,0.5,0.12568306010928962,0.20087336244541484
qwen2_5_vl_7b,log1p_prompt,43,train_f1,0.5126637816429138,0.8233797937678813,0.3462957158215082,0.49056603773584906,0.14207650273224043,0.22033898305084745
qwen2_5_vl_7b,log1p_prompt,44,fixed_0.5,0.5,0.8251789449918332,0.34210257598634153,0.375,0.04918032786885246,0.08695652173913043
qwen2_5_vl_7b,log1p_prompt,44,train_f1,0.6001347303390503,0.8251789449918332,0.34210257598634153,0.45652173913043476,0.22950819672131148,0.3054545454545455
qwen2_5_vl_7b,log1p_prompt,45,fixed_0.5,0.5,0.8251613062543436,0.3659420991712844,0.4375,0.03825136612021858,0.07035175879396985
qwen2_5_vl_7b,log1p_prompt,45,train_f1,0.5684556365013123,0.8251613062543436,0.3659420991712844,0.515625,0.18032786885245902,0.26720647773279355
qwen2_5_vl_7b,log1p_generation,43,fixed_0.5,0.5,0.8127118853340953,0.35090965561974524,0.47058823529411764,0.04371584699453552,0.08
qwen2_5_vl_7b,log1p_generation,43,train_f1,0.5549222230911255,0.8127118853340953,0.35090965561974524,0.4878048780487805,0.1092896174863388,0.17857142857142858
qwen2_5_vl_7b,log1p_generation,44,fixed_0.5,0.5,0.8066194654051442,0.3286128457293736,1.0,0.01092896174863388,0.021621621621621623
qwen2_5_vl_7b,log1p_generation,44,train_f1,0.5559404492378235,0.8066194654051442,0.3286128457293736,0.3888888888888889,0.03825136612021858,0.06965174129353234
qwen2_5_vl_7b,log1p_generation,45,fixed_0.5,0.5,0.8099108538207269,0.3318801541174432,0.0,0.0,0.0
qwen2_5_vl_7b,log1p_generation,45,train_f1,0.5684452056884766,0.8099108538207269,0.3318801541174432,0.42857142857142855,0.04918032786885246,0.08823529411764706
qwen2_5_vl_7b,log1p_visual,43,fixed_0.5,0.5,0.8524890022471752,0.3963261746187101,0.4716981132075472,0.1366120218579235,0.211864406779661
qwen2_5_vl_7b,log1p_visual,43,train_f1,0.578778862953186,0.8524890022471752,0.3963261746187101,0.46846846846846846,0.28415300546448086,0.35374149659863946
qwen2_5_vl_7b,log1p_visual,44,fixed_0.5,0.5,0.8423943527818054,0.37338783901770406,0.47058823529411764,0.13114754098360656,0.20512820512820512
qwen2_5_vl_7b,log1p_visual,44,train_f1,0.49739697575569153,0.8423943527818054,0.37338783901770406,0.5,0.13114754098360656,0.2077922077922078
qwen2_5_vl_7b,log1p_visual,45,fixed_0.5,0.5,0.8483421350633407,0.38484938182147277,0.49333333333333335,0.20218579234972678,0.2868217054263566
qwen2_5_vl_7b,log1p_visual,45,train_f1,0.5372033715248108,0.8483421350633407,0.38484938182147277,0.4351851851851852,0.2568306010928962,0.3230240549828179
qwen2_5_vl_7b,log1p_concat,43,fixed_0.5,0.5,0.8574595984717799,0.4164926389415338,0.4430379746835443,0.3825136612021858,0.41055718475073316
qwen2_5_vl_7b,log1p_concat,43,train_f1,0.4832966923713684,0.8574595984717799,0.4164926389415338,0.43333333333333335,0.3551912568306011,0.39039039039039036
qwen2_5_vl_7b,log1p_concat,44,fixed_0.5,0.5,0.8561102350538159,0.4200035333951538,0.43023255813953487,0.40437158469945356,0.4169014084507042
qwen2_5_vl_7b,log1p_concat,44,train_f1,0.476602703332901,0.8561102350538159,0.4200035333951538,0.4276729559748428,0.37158469945355194,0.39766081871345027
