model,scale,source,label,layer,n,mean,median,q25,q75
qwen2_5_vl_7b,log1p,generation,1,2,7801,3.3335832343806273,3.38651180267334,3.065186023712158,3.579033136367798
qwen2_5_vl_7b,log1p,generation,1,3,7801,2.7514295640961817,2.7941105365753174,2.5235092639923096,2.988340139389038
qwen2_5_vl_7b,log1p,generation,1,4,7801,3.2233703897451993,3.2364790439605713,3.070084810256958,3.395284652709961
qwen2_5_vl_7b,log1p,generation,1,5,7801,2.8325652203457796,2.845052480697632,2.4921162128448486,3.2035422325134277
qwen2_5_vl_7b,log1p,generation,1,6,7801,3.18703340973675,3.193138837814331,2.821934938430786,3.493633985519409
qwen2_5_vl_7b,log1p,generation,1,7,7801,2.5645035646799483,2.56597638130188,2.3791558742523193,2.7360570430755615
qwen2_5_vl_7b,log1p,generation,1,8,7801,2.396847366354524,2.4079980850219727,2.048985719680786,2.7096588611602783
qwen2_5_vl_7b,log1p,generation,1,9,7801,2.4412636124404665,2.4097461700439453,2.2214066982269287,2.7053191661834717
qwen2_5_vl_7b,log1p,generation,1,10,7801,3.01251921866463,3.0521841049194336,2.702296495437622,3.343524217605591
qwen2_5_vl_7b,log1p,generation,1,11,7801,2.414250863085892,2.42612624168396,2.2065842151641846,2.6191272735595703
qwen2_5_vl_7b,log1p,generation,1,12,7801,2.293575968456305,2.3580095767974854,1.94530189037323,2.620474338531494
qwen2_5_vl_7b,log1p,generation,1,13,7801,2.470284790614372,2.5132462978363037,2.2150940895080566,2.7425172328948975
qwen2_5_vl_7b,log1p,generation,1,14,7801,2.41137446843421,2.4756386280059814,2.1168599128723145,2.7272956371307373
qwen2_5_vl_7b,log1p,generation,1,15,7801,2.339745555744922,2.356475830078125,2.133880138397217,2.5371968746185303
qwen2_5_vl_7b,log1p,generation,1,16,7801,2.6134569151800973,2.6454780101776123,2.430824041366577,2.8101210594177246
qwen2_5_vl_7b,log1p,generation,1,17,7801,2.2984091258021504,2.343078136444092,1.8991340398788452,2.639615297317505
qwen2_5_vl_7b,log1p,generation,1,18,7801,2.688538818432114,2.6914384365081787,2.4683728218078613,2.875596523284912
qwen2_5_vl_7b,log1p,generation,1,19,7801,2.9476319061397147,2.932795286178589,2.7479913234710693,3.110203981399536
qwen2_5_vl_7b,log1p,generation,1,20,7801,3.1544559721059793,3.1423251628875732,3.005918264389038,3.275684356689453
qwen2_5_vl_7b,log1p,generation,1,21,7801,2.8897738829589383,2.8901023864746094,2.6187422275543213,3.1407997608184814
qwen2_5_vl_7b,log1p,generation,1,22,7801,2.9300811316413524,2.95527720451355,2.6681058406829834,3.182356119155884
qwen2_5_vl_7b,log1p,generation,1,23,7801,2.388764216027005,2.4638986587524414,2.037172555923462,2.7967615127563477
qwen2_5_vl_7b,log1p,generation,1,24,7801,3.094609537150306,3.0509226322174072,2.918893337249756,3.2536137104034424
qwen2_5_vl_7b,log1p,generation,1,25,7801,3.021588800748393,3.028057098388672,2.777027130126953,3.24800705909729
qwen2_5_vl_7b,log1p,generation,1,26,7801,3.0293343721208106,3.023759126663208,2.769301652908325,3.27142071723938
qwen2_5_vl_7b,log1p,generation,1,27,7801,3.0277560411271582,2.9961652755737305,2.718153715133667,3.288361072540283
qwen2_5_vl_7b,log1p,generation,1,28,7801,5.023991148099886,5.0496039390563965,4.885417938232422,5.183805465698242
qwen2_5_vl_7b,log1p,visual,0,1,916,0.491579468333565,0.4571961909532547,0.3504498526453972,0.605186328291893
qwen2_5_vl_7b,log1p,visual,0,2,916,1.127235001644453,1.1097885966300964,0.9222791343927383,1.3106069266796112
qwen2_5_vl_7b,log1p,visual,0,3,916,0.7014581214587762,0.649547815322876,0.5286476314067841,0.8062034249305725
qwen2_5_vl_7b,log1p,visual,0,4,916,1.0786064062186205,1.006718397140503,0.8047053217887878,1.271194189786911
qwen2_5_vl_7b,log1p,visual,0,5,916,1.2485170796448486,1.1889761686325073,0.8970662206411362,1.5518006682395935
qwen2_5_vl_7b,log1p,visual,0,6,916,1.9080100490927177,1.913383424282074,1.5546370148658752,2.2896558046340942
qwen2_5_vl_7b,log1p,visual,0,7,916,0.8337841601188266,0.80724036693573,0.5990313291549683,1.034635305404663
qwen2_5_vl_7b,log1p,visual,0,8,916,1.2381024786218284,1.2683386206626892,0.8615797311067581,1.6098170280456543
qwen2_5_vl_7b,log1p,visual,0,9,916,1.7216252567140817,1.7251405715942383,1.3725166618824005,2.0951348543167114
qwen2_5_vl_7b,log1p,visual,0,10,916,2.711320792743733,2.7701083421707153,2.526190400123596,2.9598265290260315
qwen2_5_vl_7b,log1p,visual,0,11,916,1.3952668974232987,1.391314685344696,1.2166058123111725,1.589984267950058
qwen2_5_vl_7b,log1p,visual,0,12,916,1.7676913040043485,1.8201186656951904,1.5513823926448822,2.038880407810211
qwen2_5_vl_7b,log1p,visual,0,13,916,1.8876741456933417,1.951607882976532,1.7000071704387665,2.1208640933036804
qwen2_5_vl_7b,log1p,visual,0,14,916,1.934212833675495,1.9883715510368347,1.7677212357521057,2.1818989515304565
qwen2_5_vl_7b,log1p,visual,0,15,916,2.4780404232605053,2.5301711559295654,2.269706130027771,2.747484266757965
qwen2_5_vl_7b,log1p,visual,0,16,916,1.7453166077881401,1.721207082271576,1.4944641292095184,2.0077878832817078
qwen2_5_vl_7b,log1p,visual,0,17,916,2.1797908695178783,2.2408878803253174,1.9352121949195862,2.511894404888153
qwen2_5_vl_7b,log1p,visual,0,18,916,1.763103293637261,1.8250998258590698,1.4687170386314392,2.085453450679779
qwen2_5_vl_7b,log1p,visual,0,19,916,1.836022554071189,1.8985161185264587,1.625694900751114,2.087881326675415
qwen2_5_vl_7b,log1p,visual,0,20,916,2.575059056542326,2.6324033737182617,2.389374077320099,2.810274124145508
qwen2_5_vl_7b,log1p,visual,0,21,916,2.203794665406885,2.273799777030945,1.9805023670196533,2.4829381108283997
qwen2_5_vl_7b,log1p,visual,0,22,916,3.0145256529728917,3.0605145692825317,2.856211006641388,3.2311348915100098
qwen2_5_vl_7b,log1p,visual,0,23,916,2.945750079040444,3.035733222961426,2.6997517943382263,3.229076862335205
qwen2_5_vl_7b,log1p,visual,0,24,916,2.89514213423021,2.9930258989334106,2.577452600002289,3.285032868385315
qwen2_5_vl_7b,log1p,visual,0,25,916,2.5127091738985095,2.5651639699935913,2.1743714213371277,2.9202144742012024
qwen2_5_vl_7b,log1p,visual,0,26,916,2.4092706871995757,2.464357852935791,2.002686619758606,2.8599469661712646
qwen2_5_vl_7b,log1p,visual,0,27,916,3.2486179745613746,3.3314274549484253,2.9223408102989197,3.6539425253868103
qwen2_5_vl_7b,log1p,visual,0,28,916,3.860654541368568,3.9583624601364136,3.5139641761779785,4.287686228752136
qwen2_5_vl_7b,log1p,visual,1,1,7801,0.6410626619700865,0.6315929889678955,0.4458990693092346,0.7988868355751038
qwen2_5_vl_7b,log1p,visual,1,2,7801,1.2931802500449545,1.3041497468948364,1.0863022804260254,1.4914642572402954
qwen2_5_vl_7b,log1p,visual,1,3,7801,0.8875810575819889,0.8316267728805542,0.6413161754608154,1.0312767028808594
qwen2_5_vl_7b,log1p,visual,1,4,7801,1.4174553441353417,1.348374366760254,1.0193177461624146,1.822745680809021
qwen2_5_vl_7b,log1p,visual,1,5,7801,1.5210160401910868,1.5378309488296509,1.120067834854126,1.8574632406234741
qwen2_5_vl_7b,log1p,visual,1,6,7801,2.153983664770888,2.156362295150757,1.828528642654419,2.4972760677337646
qwen2_5_vl_7b,log1p,visual,1,7,7801,1.1124266712822344,1.1016291379928589,0.7990124225616455,1.4517219066619873
qwen2_5_vl_7b,log1p,visual,1,8,7801,1.371518105692534,1.49062979221344,1.0424035787582397,1.695052146911621
qwen2_5_vl_7b,log1p,visual,1,9,7801,1.9089387561698523,1.9487775564193726,1.6070332527160645,2.2338614463806152
qwen2_5_vl_7b,log1p,visual,1,10,7801,2.8842642104804495,2.945673942565918,2.700814723968506,3.1497299671173096
qwen2_5_vl_7b,log1p,visual,1,11,7801,1.5722674885295536,1.6083738803863525,1.3974037170410156,1.7807190418243408
qwen2_5_vl_7b,log1p,visual,1,12,7801,1.865891295122865,1.8942667245864868,1.697127342224121,2.100163698196411
qwen2_5_vl_7b,log1p,visual,1,13,7801,2.0251867595261115,2.0835213661193848,1.8943325281143188,2.2230076789855957
qwen2_5_vl_7b,log1p,visual,1,14,7801,2.1081650273270554,2.175257444381714,1.9325380325317383,2.3715262413024902
qwen2_5_vl_7b,log1p,visual,1,15,7801,2.512173974938827,2.521528959274292,2.3326261043548584,2.736959218978882
qwen2_5_vl_7b,log1p,visual,1,16,7801,1.8187541224386214,1.77193284034729,1.5890271663665771,2.058485984802246
qwen2_5_vl_7b,log1p,visual,1,17,7801,2.358648855576774,2.392280340194702,2.2079811096191406,2.5838096141815186
qwen2_5_vl_7b,log1p,visual,1,18,7801,2.0028484841597844,2.0348143577575684,1.8178662061691284,2.254620313644409
qwen2_5_vl_7b,log1p,visual,1,19,7801,2.027982158613364,2.066693067550659,1.859415888786316,2.233804941177368
qwen2_5_vl_7b,log1p,visual,1,20,7801,2.7201788472511907,2.7673439979553223,2.617743730545044,2.88618803024292
qwen2_5_vl_7b,log1p,visual,1,21,7801,2.446954964193193,2.5037167072296143,2.2630388736724854,2.6917078495025635
qwen2_5_vl_7b,log1p,visual,1,22,7801,3.0329972911745964,3.064267158508301,2.8827571868896484,3.2285382747650146
qwen2_5_vl_7b,log1p,visual,1,23,7801,3.1709634306919514,3.2334725856781006,2.998788595199585,3.415255546569824
qwen2_5_vl_7b,log1p,visual,1,24,7801,3.0701737828765707,3.1433448791503906,2.7985079288482666,3.4119372367858887
qwen2_5_vl_7b,log1p,visual,1,25,7801,2.645155986414981,2.6990466117858887,2.3929409980773926,2.937614679336548
qwen2_5_vl_7b,log1p,visual,1,26,7801,2.6405434166753983,2.686509370803833,2.368664264678955,2.9497063159942627
qwen2_5_vl_7b,log1p,visual,1,27,7801,3.407898010366804,3.4647066593170166,3.124295711517334,3.729266881942749
qwen2_5_vl_7b,log1p,visual,1,28,7801,4.027466088865769,4.088099956512451,3.783139944076538,4.33517599105835
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,1,916,0.9685566926366898,0.924643486738205,0.7604672014713287,1.1442484557628632
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,2,916,2.5013091418420386,2.4630261659622192,2.2652065753936768,2.721120238304138
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,3,916,1.8547241238787706,1.8096542954444885,1.6492285132408142,2.0184213519096375
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,4,916,2.0179554066543495,1.966267168521881,1.8210685849189758,2.1700066924095154
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,5,916,2.6288695862459823,2.606149435043335,2.4416739344596863,2.800594925880432
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,6,916,2.8420380746953873,2.824427843093872,2.6608797311782837,3.014981269836426
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,7,916,2.0693820941396157,2.0475897789001465,1.9512116312980652,2.170714497566223
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,8,916,1.8893619577957552,1.878547489643097,1.71106618642807,2.06610107421875
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,9,916,2.2510131484296125,2.2459299564361572,2.033660650253296,2.4550922513008118
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,10,916,3.209542027727485,3.2143173217773438,3.072969615459442,3.36183899641037
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,11,916,2.069065735199566,2.0574599504470825,1.9575093388557434,2.1742238998413086
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,12,916,2.3419249793067247,2.3580600023269653,2.2288524508476257,2.482431173324585
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,13,916,2.429046288848444,2.4460132122039795,2.316758632659912,2.5510430335998535
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,14,916,2.4725039374880393,2.4890717267990112,2.345396339893341,2.616268515586853
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,15,916,2.8047532709925456,2.815769076347351,2.655491530895233,2.9650201201438904
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,16,916,2.2105918507128304,2.1850777864456177,2.0261362195014954,2.395553410053253
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,17,916,2.478314485221971,2.4918057918548584,2.302428424358368,2.684542417526245
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,18,916,2.164508412498574,2.1748266220092773,1.978253960609436,2.369286596775055
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,19,916,2.314363851687794,2.348296284675598,2.1716939210891724,2.484647035598755
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,20,916,2.868544242657949,2.901994466781616,2.72490918636322,3.0411015152931213
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,21,916,2.427841287122543,2.4645615816116333,2.2469473481178284,2.6303576231002808
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,22,916,3.139332248784569,3.163731098175049,2.9959818720817566,3.313701629638672
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,23,916,3.120214843073266,3.166118621826172,2.910738527774811,3.340330719947815
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,24,916,3.4068324352455974,3.443935990333557,3.1825308203697205,3.6527057886123657
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,25,916,3.1056301047187707,3.1110974550247192,2.9021389484405518,3.324609339237213
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,26,916,3.2063881624734036,3.201544761657715,3.0140823125839233,3.4173701405525208
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,27,916,3.9194982897766812,3.945351481437683,3.7229209542274475,4.139221906661987
qwen2_5_vl_7b,log1p,visual_prompt_sum,0,28,916,4.485739697014921,4.503418207168579,4.302183151245117,4.689963340759277
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,1,7801,1.2703555504139716,1.2756444215774536,0.938705325126648,1.6195350885391235
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,2,7801,2.8156800717058097,2.8920233249664307,2.509735584259033,3.151905059814453
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,3,7801,2.1194174107779693,2.1516072750091553,1.848989486694336,2.4311327934265137
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,4,7801,2.373467315772973,2.36942982673645,2.0474088191986084,2.710469961166382
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,5,7801,2.8332243723649886,2.8347158432006836,2.618976354598999,3.0628111362457275
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,6,7801,3.038632185791352,3.0801198482513428,2.850146770477295,3.225752592086792
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,7,7801,2.234561937403303,2.2310218811035156,2.0731899738311768,2.384169578552246
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,8,7801,2.035800129385304,2.0528223514556885,1.8575469255447388,2.235520601272583
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,9,7801,2.4465897252446274,2.477745294570923,2.2741169929504395,2.6155834197998047
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,10,7801,3.386228004948724,3.3938090801239014,3.2394745349884033,3.5499720573425293
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,11,7801,2.225461227590343,2.234645128250122,2.0957815647125244,2.362248659133911
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,12,7801,2.4526084107842876,2.473639965057373,2.3445770740509033,2.572422742843628
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,13,7801,2.5797857335707635,2.58852481842041,2.457841634750366,2.7238385677337646
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,14,7801,2.657598291585238,2.6669464111328125,2.5098721981048584,2.826761245727539
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,15,7801,2.8660658413348266,2.8713533878326416,2.7470431327819824,2.990777015686035
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,16,7801,2.3523579245422943,2.367804765701294,2.196648359298706,2.494318723678589
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,17,7801,2.651392155894101,2.682283639907837,2.5342299938201904,2.802990198135376
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,18,7801,2.3830706045316163,2.4212143421173096,2.227308750152588,2.555605411529541
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,19,7801,2.507835056778407,2.5215728282928467,2.3673129081726074,2.6776459217071533
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,20,7801,3.012907395117131,3.0540411472320557,2.917131185531616,3.1477952003479004
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,21,7801,2.6787071670573304,2.6910040378570557,2.4934399127960205,2.8910317420959473
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,22,7801,3.184024549358824,3.2049927711486816,3.0529167652130127,3.333807945251465
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,23,7801,3.3247544998359166,3.3676626682281494,3.1725807189941406,3.5186545848846436
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,24,7801,3.527500486056051,3.551466941833496,3.336702346801758,3.7381887435913086
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,25,7801,3.2199954640604016,3.2410383224487305,3.0687570571899414,3.3876264095306396
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,26,7801,3.3596594930841226,3.3692715167999268,3.220067024230957,3.509509325027466
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,27,7801,4.038802274693711,4.055727005004883,3.8726425170898438,4.220173358917236
qwen2_5_vl_7b,log1p,visual_prompt_sum,1,28,7801,4.61564249470362,4.636794090270996,4.444706439971924,4.804039478302002
llava_1_5_7b,log1p,prompt,0,1,3487,0.046212890232155475,0.0341174378991127,0.02873456571251154,0.05285067856311798
llava_1_5_7b,log1p,prompt,0,2,3487,0.40073034486081427,0.38874971866607666,0.3354836255311966,0.45155203342437744
llava_1_5_7b,log1p,prompt,0,3,3487,0.3026411214564022,0.3006286025047302,0.2857438772916794,0.317302867770195
llava_1_5_7b,log1p,prompt,0,4,3487,0.4378443998510324,0.4342291057109833,0.4155080169439316,0.45719315111637115
llava_1_5_7b,log1p,prompt,0,5,3487,0.6309265749209038,0.6273709535598755,0.6033938229084015,0.6563355326652527
llava_1_5_7b,log1p,prompt,0,6,3487,0.7189439549841306,0.7136300206184387,0.6829094290733337,0.7524420917034149
llava_1_5_7b,log1p,prompt,0,7,3487,0.9618699724126553,0.9324437975883484,0.8904629945755005,0.9988617599010468
llava_1_5_7b,log1p,prompt,0,8,3487,0.8729885187024607,0.8655316233634949,0.8300891220569611,0.9078372716903687
llava_1_5_7b,log1p,prompt,0,9,3487,1.0773404380773999,1.072371244430542,1.0004940032958984,1.1469757556915283
llava_1_5_7b,log1p,prompt,0,10,3487,0.9473939170323233,0.9379913210868835,0.8919097781181335,0.9962767958641052
llava_1_5_7b,log1p,prompt,0,11,3487,0.9790659917436769,0.9838995933532715,0.9207107722759247,1.0358297228813171
llava_1_5_7b,log1p,prompt,0,12,3487,0.9275311467330983,0.9234318137168884,0.8738964796066284,0.9745275676250458
llava_1_5_7b,log1p,prompt,0,13,3487,0.8377530032596309,0.8340760469436646,0.7946272790431976,0.8742971420288086
llava_1_5_7b,log1p,prompt,0,14,3487,0.9975072267337894,0.995854914188385,0.9544785916805267,1.0336393117904663
llava_1_5_7b,log1p,prompt,0,15,3487,0.8400301694152073,0.8308537602424622,0.7808290123939514,0.8909743130207062
llava_1_5_7b,log1p,prompt,0,16,3487,1.0279453900197464,1.0362871885299683,0.9617074131965637,1.1010193228721619
llava_1_5_7b,log1p,prompt,0,17,3487,0.9056227247695168,0.9065982103347778,0.8597246408462524,0.9496566653251648
llava_1_5_7b,log1p,prompt,0,18,3487,0.7848282892108477,0.7801699042320251,0.7442522048950195,0.8240998387336731
llava_1_5_7b,log1p,prompt,0,19,3487,0.7571509610557063,0.7482085824012756,0.7228253483772278,0.78097003698349
llava_1_5_7b,log1p,prompt,0,20,3487,0.5579725058553279,0.5396274328231812,0.5062638223171234,0.5868444740772247
llava_1_5_7b,log1p,prompt,0,21,3487,0.6380481300071621,0.6216684579849243,0.592796266078949,0.6625476479530334
llava_1_5_7b,log1p,prompt,0,22,3487,0.5242565655592077,0.5200340151786804,0.49220019578933716,0.5525224804878235
llava_1_5_7b,log1p,prompt,0,23,3487,0.4824175927301926,0.47543415427207947,0.4552907198667526,0.5011002421379089
llava_1_5_7b,log1p,prompt,0,24,3487,0.36621747674660315,0.35785746574401855,0.3417891412973404,0.38189905881881714
llava_1_5_7b,log1p,prompt,0,25,3487,0.4065608168985018,0.382956326007843,0.3544922173023224,0.4320260137319565
llava_1_5_7b,log1p,prompt,0,26,3487,0.6130356082507386,0.6109254956245422,0.5910287499427795,0.6314366161823273
llava_1_5_7b,log1p,prompt,0,27,3487,0.38063465315631717,0.36866164207458496,0.344769686460495,0.40000757575035095
llava_1_5_7b,log1p,prompt,0,28,3487,0.5038833538765274,0.5064775943756104,0.4817732125520706,0.52637580037117
llava_1_5_7b,log1p,prompt,0,29,3487,0.8153803302218178,0.821683943271637,0.7606329619884491,0.8641841113567352
llava_1_5_7b,log1p,prompt,0,30,3487,0.5759279252141329,0.5629792809486389,0.5397840142250061,0.5942390263080597
llava_1_5_7b,log1p,prompt,0,31,3487,1.036286020094322,1.025986909866333,1.0005122423171997,1.0579307079315186
llava_1_5_7b,log1p,prompt,0,32,3487,1.5142734933795168,1.4640681743621826,1.3486048579216003,1.6384591460227966
llava_1_5_7b,log1p,prompt,1,1,11976,0.11117955295637476,0.09215700253844261,0.050956783816218376,0.15913036838173866
llava_1_5_7b,log1p,prompt,1,2,11976,0.4546218101786289,0.4410276859998703,0.3854127451777458,0.5146975964307785
llava_1_5_7b,log1p,prompt,1,3,11976,0.3318947990703021,0.3259380906820297,0.3000549152493477,0.35729606449604034
llava_1_5_7b,log1p,prompt,1,4,11976,0.45590242462291186,0.4538116157054901,0.42574311792850494,0.4854353293776512
llava_1_5_7b,log1p,prompt,1,5,11976,0.6758405487429483,0.6618412137031555,0.6233317404985428,0.6988675445318222
llava_1_5_7b,log1p,prompt,1,6,11976,0.7862401313099291,0.7720302641391754,0.7161282002925873,0.8366260379552841
llava_1_5_7b,log1p,prompt,1,7,11976,1.0299213058256116,0.966747522354126,0.9119947701692581,1.0664888322353363
llava_1_5_7b,log1p,prompt,1,8,11976,0.9192300173755718,0.9095088839530945,0.860696330666542,0.9668870121240616
llava_1_5_7b,log1p,prompt,1,9,11976,1.1447505187404976,1.1325626373291016,1.0597940981388092,1.2153874039649963
llava_1_5_7b,log1p,prompt,1,10,11976,1.023832423255375,0.9997562170028687,0.9336537420749664,1.0767389833927155
llava_1_5_7b,log1p,prompt,1,11,11976,1.035566534321947,1.0300229787826538,0.9602013379335403,1.1151758432388306
llava_1_5_7b,log1p,prompt,1,12,11976,1.0345028023382943,1.0200412273406982,0.9320186823606491,1.1329293251037598
llava_1_5_7b,log1p,prompt,1,13,11976,0.925822163248309,0.9060892760753632,0.8425166457891464,0.9932133257389069
llava_1_5_7b,log1p,prompt,1,14,11976,1.0621296575587833,1.0417894124984741,0.9802467077970505,1.125306487083435
llava_1_5_7b,log1p,prompt,1,15,11976,0.9585159987450124,0.9322924017906189,0.8231044262647629,1.0611785352230072
llava_1_5_7b,log1p,prompt,1,16,11976,1.0391250441352287,1.0252252221107483,0.9511484205722809,1.1228510439395905
llava_1_5_7b,log1p,prompt,1,17,11976,0.9538536419421335,0.931150496006012,0.8656566590070724,1.0169341564178467
llava_1_5_7b,log1p,prompt,1,18,11976,0.8475087339440504,0.824266105890274,0.7692943066358566,0.899540901184082
llava_1_5_7b,log1p,prompt,1,19,11976,0.8757843535415873,0.8199469745159149,0.7658160328865051,0.9020257890224457
llava_1_5_7b,log1p,prompt,1,20,11976,0.6925808993369121,0.6609128713607788,0.5814019441604614,0.7715320438146591
llava_1_5_7b,log1p,prompt,1,21,11976,0.7624881929788259,0.7309719920158386,0.6508130878210068,0.8483074009418488
llava_1_5_7b,log1p,prompt,1,22,11976,0.5736163329947728,0.5645582377910614,0.5202044546604156,0.6141892671585083
llava_1_5_7b,log1p,prompt,1,23,11976,0.541656741789065,0.5287329852581024,0.47933394461870193,0.5896670967340469
llava_1_5_7b,log1p,prompt,1,24,11976,0.399048962380859,0.39323078095912933,0.35574866086244583,0.43368760496377945
llava_1_5_7b,log1p,prompt,1,25,11976,0.5617711722139087,0.5568463206291199,0.43384165316820145,0.677221804857254
llava_1_5_7b,log1p,prompt,1,26,11976,0.6382780790966036,0.6375804841518402,0.6077508330345154,0.6692301779985428
llava_1_5_7b,log1p,prompt,1,27,11976,0.5272654841940803,0.4793364256620407,0.40273290127515793,0.6149445176124573
llava_1_5_7b,log1p,prompt,1,28,11976,0.532298043459833,0.5322052836418152,0.5035260319709778,0.5600951015949249
llava_1_5_7b,log1p,prompt,1,29,11976,0.8753302680775175,0.8614068925380707,0.7843386679887772,0.9466669261455536
llava_1_5_7b,log1p,prompt,1,30,11976,0.6674367653612862,0.6457152962684631,0.582860603928566,0.7349907606840134
llava_1_5_7b,log1p,prompt,1,31,11976,1.1019953884925935,1.084305763244629,1.0279828608036041,1.166482001543045
llava_1_5_7b,log1p,prompt,1,32,11976,1.812478741557501,1.8062317967414856,1.6183992326259613,1.990500658750534
llava_1_5_7b,log1p,generation,0,1,3487,0.49084277058317766,0.5079745650291443,0.46234412491321564,0.5375086069107056
llava_1_5_7b,log1p,generation,0,2,3487,0.8699873998731263,0.8760498762130737,0.8104761838912964,0.917851984500885
llava_1_5_7b,log1p,generation,0,3,3487,0.9814327505860795,0.9805314540863037,0.8704904913902283,1.084405541419983
llava_1_5_7b,log1p,generation,0,4,3487,0.9905158480635201,0.9980431199073792,0.8176411688327789,1.15175461769104
llava_1_5_7b,log1p,generation,0,5,3487,1.157899783971763,1.1775850057601929,1.0152857899665833,1.2739903330802917
llava_1_5_7b,log1p,generation,0,6,3487,1.3383943218367127,1.3306562900543213,1.2419933676719666,1.4381433725357056
llava_1_5_7b,log1p,generation,0,7,3487,1.4146805582618796,1.4343435764312744,1.3050614595413208,1.547075092792511
llava_1_5_7b,log1p,generation,0,8,3487,1.4355152820597277,1.4472689628601074,1.3325541615486145,1.5537980198860168
llava_1_5_7b,log1p,generation,0,9,3487,1.6358522606812202,1.6480350494384766,1.5497121214866638,1.7496370673179626
llava_1_5_7b,log1p,generation,0,10,3487,1.6529374838661661,1.6763954162597656,1.5242738723754883,1.8065770864486694
llava_1_5_7b,log1p,generation,0,11,3487,1.9111661093775851,1.9404206275939941,1.8441447019577026,2.0118157863616943
llava_1_5_7b,log1p,generation,0,12,3487,1.8283185759724332,1.8950196504592896,1.7489577531814575,1.9831300377845764
llava_1_5_7b,log1p,generation,0,13,3487,1.8894395884313384,1.9394679069519043,1.7764589190483093,2.0596879720687866
llava_1_5_7b,log1p,generation,0,14,3487,1.814763771793649,1.8626902103424072,1.721806824207306,1.9577518701553345
llava_1_5_7b,log1p,generation,0,15,3487,1.9048459195700969,1.9514243602752686,1.8229097127914429,2.0360416173934937
llava_1_5_7b,log1p,generation,0,16,3487,2.0589535335500293,2.1151421070098877,1.989500343799591,2.1909252405166626
llava_1_5_7b,log1p,generation,0,17,3487,2.032306656356797,2.0376100540161133,1.9379629492759705,2.140236735343933
llava_1_5_7b,log1p,generation,0,18,3487,1.5625878810745821,1.5744973421096802,1.4693647027015686,1.6657174825668335
llava_1_5_7b,log1p,generation,0,19,3487,1.5763897489161283,1.5777708292007446,1.5024314522743225,1.655077874660492
llava_1_5_7b,log1p,generation,0,20,3487,1.717019963732824,1.7527000904083252,1.6367506384849548,1.8356558084487915
llava_1_5_7b,log1p,generation,0,21,3487,1.5422271131135894,1.5274109840393066,1.417166531085968,1.6562565565109253
