model,metric,split,label,layer,n_total,n_valid,n_denominator_zero,n_zero_ratio,mean,median,q25,q75,min,max
minigpt4_7b,raw_attention,all,0,1,1676,1676,0,0,0.25543479684466214,0.17293614425170833,0.12515045252220985,0.27751619578049525,0.02842211480805123,2.325090127355599
minigpt4_7b,raw_attention,all,0,2,1676,1676,0,0,0.42203064430644993,0.34877545070596655,0.2787854407879135,0.4782333448420349,0.10883129500158989,1.665602485884486
minigpt4_7b,raw_attention,all,0,3,1676,1676,0,0,0.39377767943715525,0.32511720711959147,0.2638411134305404,0.4545658665479809,0.1119144433567476,1.5737327087049693
minigpt4_7b,raw_attention,all,0,4,1676,1676,0,0,1.5645806979322263,1.5104566318168895,1.31131402867288,1.7799215390601066,0.6400534474609589,3.5752319878970353
minigpt4_7b,raw_attention,all,0,5,1676,1676,0,0,0.7545082275384595,0.6940278570935408,0.5669262563943079,0.8854503905501225,0.20852317382852895,2.858786368270242
minigpt4_7b,raw_attention,all,0,6,1676,1676,0,0,1.2321730304486092,1.0900732666656183,0.8715960101861123,1.3817889837523194,0.24941333563665535,6.738753431732311
minigpt4_7b,raw_attention,all,0,7,1676,1676,0,0,0.8586513013736274,0.6954070600733796,0.5327535440104338,0.9701241425382491,0.19960750306166897,4.71097986259661
minigpt4_7b,raw_attention,all,0,8,1676,1676,0,0,0.680191474412618,0.5964536448273541,0.44960392978712027,0.7998198213102533,0.15200224931991224,3.4183915095108612
minigpt4_7b,raw_attention,all,0,9,1676,1676,0,0,0.5203419822272412,0.41895383117979934,0.31845155643883494,0.5856174908761551,0.10577806061803943,3.050305650470474
minigpt4_7b,raw_attention,all,0,10,1676,1676,0,0,0.8822979938938917,0.6453006357905824,0.47619580889530366,0.9415990527071851,0.06679436620448694,6.1908216547899135
minigpt4_7b,raw_attention,all,0,11,1676,1676,0,0,0.696159007772764,0.5021803447846809,0.36189100940996294,0.7530457642440194,0.056327383062316966,4.7920970608397475
minigpt4_7b,raw_attention,all,0,12,1676,1676,0,0,0.3853487725709566,0.3076622519769016,0.22698233115275515,0.44368327880514724,0.06445095774720279,2.22811454984329
minigpt4_7b,raw_attention,all,0,13,1676,1676,0,0,0.9362784290600379,0.6518612321576719,0.4276386306495582,1.029693727488438,0.05543394664177591,7.631727267894454
minigpt4_7b,raw_attention,all,0,14,1676,1676,0,0,1.1232713734826305,0.846612978030535,0.5474954677625251,1.4053838682063664,0.08415275918380404,5.877822280082139
minigpt4_7b,raw_attention,all,0,15,1676,1676,0,0,0.7155327616352175,0.538175980451147,0.3850908009278762,0.806555878766476,0.09738726864135724,5.250547534094712
minigpt4_7b,raw_attention,all,0,16,1676,1676,0,0,0.9753210939295642,0.7231590086733617,0.45103046054072626,1.2010430599411859,0.06546489854089518,6.187398976203066
minigpt4_7b,raw_attention,all,0,17,1676,1676,0,0,0.7068113428516654,0.603230693790173,0.4647800166366587,0.8038670373699784,0.1673455366174633,4.531484935793582
minigpt4_7b,raw_attention,all,0,18,1676,1676,0,0,0.9706546492799758,0.7215991608370669,0.501053926205693,1.1078161057753542,0.1287191185707103,8.338325712616642
minigpt4_7b,raw_attention,all,0,19,1676,1676,0,0,1.5211442637089356,1.1071149731569734,0.6778186140631426,1.8608706602787615,0.1735631366197101,10.25882478195512
minigpt4_7b,raw_attention,all,0,20,1676,1676,0,0,1.3451098225971465,1.104202229788452,0.7078825496659338,1.7295524914858782,0.16628501655280167,6.142598029266245
minigpt4_7b,raw_attention,all,0,21,1676,1676,0,0,0.7604365235260615,0.6477248938069922,0.46429681001563716,0.9297463105226325,0.15266772702813391,3.7928688709706955
minigpt4_7b,raw_attention,all,0,22,1676,1676,0,0,1.5282847190861901,1.16627509945405,0.7885831680131502,1.8192760036786817,0.21572185517298334,10.46347362818892
minigpt4_7b,raw_attention,all,0,23,1676,1676,0,0,1.2695456120116857,1.1338468680072826,0.8548930970884592,1.4859407014172716,0.2847456886815533,6.813440777970771
minigpt4_7b,raw_attention,all,0,24,1676,1676,0,0,2.0168073489375873,1.473175031538597,0.978121336750321,2.4580684890934763,0.2978023929928521,14.653331061223565
minigpt4_7b,raw_attention,all,0,25,1676,1676,0,0,1.9884772355898483,1.2760243954314283,0.8802068611840737,2.19259584416984,0.21319900078707754,19.73708962800242
minigpt4_7b,raw_attention,all,0,26,1676,1676,0,0,0.6122247118656468,0.5200049911546099,0.36676436229929266,0.7270367187267942,0.1346916093039057,3.6151376386918903
minigpt4_7b,raw_attention,all,0,27,1676,1676,0,0,0.7479514409869092,0.6584190294296313,0.49322252291941154,0.8696156655164198,0.10246049713925502,3.5438356971957337
minigpt4_7b,raw_attention,all,0,28,1676,1676,0,0,1.385698966112252,1.1560870916698283,0.8490607063100643,1.666097233488725,0.15756743446912405,7.887463664783634
minigpt4_7b,raw_attention,all,0,29,1676,1676,0,0,1.3332549038153847,1.1063585476676692,0.8329511252617126,1.5452249328091965,0.15422157755286833,5.658256306992889
minigpt4_7b,raw_attention,all,0,30,1676,1676,0,0,0.6777922663316108,0.5874409283102874,0.4614749129615342,0.789566291359695,0.13339298845618222,3.599860005104386
minigpt4_7b,raw_attention,all,0,31,1676,1676,0,0,0.6660294065757991,0.595600155719179,0.45956422813857967,0.7853522525775649,0.20461619723228427,2.578088374447348
minigpt4_7b,raw_attention,all,0,32,1676,1676,0,0,1.377307443749831,1.1988337797187985,0.9302863921275213,1.5919413131343216,0.22682062863833213,6.704735459076509
minigpt4_7b,raw_attention,all,1,1,9281,9281,0,0,0.7713644801687228,0.6305361933874591,0.29242823622125175,1.2550327756050326,0.042198221861875315,3.55513076920772
minigpt4_7b,raw_attention,all,1,2,9281,9281,0,0,0.8536194057928905,0.8058989329010904,0.48555284142299493,1.2382999113273405,0.14731097654469363,2.4821258813996705
minigpt4_7b,raw_attention,all,1,3,9281,9281,0,0,0.7368503342035779,0.7295589948778824,0.4575986497496549,0.9903051740271768,0.14324276870015748,2.3257638835309
minigpt4_7b,raw_attention,all,1,4,9281,9281,0,0,2.0813349012863047,2.0068346105088644,1.6387336918255562,2.461956762972605,0.5755808037427147,4.270761257746418
minigpt4_7b,raw_attention,all,1,5,9281,9281,0,0,1.0830925703707097,1.0333967406847828,0.7765592392293516,1.2703509896146348,0.23997057515627193,3.0858389282078464
minigpt4_7b,raw_attention,all,1,6,9281,9281,0,0,2.384868079775959,1.8715308261892964,1.3273245791276767,3.644379824770069,0.3975998720553222,8.232610445104031
minigpt4_7b,raw_attention,all,1,7,9281,9281,0,0,1.9463764234430685,1.6468946125863169,0.9425433411302114,3.020781195603321,0.22922366185582696,6.157912562202211
minigpt4_7b,raw_attention,all,1,8,9281,9281,0,0,1.2626186185877317,1.1499662488040336,0.7762690290151087,1.7674328745322438,0.20755074072615787,3.502705567384092
minigpt4_7b,raw_attention,all,1,9,9281,9281,0,0,1.0828542276127107,1.0089224295590735,0.6037035102974622,1.4214388636285842,0.13493013729082415,3.539154885938828
minigpt4_7b,raw_attention,all,1,10,9281,9281,0,0,2.4933716396190673,1.9120482641809655,0.9335833641898833,3.933583757252722,0.17944028630637396,8.745705292507912
minigpt4_7b,raw_attention,all,1,11,9281,9281,0,0,1.9124143217536198,1.635382161181566,0.7922523425839603,3.179944478551068,0.11275426099968791,6.005197756468478
minigpt4_7b,raw_attention,all,1,12,9281,9281,0,0,1.0093738311425573,0.8058378492550442,0.46080487413497123,1.5892715560485897,0.07414182452282028,2.586654178709052
minigpt4_7b,raw_attention,all,1,13,9281,9281,0,0,2.951045893461888,2.292970127459132,1.0999738036920643,4.955577158557279,0.07135866754194253,8.768793865361996
minigpt4_7b,raw_attention,all,1,14,9281,9281,0,0,2.724216436375947,2.5792969701180044,1.4538193111914008,3.753215352806263,0.08123720900673484,7.0361594748672225
minigpt4_7b,raw_attention,all,1,15,9281,9281,0,0,2.0839685337854594,1.5333994952186791,0.8259751480447398,2.991360956871225,0.09048692681945468,7.415595853253106
minigpt4_7b,raw_attention,all,1,16,9281,9281,0,0,2.600763546301006,2.322798593116996,1.2271199846996625,3.603267298137931,0.06615549910958549,7.241192386704419
minigpt4_7b,raw_attention,all,1,17,9281,9281,0,0,1.7137165763258393,1.3009162363100106,0.8188548327842132,2.5118721109596813,0.15736303193799903,5.382852515826064
minigpt4_7b,raw_attention,all,1,18,9281,9281,0,0,2.839088695598705,2.341699201335097,1.1787408582987835,3.9973948187033046,0.10108183326387875,9.88392727914434
minigpt4_7b,raw_attention,all,1,19,9281,9281,0,0,3.659471535053586,3.4461955736853715,1.8011459376260328,5.184811221199507,0.11442672178079065,12.736188195712046
