model,metric,split,label,layer,n_total,n_valid,n_denominator_zero,n_zero_ratio,mean,median,q25,q75,min,max
minigpt4_7b,raw_attention,all,1,20,9281,9281,0,0,2.897787314043682,2.8422615297884466,1.7218450818475703,3.9202542483780993,0.17600696799882304,9.211024678850704
minigpt4_7b,raw_attention,all,1,21,9281,9281,0,0,1.4576755500472414,1.3562161746057986,0.8474944498460963,1.9154671935674659,0.14240573825178343,5.409938293826244
minigpt4_7b,raw_attention,all,1,22,9281,9281,0,0,3.303170282423639,3.02322050001592,1.7324945284749298,4.435318661464388,0.15626216566058762,13.309590934172062
minigpt4_7b,raw_attention,all,1,23,9281,9281,0,0,2.450172407323098,2.204919401949983,1.4109828521048127,3.3288243088520963,0.31100745238230654,7.845249852979128
minigpt4_7b,raw_attention,all,1,24,9281,9281,0,0,4.8035976651995735,4.209693467545434,2.3455522291340523,6.710172710712842,0.304078921151807,23.02014255906413
minigpt4_7b,raw_attention,all,1,25,9281,9281,0,0,5.273970933794889,5.100609504774684,2.0802571721087246,7.506515082587709,0.20282694151469377,23.6462221332617
minigpt4_7b,raw_attention,all,1,26,9281,9281,0,0,1.2542054627101848,1.0814219942941212,0.7196906401495804,1.6925235016756113,0.15019374054884202,4.34216332205029
minigpt4_7b,raw_attention,all,1,27,9281,9281,0,0,1.424433158938959,1.2965115844115105,0.8667673968303669,1.8742921988258905,0.15040301749705992,7.080643978565758
minigpt4_7b,raw_attention,all,1,28,9281,9281,0,0,2.6355877372374836,2.273810247665967,1.458023047967643,3.6086515454155283,0.28468918785304526,11.344270023760902
minigpt4_7b,raw_attention,all,1,29,9281,9281,0,0,2.4571453021133847,2.3208091297645517,1.5478683889515132,3.179106495997126,0.21412231667724768,8.652775279410433
minigpt4_7b,raw_attention,all,1,30,9281,9281,0,0,1.2518774528203258,1.177037747541946,0.8171451721248645,1.5735636076216082,0.1496757694627675,4.894461417197611
minigpt4_7b,raw_attention,all,1,31,9281,9281,0,0,1.1217213433048487,1.0931532245891906,0.7618350183168607,1.4431176843118882,0.15880855765933094,3.272956582993468
minigpt4_7b,raw_attention,all,1,32,9281,9281,0,0,2.704333313849905,2.6197785549706714,1.6329758769624494,3.6520375969386767,0.19651918514560582,7.542166754300454
minigpt4_7b,raw_attention,train,0,1,1308,1308,0,0,0.2596112079582818,0.17475902576624336,0.1273008804753475,0.27973396532756034,0.02842211480805123,2.325090127355599
minigpt4_7b,raw_attention,train,0,2,1308,1308,0,0,0.42621556624159207,0.35310121906557235,0.2797294274294183,0.4824303993471949,0.10883129500158989,1.665602485884486
minigpt4_7b,raw_attention,train,0,3,1308,1308,0,0,0.3968563836134414,0.3256761411977138,0.26582858105538665,0.45788061326199875,0.1119144433567476,1.5737327087049693
minigpt4_7b,raw_attention,train,0,4,1308,1308,0,0,1.5681782505297694,1.512709712864802,1.3098758839994944,1.781387505958673,0.6400534474609589,3.5752319878970353
minigpt4_7b,raw_attention,train,0,5,1308,1308,0,0,0.7593653671787073,0.6937189112337075,0.5672451413184771,0.8901352606244433,0.20852317382852895,2.858786368270242
minigpt4_7b,raw_attention,train,0,6,1308,1308,0,0,1.2471827019573205,1.0900732666656183,0.8771955557551224,1.3933803410001293,0.24941333563665535,6.738753431732311
minigpt4_7b,raw_attention,train,0,7,1308,1308,0,0,0.8715483547470091,0.6979041161372381,0.5311064215726298,0.9761400268460911,0.19960750306166897,4.71097986259661
minigpt4_7b,raw_attention,train,0,8,1308,1308,0,0,0.6858116696918458,0.5961992214643823,0.4527145331909687,0.8098176584494016,0.15200224931991224,3.4183915095108612
minigpt4_7b,raw_attention,train,0,9,1308,1308,0,0,0.5252585148532766,0.4192803158919297,0.3210919321742548,0.5923434007620314,0.10577806061803943,3.050305650470474
minigpt4_7b,raw_attention,train,0,10,1308,1308,0,0,0.8946035061279841,0.6485324394650798,0.4765685162496865,0.9558117912086652,0.06679436620448694,6.1908216547899135
minigpt4_7b,raw_attention,train,0,11,1308,1308,0,0,0.703620002821059,0.5034337715619035,0.36478279086993987,0.7654380723682463,0.056327383062316966,4.7920970608397475
minigpt4_7b,raw_attention,train,0,12,1308,1308,0,0,0.3892743607730025,0.3087204152820011,0.2263748984634518,0.44724316089321275,0.06445095774720279,2.22811454984329
minigpt4_7b,raw_attention,train,0,13,1308,1308,0,0,0.9509502664414156,0.6545447972400869,0.4329908889025801,1.0363290509895096,0.05543394664177591,7.631727267894454
minigpt4_7b,raw_attention,train,0,14,1308,1308,0,0,1.13983889897083,0.8572705162122041,0.5540301563881871,1.4212059810239916,0.08415275918380404,5.877822280082139
minigpt4_7b,raw_attention,train,0,15,1308,1308,0,0,0.724898831670232,0.5385349310813645,0.39277971341703566,0.811386008931938,0.09738726864135724,5.250547534094712
minigpt4_7b,raw_attention,train,0,16,1308,1308,0,0,0.9879962809683941,0.7326894549825285,0.4604817724325349,1.2154219916577018,0.06546489854089518,6.187398976203066
minigpt4_7b,raw_attention,train,0,17,1308,1308,0,0,0.7118379167088273,0.6005198809340531,0.4656299227064348,0.8077531376962789,0.1673455366174633,4.531484935793582
minigpt4_7b,raw_attention,train,0,18,1308,1308,0,0,0.9804522431308192,0.7300741222153866,0.5048387541064202,1.101837966874755,0.1287191185707103,8.274407924490939
minigpt4_7b,raw_attention,train,0,19,1308,1308,0,0,1.5365747715069824,1.125874673882295,0.6787032974426375,1.8814244416399883,0.17720366548158073,10.25882478195512
minigpt4_7b,raw_attention,train,0,20,1308,1308,0,0,1.3584793495959184,1.111415558783083,0.7188320991696733,1.7355780526012676,0.16628501655280167,6.142598029266245
minigpt4_7b,raw_attention,train,0,21,1308,1308,0,0,0.7636178761424033,0.6491455317164874,0.4644390211377215,0.9322697505049942,0.16116264209067285,3.7928688709706955
minigpt4_7b,raw_attention,train,0,22,1308,1308,0,0,1.5432580251183183,1.1813368491498704,0.7956132541569051,1.8460729556695537,0.23383307551971638,10.46347362818892
minigpt4_7b,raw_attention,train,0,23,1308,1308,0,0,1.2782847108024746,1.1295273627221947,0.853785631177812,1.5036842489346567,0.2847456886815533,6.813440777970771
minigpt4_7b,raw_attention,train,0,24,1308,1308,0,0,2.0518021003915656,1.4848705026472149,0.9881646816113544,2.5247585545093068,0.2978023929928521,14.653331061223565
minigpt4_7b,raw_attention,train,0,25,1308,1308,0,0,2.0156848057107632,1.3066589855601598,0.895973565583147,2.2294205975329553,0.214566236992226,16.73386672915736
minigpt4_7b,raw_attention,train,0,26,1308,1308,0,0,0.6214997146630276,0.5223854665934229,0.373724743773511,0.7373481178411954,0.139717649392668,3.6151376386918903
minigpt4_7b,raw_attention,train,0,27,1308,1308,0,0,0.7548317892029712,0.6638305101685027,0.49443478552143405,0.8749234753353843,0.10246049713925502,3.5438356971957337
minigpt4_7b,raw_attention,train,0,28,1308,1308,0,0,1.398723541234709,1.1589546598131624,0.8490607063100643,1.698381123449936,0.15756743446912405,7.451076113930044
minigpt4_7b,raw_attention,train,0,29,1308,1308,0,0,1.3480430760450235,1.1089732788681061,0.8398935151874127,1.5800166414858814,0.15422157755286833,5.658256306992889
minigpt4_7b,raw_attention,train,0,30,1308,1308,0,0,0.6842115530117245,0.5946652955945674,0.4671368513787075,0.795879418170612,0.13339298845618222,3.599860005104386
minigpt4_7b,raw_attention,train,0,31,1308,1308,0,0,0.6723358536190339,0.6012272388639348,0.4638404985796081,0.7883091672160278,0.20461619723228427,2.4043803330213973
minigpt4_7b,raw_attention,train,0,32,1308,1308,0,0,1.3850751045909857,1.1991353202133403,0.9271947751924341,1.5996372635873397,0.22682062863833213,6.704735459076509
minigpt4_7b,raw_attention,train,1,1,7420,7420,0,0,0.7710879044745329,0.6332279402248935,0.2934101694961528,1.2532613358201825,0.048912815750655654,3.55513076920772
minigpt4_7b,raw_attention,train,1,2,7420,7420,0,0,0.8539400880020825,0.8090630190023773,0.4848881732781515,1.2350355486501767,0.14799900960423265,2.4821258813996705
minigpt4_7b,raw_attention,train,1,3,7420,7420,0,0,0.7367354521096026,0.730834614120436,0.4552918980728691,0.9890839683997539,0.15105779890309112,2.3257638835309
minigpt4_7b,raw_attention,train,1,4,7420,7420,0,0,2.080562031586181,2.0091983143262113,1.637684644224108,2.4594045188573177,0.5755808037427147,4.270761257746418
minigpt4_7b,raw_attention,train,1,5,7420,7420,0,0,1.08191784971882,1.0326463291508674,0.7750581236813855,1.2703613553898367,0.23997057515627193,3.0858389282078464
minigpt4_7b,raw_attention,train,1,6,7420,7420,0,0,2.384374545984655,1.8718846202443498,1.3274322876957803,3.642424048715429,0.3975998720553222,8.232610445104031
minigpt4_7b,raw_attention,train,1,7,7420,7420,0,0,1.9450741906005593,1.6507154703091709,0.9396943962201475,3.012148523633924,0.22922366185582696,6.157912562202211
minigpt4_7b,raw_attention,train,1,8,7420,7420,0,0,1.2609178548475477,1.149468819177208,0.773445366817934,1.762859388071998,0.20755074072615787,3.502705567384092
minigpt4_7b,raw_attention,train,1,9,7420,7420,0,0,1.0837067770673434,1.0091100454405622,0.6051661416732159,1.4212681617722447,0.14761041668704344,3.539154885938828
minigpt4_7b,raw_attention,train,1,10,7420,7420,0,0,2.4922942610893783,1.9164321578132912,0.9337187524038675,3.9277216703955364,0.17944028630637396,8.745705292507912
minigpt4_7b,raw_attention,train,1,11,7420,7420,0,0,1.9124708083994313,1.6342277479501879,0.793104341064003,3.180482080365365,0.11275426099968791,6.005197756468478
minigpt4_7b,raw_attention,train,1,12,7420,7420,0,0,1.007920455034542,0.8041108067848061,0.4611785748074544,1.5778331963623058,0.07414182452282028,2.5564737790342016
minigpt4_7b,raw_attention,train,1,13,7420,7420,0,0,2.954854592842658,2.3099485870201617,1.102176143742303,4.947827069172421,0.08373490502314701,8.768793865361996
minigpt4_7b,raw_attention,train,1,14,7420,7420,0,0,2.725287629218245,2.5936197389952125,1.4545679518122645,3.7481621519003636,0.1264261487168705,6.956355773003117
minigpt4_7b,raw_attention,train,1,15,7420,7420,0,0,2.083750832929797,1.5493686172737566,0.8221886315856072,2.981202192914834,0.11316195230941913,7.415595853253106
minigpt4_7b,raw_attention,train,1,16,7420,7420,0,0,2.602448651783918,2.3292141383601153,1.2301148747865902,3.6083247248159354,0.12645373950770722,7.226021695260263
minigpt4_7b,raw_attention,train,1,17,7420,7420,0,0,1.710394292465786,1.3012672829694938,0.8182147357132181,2.494214195604274,0.18854381657933925,5.382852515826064
minigpt4_7b,raw_attention,train,1,18,7420,7420,0,0,2.838727993332237,2.3464167147135067,1.1837028757212957,3.9908984626609816,0.15525906644209136,9.75462243493468
minigpt4_7b,raw_attention,train,1,19,7420,7420,0,0,3.6623734935339973,3.453413407912733,1.8173417930552234,5.196727360842757,0.11442672178079065,11.204702909419916
minigpt4_7b,raw_attention,train,1,20,7420,7420,0,0,2.8989037524658436,2.8402501003548446,1.7206082920524277,3.9197173871439133,0.1908090660221509,8.57782956834174
minigpt4_7b,raw_attention,train,1,21,7420,7420,0,0,1.4585975856852753,1.3563571844708768,0.8490200154384117,1.9164583766249121,0.1664163009164873,4.776196679354536
minigpt4_7b,raw_attention,train,1,22,7420,7420,0,0,3.3181078781528734,3.030204109318071,1.7445840934809915,4.446385202990561,0.15626216566058762,13.309590934172062
minigpt4_7b,raw_attention,train,1,23,7420,7420,0,0,2.448813411996516,2.208702598227464,1.4022455549803516,3.3294672876377893,0.3421155543767662,7.845249852979128
minigpt4_7b,raw_attention,train,1,24,7420,7420,0,0,4.808471561940493,4.221799120306629,2.366880714564649,6.716820446255346,0.304078921151807,23.02014255906413
minigpt4_7b,raw_attention,train,1,25,7420,7420,0,0,5.281200428422756,5.10291758877193,2.086113408799058,7.510752256730173,0.2659719640900319,23.6462221332617
minigpt4_7b,raw_attention,train,1,26,7420,7420,0,0,1.253939162490577,1.0788703002261557,0.7212715451793452,1.6870452642514324,0.15019374054884202,4.34216332205029
minigpt4_7b,raw_attention,train,1,27,7420,7420,0,0,1.4236726021238177,1.2944208557595442,0.8660544993767781,1.8733618161815575,0.19713133381652684,7.080643978565758
minigpt4_7b,raw_attention,train,1,28,7420,7420,0,0,2.6370807990542504,2.2654419961564196,1.4538877730443187,3.6198880999026324,0.28468918785304526,11.344270023760902
minigpt4_7b,raw_attention,train,1,29,7420,7420,0,0,2.4607959510301987,2.3224095466760355,1.5557694273050118,3.180661061047828,0.25224397543285215,8.652775279410433
minigpt4_7b,raw_attention,train,1,30,7420,7420,0,0,1.2492289416877596,1.173027911391607,0.814992431242411,1.5690064955880862,0.1496757694627675,4.894461417197611
minigpt4_7b,raw_attention,train,1,31,7420,7420,0,0,1.1211730040120123,1.0906176662400613,0.7602541303202185,1.4423684057818864,0.15880855765933094,3.272956582993468
minigpt4_7b,raw_attention,train,1,32,7420,7420,0,0,2.706237411859434,2.623569570650427,1.6304605689623826,3.6520054321917406,0.19651918514560582,7.149622491957914
minigpt4_7b,raw_attention,test,0,1,368,368,0,0,0.24059037908212272,0.16567429580894447,0.12364825873669874,0.2635864725785862,0.05532832560239229,1.412090115278295
minigpt4_7b,raw_attention,test,0,2,368,368,0,0,0.4071559761239342,0.3389581354451896,0.2735566933650813,0.4621817661322528,0.1605618919269183,1.3296108431652027
minigpt4_7b,raw_attention,test,0,3,368,368,0,0,0.3828348939410079,0.3241585831366657,0.258960914175486,0.43386648485252577,0.14540428490179147,1.0958045627880066
minigpt4_7b,raw_attention,test,0,4,368,368,0,0,1.5517937446779142,1.5059067630372829,1.317356116819546,1.768106989244812,0.8374086855969394,2.915932557286748
minigpt4_7b,raw_attention,test,0,5,368,368,0,0,0.7372442638171439,0.6959873613833854,0.5647226330073732,0.8691321143818899,0.3156317867083588,2.076736078101539
minigpt4_7b,raw_attention,test,0,6,368,368,0,0,1.178823437151342,1.0894860345107906,0.8503832977443553,1.348839335057669,0.41973732364791055,4.046165507973816
minigpt4_7b,raw_attention,test,0,7,368,368,0,0,0.8128106877530208,0.6869710353331863,0.5396886997315411,0.9546774408482948,0.24877341573549547,3.3728923843933765
minigpt4_7b,raw_attention,test,0,8,368,368,0,0,0.6602153455397106,0.6004019521501709,0.438360831808839,0.763157345553176,0.21182721241467237,2.5572932509086406
minigpt4_7b,raw_attention,test,0,9,368,368,0,0,0.5028669151760067,0.41691553358492134,0.31189172253915454,0.5617891269343241,0.1524676423368807,2.2875216962450313
minigpt4_7b,raw_attention,test,0,10,368,368,0,0,0.8385599232357595,0.6149636881139642,0.4721582547148636,0.8945392755637053,0.18751501571568957,4.016504129065453
minigpt4_7b,raw_attention,test,0,11,368,368,0,0,0.6696400362424113,0.4964535082282657,0.3543645494514429,0.7185382606121544,0.11633049551870858,3.2239538754604804
minigpt4_7b,raw_attention,test,0,12,368,368,0,0,0.371395866678902,0.30142465519927175,0.22898138902941254,0.4392851707655213,0.08402423842092274,2.204585436809169
minigpt4_7b,raw_attention,test,0,13,368,368,0,0,0.884129615758837,0.6141725651637167,0.41024532935521074,0.9818957234719838,0.07960255576710543,7.300352286803
minigpt4_7b,raw_attention,test,0,14,368,368,0,0,1.0643846252800093,0.8064322521178802,0.5274390716818947,1.2938407965408782,0.17294438939188087,5.51890700974953
minigpt4_7b,raw_attention,test,0,15,368,368,0,0,0.6822424909672855,0.5378126107107508,0.37357373728141485,0.783874563209651,0.12418626706308337,5.1601149223482565
minigpt4_7b,raw_attention,test,0,16,368,368,0,0,0.9302690704328538,0.6905986889450577,0.4287147001790019,1.17472892285313,0.09210528682528105,5.276116738211556
minigpt4_7b,raw_attention,test,0,17,368,368,0,0,0.6889451509897967,0.6124302487785369,0.4580812259954963,0.7751700204560974,0.1770653950851746,4.3194991984065405
minigpt4_7b,raw_attention,test,0,18,368,368,0,0,0.9358305928753481,0.6938204928012078,0.4759111863487386,1.1240047583216142,0.1572949553518917,8.338325712616642
minigpt4_7b,raw_attention,test,0,19,368,368,0,0,1.4662988718615309,1.0299892870799172,0.6728399238478524,1.755070327586214,0.1735631366197101,7.85721166345903
minigpt4_7b,raw_attention,test,0,20,368,368,0,0,1.2975898733732516,1.057707897884992,0.6637440000164152,1.6646339384309172,0.20910996093455345,5.74380562623596
minigpt4_7b,raw_attention,test,0,21,368,368,0,0,0.7491288897701508,0.630733690843466,0.4613866038462731,0.9238038982095552,0.15266772702813391,2.916535556442829
minigpt4_7b,raw_attention,test,0,22,368,368,0,0,1.4750643813415594,1.1165671929676386,0.7544127119157091,1.7299670936842944,0.21572185517298334,7.0591456566102115
minigpt4_7b,raw_attention,test,0,23,368,368,0,0,1.2384838152226856,1.150337397645791,0.8805165034792689,1.4666576022670805,0.28886222193040956,5.464113271114808
minigpt4_7b,raw_attention,test,0,24,368,368,0,0,1.892423830182687,1.4285509765886357,0.9273880926302396,2.298896712406949,0.3863181121416866,9.794571355591318
minigpt4_7b,raw_attention,test,0,25,368,368,0,0,1.8917720678774652,1.1966761785249163,0.8034457286710054,2.055388454777491,0.21319900078707754,19.73708962800242
minigpt4_7b,raw_attention,test,0,26,368,368,0,0,0.5792581258358263,0.5006274774624822,0.3404784493241443,0.6955305848803488,0.1346916093039057,3.2182653857150156
minigpt4_7b,raw_attention,test,0,27,368,368,0,0,0.7234962902624276,0.6337181552047499,0.48419936234784894,0.8582109058423381,0.19550808353330068,2.7319013932647738
minigpt4_7b,raw_attention,test,0,28,368,368,0,0,1.3394050958400399,1.1404253939106046,0.8518615228008483,1.6051116779146155,0.2593009335875862,7.887463664783634
minigpt4_7b,raw_attention,test,0,29,368,368,0,0,1.280692595999168,1.076269067177399,0.7977271434222638,1.439676834647038,0.31863914145535666,4.808344088554435
minigpt4_7b,raw_attention,test,0,30,368,368,0,0,0.6549758886751199,0.5622321199977447,0.44934416780976155,0.7594998107990658,0.193931949175183,2.2517589446350135
minigpt4_7b,raw_attention,test,0,31,368,368,0,0,0.643614100237345,0.5660142703268616,0.4514997395568071,0.7734197574272013,0.2220844542888189,2.578088374447348
minigpt4_7b,raw_attention,test,0,32,368,368,0,0,1.3496984753252919,1.1946718184702578,0.9364532433403209,1.570249610163625,0.2877457418697489,4.657325181293693
minigpt4_7b,raw_attention,test,1,1,1861,1861,0,0,0.7724672161444833,0.6190421697087601,0.2912657680786979,1.2636023417124052,0.042198221861875315,3.0973040764208077
minigpt4_7b,raw_attention,test,1,2,1861,1861,0,0,0.8523408125676335,0.7942121483877045,0.49162965546915627,1.250073423734513,0.14731097654469363,2.1206444645990743
minigpt4_7b,raw_attention,test,1,3,1861,1861,0,0,0.7373083810264135,0.7212258169028027,0.4684174429392239,0.9944962784460373,0.14324276870015748,1.8127334868072273
minigpt4_7b,raw_attention,test,1,4,1861,1861,0,0,2.0844164129332268,1.9983286378148322,1.6484027720182246,2.4756487505544875,0.6912376883115765,4.0348464623893
minigpt4_7b,raw_attention,test,1,5,1861,1861,0,0,1.0877763034373527,1.0363229777916299,0.779404084360708,1.2703509896146348,0.2748316400929063,3.0546940172125727
minigpt4_7b,raw_attention,test,1,6,1861,1861,0,0,2.386835850185135,1.8653748617206938,1.3258683849057504,3.6458993389609273,0.44891022996602103,7.691569291570155
minigpt4_7b,raw_attention,test,1,7,1861,1861,0,0,1.9515685608377045,1.612928509171456,0.9501197118390258,3.040707614324253,0.2533542348149392,5.61277686377629
