model,seed,AUROC,HALL_AUPR
qwen2_5_vl_7b,43,0.8806876879192043,0.4557146185820367
qwen2_5_vl_7b,44,0.8793153958831239,0.44839613938175515
qwen2_5_vl_7b,45,0.8784519312312081,0.4678608178561681
