model,split,label,layer,n,mean,median,q25,q75
shikra_7b,train,0,1,3135,0.14980271458625793,0.1433192640542984,0.12194769829511642,0.17344828695058823
shikra_7b,train,0,2,3135,0.22416968643665314,0.22304539382457733,0.20474838465452194,0.2422785609960556
shikra_7b,train,0,3,3135,0.24855972826480865,0.24744628369808197,0.23140714317560196,0.2658805549144745
shikra_7b,train,0,4,3135,0.21731621026992798,0.1410885900259018,0.06004471331834793,0.36053095757961273
shikra_7b,train,0,5,3135,0.26410576701164246,0.2179238200187683,0.10101015120744705,0.4355740398168564
shikra_7b,train,0,6,3135,0.2537429928779602,0.20481297373771667,0.08228534832596779,0.42810432612895966
shikra_7b,train,0,7,3135,0.19753220677375793,0.10768821090459824,0.04458185285329819,0.3576248288154602
shikra_7b,train,0,8,3135,0.0896199643611908,0.04745282977819443,0.03344134800136089,0.08151407539844513
shikra_7b,train,0,9,3135,0.19940565526485443,0.13748790323734283,0.053396595641970634,0.349647119641304
shikra_7b,train,0,10,3135,0.26086029410362244,0.28005799651145935,0.1073782928287983,0.4056064486503601
shikra_7b,train,0,11,3135,0.2362436056137085,0.17207254469394684,0.06984750553965569,0.42864856123924255
shikra_7b,train,0,12,3135,0.13493816554546356,0.08779216557741165,0.05778059363365173,0.17155633866786957
shikra_7b,train,0,13,3135,0.2784635126590729,0.3085821568965912,0.12711315602064133,0.41236068308353424
shikra_7b,train,0,14,3135,0.3575190603733063,0.3881189227104187,0.33697639405727386,0.4190882742404938
shikra_7b,train,0,15,3135,0.21627365052700043,0.19211189448833466,0.07397143915295601,0.3609043210744858
shikra_7b,train,0,16,3135,0.32083988189697266,0.34522610902786255,0.2960469722747803,0.37887896597385406
shikra_7b,train,0,17,3135,0.31328755617141724,0.35312017798423767,0.24325822293758392,0.4025600105524063
shikra_7b,train,0,18,3135,0.32358238101005554,0.35672569274902344,0.30133093893527985,0.3852723091840744
shikra_7b,train,0,19,3135,0.3498106598854065,0.358998566865921,0.3286127895116806,0.39028844237327576
